Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime_Dominance,200,0.315211,0.022048,0.232772,0.007733,23,23,0,1940
GA_WaitingTime_Dominance,201,0.309216,0.022266,0.233695,0.020811,20,20,0,1923
GA_WaitingTime_Dominance,202,0.290868,0.015278,0.253313,0.005785,25,25,1,1928
GA_WaitingTime_Dominance,203,0.311175,0.028635,0.229350,0.015792,30,30,0,1922
GA_WaitingTime_Dominance,204,0.301337,0.010890,0.245912,0.009263,20,20,8,1929
GA_WaitingTime_Dominance,205,0.297096,0.011088,0.242212,0.013738,31,31,2,1989
GA_WaitingTime_Dominance,206,0.321416,0.014921,0.226274,0.014735,30,30,2,1968
GA_WaitingTime_Dominance,207,0.294092,0.016268,0.249338,0.006325,33,33,4,1958
GA_WaitingTime_Dominance,208,0.284813,0.012886,0.258633,0.006272,25,25,1,1971
GA_WaitingTime_Dominance,209,0.284909,0.016604,0.259116,0.005951,28,28,3,1976
GA_WaitingTime_Dominance,MEAN,0.301013,0.017088,0.243061,0.010641,27,27,21,1950
GA_WaitingTime_Dominance,STDDEV,0.012151,0.005345,0.011476,0.005000,,,,
GA_Energy_Dominance,200,0.698688,0.118219,0.120287,0.019411,66,66,0,2153
GA_Energy_Dominance,201,0.697717,0.114893,0.106091,0.011229,62,62,1,2115
GA_Energy_Dominance,202,0.706188,0.110609,0.121657,0.013800,70,70,2,2085
GA_Energy_Dominance,203,0.693817,0.114284,0.124703,0.023158,54,54,0,2115
GA_Energy_Dominance,204,0.705046,0.117308,0.122837,0.019247,58,58,1,2128
GA_Energy_Dominance,205,0.719232,0.086959,0.086100,0.008906,88,88,2,2156
GA_Energy_Dominance,206,0.697924,0.114288,0.109746,0.010127,61,61,0,2135
GA_Energy_Dominance,207,0.686465,0.121959,0.108862,0.013242,55,55,0,2071
GA_Energy_Dominance,208,0.695172,0.117340,0.123829,0.014887,57,57,0,2081
GA_Energy_Dominance,209,0.694884,0.128314,0.122152,0.013005,64,64,1,2132
GA_Energy_Dominance,MEAN,0.699513,0.114417,0.114626,0.014701,64,64,7,2117
GA_Energy_Dominance,STDDEV,0.008446,0.010247,0.011556,0.004322,,,,
SA_WaitingTime_Dominance,200,0.286343,0.021477,0.258809,0.045101,26,27,0,802
SA_WaitingTime_Dominance,201,0.280497,0.023926,0.262588,0.046234,14,16,0,766
SA_WaitingTime_Dominance,202,0.281654,0.027115,0.261248,0.045522,21,21,0,790
SA_WaitingTime_Dominance,203,0.284021,0.042953,0.259091,0.016770,30,30,0,808
SA_WaitingTime_Dominance,204,0.284145,0.028196,0.260115,0.075844,9,10,0,780
SA_WaitingTime_Dominance,205,0.283666,0.026110,0.259450,0.055829,16,16,0,784
SA_WaitingTime_Dominance,206,0.285704,0.025117,0.257972,0.046601,20,20,0,797
SA_WaitingTime_Dominance,207,0.282396,0.023910,0.260825,0.042292,25,25,0,814
SA_WaitingTime_Dominance,208,0.292709,0.023306,0.253967,0.057382,14,14,0,782
SA_WaitingTime_Dominance,209,0.312313,0.023414,0.250258,0.044317,28,29,0,804
SA_WaitingTime_Dominance,MEAN,0.287345,0.026552,0.258432,0.047589,20,21,0,792
SA_WaitingTime_Dominance,STDDEV,0.008913,0.005782,0.003498,0.014014,,,,
SA_Energy_Dominance,200,0.722120,0.098046,0.128530,0.073153,28,30,1,864
SA_Energy_Dominance,201,0.707258,0.091108,0.133999,0.094426,21,24,1,821
SA_Energy_Dominance,202,0.690337,0.130798,0.117821,0.006089,49,53,0,850
SA_Energy_Dominance,203,0.704693,0.099104,0.116757,0.087616,17,18,2,828
SA_Energy_Dominance,204,0.714350,0.123110,0.114137,0.072338,34,36,2,834
SA_Energy_Dominance,205,0.722889,0.026139,0.134000,0.002610,17,20,3,813
SA_Energy_Dominance,206,0.704516,0.071354,0.136483,0.088758,20,21,0,826
SA_Energy_Dominance,207,0.700626,0.078623,0.146873,0.136922,11,15,1,834
SA_Energy_Dominance,208,0.702276,0.011660,0.144259,0.125849,18,20,5,845
SA_Energy_Dominance,209,0.686966,0.137558,0.141465,0.005505,49,49,7,904
SA_Energy_Dominance,MEAN,0.705603,0.086750,0.131432,0.069326,26,29,18,841
SA_Energy_Dominance,STDDEV,0.011265,0.039697,0.011182,0.046533,,,,
NSGA-II,200,0.580192,0.015651,0.087139,0.008109,40,40,0,2147
NSGA-II,201,0.591605,0.017079,0.088251,0.008597,44,44,0,2126
NSGA-II,202,0.590502,0.016377,0.076579,0.013040,50,50,0,2125
NSGA-II,203,0.616068,0.022270,0.064068,0.008114,54,54,0,2188
NSGA-II,204,0.595946,0.025350,0.067103,0.011283,56,56,0,2164
NSGA-II,205,0.595366,0.009997,0.084105,0.007645,34,34,2,2073
NSGA-II,206,0.583425,0.012931,0.085460,0.008280,38,38,0,2104
NSGA-II,207,0.594667,0.024261,0.076306,0.006290,59,59,0,2198
NSGA-II,208,0.577172,0.013464,0.086456,0.009091,46,46,1,2086
NSGA-II,209,0.577262,0.023764,0.073924,0.006653,52,52,0,2181
NSGA-II,MEAN,0.590221,0.018114,0.078939,0.008710,47,47,3,2139
NSGA-II,STDDEV,0.011109,0.005137,0.008237,0.001940,,,,
SPEA-II,200,0.605184,0.007423,0.078869,0.011957,37,37,4,2760
SPEA-II,201,0.600087,0.018770,0.068714,0.009140,57,57,1,2812
SPEA-II,202,0.607246,0.017507,0.065129,0.013281,54,54,1,2806
SPEA-II,203,0.611998,0.015107,0.062874,0.011440,48,48,7,2820
SPEA-II,204,0.591040,0.012738,0.077056,0.007001,51,51,1,2845
SPEA-II,205,0.572537,0.015364,0.080739,0.007298,45,45,0,2853
SPEA-II,206,0.608001,0.009394,0.070568,0.007032,53,53,6,2849
SPEA-II,207,0.578300,0.013068,0.076175,0.008535,47,47,0,2940
SPEA-II,208,0.594845,0.019242,0.073106,0.015866,46,46,5,2946
SPEA-II,209,0.585632,0.011980,0.073609,0.007902,50,50,2,2891
SPEA-II,MEAN,0.595487,0.014059,0.072684,0.009945,49,49,27,2852
SPEA-II,STDDEV,0.012736,0.003696,0.005559,0.002889,,,,
AMOSA,200,0.466191,0.010040,0.147276,0.012740,20,20,0,4192
AMOSA,201,0.448542,0.013866,0.150823,0.007494,20,20,0,4205
AMOSA,202,0.462145,0.008160,0.147484,0.007675,22,22,4,4195
AMOSA,203,0.457565,0.011765,0.141534,0.012728,17,17,0,4219
AMOSA,204,0.448751,0.012600,0.141153,0.025419,20,20,0,4207
AMOSA,205,0.460022,0.016346,0.138302,0.010367,26,26,0,4210
AMOSA,206,0.451034,0.015925,0.134254,0.025331,26,26,0,4206
AMOSA,207,0.457316,0.010397,0.153417,0.006382,24,24,1,4205
AMOSA,208,0.452024,0.012527,0.139147,0.019481,21,21,0,4219
AMOSA,209,0.453768,0.015830,0.132275,0.027309,19,19,0,4105
AMOSA,MEAN,0.455736,0.012746,0.142567,0.015492,22,22,5,4196
AMOSA,STDDEV,0.005612,0.002622,0.006635,0.007749,,,,
NSGA-II_PC_190kW,200,0.593366,0.017241,0.087408,0.006581,41,41,0,6583
NSGA-II_PC_190kW,201,0.604965,0.015067,0.072122,0.011148,48,48,3,6627
NSGA-II_PC_190kW,202,0.607966,0.018960,0.080339,0.011701,43,43,0,6563
NSGA-II_PC_190kW,203,0.589984,0.012471,0.104360,0.007699,38,38,0,6635
NSGA-II_PC_190kW,204,0.586200,0.015211,0.097400,0.007015,36,36,0,6689
NSGA-II_PC_190kW,205,0.617206,0.012531,0.087939,0.007374,47,47,4,6699
NSGA-II_PC_190kW,206,0.593720,0.017138,0.070082,0.016915,54,54,0,6708
NSGA-II_PC_190kW,207,0.593019,0.014291,0.081974,0.007367,42,42,0,6677
NSGA-II_PC_190kW,208,0.601091,0.017995,0.080573,0.016257,31,31,0,6563
NSGA-II_PC_190kW,209,0.593055,0.015643,0.076959,0.013327,45,45,0,6588
NSGA-II_PC_190kW,MEAN,0.598057,0.015655,0.083916,0.010538,43,43,7,6633
NSGA-II_PC_190kW,STDDEV,0.009048,0.002084,0.010172,0.003729,,,,
NSGA-II_PC_120kW,200,0.494500,0.136671,0.168381,0.022361,26,26,0,6559
NSGA-II_PC_120kW,201,0.484970,0.120806,0.172710,0.009626,27,27,0,6560
NSGA-II_PC_120kW,202,0.519929,0.102809,0.162632,0.012752,33,33,0,6555
NSGA-II_PC_120kW,203,0.519694,0.104511,0.152108,0.018345,31,31,0,6537
NSGA-II_PC_120kW,204,0.519825,0.114039,0.164006,0.024064,28,28,0,6557
NSGA-II_PC_120kW,205,0.471697,0.132642,0.181461,0.020361,24,24,0,6522
NSGA-II_PC_120kW,206,0.469373,0.137922,0.184567,0.010894,27,27,0,6487
NSGA-II_PC_120kW,207,0.479656,0.126341,0.182566,0.011176,26,26,0,6538
NSGA-II_PC_120kW,208,0.519921,0.089964,0.133363,0.011441,34,34,0,6565
NSGA-II_PC_120kW,209,0.504559,0.114284,0.158526,0.013770,31,31,0,6580
NSGA-II_PC_120kW,MEAN,0.498412,0.117999,0.166032,0.015479,29,29,0,6546
NSGA-II_PC_120kW,STDDEV,0.019949,0.015052,0.014961,0.005035,,,,
SPEA-II_PC_190kW,200,0.599601,0.018733,0.073105,0.019987,42,42,0,7281
SPEA-II_PC_190kW,201,0.602503,0.006823,0.081817,0.010201,42,42,5,7276
SPEA-II_PC_190kW,202,0.604195,0.010832,0.081748,0.008479,51,51,1,7294
SPEA-II_PC_190kW,203,0.594460,0.011588,0.093050,0.023685,45,45,2,7346
SPEA-II_PC_190kW,204,0.588385,0.019666,0.075747,0.022587,35,35,1,7285
SPEA-II_PC_190kW,205,0.578595,0.017283,0.084827,0.010210,42,42,0,7313
SPEA-II_PC_190kW,206,0.601076,0.011479,0.081598,0.005244,50,50,0,7287
SPEA-II_PC_190kW,207,0.583033,0.009705,0.088539,0.006548,44,44,4,7260
SPEA-II_PC_190kW,208,0.582574,0.023498,0.080609,0.014212,53,53,1,7322
SPEA-II_PC_190kW,209,0.594440,0.016552,0.075975,0.013709,52,52,0,7315
SPEA-II_PC_190kW,MEAN,0.592886,0.014616,0.081702,0.013486,46,46,14,7297
SPEA-II_PC_190kW,STDDEV,0.008748,0.005004,0.005733,0.006264,,,,
SPEA-II_PC_120kW,200,0.493910,0.112218,0.163111,0.022190,38,38,0,7143
SPEA-II_PC_120kW,201,0.490175,0.112596,0.172611,0.016610,36,36,0,7169
SPEA-II_PC_120kW,202,0.471603,0.126999,0.180780,0.016211,24,24,0,7136
SPEA-II_PC_120kW,203,0.533195,0.084981,0.166457,0.014306,32,32,0,7150
SPEA-II_PC_120kW,204,0.486199,0.111275,0.168161,0.008154,29,29,0,7187
SPEA-II_PC_120kW,205,0.502837,0.092585,0.153837,0.008198,26,26,0,7241
SPEA-II_PC_120kW,206,0.501406,0.091596,0.164678,0.006954,30,30,0,7272
SPEA-II_PC_120kW,207,0.513120,0.086045,0.162373,0.011196,17,17,0,7255
SPEA-II_PC_120kW,208,0.533438,0.067265,0.156811,0.007300,32,32,0,7187
SPEA-II_PC_120kW,209,0.521290,0.101410,0.149952,0.011638,31,31,0,7170
SPEA-II_PC_120kW,MEAN,0.504717,0.098697,0.163877,0.012276,30,30,0,7191
SPEA-II_PC_120kW,STDDEV,0.019399,0.016633,0.008574,0.004743,,,,
AMOSA_PC_190kW,200,0.455610,0.013338,0.153483,0.007230,20,20,1,8475
AMOSA_PC_190kW,201,0.454983,0.008899,0.154521,0.014604,17,17,0,8461
AMOSA_PC_190kW,202,0.455317,0.007224,0.150711,0.036610,17,17,0,8500
AMOSA_PC_190kW,203,0.463299,0.016757,0.164045,0.009006,19,19,1,8497
AMOSA_PC_190kW,204,0.448965,0.007284,0.171807,0.008305,19,19,0,8530
AMOSA_PC_190kW,205,0.466810,0.006478,0.161552,0.016947,17,17,0,8492
AMOSA_PC_190kW,206,0.456377,0.008511,0.149883,0.011091,19,19,0,8521
AMOSA_PC_190kW,207,0.455411,0.009894,0.149180,0.027516,16,16,1,8488
AMOSA_PC_190kW,208,0.456796,0.009926,0.150975,0.023492,19,19,0,8501
AMOSA_PC_190kW,209,0.465966,0.005846,0.165246,0.008078,19,19,1,8480
AMOSA_PC_190kW,MEAN,0.457954,0.009416,0.157140,0.016288,18,18,4,8494
AMOSA_PC_190kW,STDDEV,0.005325,0.003187,0.007507,0.009420,,,,
AMOSA_PC_120kW,200,0.428896,0.057087,0.182153,0.016130,14,14,0,8526
AMOSA_PC_120kW,201,0.431791,0.086812,0.181148,0.007249,26,26,0,8510
AMOSA_PC_120kW,202,0.454652,0.004937,0.192224,0.006177,16,16,4,8508
AMOSA_PC_120kW,203,0.484233,0.045358,0.164997,0.007963,23,23,0,8442
AMOSA_PC_120kW,204,0.410789,0.123195,0.200166,0.008260,21,21,0,8454
AMOSA_PC_120kW,205,0.405713,0.085067,0.192914,0.005266,23,23,0,8505
AMOSA_PC_120kW,206,0.431165,0.073648,0.183705,0.006870,22,22,0,8470
AMOSA_PC_120kW,207,0.453477,0.077834,0.167167,0.014154,24,24,0,8451
AMOSA_PC_120kW,208,0.428928,0.061523,0.188533,0.005358,19,19,0,8562
AMOSA_PC_120kW,209,0.429312,0.046114,0.180649,0.005104,17,17,0,8504
AMOSA_PC_120kW,MEAN,0.435896,0.066157,0.183366,0.008253,21,21,4,8493
AMOSA_PC_120kW,STDDEV,0.021723,0.029860,0.010451,0.003625,,,,
GA_WaitingTime_Dominance_PC_190kW,200,0.261680,0.038164,0.273420,0.008688,15,15,0,6644
GA_WaitingTime_Dominance_PC_190kW,201,0.296013,0.045904,0.245741,0.030852,11,11,0,6653
GA_WaitingTime_Dominance_PC_190kW,202,0.241392,0.043024,0.292970,0.049724,4,4,0,6605
GA_WaitingTime_Dominance_PC_190kW,203,0.259064,0.032371,0.273011,0.027959,8,8,0,6649
GA_WaitingTime_Dominance_PC_190kW,204,0.297977,0.019917,0.247914,0.010352,15,15,0,6620
GA_WaitingTime_Dominance_PC_190kW,205,0.265786,0.019913,0.271704,0.018623,8,8,0,6593
GA_WaitingTime_Dominance_PC_190kW,206,0.271377,0.017093,0.269138,0.017500,14,14,0,6701
GA_WaitingTime_Dominance_PC_190kW,207,0.253158,0.021558,0.284299,0.003410,12,12,0,6611
GA_WaitingTime_Dominance_PC_190kW,208,0.260464,0.028274,0.277904,0.009838,17,17,0,6623
GA_WaitingTime_Dominance_PC_190kW,209,0.270751,0.030358,0.265632,0.029817,14,14,0,6638
GA_WaitingTime_Dominance_PC_190kW,MEAN,0.267766,0.029658,0.270173,0.020676,12,12,0,6633
