Scenario,ScenarioName,Algorithm,Seed,WaitingTime,Energy,PeakPowerWatts
1,Balanced,GA_WaitingTime_Dominance,206,4.258000,0.648155027,244221.646
1,Balanced,GA_WaitingTime_Dominance,206,4.306000,0.640704439,222025.085
1,Balanced,GA_WaitingTime_Dominance,206,4.260000,0.640722835,250020.901
1,Balanced,GA_WaitingTime_Dominance,206,4.236000,0.648597333,246864.136
1,Balanced,GA_WaitingTime_Dominance,206,4.206000,0.657750576,241574.809
1,Balanced,GA_WaitingTime_Dominance,206,4.184000,0.661329494,238301.146
1,Balanced,GA_WaitingTime_Dominance,206,4.226000,0.653458926,235954.921
1,Balanced,GA_WaitingTime_Dominance,207,4.842000,0.537162202,198454.299
1,Balanced,GA_WaitingTime_Dominance,207,4.836000,0.545021836,198794.197
1,Balanced,GA_WaitingTime_Dominance,207,4.790000,0.552557340,216505.559
1,Balanced,GA_WaitingTime_Dominance,207,4.828000,0.550714670,210225.105
1,Balanced,GA_WaitingTime_Dominance,207,4.730000,0.568632909,200632.947
1,Balanced,GA_WaitingTime_Dominance,207,4.764000,0.566907921,209886.518
1,Balanced,GA_WaitingTime_Dominance,207,4.634000,0.590644146,203977.238
1,Balanced,GA_WaitingTime_Dominance,207,4.674000,0.587886939,232747.330
1,Balanced,GA_WaitingTime_Dominance,207,4.552000,0.596939144,211419.263
1,Balanced,GA_WaitingTime_Dominance,207,4.550000,0.607330459,217735.743
1,Balanced,GA_WaitingTime_Dominance,207,4.700000,0.578790906,218944.442
1,Balanced,GA_WaitingTime_Dominance,207,4.548000,0.618967150,210702.768
1,Balanced,GA_WaitingTime_Dominance,207,4.608000,0.592662567,206090.845
1,Balanced,GA_WaitingTime_Dominance,207,4.462000,0.620993113,230065.932
1,Balanced,GA_WaitingTime_Dominance,207,4.478000,0.620909950,218360.748
1,Balanced,GA_WaitingTime_Dominance,207,4.526000,0.620754682,213708.273
1,Balanced,GA_WaitingTime_Dominance,207,4.446000,0.634655787,216953.651
1,Balanced,GA_WaitingTime_Dominance,207,4.386000,0.638091439,214756.743
1,Balanced,GA_WaitingTime_Dominance,207,4.364000,0.643660355,229084.911
1,Balanced,GA_WaitingTime_Dominance,207,4.332000,0.645963670,227848.090
1,Balanced,GA_WaitingTime_Dominance,207,4.350000,0.645679853,217191.406
1,Balanced,GA_WaitingTime_Dominance,207,4.250000,0.661853590,244829.830
1,Balanced,GA_WaitingTime_Dominance,207,4.272000,0.650096489,251049.411
1,Balanced,GA_WaitingTime_Dominance,207,4.244000,0.666785905,234490.462
1,Balanced,GA_WaitingTime_Dominance,207,4.288000,0.647124506,228005.161
1,Balanced,GA_WaitingTime_Dominance,207,4.266000,0.654596149,254621.891
1,Balanced,GA_WaitingTime_Dominance,207,4.276000,0.648543455,249692.365
1,Balanced,GA_WaitingTime_Dominance,207,4.202000,0.673812250,264914.498
1,Balanced,GA_WaitingTime_Dominance,207,4.260000,0.658867368,238838.115
1,Balanced,GA_WaitingTime_Dominance,208,4.842000,0.537162202,198454.299
1,Balanced,GA_WaitingTime_Dominance,208,4.830000,0.545520322,206569.666
1,Balanced,GA_WaitingTime_Dominance,208,4.734000,0.559543154,211465.733
1,Balanced,GA_WaitingTime_Dominance,208,4.812000,0.549795322,201309.222
1,Balanced,GA_WaitingTime_Dominance,208,4.704000,0.575364126,207436.105
1,Balanced,GA_WaitingTime_Dominance,208,4.730000,0.572960626,203298.187
1,Balanced,GA_WaitingTime_Dominance,208,4.630000,0.600138764,202203.585
1,Balanced,GA_WaitingTime_Dominance,208,4.590000,0.604225144,213346.748
1,Balanced,GA_WaitingTime_Dominance,208,4.534000,0.613896820,212216.636
1,Balanced,GA_WaitingTime_Dominance,208,4.646000,0.599351361,223614.794
1,Balanced,GA_WaitingTime_Dominance,208,4.502000,0.618348335,210189.411
1,Balanced,GA_WaitingTime_Dominance,208,4.662000,0.579536829,207097.569
1,Balanced,GA_WaitingTime_Dominance,208,4.602000,0.601016784,217234.962
1,Balanced,GA_WaitingTime_Dominance,208,4.500000,0.620696397,212608.427
1,Balanced,GA_WaitingTime_Dominance,208,4.508000,0.617170106,205999.243
1,Balanced,GA_WaitingTime_Dominance,208,4.570000,0.607660809,228062.595
1,Balanced,GA_WaitingTime_Dominance,208,4.400000,0.626410633,216728.626
1,Balanced,GA_WaitingTime_Dominance,208,4.424000,0.626321751,218708.554
1,Balanced,GA_WaitingTime_Dominance,208,4.394000,0.637646789,250143.712
1,Balanced,GA_WaitingTime_Dominance,208,4.222000,0.672596985,260522.610
1,Balanced,GA_WaitingTime_Dominance,208,4.268000,0.664166123,254429.646
1,Balanced,GA_WaitingTime_Dominance,208,4.232000,0.664913086,230381.585
1,Balanced,GA_WaitingTime_Dominance,208,4.270000,0.645274204,243922.692
1,Balanced,GA_WaitingTime_Dominance,208,4.186000,0.684329524,262460.513
1,Balanced,GA_WaitingTime_Dominance,208,4.206000,0.681112635,271741.569
1,Balanced,GA_WaitingTime_Dominance,208,4.212000,0.677969537,250491.529
1,Balanced,GA_WaitingTime_Dominance,208,4.228000,0.670799884,263709.074
1,Balanced,GA_WaitingTime_Dominance,208,4.266000,0.664269798,245931.294
1,Balanced,GA_WaitingTime_Dominance,208,4.208000,0.679538239,234772.452
1,Balanced,GA_WaitingTime_Dominance,208,4.210000,0.679191926,257820.743
1,Balanced,GA_WaitingTime_Dominance,208,4.218000,0.675586398,256631.498
1,Balanced,GA_WaitingTime_Dominance,208,4.176000,0.706597590,259268.712
1,Balanced,GA_WaitingTime_Dominance,208,4.182000,0.690608857,260122.580
1,Balanced,GA_WaitingTime_Dominance,208,4.184000,0.689061875,283889.758
1,Balanced,GA_WaitingTime_Dominance,209,4.842000,0.537162202,198454.299
1,Balanced,GA_WaitingTime_Dominance,209,4.840000,0.566647492,205174.626
1,Balanced,GA_WaitingTime_Dominance,209,4.810000,0.571911647,220020.018
1,Balanced,GA_WaitingTime_Dominance,209,4.742000,0.578562910,224351.564
1,Balanced,GA_WaitingTime_Dominance,209,4.836000,0.571443514,210391.967
1,Balanced,GA_WaitingTime_Dominance,209,4.648000,0.608492860,229691.733
1,Balanced,GA_WaitingTime_Dominance,209,4.708000,0.592541531,210708.733
1,Balanced,GA_WaitingTime_Dominance,209,4.656000,0.607252474,212433.860
1,Balanced,GA_WaitingTime_Dominance,209,4.588000,0.617474673,217844.554
1,Balanced,GA_WaitingTime_Dominance,209,4.600000,0.610808870,222765.595
1,Balanced,GA_WaitingTime_Dominance,209,4.526000,0.629057488,229597.248
1,Balanced,GA_WaitingTime_Dominance,209,4.662000,0.603968385,216433.677
1,Balanced,GA_WaitingTime_Dominance,209,4.542000,0.618512399,215417.911
1,Balanced,GA_WaitingTime_Dominance,209,4.530000,0.619132950,213499.049
1,Balanced,GA_WaitingTime_Dominance,209,4.236000,0.668393859,247327.794
1,Balanced,GA_WaitingTime_Dominance,209,4.252000,0.660812079,286790.217
1,Balanced,GA_WaitingTime_Dominance,209,4.298000,0.648827431,242145.835
1,Balanced,GA_WaitingTime_Dominance,209,4.350000,0.629699868,236669.819
1,Balanced,GA_WaitingTime_Dominance,209,4.306000,0.647833585,219642.187
1,Balanced,GA_WaitingTime_Dominance,209,4.266000,0.657342410,253199.911
1,Balanced,GA_WaitingTime_Dominance,209,4.220000,0.679864874,243765.498
1,Balanced,GA_WaitingTime_Dominance,209,4.296000,0.650563066,220367.462
1,Balanced,GA_WaitingTime_Dominance,209,4.260000,0.660161991,273629.707
1,Balanced,GA_WaitingTime_Dominance,209,4.234000,0.675236525,250888.386
1,Balanced,GA_WaitingTime_Dominance,209,4.226000,0.677792123,247770.799
1,Balanced,GA_WaitingTime_Dominance,209,4.278000,0.657332443,236855.534
1,Balanced,GA_WaitingTime_Dominance,209,4.316000,0.639443113,216396.845
1,Balanced,GA_Energy_Dominance,200,5.536000,0.524818036,190715.962
1,Balanced,GA_Energy_Dominance,200,6.752000,0.499102580,182758.697
1,Balanced,GA_Energy_Dominance,200,5.528000,0.537514467,187176.207
1,Balanced,GA_Energy_Dominance,200,6.186000,0.503660460,198702.574
1,Balanced,GA_Energy_Dominance,200,7.184000,0.484178918,180374.452
1,Balanced,GA_Energy_Dominance,200,6.774000,0.494761976,185404.074
1,Balanced,GA_Energy_Dominance,200,7.428000,0.483512743,166662.906
1,Balanced,GA_Energy_Dominance,200,7.808000,0.452934898,158702.171
1,Balanced,GA_Energy_Dominance,200,7.590000,0.463049746,178412.105
1,Balanced,GA_Energy_Dominance,200,7.904000,0.444267009,177162.228
1,Balanced,GA_Energy_Dominance,200,8.268000,0.434487086,155972.743
1,Balanced,GA_Energy_Dominance,200,7.878000,0.452336001,173219.921
1,Balanced,GA_Energy_Dominance,200,8.614000,0.422926254,171441.222
1,Balanced,GA_Energy_Dominance,200,8.722000,0.420369349,159718.258
1,Balanced,GA_Energy_Dominance,200,8.842000,0.398459151,154409.171
1,Balanced,GA_Energy_Dominance,200,8.824000,0.406372602,146913.416
1,Balanced,GA_Energy_Dominance,200,9.148000,0.385116003,144055.003
1,Balanced,GA_Energy_Dominance,200,9.670000,0.369026945,162684.921
1,Balanced,GA_Energy_Dominance,200,10.230000,0.343485515,136008.870
1,Balanced,GA_Energy_Dominance,200,10.420000,0.331343254,112828.513
1,Balanced,GA_Energy_Dominance,200,9.732000,0.353682021,163343.166
1,Balanced,GA_Energy_Dominance,200,9.964000,0.347008291,119948.355
1,Balanced,GA_Energy_Dominance,200,10.418000,0.343148988,119707.845
1,Balanced,GA_Energy_Dominance,200,11.116000,0.305719533,99889.044
1,Balanced,GA_Energy_Dominance,200,11.026000,0.312594057,101695.534
1,Balanced,GA_Energy_Dominance,200,10.508000,0.317879500,122126.059
1,Balanced,GA_Energy_Dominance,200,10.906000,0.316179660,97988.942
1,Balanced,GA_Energy_Dominance,200,11.444000,0.293140295,118974.416
1,Balanced,GA_Energy_Dominance,200,12.206000,0.279464959,91785.779
1,Balanced,GA_Energy_Dominance,200,11.416000,0.294913834,125528.391
1,Balanced,GA_Energy_Dominance,200,11.156000,0.294932302,94959.855
1,Balanced,GA_Energy_Dominance,200,11.660000,0.288965070,81723.258
1,Balanced,GA_Energy_Dominance,200,12.074000,0.279530076,110831.018
1,Balanced,GA_Energy_Dominance,200,12.412000,0.275068257,83313.187
1,Balanced,GA_Energy_Dominance,200,11.794000,0.281289829,81575.620
1,Balanced,GA_Energy_Dominance,200,12.600000,0.271026558,81221.682
1,Balanced,GA_Energy_Dominance,200,12.538000,0.274181372,101109.268
1,Balanced,GA_Energy_Dominance,200,12.338000,0.275288552,84604.972
1,Balanced,GA_Energy_Dominance,200,11.706000,0.283214621,69483.600
1,Balanced,GA_Energy_Dominance,200,13.406000,0.256606346,74022.054
1,Balanced,GA_Energy_Dominance,200,12.540000,0.271213912,71747.273
1,Balanced,GA_Energy_Dominance,200,12.974000,0.261745365,74370.080
1,Balanced,GA_Energy_Dominance,200,13.360000,0.258701582,88427.161
1,Balanced,GA_Energy_Dominance,200,13.736000,0.249017217,54091.248
1,Balanced,GA_Energy_Dominance,200,13.864000,0.248349827,60358.569
1,Balanced,GA_Energy_Dominance,200,13.174000,0.260957769,82617.651
1,Balanced,GA_Energy_Dominance,200,13.658000,0.250957187,63955.427
1,Balanced,GA_Energy_Dominance,200,12.792000,0.267756632,101693.564
1,Balanced,GA_Energy_Dominance,200,13.338000,0.260773746,69304.728
1,Balanced,GA_Energy_Dominance,200,14.458000,0.243238804,58191.085
1,Balanced,GA_Energy_Dominance,200,14.272000,0.246550555,64247.870
1,Balanced,GA_Energy_Dominance,200,13.458000,0.254106862,61396.340
1,Balanced,GA_Energy_Dominance,200,14.774000,0.240565818,51403.228
1,Balanced,GA_Energy_Dominance,200,14.080000,0.247934039,53988.921
1,Balanced,GA_Energy_Dominance,200,14.314000,0.245969458,53134.386
1,Balanced,GA_Energy_Dominance,200,14.198000,0.246758167,60447.707
1,Balanced,GA_Energy_Dominance,200,15.070000,0.239103055,52069.350
1,Balanced,GA_Energy_Dominance,200,14.604000,0.241811843,57420.376
1,Balanced,GA_Energy_Dominance,200,15.182000,0.238111029,50270.197
1,Balanced,GA_Energy_Dominance,200,15.044000,0.240563518,61170.340
1,Balanced,GA_Energy_Dominance,200,15.258000,0.235761881,49830.794
1,Balanced,GA_Energy_Dominance,201,5.536000,0.524818036,190715.962
1,Balanced,GA_Energy_Dominance,201,5.482000,0.532352177,192485.574
1,Balanced,GA_Energy_Dominance,201,6.098000,0.524298093,178195.585
1,Balanced,GA_Energy_Dominance,201,6.562000,0.496278908,165316.651
1,Balanced,GA_Energy_Dominance,201,6.220000,0.514564825,204066.830
1,Balanced,GA_Energy_Dominance,201,7.282000,0.445883697,186927.789
1,Balanced,GA_Energy_Dominance,201,6.776000,0.470286230,183072.156
1,Balanced,GA_Energy_Dominance,201,6.944000,0.446508490,165303.370
1,Balanced,GA_Energy_Dominance,201,7.654000,0.445313501,183741.182
1,Balanced,GA_Energy_Dominance,201,8.110000,0.407958992,172537.080
1,Balanced,GA_Energy_Dominance,201,7.960000,0.423520817,181060.447
1,Balanced,GA_Energy_Dominance,201,7.740000,0.424276116,167216.222
1,Balanced,GA_Energy_Dominance,201,7.708000,0.427881366,148391.161
