Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime_Dominance,200,0.398801,0.007179,0.155069,0.009688,25,25,3,2779
GA_WaitingTime_Dominance,201,0.362190,0.011101,0.183915,0.015391,24,24,1,1996
GA_WaitingTime_Dominance,202,0.382139,0.007128,0.171054,0.008870,25,25,0,2012
GA_WaitingTime_Dominance,203,0.361641,0.012182,0.182492,0.014531,27,27,1,1967
GA_WaitingTime_Dominance,204,0.360964,0.013075,0.184837,0.014728,25,25,0,1950
GA_WaitingTime_Dominance,205,0.361544,0.014902,0.183354,0.006449,27,27,0,1948
GA_WaitingTime_Dominance,206,0.375808,0.009126,0.170437,0.008662,24,24,8,1953
GA_WaitingTime_Dominance,207,0.362845,0.008504,0.183206,0.005448,29,29,4,1948
GA_WaitingTime_Dominance,208,0.363121,0.012408,0.181407,0.008256,34,34,1,1954
GA_WaitingTime_Dominance,209,0.361684,0.012741,0.183970,0.012159,27,27,0,1957
GA_WaitingTime_Dominance,MEAN,0.369074,0.010835,0.177974,0.010418,27,27,18,2046
GA_WaitingTime_Dominance,STDDEV,0.012057,0.002550,0.009144,0.003382,,,,
GA_Energy_Dominance,200,0.636481,0.119007,0.135647,0.012148,61,61,0,2058
GA_Energy_Dominance,201,0.661479,0.113553,0.124830,0.012603,72,72,0,2054
GA_Energy_Dominance,202,0.621970,0.123577,0.145541,0.013562,63,63,0,2050
GA_Energy_Dominance,203,0.613233,0.129878,0.141517,0.019321,53,53,0,2022
GA_Energy_Dominance,204,0.632899,0.132931,0.142432,0.018669,72,72,0,2094
GA_Energy_Dominance,205,0.652032,0.117787,0.126399,0.010786,58,58,0,2056
GA_Energy_Dominance,206,0.640394,0.136903,0.140646,0.018766,60,60,0,2037
GA_Energy_Dominance,207,0.630612,0.115110,0.140102,0.010488,67,67,0,2051
GA_Energy_Dominance,208,0.628717,0.129254,0.130655,0.009289,86,86,0,2055
GA_Energy_Dominance,209,0.613853,0.137174,0.142686,0.012377,54,54,0,2047
GA_Energy_Dominance,MEAN,0.633167,0.125517,0.137045,0.013801,65,65,0,2052
GA_Energy_Dominance,STDDEV,0.014639,0.008431,0.006933,0.003543,,,,
SA_WaitingTime_Dominance,200,0.397669,0.011935,0.195256,0.082537,22,23,0,1273
SA_WaitingTime_Dominance,201,0.366009,0.014028,0.184551,0.065381,19,20,0,812
SA_WaitingTime_Dominance,202,0.364618,0.008203,0.187793,0.054135,27,27,1,794
SA_WaitingTime_Dominance,203,0.366305,0.012367,0.185965,0.052969,21,21,0,772
SA_WaitingTime_Dominance,204,0.355349,0.010620,0.196180,0.072608,16,18,0,785
SA_WaitingTime_Dominance,205,0.357519,0.019255,0.188986,0.076164,10,11,0,782
SA_WaitingTime_Dominance,206,0.355689,0.011420,0.198820,0.106854,10,12,0,777
SA_WaitingTime_Dominance,207,0.362603,0.007923,0.199657,0.125978,10,12,0,768
SA_WaitingTime_Dominance,208,0.360558,0.019823,0.192297,0.017977,18,20,1,788
SA_WaitingTime_Dominance,209,0.364931,0.012678,0.188960,0.004709,28,28,0,786
SA_WaitingTime_Dominance,MEAN,0.365125,0.012825,0.191846,0.065931,18,19,2,833
SA_WaitingTime_Dominance,STDDEV,0.011538,0.003808,0.005109,0.034729,,,,
SA_Energy_Dominance,200,0.650868,0.151899,0.139629,0.061454,47,51,2,855
SA_Energy_Dominance,201,0.702549,0.104854,0.142769,0.159071,11,12,1,814
SA_Energy_Dominance,202,0.697869,0.087872,0.152092,0.161919,13,15,0,858
SA_Energy_Dominance,203,0.694633,0.108712,0.135476,0.167557,13,15,0,847
SA_Energy_Dominance,204,0.659516,0.103458,0.142695,0.100230,26,28,1,854
SA_Energy_Dominance,205,0.676091,0.100132,0.145741,0.045292,15,15,1,1295
SA_Energy_Dominance,206,0.706069,0.103317,0.149862,0.001742,14,14,2,844
SA_Energy_Dominance,207,0.670674,0.132900,0.137387,0.003205,56,56,2,850
SA_Energy_Dominance,208,0.679065,0.172124,0.132019,0.014566,35,35,0,833
SA_Energy_Dominance,209,0.705985,0.099092,0.147404,0.002373,13,14,0,798
SA_Energy_Dominance,MEAN,0.684332,0.116436,0.142508,0.071741,24,26,9,884
SA_Energy_Dominance,STDDEV,0.018922,0.025587,0.006119,0.066509,,,,
NSGA-II,200,0.585216,0.021485,0.063795,0.013048,56,56,0,2314
NSGA-II,201,0.600424,0.011884,0.065244,0.009718,43,43,3,2157
NSGA-II,202,0.587363,0.019797,0.065826,0.024528,42,42,2,2174
NSGA-II,203,0.603233,0.020085,0.065487,0.012890,59,59,4,2235
NSGA-II,204,0.593781,0.030526,0.082659,0.033281,41,41,0,2181
NSGA-II,205,0.599887,0.027839,0.073027,0.010754,65,65,0,2210
NSGA-II,206,0.603162,0.019042,0.070209,0.013717,56,56,1,2173
NSGA-II,207,0.593143,0.026084,0.081349,0.008177,61,61,0,2176
NSGA-II,208,0.594985,0.027295,0.060646,0.011779,47,47,0,2189
NSGA-II,209,0.594241,0.020071,0.073049,0.007528,51,51,1,2209
NSGA-II,MEAN,0.595544,0.022411,0.070129,0.014542,52,52,11,2201
NSGA-II,STDDEV,0.005868,0.005229,0.007027,0.007691,,,,
SPEA-II,200,0.608424,0.014064,0.060816,0.018425,51,51,4,2817
SPEA-II,201,0.616065,0.013405,0.067365,0.013793,40,40,3,2798
SPEA-II,202,0.596102,0.013199,0.063242,0.010497,53,53,3,2780
SPEA-II,203,0.597792,0.020870,0.076496,0.014255,53,53,2,2812
SPEA-II,204,0.586584,0.023712,0.075446,0.009267,55,55,0,2819
SPEA-II,205,0.597288,0.011825,0.060412,0.006343,78,78,3,2758
SPEA-II,206,0.599423,0.016939,0.079971,0.006584,55,55,0,2794
SPEA-II,207,0.599008,0.016736,0.057649,0.012625,55,55,1,2811
SPEA-II,208,0.602257,0.009317,0.057811,0.007418,51,51,15,2726
SPEA-II,209,0.587738,0.016066,0.078310,0.013070,55,55,1,2795
SPEA-II,MEAN,0.599068,0.015613,0.067752,0.011228,55,55,32,2791
SPEA-II,STDDEV,0.008274,0.004044,0.008484,0.003704,,,,
AMOSA,200,0.420660,0.063230,0.136152,0.015312,26,26,0,3970
AMOSA,201,0.411152,0.027758,0.148479,0.025593,17,17,0,4003
AMOSA,202,0.423376,0.021785,0.145315,0.032592,19,19,0,3953
AMOSA,203,0.419957,0.050231,0.153516,0.008724,17,17,4,3948
AMOSA,204,0.401460,0.013634,0.153269,0.007705,26,26,0,3980
AMOSA,205,0.433794,0.024670,0.140862,0.048011,24,24,0,3952
AMOSA,206,0.439609,0.030408,0.131531,0.016870,23,23,9,3950
AMOSA,207,0.394997,0.015722,0.171015,0.010985,17,17,0,3959
AMOSA,208,0.406577,0.017113,0.159420,0.022763,17,17,3,3942
AMOSA,209,0.430529,0.040002,0.146023,0.010251,22,22,0,3948
AMOSA,MEAN,0.418211,0.030455,0.148558,0.019881,21,21,16,3960
AMOSA,STDDEV,0.013758,0.015331,0.010905,0.012118,,,,
NSGA-II_PC_190kW,200,0.508134,0.091759,0.137077,0.012735,40,40,0,6770
NSGA-II_PC_190kW,201,0.515411,0.116263,0.140738,0.010215,52,52,0,6690
NSGA-II_PC_190kW,202,0.563208,0.052246,0.108429,0.007406,58,58,0,6677
NSGA-II_PC_190kW,203,0.512802,0.098491,0.138935,0.008730,47,47,0,6693
NSGA-II_PC_190kW,204,0.523097,0.092264,0.141034,0.016109,37,37,0,6687
NSGA-II_PC_190kW,205,0.519178,0.114320,0.138707,0.011879,50,50,0,6686
NSGA-II_PC_190kW,206,0.507966,0.111028,0.147048,0.013279,47,47,0,6660
NSGA-II_PC_190kW,207,0.508484,0.098126,0.139837,0.018649,38,38,0,6699
NSGA-II_PC_190kW,208,0.514874,0.100834,0.139262,0.013051,43,43,0,6702
NSGA-II_PC_190kW,209,0.508073,0.102974,0.142389,0.013116,38,38,0,6708
NSGA-II_PC_190kW,MEAN,0.518123,0.097831,0.137346,0.012517,45,45,0,6697
NSGA-II_PC_190kW,STDDEV,0.015816,0.017227,0.009976,0.003130,,,,
NSGA-II_PC_120kW,200,0.407456,0.180131,0.281380,0.025879,19,19,0,6435
NSGA-II_PC_120kW,201,0.390873,0.190585,0.285712,0.023531,18,18,0,6445
NSGA-II_PC_120kW,202,0.399409,0.189004,0.292129,0.029613,16,16,0,6413
NSGA-II_PC_120kW,203,0.351226,0.278570,0.326661,0.021262,16,16,0,6396
NSGA-II_PC_120kW,204,0.389067,0.219238,0.290575,0.037715,16,16,0,6469
NSGA-II_PC_120kW,205,0.395188,0.195818,0.281283,0.019925,20,20,0,6372
NSGA-II_PC_120kW,206,0.391768,0.188618,0.305477,0.026755,18,18,0,6446
NSGA-II_PC_120kW,207,0.390032,0.195969,0.310516,0.028767,24,24,0,6402
NSGA-II_PC_120kW,208,0.401641,0.199170,0.279779,0.015538,23,23,0,6399
NSGA-II_PC_120kW,209,0.399444,0.192268,0.281764,0.021637,19,19,0,6474
NSGA-II_PC_120kW,MEAN,0.391610,0.202937,0.293528,0.025062,19,19,0,6425
NSGA-II_PC_120kW,STDDEV,0.014585,0.026991,0.014919,0.005862,,,,
SPEA-II_PC_190kW,200,0.528103,0.069937,0.132377,0.008955,37,37,0,7424
SPEA-II_PC_190kW,201,0.536355,0.062591,0.133577,0.009931,43,43,0,7392
SPEA-II_PC_190kW,202,0.529704,0.085717,0.130933,0.011056,44,44,0,7423
SPEA-II_PC_190kW,203,0.536735,0.077577,0.134263,0.009026,48,48,0,7495
SPEA-II_PC_190kW,204,0.527588,0.073279,0.130513,0.011808,37,37,0,7410
SPEA-II_PC_190kW,205,0.520788,0.082999,0.133933,0.007126,40,40,0,7376
SPEA-II_PC_190kW,206,0.531675,0.071289,0.129485,0.021626,37,37,0,7432
SPEA-II_PC_190kW,207,0.549512,0.062785,0.129197,0.019420,34,34,0,7395
SPEA-II_PC_190kW,208,0.542164,0.063248,0.128132,0.007834,42,42,0,7394
SPEA-II_PC_190kW,209,0.513699,0.087289,0.131614,0.035298,32,32,0,7405
SPEA-II_PC_190kW,MEAN,0.531632,0.073671,0.131402,0.014208,39,39,0,7414
SPEA-II_PC_190kW,STDDEV,0.009750,0.008958,0.002014,0.008404,,,,
