Scenario,ScenarioName,Algorithm,Seed,CapWatts,TotalSolutions,FeasibleSolutions,FeasibilityRate,PeakPowerMax
1,Balanced,AMOSA_PC_120kW,207,120000.0,7,7,1.0000,119836.069
1,Balanced,AMOSA_PC_120kW,208,220000.0,10,10,1.0000,119513.896
1,Balanced,AMOSA_PC_120kW,208,190000.0,10,10,1.0000,119513.896
1,Balanced,AMOSA_PC_120kW,208,120000.0,10,10,1.0000,119513.896
1,Balanced,AMOSA_PC_120kW,209,220000.0,10,10,1.0000,119974.095
1,Balanced,AMOSA_PC_120kW,209,190000.0,10,10,1.0000,119974.095
1,Balanced,AMOSA_PC_120kW,209,120000.0,10,10,1.0000,119974.095
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,200,220000.0,2,2,1.0000,188085.345
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,200,190000.0,2,2,1.0000,188085.345
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,200,120000.0,2,0,0.0000,188085.345
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,201,220000.0,1,1,1.0000,189151.177
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,201,190000.0,1,1,1.0000,189151.177
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,201,120000.0,1,0,0.0000,189151.177
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,202,220000.0,1,1,1.0000,188572.661
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,202,190000.0,1,1,1.0000,188572.661
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,202,120000.0,1,0,0.0000,188572.661
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,203,220000.0,3,3,1.0000,188208.972
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,203,190000.0,3,3,1.0000,188208.972
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,203,120000.0,3,0,0.0000,188208.972
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,204,220000.0,3,3,1.0000,189722.401
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,204,190000.0,3,3,1.0000,189722.401
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,204,120000.0,3,0,0.0000,189722.401
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,205,220000.0,2,2,1.0000,187242.080
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,205,190000.0,2,2,1.0000,187242.080
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,205,120000.0,2,0,0.0000,187242.080
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,206,220000.0,2,2,1.0000,186332.039
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,206,190000.0,2,2,1.0000,186332.039
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,206,120000.0,2,0,0.0000,186332.039
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,207,220000.0,2,2,1.0000,189946.396
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,207,190000.0,2,2,1.0000,189946.396
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,207,120000.0,2,0,0.0000,189946.396
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,208,220000.0,2,2,1.0000,189894.824
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,208,190000.0,2,2,1.0000,189894.824
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,208,120000.0,2,0,0.0000,189894.824
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,209,220000.0,2,2,1.0000,189374.666
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,209,190000.0,2,2,1.0000,189374.666
1,Balanced,GA_WaitingTime_Dominance_PC_190kW,209,120000.0,2,0,0.0000,189374.666
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,200,220000.0,1,1,1.0000,178654.074
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,200,190000.0,1,1,1.0000,178654.074
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,200,120000.0,1,0,0.0000,178654.074
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,201,220000.0,1,1,1.0000,181949.518
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,201,190000.0,1,1,1.0000,181949.518
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,201,120000.0,1,0,0.0000,181949.518
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,202,220000.0,1,1,1.0000,179409.998
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,202,190000.0,1,1,1.0000,179409.998
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,202,120000.0,1,0,0.0000,179409.998
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,203,220000.0,1,1,1.0000,176188.733
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,203,190000.0,1,1,1.0000,176188.733
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,203,120000.0,1,0,0.0000,176188.733
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,204,220000.0,1,1,1.0000,178244.784
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,204,190000.0,1,1,1.0000,178244.784
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,204,120000.0,1,0,0.0000,178244.784
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,205,220000.0,1,1,1.0000,176959.518
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,205,190000.0,1,1,1.0000,176959.518
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,205,120000.0,1,0,0.0000,176959.518
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,206,220000.0,1,1,1.0000,178857.131
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,206,190000.0,1,1,1.0000,178857.131
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,206,120000.0,1,0,0.0000,178857.131
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,207,220000.0,1,1,1.0000,178326.773
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,207,190000.0,1,1,1.0000,178326.773
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,207,120000.0,1,0,0.0000,178326.773
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,208,220000.0,1,1,1.0000,175193.069
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,208,190000.0,1,1,1.0000,175193.069
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,208,120000.0,1,0,0.0000,175193.069
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,209,220000.0,1,1,1.0000,178802.212
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,209,190000.0,1,1,1.0000,178802.212
1,Balanced,GA_WaitingTime_Dominance_PC_120kW,209,120000.0,1,0,0.0000,178802.212
1,Balanced,GA_Energy_Dominance_PC_190kW,200,220000.0,64,64,1.0000,187881.370
1,Balanced,GA_Energy_Dominance_PC_190kW,200,190000.0,64,64,1.0000,187881.370
1,Balanced,GA_Energy_Dominance_PC_190kW,200,120000.0,64,39,0.6094,187881.370
1,Balanced,GA_Energy_Dominance_PC_190kW,201,220000.0,72,72,1.0000,186927.789
1,Balanced,GA_Energy_Dominance_PC_190kW,201,190000.0,72,72,1.0000,186927.789
1,Balanced,GA_Energy_Dominance_PC_190kW,201,120000.0,72,41,0.5694,186927.789
1,Balanced,GA_Energy_Dominance_PC_190kW,202,220000.0,65,65,1.0000,186398.916
1,Balanced,GA_Energy_Dominance_PC_190kW,202,190000.0,65,65,1.0000,186398.916
1,Balanced,GA_Energy_Dominance_PC_190kW,202,120000.0,65,27,0.4154,186398.916
1,Balanced,GA_Energy_Dominance_PC_190kW,203,220000.0,53,53,1.0000,189923.355
1,Balanced,GA_Energy_Dominance_PC_190kW,203,190000.0,53,53,1.0000,189923.355
1,Balanced,GA_Energy_Dominance_PC_190kW,203,120000.0,53,28,0.5283,189923.355
1,Balanced,GA_Energy_Dominance_PC_190kW,204,220000.0,69,69,1.0000,188962.034
1,Balanced,GA_Energy_Dominance_PC_190kW,204,190000.0,69,69,1.0000,188962.034
1,Balanced,GA_Energy_Dominance_PC_190kW,204,120000.0,69,38,0.5507,188962.034
1,Balanced,GA_Energy_Dominance_PC_190kW,205,220000.0,60,60,1.0000,187894.840
1,Balanced,GA_Energy_Dominance_PC_190kW,205,190000.0,60,60,1.0000,187894.840
1,Balanced,GA_Energy_Dominance_PC_190kW,205,120000.0,60,28,0.4667,187894.840
1,Balanced,GA_Energy_Dominance_PC_190kW,206,220000.0,62,62,1.0000,188289.779
1,Balanced,GA_Energy_Dominance_PC_190kW,206,190000.0,62,62,1.0000,188289.779
1,Balanced,GA_Energy_Dominance_PC_190kW,206,120000.0,62,33,0.5323,188289.779
1,Balanced,GA_Energy_Dominance_PC_190kW,207,220000.0,65,65,1.0000,189104.483
1,Balanced,GA_Energy_Dominance_PC_190kW,207,190000.0,65,65,1.0000,189104.483
1,Balanced,GA_Energy_Dominance_PC_190kW,207,120000.0,65,26,0.4000,189104.483
1,Balanced,GA_Energy_Dominance_PC_190kW,208,220000.0,83,83,1.0000,189648.748
1,Balanced,GA_Energy_Dominance_PC_190kW,208,190000.0,83,83,1.0000,189648.748
1,Balanced,GA_Energy_Dominance_PC_190kW,208,120000.0,83,44,0.5301,189648.748
1,Balanced,GA_Energy_Dominance_PC_190kW,209,220000.0,55,55,1.0000,186052.523
1,Balanced,GA_Energy_Dominance_PC_190kW,209,190000.0,55,55,1.0000,186052.523
1,Balanced,GA_Energy_Dominance_PC_190kW,209,120000.0,55,28,0.5091,186052.523
1,Balanced,GA_Energy_Dominance_PC_120kW,200,220000.0,42,42,1.0000,119948.355
1,Balanced,GA_Energy_Dominance_PC_120kW,200,190000.0,42,42,1.0000,119948.355
1,Balanced,GA_Energy_Dominance_PC_120kW,200,120000.0,42,42,1.0000,119948.355
1,Balanced,GA_Energy_Dominance_PC_120kW,201,220000.0,45,45,1.0000,118929.819
1,Balanced,GA_Energy_Dominance_PC_120kW,201,190000.0,45,45,1.0000,118929.819
1,Balanced,GA_Energy_Dominance_PC_120kW,201,120000.0,45,45,1.0000,118929.819
1,Balanced,GA_Energy_Dominance_PC_120kW,202,220000.0,30,30,1.0000,117453.335
1,Balanced,GA_Energy_Dominance_PC_120kW,202,190000.0,30,30,1.0000,117453.335
1,Balanced,GA_Energy_Dominance_PC_120kW,202,120000.0,30,30,1.0000,117453.335
1,Balanced,GA_Energy_Dominance_PC_120kW,203,220000.0,31,31,1.0000,119810.090
1,Balanced,GA_Energy_Dominance_PC_120kW,203,190000.0,31,31,1.0000,119810.090
1,Balanced,GA_Energy_Dominance_PC_120kW,203,120000.0,31,31,1.0000,119810.090
1,Balanced,GA_Energy_Dominance_PC_120kW,204,220000.0,39,39,1.0000,119850.753
1,Balanced,GA_Energy_Dominance_PC_120kW,204,190000.0,39,39,1.0000,119850.753
1,Balanced,GA_Energy_Dominance_PC_120kW,204,120000.0,39,39,1.0000,119850.753
1,Balanced,GA_Energy_Dominance_PC_120kW,205,220000.0,33,33,1.0000,119900.682
1,Balanced,GA_Energy_Dominance_PC_120kW,205,190000.0,33,33,1.0000,119900.682
1,Balanced,GA_Energy_Dominance_PC_120kW,205,120000.0,33,33,1.0000,119900.682
1,Balanced,GA_Energy_Dominance_PC_120kW,206,220000.0,39,39,1.0000,117755.411
1,Balanced,GA_Energy_Dominance_PC_120kW,206,190000.0,39,39,1.0000,117755.411
1,Balanced,GA_Energy_Dominance_PC_120kW,206,120000.0,39,39,1.0000,117755.411
1,Balanced,GA_Energy_Dominance_PC_120kW,207,220000.0,28,28,1.0000,117355.758
1,Balanced,GA_Energy_Dominance_PC_120kW,207,190000.0,28,28,1.0000,117355.758
1,Balanced,GA_Energy_Dominance_PC_120kW,207,120000.0,28,28,1.0000,117355.758
1,Balanced,GA_Energy_Dominance_PC_120kW,208,220000.0,47,47,1.0000,118599.381
1,Balanced,GA_Energy_Dominance_PC_120kW,208,190000.0,47,47,1.0000,118599.381
1,Balanced,GA_Energy_Dominance_PC_120kW,208,120000.0,47,47,1.0000,118599.381
1,Balanced,GA_Energy_Dominance_PC_120kW,209,220000.0,29,29,1.0000,118258.993
1,Balanced,GA_Energy_Dominance_PC_120kW,209,190000.0,29,29,1.0000,118258.993
1,Balanced,GA_Energy_Dominance_PC_120kW,209,120000.0,29,29,1.0000,118258.993
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,200,220000.0,2,2,1.0000,191425.574
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,200,190000.0,2,0,0.0000,191425.574
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,200,120000.0,2,0,0.0000,191425.574
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,201,220000.0,1,1,1.0000,192934.549
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,201,190000.0,1,0,0.0000,192934.549
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,201,120000.0,1,0,0.0000,192934.549
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,202,220000.0,1,1,1.0000,198092.911
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,202,190000.0,1,0,0.0000,198092.911
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,202,120000.0,1,0,0.0000,198092.911
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,203,220000.0,1,1,1.0000,194079.717
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,203,190000.0,1,0,0.0000,194079.717
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,203,120000.0,1,0,0.0000,194079.717
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,204,220000.0,2,2,1.0000,188913.748
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,204,190000.0,2,2,1.0000,188913.748
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,204,120000.0,2,0,0.0000,188913.748
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,205,220000.0,1,1,1.0000,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,205,190000.0,1,0,0.0000,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,205,120000.0,1,0,0.0000,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,206,220000.0,5,5,1.0000,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,206,190000.0,5,0,0.0000,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,206,120000.0,5,0,0.0000,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,207,220000.0,4,4,1.0000,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,207,190000.0,4,0,0.0000,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,207,120000.0,4,0,0.0000,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,208,220000.0,1,1,1.0000,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,208,190000.0,1,0,0.0000,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,208,120000.0,1,0,0.0000,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,209,220000.0,2,2,1.0000,190015.906
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,209,190000.0,2,0,0.0000,190015.906
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,209,120000.0,2,0,0.0000,190015.906
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,200,220000.0,2,2,1.0000,191425.574
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,200,190000.0,2,0,0.0000,191425.574
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,200,120000.0,2,0,0.0000,191425.574
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,201,220000.0,1,1,1.0000,192934.549
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,201,190000.0,1,0,0.0000,192934.549
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,201,120000.0,1,0,0.0000,192934.549
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,202,220000.0,1,1,1.0000,198092.911
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,202,190000.0,1,0,0.0000,198092.911
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,202,120000.0,1,0,0.0000,198092.911
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,203,220000.0,1,1,1.0000,194079.717
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,203,190000.0,1,0,0.0000,194079.717
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,203,120000.0,1,0,0.0000,194079.717
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,204,220000.0,1,1,1.0000,187335.972
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,204,190000.0,1,1,1.0000,187335.972
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,204,120000.0,1,0,0.0000,187335.972
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,205,220000.0,1,1,1.0000,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,205,190000.0,1,0,0.0000,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,205,120000.0,1,0,0.0000,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,206,220000.0,5,5,1.0000,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,206,190000.0,5,0,0.0000,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,206,120000.0,5,0,0.0000,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,207,220000.0,4,4,1.0000,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,207,190000.0,4,0,0.0000,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,207,120000.0,4,0,0.0000,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,208,220000.0,1,1,1.0000,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,208,190000.0,1,0,0.0000,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,208,120000.0,1,0,0.0000,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,209,220000.0,2,2,1.0000,190015.906
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,209,190000.0,2,0,0.0000,190015.906
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,209,120000.0,2,0,0.0000,190015.906
1,Balanced,SA_Energy_Dominance_PC_190kW,200,220000.0,46,46,1.0000,189759.330
1,Balanced,SA_Energy_Dominance_PC_190kW,200,190000.0,46,46,1.0000,189759.330
1,Balanced,SA_Energy_Dominance_PC_190kW,200,120000.0,46,6,0.1304,189759.330
1,Balanced,SA_Energy_Dominance_PC_190kW,201,220000.0,10,10,1.0000,189354.085
1,Balanced,SA_Energy_Dominance_PC_190kW,201,190000.0,10,10,1.0000,189354.085
1,Balanced,SA_Energy_Dominance_PC_190kW,201,120000.0,10,5,0.5000,189354.085
1,Balanced,SA_Energy_Dominance_PC_190kW,202,220000.0,14,14,1.0000,189953.697
1,Balanced,SA_Energy_Dominance_PC_190kW,202,190000.0,14,14,1.0000,189953.697
1,Balanced,SA_Energy_Dominance_PC_190kW,202,120000.0,14,7,0.5000,189953.697
1,Balanced,SA_Energy_Dominance_PC_190kW,203,220000.0,11,11,1.0000,189794.493
1,Balanced,SA_Energy_Dominance_PC_190kW,203,190000.0,11,11,1.0000,189794.493
1,Balanced,SA_Energy_Dominance_PC_190kW,203,120000.0,11,7,0.6364,189794.493
1,Balanced,SA_Energy_Dominance_PC_190kW,204,220000.0,27,27,1.0000,189975.554
1,Balanced,SA_Energy_Dominance_PC_190kW,204,190000.0,27,27,1.0000,189975.554
1,Balanced,SA_Energy_Dominance_PC_190kW,204,120000.0,27,7,0.2593,189975.554
1,Balanced,SA_Energy_Dominance_PC_190kW,205,220000.0,15,15,1.0000,189985.932
1,Balanced,SA_Energy_Dominance_PC_190kW,205,190000.0,15,15,1.0000,189985.932
1,Balanced,SA_Energy_Dominance_PC_190kW,205,120000.0,15,8,0.5333,189985.932
1,Balanced,SA_Energy_Dominance_PC_190kW,206,220000.0,14,14,1.0000,189716.513
1,Balanced,SA_Energy_Dominance_PC_190kW,206,190000.0,14,14,1.0000,189716.513
1,Balanced,SA_Energy_Dominance_PC_190kW,206,120000.0,14,7,0.5000,189716.513
1,Balanced,SA_Energy_Dominance_PC_190kW,207,220000.0,32,32,1.0000,189839.610
1,Balanced,SA_Energy_Dominance_PC_190kW,207,190000.0,32,32,1.0000,189839.610
1,Balanced,SA_Energy_Dominance_PC_190kW,207,120000.0,32,8,0.2500,189839.610
1,Balanced,SA_Energy_Dominance_PC_190kW,208,220000.0,28,28,1.0000,189995.641
1,Balanced,SA_Energy_Dominance_PC_190kW,208,190000.0,28,28,1.0000,189995.641
1,Balanced,SA_Energy_Dominance_PC_190kW,208,120000.0,28,6,0.2143,189995.641
1,Balanced,SA_Energy_Dominance_PC_190kW,209,220000.0,13,13,1.0000,189994.554
1,Balanced,SA_Energy_Dominance_PC_190kW,209,190000.0,13,13,1.0000,189994.554
1,Balanced,SA_Energy_Dominance_PC_190kW,209,120000.0,13,8,0.6154,189994.554
1,Balanced,SA_Energy_Dominance_PC_120kW,200,220000.0,6,6,1.0000,43628.039
1,Balanced,SA_Energy_Dominance_PC_120kW,200,190000.0,6,6,1.0000,43628.039
1,Balanced,SA_Energy_Dominance_PC_120kW,200,120000.0,6,6,1.0000,43628.039
1,Balanced,SA_Energy_Dominance_PC_120kW,201,220000.0,5,5,1.0000,48702.370
1,Balanced,SA_Energy_Dominance_PC_120kW,201,190000.0,5,5,1.0000,48702.370
1,Balanced,SA_Energy_Dominance_PC_120kW,201,120000.0,5,5,1.0000,48702.370
1,Balanced,SA_Energy_Dominance_PC_120kW,202,220000.0,7,7,1.0000,40189.671
1,Balanced,SA_Energy_Dominance_PC_120kW,202,190000.0,7,7,1.0000,40189.671
1,Balanced,SA_Energy_Dominance_PC_120kW,202,120000.0,7,7,1.0000,40189.671
1,Balanced,SA_Energy_Dominance_PC_120kW,203,220000.0,7,7,1.0000,95645.263
1,Balanced,SA_Energy_Dominance_PC_120kW,203,190000.0,7,7,1.0000,95645.263
1,Balanced,SA_Energy_Dominance_PC_120kW,203,120000.0,7,7,1.0000,95645.263
1,Balanced,SA_Energy_Dominance_PC_120kW,204,220000.0,7,7,1.0000,42843.462
1,Balanced,SA_Energy_Dominance_PC_120kW,204,190000.0,7,7,1.0000,42843.462
1,Balanced,SA_Energy_Dominance_PC_120kW,204,120000.0,7,7,1.0000,42843.462
1,Balanced,SA_Energy_Dominance_PC_120kW,205,220000.0,8,8,1.0000,42183.697
1,Balanced,SA_Energy_Dominance_PC_120kW,205,190000.0,8,8,1.0000,42183.697
1,Balanced,SA_Energy_Dominance_PC_120kW,205,120000.0,8,8,1.0000,42183.697
1,Balanced,SA_Energy_Dominance_PC_120kW,206,220000.0,7,7,1.0000,88578.340
1,Balanced,SA_Energy_Dominance_PC_120kW,206,190000.0,7,7,1.0000,88578.340
1,Balanced,SA_Energy_Dominance_PC_120kW,206,120000.0,7,7,1.0000,88578.340
1,Balanced,SA_Energy_Dominance_PC_120kW,207,220000.0,8,8,1.0000,38868.983
1,Balanced,SA_Energy_Dominance_PC_120kW,207,190000.0,8,8,1.0000,38868.983
1,Balanced,SA_Energy_Dominance_PC_120kW,207,120000.0,8,8,1.0000,38868.983
1,Balanced,SA_Energy_Dominance_PC_120kW,208,220000.0,6,6,1.0000,56149.671
1,Balanced,SA_Energy_Dominance_PC_120kW,208,190000.0,6,6,1.0000,56149.671
1,Balanced,SA_Energy_Dominance_PC_120kW,208,120000.0,6,6,1.0000,56149.671
1,Balanced,SA_Energy_Dominance_PC_120kW,209,220000.0,8,8,1.0000,62938.171
1,Balanced,SA_Energy_Dominance_PC_120kW,209,190000.0,8,8,1.0000,62938.171
1,Balanced,SA_Energy_Dominance_PC_120kW,209,120000.0,8,8,1.0000,62938.171
1,Balanced,WorkloadAware_Admission_PC_190kW,200,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,200,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,200,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,201,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,201,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,201,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,202,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,202,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,202,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,203,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,203,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,203,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,204,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,204,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,204,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,205,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,205,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,205,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,206,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,206,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,206,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,207,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,207,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,207,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,208,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,208,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,208,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,209,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,209,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,209,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,200,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,200,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,200,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,201,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,201,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,201,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,202,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,202,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,202,120000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,203,220000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,203,190000.0,1,1,1.0000,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,203,120000.0,1,1,1.0000,27647.416
