Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
GA_WaitingTime_Dominance,200,0.257384,0.034498,0.359595,0.003731,25,25,4,5240,0.420941,
GA_WaitingTime_Dominance,201,0.248180,0.034597,0.365811,0.002930,25,25,0,5259,0.413568,
GA_WaitingTime_Dominance,202,0.252262,0.026128,0.366084,0.003593,22,22,0,5187,0.416157,
GA_WaitingTime_Dominance,203,0.246361,0.027147,0.373685,0.003057,11,11,0,5568,0.411527,
GA_WaitingTime_Dominance,204,0.253838,0.005460,0.383930,0.004052,9,9,0,5548,0.417207,
GA_WaitingTime_Dominance,205,0.254691,0.028988,0.359894,0.001999,34,34,0,5304,0.418277,
GA_WaitingTime_Dominance,206,0.250031,0.027768,0.364607,0.002678,25,25,0,5336,0.414987,
GA_WaitingTime_Dominance,207,0.272292,0.000000,0.372690,0.007758,7,7,7,5250,0.431691,
GA_WaitingTime_Dominance,208,0.257378,0.028149,0.362055,0.003049,22,22,5,5045,0.420518,
GA_WaitingTime_Dominance,209,0.242497,0.027038,0.370386,0.002175,19,19,0,5378,0.408971,
GA_WaitingTime_Dominance,MEAN,0.253491,0.023977,0.367874,0.003502,20,20,16,5311,0.417384,10
GA_WaitingTime_Dominance,STDDEV,0.007738,0.011055,0.007108,0.001546,,,,,0.005957,
GA_Energy_Dominance,200,0.582765,0.118809,0.179873,0.011842,46,46,0,6097,0.713046,
GA_Energy_Dominance,201,0.543162,0.159686,0.190926,0.007628,62,62,0,6729,0.700951,
GA_Energy_Dominance,202,0.587470,0.122047,0.177639,0.018362,47,47,9,6470,0.731215,
GA_Energy_Dominance,203,0.482257,0.201978,0.224941,0.018750,51,51,0,6634,0.672236,
GA_Energy_Dominance,204,0.564083,0.164157,0.187562,0.013941,53,54,0,6477,0.715749,
GA_Energy_Dominance,205,0.508098,0.104620,0.206900,0.004282,62,62,0,5411,0.617139,
GA_Energy_Dominance,206,0.545210,0.136233,0.190348,0.005411,79,79,9,6934,0.717758,
GA_Energy_Dominance,207,0.597610,0.118165,0.171430,0.008643,62,62,0,6052,0.720494,
