Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
GA_WaitingTime_Dominance,200,0.142155,0.003825,0.533666,0.004888,11,11,5,5435,0.322973,
GA_WaitingTime_Dominance,201,0.131300,0.004118,0.546111,0.002200,8,8,0,4848,0.314222,
GA_WaitingTime_Dominance,202,0.141879,0.004632,0.535045,0.002887,12,12,0,4765,0.322664,
GA_WaitingTime_Dominance,203,0.137116,0.009861,0.537445,0.001901,15,15,0,5192,0.318688,
GA_WaitingTime_Dominance,204,0.154396,0.002185,0.528357,0.004604,7,7,4,4685,0.332508,
GA_WaitingTime_Dominance,205,0.152744,0.001114,0.533209,0.001878,8,8,2,4801,0.331259,
GA_WaitingTime_Dominance,206,0.124352,0.017769,0.539039,0.013952,9,9,0,4909,0.308893,
GA_WaitingTime_Dominance,207,0.133832,0.017346,0.534378,0.002632,14,14,0,4580,0.316435,
GA_WaitingTime_Dominance,208,0.142434,0.002155,0.541335,0.001925,6,6,0,4579,0.322899,
GA_WaitingTime_Dominance,209,0.143684,0.002512,0.539251,0.001776,9,9,0,4698,0.323944,
GA_WaitingTime_Dominance,MEAN,0.140389,0.006552,0.536783,0.003864,10,10,11,4849,0.321449,10
GA_WaitingTime_Dominance,STDDEV,0.008733,0.005955,0.004708,0.003529,,,,,0.006880,
GA_Energy_Dominance,200,0.670386,0.047947,0.085622,0.007008,81,81,8,6677,0.777701,
GA_Energy_Dominance,201,0.663752,0.050845,0.088517,0.007900,84,84,14,6601,0.775230,
GA_Energy_Dominance,202,0.660903,0.046753,0.097536,0.008122,91,91,3,6474,0.764041,
GA_Energy_Dominance,203,0.631744,0.071963,0.109329,0.006291,90,90,14,6889,0.760345,
GA_Energy_Dominance,204,0.659463,0.053162,0.093323,0.010147,86,86,0,6357,0.759996,
GA_Energy_Dominance,205,0.574173,0.079474,0.171416,0.015186,90,90,10,5732,0.671439,
GA_Energy_Dominance,206,0.639703,0.070981,0.114280,0.005822,88,88,0,6417,0.743025,
