Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
GA_WaitingTime_Dominance,200,0.169225,0.023970,0.491621,0.007847,22,22,0,3987,0.245278,
GA_WaitingTime_Dominance,201,0.134802,0.026758,0.504671,0.017927,13,13,0,3878,0.231151,
GA_WaitingTime_Dominance,202,0.169653,0.045072,0.477638,0.011100,9,9,2,4026,0.262418,
GA_WaitingTime_Dominance,203,0.146528,0.009675,0.511493,0.027882,6,6,3,3900,0.241386,
GA_WaitingTime_Dominance,204,0.133093,0.019732,0.510935,0.024728,18,18,0,3916,0.229735,
GA_WaitingTime_Dominance,205,0.140104,0.013625,0.511160,0.028455,11,11,0,3926,0.235853,
GA_WaitingTime_Dominance,206,0.156245,0.030580,0.493648,0.009079,21,21,0,4008,0.250740,
GA_WaitingTime_Dominance,207,0.159480,0.042559,0.486022,0.013819,9,9,0,3833,0.253687,
GA_WaitingTime_Dominance,208,0.142010,0.026696,0.500993,0.007591,25,25,0,3946,0.237876,
GA_WaitingTime_Dominance,209,0.144959,0.033046,0.504281,0.016122,9,9,0,4017,0.240421,
GA_WaitingTime_Dominance,MEAN,0.149610,0.027171,0.499246,0.016455,14,14,5,3943,0.242855,10
GA_WaitingTime_Dominance,STDDEV,0.012646,0.010765,0.011035,0.007668,,,,,0.009793,
GA_Energy_Dominance,200,0.682747,0.061966,0.080852,0.005947,100,100,1,5879,0.757451,
GA_Energy_Dominance,201,0.670538,0.069249,0.093547,0.005638,88,88,5,5912,0.745378,
GA_Energy_Dominance,202,0.683621,0.051650,0.083074,0.008931,88,88,9,5789,0.746926,
GA_Energy_Dominance,203,0.670980,0.061398,0.089798,0.010644,89,89,0,5985,0.749413,
GA_Energy_Dominance,204,0.689659,0.043258,0.081391,0.007364,93,93,14,5792,0.766081,
GA_Energy_Dominance,205,0.658461,0.074859,0.094835,0.010654,85,85,0,5988,0.738198,
GA_Energy_Dominance,206,0.631757,0.105246,0.114076,0.010265,91,91,0,5872,0.714372,
GA_Energy_Dominance,207,0.700884,0.043254,0.074026,0.005593,97,97,9,6059,0.774786,
GA_Energy_Dominance,208,0.685046,0.048887,0.084300,0.004696,92,92,0,5899,0.752278,
GA_Energy_Dominance,209,0.680814,0.053615,0.087293,0.007527,76,76,21,5968,0.749650,
GA_Energy_Dominance,MEAN,0.675451,0.061338,0.088319,0.007726,90,90,59,5914,0.749453,10
GA_Energy_Dominance,STDDEV,0.018252,0.017709,0.010431,0.002154,,,,,0.015397,
SA_WaitingTime_Dominance,200,0.096505,0.009663,0.560778,0.002117,26,26,0,2398,0.197197,
SA_WaitingTime_Dominance,201,0.131253,0.017613,0.525436,0.003730,24,24,0,2517,0.228311,
SA_WaitingTime_Dominance,202,0.096711,0.009302,0.560922,0.006152,15,15,0,2273,0.197437,
SA_WaitingTime_Dominance,203,0.144717,0.010587,0.519112,0.001228,15,15,9,2271,0.240134,
SA_WaitingTime_Dominance,204,0.101700,0.012392,0.553594,0.002058,28,28,0,2369,0.201914,
SA_WaitingTime_Dominance,205,0.113545,0.014509,0.541727,0.008225,16,16,4,2280,0.212525,
SA_WaitingTime_Dominance,206,0.102921,0.008481,0.554059,0.003540,32,32,0,2331,0.195492,
SA_WaitingTime_Dominance,207,0.111679,0.017359,0.545091,0.002518,25,25,4,2398,0.210833,
SA_WaitingTime_Dominance,208,0.094728,0.008829,0.562494,0.002439,21,21,0,2309,0.195651,
SA_WaitingTime_Dominance,209,0.104324,0.013413,0.549701,0.002088,25,25,2,2295,0.204244,
SA_WaitingTime_Dominance,MEAN,0.109808,0.012215,0.547291,0.003410,23,23,19,2344,0.208374,10
SA_WaitingTime_Dominance,STDDEV,0.015541,0.003246,0.014134,0.002063,,,,,0.014355,
SA_Energy_Dominance,200,0.506998,0.120454,0.237866,0.002988,112,113,0,2830,0.569664,
SA_Energy_Dominance,201,0.557386,0.129781,0.188110,0.003217,119,119,0,2823,0.621759,
SA_Energy_Dominance,202,0.495746,0.098496,0.260658,0.001687,107,109,0,2647,0.555333,
SA_Energy_Dominance,203,0.536902,0.129530,0.215063,0.004747,115,117,0,2912,0.600044,
SA_Energy_Dominance,204,0.560192,0.142821,0.180622,0.003210,127,129,0,2991,0.628300,
SA_Energy_Dominance,205,0.545206,0.101504,0.237938,0.001420,125,127,0,2822,0.601779,
SA_Energy_Dominance,206,0.543257,0.129460,0.227643,0.002634,108,109,0,2768,0.605269,
SA_Energy_Dominance,207,0.562847,0.139449,0.202191,0.004441,83,84,0,2861,0.625914,
SA_Energy_Dominance,208,0.531198,0.168678,0.185147,0.005201,129,129,0,3186,0.611751,
SA_Energy_Dominance,209,0.533200,0.104738,0.239315,0.002909,126,127,0,2738,0.590795,
SA_Energy_Dominance,MEAN,0.537293,0.126491,0.217455,0.003245,115,116,0,2857,0.601061,10
SA_Energy_Dominance,STDDEV,0.020922,0.020398,0.026047,0.001176,,,,,0.022592,
NSGA-II,200,0.559118,0.006226,0.249269,0.006689,45,45,4,8978,0.609505,
NSGA-II,201,0.569114,0.013835,0.240062,0.010844,51,51,2,8335,0.618862,
NSGA-II,202,0.573357,0.016680,0.225253,0.004214,59,59,0,8636,0.623144,
NSGA-II,203,0.556041,0.018836,0.237937,0.004251,56,56,0,8724,0.607284,
NSGA-II,204,0.558024,0.018823,0.231010,0.004638,58,58,0,8622,0.609018,
NSGA-II,205,0.511008,0.013758,0.272577,0.003151,55,55,0,8619,0.566427,
NSGA-II,206,0.539330,0.011159,0.251812,0.003861,48,48,0,8585,0.591832,
NSGA-II,207,0.540927,0.019705,0.251925,0.003641,55,55,0,8656,0.593821,
NSGA-II,208,0.554003,0.011918,0.246686,0.005984,54,54,0,8505,0.605201,
NSGA-II,209,0.528565,0.014615,0.252510,0.005702,50,50,0,8362,0.582237,
NSGA-II,MEAN,0.548949,0.014555,0.245904,0.005297,53,53,6,8602,0.600733,10
NSGA-II,STDDEV,0.018100,0.003957,0.012586,0.002132,,,,,0.016387,
SPEA-II,200,0.537801,0.013693,0.251547,0.005340,57,57,0,9336,0.590721,
SPEA-II,201,0.484480,0.016778,0.286975,0.009343,49,49,1,9797,0.542721,
SPEA-II,202,0.528203,0.015049,0.259240,0.003844,55,55,0,9386,0.582110,
SPEA-II,203,0.516092,0.018491,0.266881,0.009030,46,46,2,9553,0.571302,
SPEA-II,204,0.508563,0.013896,0.274053,0.004714,49,49,5,8924,0.564258,
SPEA-II,205,0.505698,0.014002,0.276880,0.003386,42,42,1,9091,0.561906,
SPEA-II,206,0.491651,0.011282,0.284680,0.003239,47,47,0,9204,0.549139,
SPEA-II,207,0.468818,0.008012,0.304570,0.006741,36,36,7,9110,0.528482,
SPEA-II,208,0.513689,0.018406,0.268422,0.005141,53,53,7,9260,0.569098,
SPEA-II,209,0.540569,0.021290,0.247149,0.004058,52,52,1,9403,0.593551,
SPEA-II,MEAN,0.509556,0.015090,0.272040,0.005483,49,49,24,9306,0.565329,10
SPEA-II,STDDEV,0.021890,0.003647,0.016467,0.002096,,,,,0.019790,
