Scenario,ScenarioName,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,ParetoContribution,TimeMs,WaitingTime_Best,Energy_Best
1,Balanced,GA_Energy_Dominance,204,0.659463,0.050105,0.096048,0.010147,86,0,5456,4.412000,0.048884587
1,Balanced,GA_Energy_Dominance,205,0.574173,0.078389,0.168910,0.015186,90,13,4973,4.236000,0.052799077
1,Balanced,GA_Energy_Dominance,206,0.639703,0.068529,0.119063,0.005822,88,0,3813,4.220000,0.049510916
1,Balanced,GA_Energy_Dominance,207,0.621824,0.082903,0.113303,0.008924,75,2,3910,4.192000,0.047260939
1,Balanced,GA_Energy_Dominance,208,0.659955,0.052711,0.095826,0.006079,104,15,4645,4.166000,0.049962177
1,Balanced,GA_Energy_Dominance,209,0.638501,0.072955,0.110310,0.006808,105,0,5885,4.526000,0.047435093
1,Balanced,GA_Energy_Dominance,MEAN,0.642040,0.061247,0.110036,0.008229,,93,5157,4.166000,0.046981777
1,Balanced,SA_WaitingTime_Dominance,200,0.111274,0.021724,0.548636,0.008665,16,0,2451,1.840000,0.063574826
1,Balanced,SA_WaitingTime_Dominance,201,0.114541,0.027414,0.543414,0.003509,28,0,2450,1.862000,0.063442500
1,Balanced,SA_WaitingTime_Dominance,202,0.106507,0.028462,0.550591,0.002841,20,6,2367,1.838000,0.063602724
1,Balanced,SA_WaitingTime_Dominance,203,0.109426,0.019463,0.550351,0.002238,19,8,2386,1.926000,0.063574826
1,Balanced,SA_WaitingTime_Dominance,204,0.116659,0.024241,0.545284,0.001654,30,0,2434,1.838000,0.063565358
1,Balanced,SA_WaitingTime_Dominance,205,0.113478,0.015808,0.547161,0.001626,34,0,2296,1.908000,0.063567351
1,Balanced,SA_WaitingTime_Dominance,206,0.107400,0.012373,0.550071,0.001313,28,4,1558,1.824000,0.063589900
1,Balanced,SA_WaitingTime_Dominance,207,0.110490,0.008008,0.547908,0.001109,21,3,1585,1.888000,0.063546807
1,Balanced,SA_WaitingTime_Dominance,208,0.140138,0.030510,0.536259,0.001993,34,0,1565,1.842000,0.063603419
1,Balanced,SA_WaitingTime_Dominance,209,0.143719,0.035376,0.532331,0.005080,38,0,1589,1.880000,0.063457154
1,Balanced,SA_WaitingTime_Dominance,MEAN,0.117363,0.022338,0.545201,0.003003,,21,2068,1.824000,0.063442500
1,Balanced,SA_Energy_Dominance,200,0.555170,0.142313,0.178886,0.003361,110,0,2486,4.566000,0.050847613
1,Balanced,SA_Energy_Dominance,201,0.582056,0.111989,0.165062,0.003279,137,0,3170,4.242000,0.051295725
1,Balanced,SA_Energy_Dominance,202,0.515850,0.105320,0.246831,0.002442,84,0,2955,4.412000,0.054376439
1,Balanced,SA_Energy_Dominance,203,0.526544,0.142531,0.196297,0.004345,107,0,3110,4.486000,0.052710786
1,Balanced,SA_Energy_Dominance,204,0.538653,0.115126,0.222449,0.003905,100,4,2797,4.214000,0.053534331
1,Balanced,SA_Energy_Dominance,205,0.511797,0.106404,0.238045,0.002500,109,0,2813,4.188000,0.054317863
1,Balanced,SA_Energy_Dominance,206,0.514012,0.125757,0.226388,0.002790,90,0,2909,4.432000,0.053821174
1,Balanced,SA_Energy_Dominance,207,0.549530,0.123742,0.193150,0.002999,121,0,3046,4.424000,0.052416109
1,Balanced,SA_Energy_Dominance,208,0.547057,0.125689,0.179653,0.003993,96,0,2893,4.694000,0.052000040
1,Balanced,SA_Energy_Dominance,209,0.586825,0.094442,0.170131,0.002671,113,0,3464,4.522000,0.051879974
1,Balanced,SA_Energy_Dominance,MEAN,0.542749,0.119331,0.201689,0.003228,,4,2964,4.188000,0.050847613
1,Balanced,NSGA-II,200,0.571962,0.013509,0.226236,0.004257,51,2,9604,2.846000,0.054302705
1,Balanced,NSGA-II,201,0.579581,0.006542,0.249608,0.005065,46,19,9265,3.154000,0.054138843
1,Balanced,NSGA-II,202,0.538144,0.016538,0.243810,0.003817,45,0,9985,2.864000,0.055058038
1,Balanced,NSGA-II,203,0.546826,0.010138,0.255315,0.004958,45,5,9541,2.832000,0.054895623
1,Balanced,NSGA-II,204,0.530475,0.011936,0.256290,0.003776,43,0,8583,2.984000,0.055220431
1,Balanced,NSGA-II,205,0.546535,0.006616,0.248118,0.003209,49,6,8615,2.936000,0.054929030
1,Balanced,NSGA-II,206,0.555268,0.010902,0.259856,0.002837,45,0,8920,2.892000,0.054732457
1,Balanced,NSGA-II,207,0.529557,0.019002,0.253909,0.005250,41,0,9017,2.896000,0.055214503
1,Balanced,NSGA-II,208,0.524666,0.015180,0.260758,0.004315,43,0,8581,2.958000,0.055322881
1,Balanced,NSGA-II,209,0.520360,0.004256,0.272951,0.002913,43,21,8537,2.924000,0.055487391
1,Balanced,NSGA-II,MEAN,0.544337,0.011462,0.252685,0.004040,,53,9064,2.832000,0.054138843
1,Balanced,SPEA-II,200,0.449896,0.016994,0.318118,0.001529,41,0,9495,2.698000,0.056907542
1,Balanced,SPEA-II,201,0.423113,0.017848,0.331168,0.001254,47,0,7051,2.700000,0.057414416
1,Balanced,SPEA-II,202,0.519627,0.016216,0.271765,0.005747,48,0,6561,2.756000,0.055456686
1,Balanced,SPEA-II,203,0.318629,0.018115,0.410671,0.002471,29,0,6169,2.694000,0.059510545
1,Balanced,SPEA-II,204,0.504875,0.001393,0.302249,0.003702,39,22,6580,2.670000,0.055871902
1,Balanced,SPEA-II,205,0.545179,0.022061,0.245333,0.005376,55,0,9556,2.730000,0.054879529
1,Balanced,SPEA-II,206,0.477399,0.008499,0.311402,0.002170,38,7,10138,2.706000,0.056394379
1,Balanced,SPEA-II,207,0.476911,0.028113,0.283360,0.006762,41,0,10042,2.740000,0.056315091
1,Balanced,SPEA-II,208,0.384195,0.021878,0.363376,0.002318,39,0,9060,2.718000,0.058195897
1,Balanced,SPEA-II,209,0.468478,0.015704,0.303017,0.003359,46,3,9645,2.624000,0.056561360
1,Balanced,SPEA-II,MEAN,0.456830,0.016682,0.314046,0.003469,,32,8429,2.624000,0.054879529
1,Balanced,AMOSA,200,0.227153,0.034814,0.456017,0.015156,12,0,8326,3.142000,0.061194796
1,Balanced,AMOSA,201,0.229847,0.045991,0.444792,0.003097,26,0,8325,3.094000,0.061119856
1,Balanced,AMOSA,202,0.239820,0.040365,0.442268,0.006484,15,0,8331,3.050000,0.060948966
1,Balanced,AMOSA,203,0.234179,0.041966,0.443008,0.007757,19,0,8120,3.142000,0.061038412
1,Balanced,AMOSA,204,0.262995,0.041362,0.420143,0.004334,23,0,6821,3.150000,0.060455376
1,Balanced,AMOSA,205,0.217364,0.033208,0.457365,0.006995,22,0,5215,3.036000,0.061397185
1,Balanced,AMOSA,206,0.271648,0.054549,0.404559,0.009537,26,0,5297,3.076000,0.060271737
1,Balanced,AMOSA,207,0.231191,0.048494,0.446586,0.004009,26,0,5268,3.108000,0.061097760
1,Balanced,AMOSA,208,0.245834,0.044970,0.440419,0.003047,22,0,5247,3.152000,0.060809655
1,Balanced,AMOSA,209,0.260491,0.034460,0.432787,0.006115,17,0,5172,3.126000,0.060546388
1,Balanced,AMOSA,MEAN,0.242052,0.042018,0.438794,0.006653,,0,6612,3.036000,0.060271737
2,GPU_Stress,GA_WaitingTime_Dominance,200,0.257384,0.034498,0.378531,0.003731,25,4,3081,5.024000,0.079061269
2,GPU_Stress,GA_WaitingTime_Dominance,201,0.248180,0.034597,0.386839,0.002930,25,0,3178,5.034000,0.079240231
2,GPU_Stress,GA_WaitingTime_Dominance,202,0.252262,0.026128,0.383899,0.003593,22,0,3042,5.142000,0.079167766
2,GPU_Stress,GA_WaitingTime_Dominance,203,0.246361,0.027147,0.390966,0.003057,11,0,3095,5.104000,0.079294525
2,GPU_Stress,GA_WaitingTime_Dominance,204,0.253838,0.005460,0.401073,0.004052,9,0,3108,5.100000,0.079173647
2,GPU_Stress,GA_WaitingTime_Dominance,205,0.254691,0.028988,0.380300,0.001999,34,0,3031,5.128000,0.079110779
2,GPU_Stress,GA_WaitingTime_Dominance,206,0.250031,0.027768,0.385030,0.002678,25,0,3041,5.036000,0.079207893
2,GPU_Stress,GA_WaitingTime_Dominance,207,0.272292,0.000000,0.386784,0.007758,7,7,3038,5.086000,0.078837461
2,GPU_Stress,GA_WaitingTime_Dominance,208,0.257378,0.028149,0.380041,0.003049,22,5,3088,5.046000,0.079087014
2,GPU_Stress,GA_WaitingTime_Dominance,209,0.242497,0.027038,0.390338,0.002175,19,0,4477,5.056000,0.079347408
2,GPU_Stress,GA_WaitingTime_Dominance,MEAN,0.253491,0.023977,0.386380,0.003502,,16,3217,5.024000,0.078837461
2,GPU_Stress,GA_Energy_Dominance,200,0.582765,0.097945,0.174750,0.011842,46,2,5051,8.708000,0.068202838
2,GPU_Stress,GA_Energy_Dominance,201,0.543162,0.144466,0.189904,0.007628,62,0,5632,9.356000,0.067019870
2,GPU_Stress,GA_Energy_Dominance,202,0.587470,0.098786,0.171694,0.018362,47,11,5417,9.186000,0.066660547
2,GPU_Stress,GA_Energy_Dominance,203,0.482257,0.184720,0.218514,0.018750,51,0,5568,9.558000,0.066427410
2,GPU_Stress,GA_Energy_Dominance,204,0.564083,0.144410,0.185110,0.013941,53,0,5349,9.216000,0.066834084
2,GPU_Stress,GA_Energy_Dominance,205,0.508098,0.104620,0.219102,0.004282,62,0,4852,8.732000,0.072765190
2,GPU_Stress,GA_Energy_Dominance,206,0.545210,0.119849,0.187195,0.005411,79,9,5888,9.008000,0.065841906
2,GPU_Stress,GA_Energy_Dominance,207,0.597610,0.100141,0.169883,0.008643,62,5,5612,8.658000,0.068309299
2,GPU_Stress,GA_Energy_Dominance,208,0.558242,0.103536,0.192688,0.005648,47,2,4848,8.662000,0.069960580
2,GPU_Stress,GA_Energy_Dominance,209,0.553928,0.129165,0.195225,0.023617,48,0,5437,9.514000,0.069210424
2,GPU_Stress,GA_Energy_Dominance,MEAN,0.552283,0.122764,0.190406,0.011812,,29,5365,8.658000,0.065841906
2,GPU_Stress,SA_WaitingTime_Dominance,200,0.263742,0.054252,0.376032,0.004313,16,0,2761,4.562000,0.079323864
2,GPU_Stress,SA_WaitingTime_Dominance,201,0.251297,0.053833,0.377993,0.002484,21,0,2900,4.508000,0.079293563
2,GPU_Stress,SA_WaitingTime_Dominance,202,0.242469,0.037436,0.381422,0.001167,14,0,2917,4.540000,0.079302811
2,GPU_Stress,SA_WaitingTime_Dominance,203,0.279134,0.037948,0.369733,0.004854,10,0,3017,4.582000,0.079323864
2,GPU_Stress,SA_WaitingTime_Dominance,204,0.234324,0.009323,0.384906,0.003520,12,10,2984,4.496000,0.079302212
2,GPU_Stress,SA_WaitingTime_Dominance,205,0.333812,0.076084,0.351267,0.004308,28,0,1903,4.736000,0.079310216
2,GPU_Stress,SA_WaitingTime_Dominance,206,0.231070,0.030773,0.385848,0.020090,8,0,1910,4.550000,0.079297765
2,GPU_Stress,SA_WaitingTime_Dominance,207,0.290640,0.046786,0.364753,0.001574,15,0,1910,4.636000,0.079238665
2,GPU_Stress,SA_WaitingTime_Dominance,208,0.259137,0.045207,0.375919,0.006134,13,0,2857,4.528000,0.079315994
2,GPU_Stress,SA_WaitingTime_Dominance,209,0.264442,0.045851,0.371614,0.004354,14,0,2937,4.546000,0.079203431
2,GPU_Stress,SA_WaitingTime_Dominance,MEAN,0.265007,0.043749,0.373949,0.005280,,10,2609,4.496000,0.079203431
2,GPU_Stress,SA_Energy_Dominance,200,0.538967,0.201600,0.214364,0.002537,54,4,3127,8.748000,0.069533727
2,GPU_Stress,SA_Energy_Dominance,201,0.520855,0.170471,0.208825,0.003379,35,0,3106,9.084000,0.069021479
2,GPU_Stress,SA_Energy_Dominance,202,0.541281,0.196463,0.209050,0.003991,78,4,3619,9.072000,0.069222367
2,GPU_Stress,SA_Energy_Dominance,203,0.521743,0.196186,0.211595,0.007068,37,3,3242,9.298000,0.068900050
2,GPU_Stress,SA_Energy_Dominance,204,0.514808,0.232839,0.226038,0.002718,43,0,2748,9.376000,0.070198626
2,GPU_Stress,SA_Energy_Dominance,205,0.508017,0.166656,0.219285,0.007793,37,0,2846,8.940000,0.070090305
2,GPU_Stress,SA_Energy_Dominance,206,0.513227,0.213286,0.224591,0.004872,43,0,3287,8.914000,0.070396152
2,GPU_Stress,SA_Energy_Dominance,207,0.510989,0.196662,0.226020,0.009487,51,0,2750,9.154000,0.070639939
2,GPU_Stress,SA_Energy_Dominance,208,0.534161,0.183369,0.208440,0.004285,67,0,2922,9.040000,0.069606332
2,GPU_Stress,SA_Energy_Dominance,209,0.559444,0.170516,0.220660,0.004711,45,4,3162,9.064000,0.069623489
2,GPU_Stress,SA_Energy_Dominance,MEAN,0.526349,0.192805,0.216887,0.005084,,15,3080,8.748000,0.068900050
2,GPU_Stress,NSGA-II,200,0.499062,0.023832,0.221333,0.003877,46,0,8561,6.442000,0.074133774
2,GPU_Stress,NSGA-II,201,0.556628,0.023283,0.175175,0.002164,48,0,9395,6.566000,0.072842347
2,GPU_Stress,NSGA-II,202,0.522700,0.040527,0.201248,0.004999,48,0,9290,6.656000,0.073476614
2,GPU_Stress,NSGA-II,203,0.511396,0.023708,0.208004,0.004023,44,0,8905,6.432000,0.073876164
2,GPU_Stress,NSGA-II,204,0.558283,0.017576,0.173305,0.004580,52,3,9367,6.664000,0.072836864
2,GPU_Stress,NSGA-II,205,0.580600,0.009746,0.170835,0.002832,50,30,8954,6.480000,0.072414724
2,GPU_Stress,NSGA-II,206,0.541385,0.033322,0.179996,0.002894,59,0,8445,6.148000,0.073236277
2,GPU_Stress,NSGA-II,207,0.536698,0.030041,0.194565,0.002878,51,0,8679,6.522000,0.073259557
2,GPU_Stress,NSGA-II,208,0.471246,0.018112,0.240686,0.002891,38,0,8529,6.326000,0.074752831
2,GPU_Stress,NSGA-II,209,0.537493,0.028727,0.190592,0.003062,42,0,8807,6.524000,0.073258693
2,GPU_Stress,NSGA-II,MEAN,0.531549,0.024887,0.195574,0.003420,,33,8893,6.148000,0.072414724
2,GPU_Stress,SPEA-II,200,0.499043,0.027704,0.233525,0.003365,40,0,9558,6.230000,0.074156252
2,GPU_Stress,SPEA-II,201,0.453730,0.029417,0.249385,0.003463,37,0,9255,6.190000,0.075095414
2,GPU_Stress,SPEA-II,202,0.434344,0.000000,0.277777,0.003747,31,31,8638,5.814000,0.075651158
2,GPU_Stress,SPEA-II,203,0.450083,0.046104,0.244323,0.001952,34,0,9498,6.376000,0.075066942
2,GPU_Stress,SPEA-II,204,0.443597,0.034108,0.253501,0.002480,30,0,9897,6.258000,0.075271711
2,GPU_Stress,SPEA-II,205,0.509164,0.026325,0.213742,0.003091,47,0,9518,6.076000,0.073999865
2,GPU_Stress,SPEA-II,206,0.538281,0.020601,0.203773,0.003274,41,0,9555,6.240000,0.073368180
2,GPU_Stress,SPEA-II,207,0.416038,0.015533,0.284170,0.001350,34,0,9119,6.064000,0.075922546
2,GPU_Stress,SPEA-II,208,0.505732,0.035279,0.211048,0.002218,45,0,9507,6.350000,0.073962419
2,GPU_Stress,SPEA-II,209,0.487349,0.010413,0.232974,0.003714,36,13,9432,6.270000,0.074451641
2,GPU_Stress,SPEA-II,MEAN,0.473736,0.024548,0.240422,0.002865,,44,9397,5.814000,0.073368180
2,GPU_Stress,AMOSA,200,0.268174,0.063616,0.361418,0.004161,15,0,8380,6.936000,0.078563161
2,GPU_Stress,AMOSA,201,0.261338,0.084481,0.363886,0.003213,14,0,8686,6.978000,0.078683846
2,GPU_Stress,AMOSA,202,0.246634,0.077450,0.372632,0.004813,9,0,8480,6.994000,0.078986079
2,GPU_Stress,AMOSA,203,0.280969,0.060651,0.354090,0.003188,23,0,9147,6.994000,0.078299903
2,GPU_Stress,AMOSA,204,0.262510,0.046109,0.373753,0.003716,8,0,10036,6.970000,0.078688651
2,GPU_Stress,AMOSA,205,0.280483,0.052921,0.355895,0.006431,13,0,9887,6.982000,0.078326484
2,GPU_Stress,AMOSA,206,0.282671,0.073338,0.342996,0.008428,18,0,9596,7.010000,0.078245967
2,GPU_Stress,AMOSA,207,0.272663,0.071577,0.353357,0.006838,17,0,10903,6.960000,0.078461795
2,GPU_Stress,AMOSA,208,0.269039,0.059286,0.359129,0.011307,17,0,9503,7.020000,0.078542809
2,GPU_Stress,AMOSA,209,0.281954,0.058652,0.348448,0.012031,19,0,8932,6.998000,0.078277395
2,GPU_Stress,AMOSA,MEAN,0.270643,0.064808,0.358560,0.006413,,0,9355,6.936000,0.078245967
3,CPU_Stress,GA_WaitingTime_Dominance,200,0.169225,0.023970,0.507731,0.007847,22,0,3861,1.444000,0.044579944
3,CPU_Stress,GA_WaitingTime_Dominance,201,0.134802,0.026796,0.519061,0.017927,13,0,3989,1.426000,0.044908862
3,CPU_Stress,GA_WaitingTime_Dominance,202,0.169653,0.045072,0.493520,0.011100,9,2,3891,1.434000,0.044263780
3,CPU_Stress,GA_WaitingTime_Dominance,203,0.146528,0.009675,0.529373,0.027882,6,3,4033,1.440000,0.044718838
3,CPU_Stress,GA_WaitingTime_Dominance,204,0.133093,0.019744,0.526058,0.024728,18,0,3973,1.438000,0.044922641
3,CPU_Stress,GA_WaitingTime_Dominance,205,0.140104,0.013658,0.527677,0.028455,11,0,3799,1.418000,0.044820301
3,CPU_Stress,GA_WaitingTime_Dominance,206,0.156245,0.030588,0.509419,0.009079,21,0,3947,1.426000,0.044475040
3,CPU_Stress,GA_WaitingTime_Dominance,207,0.159480,0.042674,0.501635,0.013819,9,0,4267,1.448000,0.044402017
3,CPU_Stress,GA_WaitingTime_Dominance,208,0.142010,0.026696,0.515889,0.007591,25,0,4030,1.434000,0.044744432
3,CPU_Stress,GA_WaitingTime_Dominance,209,0.144959,0.033046,0.520278,0.016122,9,0,3812,1.466000,0.044688685
3,CPU_Stress,GA_WaitingTime_Dominance,MEAN,0.149610,0.027192,0.515064,0.016455,,5,3960,1.418000,0.044263780
3,CPU_Stress,GA_Energy_Dominance,200,0.682747,0.053974,0.066816,0.005947,100,1,5669,3.040000,0.030357896
3,CPU_Stress,GA_Energy_Dominance,201,0.670538,0.059385,0.075854,0.005638,88,5,5534,3.082000,0.030689968
3,CPU_Stress,GA_Energy_Dominance,202,0.683621,0.038186,0.072506,0.008931,88,14,5625,2.980000,0.031613113
3,CPU_Stress,GA_Energy_Dominance,203,0.670980,0.054187,0.073732,0.010644,89,0,5762,3.128000,0.030262372
3,CPU_Stress,GA_Energy_Dominance,204,0.689659,0.037120,0.065716,0.007364,93,15,5668,2.984000,0.029984423
3,CPU_Stress,GA_Energy_Dominance,205,0.658461,0.067094,0.079572,0.010654,85,0,5654,3.178000,0.030471607
3,CPU_Stress,GA_Energy_Dominance,206,0.631757,0.096558,0.096080,0.010265,91,0,6128,3.102000,0.030978648
3,CPU_Stress,GA_Energy_Dominance,207,0.700884,0.033876,0.060763,0.005593,97,23,5876,3.204000,0.029842658
3,CPU_Stress,GA_Energy_Dominance,208,0.685046,0.039955,0.073110,0.004696,92,1,5324,3.204000,0.031050099
3,CPU_Stress,GA_Energy_Dominance,209,0.680814,0.045717,0.074372,0.007527,76,21,6007,3.150000,0.031020090
3,CPU_Stress,GA_Energy_Dominance,MEAN,0.675451,0.052605,0.073852,0.007726,,80,5724,2.980000,0.029842658
3,CPU_Stress,SA_WaitingTime_Dominance,200,0.096505,0.009663,0.577454,0.002117,26,0,2082,1.306000,0.045616334
3,CPU_Stress,SA_WaitingTime_Dominance,201,0.131253,0.017622,0.542192,0.003730,24,0,2626,1.306000,0.044982966
3,CPU_Stress,SA_WaitingTime_Dominance,202,0.096711,0.009302,0.577760,0.006152,15,0,2719,1.312000,0.045604117
3,CPU_Stress,SA_WaitingTime_Dominance,203,0.144717,0.010587,0.536877,0.001228,15,9,2470,1.310000,0.044761734
3,CPU_Stress,SA_WaitingTime_Dominance,204,0.101700,0.012392,0.570091,0.002058,28,0,2242,1.298000,0.045517536
3,CPU_Stress,SA_WaitingTime_Dominance,205,0.113545,0.014509,0.558457,0.008225,16,4,2367,1.282000,0.045307326
3,CPU_Stress,SA_WaitingTime_Dominance,206,0.102921,0.008481,0.570242,0.003540,32,0,2212,1.284000,0.045648560
3,CPU_Stress,SA_WaitingTime_Dominance,207,0.111679,0.017376,0.561898,0.002518,25,4,2400,1.296000,0.045338263
3,CPU_Stress,SA_WaitingTime_Dominance,208,0.094728,0.008829,0.579224,0.002439,21,0,2508,1.314000,0.045640661
3,CPU_Stress,SA_WaitingTime_Dominance,209,0.104324,0.013418,0.565890,0.002088,25,2,2382,1.292000,0.045474168
3,CPU_Stress,SA_WaitingTime_Dominance,MEAN,0.109808,0.012218,0.564009,0.003410,,19,2400,1.282000,0.044761734
3,CPU_Stress,SA_Energy_Dominance,200,0.506998,0.111871,0.251904,0.002988,112,0,2957,3.332000,0.036804011
3,CPU_Stress,SA_Energy_Dominance,201,0.557386,0.116414,0.192975,0.003217,119,0,2890,3.278000,0.035136706
3,CPU_Stress,SA_Energy_Dominance,202,0.495746,0.092382,0.287027,0.001687,107,0,2687,3.240000,0.037514478
3,CPU_Stress,SA_Energy_Dominance,203,0.536902,0.119201,0.223429,0.004747,115,0,2779,3.306000,0.035871423
3,CPU_Stress,SA_Energy_Dominance,204,0.560192,0.130093,0.182124,0.003210,127,0,2862,3.286000,0.034637946
3,CPU_Stress,SA_Energy_Dominance,205,0.545206,0.094463,0.260894,0.001420,125,2,2959,3.158000,0.036406715
3,CPU_Stress,SA_Energy_Dominance,206,0.543257,0.121277,0.240198,0.002634,108,4,3052,3.220000,0.035840442
3,CPU_Stress,SA_Energy_Dominance,207,0.562847,0.124135,0.208152,0.004441,83,3,1889,3.320000,0.035101960
3,CPU_Stress,SA_Energy_Dominance,208,0.531198,0.158971,0.176303,0.005201,129,0,2069,3.330000,0.034110616
3,CPU_Stress,SA_Energy_Dominance,209,0.533200,0.095456,0.260209,0.002909,126,0,1910,3.284000,0.036602302
3,CPU_Stress,SA_Energy_Dominance,MEAN,0.537293,0.116426,0.228322,0.003245,,9,2605,3.158000,0.034110616
3,CPU_Stress,NSGA-II,200,0.559118,0.005266,0.289563,0.006689,45,23,6152,1.752000,0.037223072
3,CPU_Stress,NSGA-II,201,0.569114,0.009686,0.278514,0.010844,51,4,6824,1.744000,0.036999214
3,CPU_Stress,NSGA-II,202,0.573357,0.011934,0.261989,0.004214,59,5,8991,1.744000,0.036868528
3,CPU_Stress,NSGA-II,203,0.556041,0.015113,0.274870,0.004251,56,0,8700,1.764000,0.037215604
3,CPU_Stress,NSGA-II,204,0.558024,0.013997,0.265959,0.004638,58,0,8831,1.774000,0.037180098
3,CPU_Stress,NSGA-II,205,0.511008,0.010526,0.309446,0.003151,55,0,8636,1.738000,0.038105332
3,CPU_Stress,NSGA-II,206,0.539330,0.010010,0.290528,0.003861,48,3,8334,1.752000,0.037578684
3,CPU_Stress,NSGA-II,207,0.540927,0.015972,0.289048,0.003641,55,0,8571,1.738000,0.037493415
3,CPU_Stress,NSGA-II,208,0.554003,0.010101,0.284472,0.005984,54,0,10137,1.734000,0.037292909
3,CPU_Stress,NSGA-II,209,0.528565,0.013307,0.289059,0.005702,50,1,8526,1.754000,0.037769281
3,CPU_Stress,NSGA-II,MEAN,0.548949,0.011591,0.283345,0.005297,,36,8370,1.734000,0.036868528
3,CPU_Stress,SPEA-II,200,0.537801,0.011455,0.288706,0.005340,57,0,6630,1.738000,0.037583574
3,CPU_Stress,SPEA-II,201,0.484480,0.013082,0.322153,0.009343,49,1,7003,1.742000,0.038582077
3,CPU_Stress,SPEA-II,202,0.528203,0.012445,0.295748,0.003844,55,0,10449,1.716000,0.037768967
3,CPU_Stress,SPEA-II,203,0.516092,0.015846,0.302594,0.009030,46,2,10701,1.728000,0.037980971
3,CPU_Stress,SPEA-II,204,0.508563,0.009994,0.309470,0.004714,49,8,9148,1.706000,0.038160162
3,CPU_Stress,SPEA-II,205,0.505698,0.011299,0.313716,0.003386,42,1,10129,1.708000,0.038188076
3,CPU_Stress,SPEA-II,206,0.491651,0.009875,0.321891,0.003239,47,0,9666,1.714000,0.038462546
3,CPU_Stress,SPEA-II,207,0.468818,0.007227,0.340960,0.006741,36,7,9526,1.690000,0.038911461
3,CPU_Stress,SPEA-II,208,0.513689,0.012659,0.304303,0.005141,53,12,9008,1.672000,0.038052355
3,CPU_Stress,SPEA-II,209,0.540569,0.018010,0.282742,0.004058,52,1,8318,1.716000,0.037502862
3,CPU_Stress,SPEA-II,MEAN,0.509556,0.012189,0.308228,0.005483,,32,9057,1.672000,0.037502862
3,CPU_Stress,AMOSA,200,0.212459,0.056640,0.463120,0.005615,25,0,6588,1.784000,0.043403528
3,CPU_Stress,AMOSA,201,0.212316,0.052590,0.463788,0.006340,26,0,6742,1.784000,0.043403528
3,CPU_Stress,AMOSA,202,0.213379,0.057303,0.464605,0.002460,25,0,6621,1.784000,0.043372140
3,CPU_Stress,AMOSA,203,0.212731,0.060910,0.463165,0.005909,23,0,6696,1.784000,0.043403528
3,CPU_Stress,AMOSA,204,0.212427,0.058232,0.461838,0.005163,26,0,6623,1.782000,0.043403528
3,CPU_Stress,AMOSA,205,0.211040,0.060431,0.465062,0.003998,28,0,6863,1.784000,0.043403528
3,CPU_Stress,AMOSA,206,0.221586,0.039061,0.464597,0.011268,20,0,6939,1.780000,0.043254927
3,CPU_Stress,AMOSA,207,0.218968,0.058891,0.461504,0.007179,24,0,7098,1.782000,0.043294098
3,CPU_Stress,AMOSA,208,0.212748,0.057796,0.460151,0.010862,26,0,6699,1.778000,0.043403528
3,CPU_Stress,AMOSA,209,0.213167,0.051389,0.460219,0.006051,26,0,6701,1.780000,0.043403528
3,CPU_Stress,AMOSA,MEAN,0.214082,0.055324,0.462805,0.006484,,0,6757,1.778000,0.043254927
