Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed
SA_Energy_Dominance,203,0.526544,0.142531,0.196297,0.004345,107,109,0,3110,0.594549
SA_Energy_Dominance,204,0.538653,0.115126,0.222449,0.003905,100,101,4,2797,0.599976
SA_Energy_Dominance,205,0.511797,0.106404,0.238045,0.002500,109,110,0,2813,0.574945
SA_Energy_Dominance,206,0.514012,0.125757,0.226388,0.002790,90,91,0,2909,0.578641
SA_Energy_Dominance,207,0.549530,0.123742,0.193150,0.002999,121,122,0,3046,0.614077
SA_Energy_Dominance,208,0.547057,0.125689,0.179653,0.003993,96,96,0,2893,0.613619
SA_Energy_Dominance,209,0.586825,0.094442,0.170131,0.002671,113,114,0,3464,0.645353
SA_Energy_Dominance,MEAN,0.542749,0.119331,0.201689,0.003228,107,108,4,2964,0.607131
SA_Energy_Dominance,STDDEV,0.025482,0.014907,0.028010,0.000633,,,,,0.025398
NSGA-II,200,0.571962,0.013509,0.226236,0.004257,51,51,2,9604,0.626062
NSGA-II,201,0.579581,0.006542,0.249608,0.005065,46,46,19,9265,0.631683
NSGA-II,202,0.538144,0.016538,0.243810,0.003817,45,45,0,9985,0.595713
NSGA-II,203,0.546826,0.010138,0.255315,0.004958,45,45,5,9541,0.603422
NSGA-II,204,0.530475,0.011936,0.256290,0.003776,43,43,0,8583,0.588445
NSGA-II,205,0.546535,0.006616,0.248118,0.003209,49,49,6,8615,0.602610
NSGA-II,206,0.555268,0.010902,0.259856,0.002837,45,45,0,8920,0.610606
NSGA-II,207,0.529557,0.019002,0.253909,0.005250,41,41,0,9017,0.588111
NSGA-II,208,0.524666,0.015180,0.260758,0.004315,43,43,0,8581,0.583503
NSGA-II,209,0.520360,0.004256,0.272951,0.002913,43,43,21,8537,0.579373
NSGA-II,MEAN,0.544337,0.011462,0.252685,0.004040,45,45,53,9064,0.600953
NSGA-II,STDDEV,0.018832,0.004500,0.011651,0.000837,,,,,0.016721
SPEA-II,200,0.449896,0.016994,0.318118,0.001529,41,41,0,9495,0.518039
SPEA-II,201,0.423113,0.017848,0.331168,0.001254,47,47,0,7051,0.494588
SPEA-II,202,0.519627,0.016216,0.271765,0.005747,48,48,0,6561,0.579630
SPEA-II,203,0.318629,0.018115,0.410671,0.002471,29,29,0,6169,0.402454
SPEA-II,204,0.504875,0.001393,0.302249,0.003702,39,39,22,6580,0.566241
SPEA-II,205,0.545179,0.022061,0.245333,0.005376,55,55,0,9556,0.602645
SPEA-II,206,0.477399,0.008499,0.311402,0.002170,38,38,7,10138,0.542039
SPEA-II,207,0.476911,0.028113,0.283360,0.006762,41,41,0,10042,0.542005
SPEA-II,208,0.384195,0.021878,0.363376,0.002318,39,39,0,9060,0.460189
SPEA-II,209,0.468478,0.015704,0.303017,0.003359,46,46,3,9645,0.534551
SPEA-II,MEAN,0.456830,0.016682,0.314046,0.003469,42,42,32,8429,0.524238
SPEA-II,STDDEV,0.063702,0.007014,0.044495,0.001800,,,,,0.056187
AMOSA,200,0.227153,0.034814,0.456017,0.015156,12,12,0,8326,0.320968
AMOSA,201,0.229847,0.045991,0.444792,0.003097,26,26,0,8325,0.323648
AMOSA,202,0.239820,0.040365,0.442268,0.006484,15,15,0,8331,0.332438
AMOSA,203,0.234179,0.041966,0.443008,0.007757,19,19,0,8120,0.327256
AMOSA,204,0.262995,0.041362,0.420143,0.004334,23,23,0,6821,0.352670
AMOSA,205,0.217364,0.033208,0.457365,0.006995,22,22,0,5215,0.312698
AMOSA,206,0.271648,0.054549,0.404559,0.009537,26,26,0,5297,0.360641
AMOSA,207,0.231191,0.048494,0.446586,0.004009,26,26,0,5268,0.324752
AMOSA,208,0.245834,0.044970,0.440419,0.003047,22,22,0,5247,0.337468
AMOSA,209,0.260491,0.034460,0.432787,0.006115,17,17,0,5172,0.350312
AMOSA,MEAN,0.242052,0.042018,0.438794,0.006653,21,21,0,6612,0.334285
AMOSA,STDDEV,0.016835,0.006428,0.015253,0.003468,,,,,0.014832
Universal_Pareto,ALL,0.766210,0.000000,0.000000,0.000000,215,215,215,0,0.821420
