Algorithm,Seed,WaitingTime,Energy,IsUniversalPareto
GA_WaitingTime_Dominance,200,3.728000,0.045072103,false
GA_WaitingTime_Dominance,200,3.776000,0.044579944,false
GA_WaitingTime_Dominance,200,3.614000,0.045439537,false
GA_WaitingTime_Dominance,200,1.764000,0.045603964,false
GA_WaitingTime_Dominance,200,1.754000,0.045663298,false
GA_WaitingTime_Dominance,200,1.788000,0.045469371,false
GA_WaitingTime_Dominance,200,1.766000,0.045554467,false
GA_WaitingTime_Dominance,200,1.752000,0.045792013,false
GA_WaitingTime_Dominance,200,1.734000,0.045912952,false
GA_WaitingTime_Dominance,200,1.668000,0.045998342,false
GA_WaitingTime_Dominance,200,1.626000,0.046038121,false
GA_WaitingTime_Dominance,200,1.602000,0.046120960,false
GA_WaitingTime_Dominance,200,1.534000,0.046525584,false
GA_WaitingTime_Dominance,200,1.540000,0.046459220,false
GA_WaitingTime_Dominance,200,1.532000,0.046636783,false
GA_WaitingTime_Dominance,200,1.548000,0.046416332,false
GA_WaitingTime_Dominance,200,1.478000,0.046858192,false
GA_WaitingTime_Dominance,200,1.452000,0.047309511,false
GA_WaitingTime_Dominance,200,1.458000,0.046977092,false
GA_WaitingTime_Dominance,200,1.450000,0.047392383,false
GA_WaitingTime_Dominance,200,1.448000,0.047660440,false
GA_WaitingTime_Dominance,200,1.444000,0.047713975,false
GA_WaitingTime_Dominance,201,4.852000,0.044908862,false
GA_WaitingTime_Dominance,201,3.842000,0.044916076,false
GA_WaitingTime_Dominance,201,2.954000,0.045203078,false
GA_WaitingTime_Dominance,201,1.554000,0.045274720,false
GA_WaitingTime_Dominance,201,1.472000,0.045476430,false
GA_WaitingTime_Dominance,201,1.474000,0.045449423,false
GA_WaitingTime_Dominance,201,1.442000,0.045819690,false
GA_WaitingTime_Dominance,201,1.450000,0.045506406,false
GA_WaitingTime_Dominance,201,1.432000,0.045835467,false
GA_WaitingTime_Dominance,201,1.428000,0.045870142,false
GA_WaitingTime_Dominance,201,1.446000,0.045526000,false
GA_WaitingTime_Dominance,201,1.444000,0.045761978,false
GA_WaitingTime_Dominance,201,1.426000,0.045993848,false
GA_WaitingTime_Dominance,202,4.194000,0.044447819,false
GA_WaitingTime_Dominance,202,4.978000,0.044263780,false
GA_WaitingTime_Dominance,202,4.444000,0.044268209,false
GA_WaitingTime_Dominance,202,3.452000,0.044545570,false
GA_WaitingTime_Dominance,202,1.502000,0.044967345,true
GA_WaitingTime_Dominance,202,1.468000,0.045010645,false
GA_WaitingTime_Dominance,202,1.452000,0.045100538,false
GA_WaitingTime_Dominance,202,1.436000,0.045150086,true
GA_WaitingTime_Dominance,202,1.434000,0.045490490,false
GA_WaitingTime_Dominance,203,3.022000,0.044718838,false
GA_WaitingTime_Dominance,203,1.462000,0.044994958,true
GA_WaitingTime_Dominance,203,1.526000,0.044977295,false
GA_WaitingTime_Dominance,203,1.446000,0.045025267,true
