Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
GA_WaitingTime_Dominance,200,148,0.792394,0,0.000000
GA_WaitingTime_Dominance,201,139,0.788792,10,7.194245
GA_WaitingTime_Dominance,202,143,0.783756,5,3.496503
GA_WaitingTime_Dominance,203,144,0.788013,4,2.777778
GA_WaitingTime_Dominance,204,160,0.800938,5,3.125000
GA_WaitingTime_Dominance,205,134,0.773132,10,7.462687
GA_WaitingTime_Dominance,206,138,0.763373,6,4.347826
GA_WaitingTime_Dominance,207,149,0.802861,6,4.026846
GA_WaitingTime_Dominance,208,143,0.788745,1,0.699301
GA_WaitingTime_Dominance,209,121,0.787495,6,4.958678
GA_WaitingTime_Dominance,MEAN,,,5.300000,3.808886
GA_WaitingTime_Dominance,STDDEV,,,3.067572,2.286405
GA_Energy_Dominance,200,148,0.792394,64,43.243243
GA_Energy_Dominance,201,139,0.788792,52,37.410072
GA_Energy_Dominance,202,143,0.783756,57,39.860140
GA_Energy_Dominance,203,144,0.788013,58,40.277778
GA_Energy_Dominance,204,160,0.800938,67,41.875000
GA_Energy_Dominance,205,134,0.773132,56,41.791045
GA_Energy_Dominance,206,138,0.763373,45,32.608696
GA_Energy_Dominance,207,149,0.802861,71,47.651007
GA_Energy_Dominance,208,143,0.788745,67,46.853147
GA_Energy_Dominance,209,121,0.787495,48,39.669421
GA_Energy_Dominance,MEAN,,,58.500000,41.123955
GA_Energy_Dominance,STDDEV,,,8.212795,4.143163
SA_WaitingTime_Dominance,200,148,0.792394,22,14.864865
SA_WaitingTime_Dominance,201,139,0.788792,10,7.194245
SA_WaitingTime_Dominance,202,143,0.783756,10,6.993007
SA_WaitingTime_Dominance,203,144,0.788013,9,6.250000
SA_WaitingTime_Dominance,204,160,0.800938,18,11.250000
SA_WaitingTime_Dominance,205,134,0.773132,5,3.731343
SA_WaitingTime_Dominance,206,138,0.763373,23,16.666667
SA_WaitingTime_Dominance,207,149,0.802861,9,6.040268
SA_WaitingTime_Dominance,208,143,0.788745,17,11.888112
SA_WaitingTime_Dominance,209,121,0.787495,10,8.264463
SA_WaitingTime_Dominance,MEAN,,,13.300000,9.314297
SA_WaitingTime_Dominance,STDDEV,,,5.866004,3.968644
SA_Energy_Dominance,200,148,0.792394,5,3.378378
SA_Energy_Dominance,201,139,0.788792,5,3.597122
SA_Energy_Dominance,202,143,0.783756,0,0.000000
SA_Energy_Dominance,203,144,0.788013,11,7.638889
SA_Energy_Dominance,204,160,0.800938,0,0.000000
SA_Energy_Dominance,205,134,0.773132,2,1.492537
SA_Energy_Dominance,206,138,0.763373,4,2.898551
SA_Energy_Dominance,207,149,0.802861,3,2.013423
SA_Energy_Dominance,208,143,0.788745,0,0.000000
SA_Energy_Dominance,209,121,0.787495,3,2.479339
SA_Energy_Dominance,MEAN,,,3.300000,2.349824
SA_Energy_Dominance,STDDEV,,,3.163858,2.198156
NSGA-II,200,148,0.792394,31,20.945946
NSGA-II,201,139,0.788792,46,33.093525
NSGA-II,202,143,0.783756,29,20.279720
NSGA-II,203,144,0.788013,39,27.083333
NSGA-II,204,160,0.800938,33,20.625000
NSGA-II,205,134,0.773132,41,30.597015
NSGA-II,206,138,0.763373,36,26.086957
NSGA-II,207,149,0.802861,24,16.107383
NSGA-II,208,143,0.788745,32,22.377622
NSGA-II,209,121,0.787495,29,23.966942
NSGA-II,MEAN,,,34.000000,24.116344
NSGA-II,STDDEV,,,6.212890,4.893105
SPEA-II,200,148,0.792394,17,11.486486
SPEA-II,201,139,0.788792,11,7.913669
SPEA-II,202,143,0.783756,42,29.370629
SPEA-II,203,144,0.788013,17,11.805556
SPEA-II,204,160,0.800938,29,18.125000
SPEA-II,205,134,0.773132,12,8.955224
SPEA-II,206,138,0.763373,11,7.971014
SPEA-II,207,149,0.802861,35,23.489933
SPEA-II,208,143,0.788745,26,18.181818
SPEA-II,209,121,0.787495,18,14.876033
SPEA-II,MEAN,,,21.800000,15.217536
SPEA-II,STDDEV,,,10.205881,6.758232
AMOSA,200,148,0.792394,12,8.108108
AMOSA,201,139,0.788792,6,4.316547
AMOSA,202,143,0.783756,3,2.097902
AMOSA,203,144,0.788013,10,6.944444
AMOSA,204,160,0.800938,11,6.875000
AMOSA,205,134,0.773132,9,6.716418
AMOSA,206,138,0.763373,15,10.869565
AMOSA,207,149,0.802861,1,0.671141
AMOSA,208,143,0.788745,0,0.000000
AMOSA,209,121,0.787495,7,5.785124
AMOSA,MEAN,,,7.400000,5.238425
AMOSA,STDDEV,,,4.673329,3.271559
Universal_Pareto,MEAN,141.900000,0.786950,,
Universal_Pareto,STDDEV,9.720597,0.011151,,
