Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
GA_WaitingTime_Dominance,200,0.169225,0.023997,0.525503,0.007847,22,22,0,3201,0.244741,
GA_WaitingTime_Dominance,201,0.134802,0.026796,0.537666,0.017927,13,13,0,3436,0.230891,
GA_WaitingTime_Dominance,202,0.169653,0.045940,0.511783,0.011100,9,9,2,3396,0.261994,
GA_WaitingTime_Dominance,203,0.146528,0.009675,0.549064,0.027882,6,6,3,3564,0.241187,
GA_WaitingTime_Dominance,204,0.133093,0.019744,0.544846,0.024728,18,18,0,3325,0.229399,
GA_WaitingTime_Dominance,205,0.140104,0.013658,0.546821,0.028455,11,11,0,3457,0.235614,
GA_WaitingTime_Dominance,206,0.156245,0.030637,0.527547,0.009079,21,21,0,3467,0.250217,
GA_WaitingTime_Dominance,207,0.159480,0.042897,0.519686,0.013819,9,9,0,3585,0.253083,
GA_WaitingTime_Dominance,208,0.142010,0.026705,0.534380,0.007591,25,25,0,3325,0.237442,
GA_WaitingTime_Dominance,209,0.144959,0.033079,0.538562,0.016122,9,9,0,3186,0.239956,
GA_WaitingTime_Dominance,MEAN,0.149610,0.027313,0.533586,0.016455,14,14,5,3394,0.242452,10
GA_WaitingTime_Dominance,STDDEV,0.012646,0.010957,0.011636,0.007668,,,,,0.009717,
GA_Energy_Dominance,200,0.682747,0.054013,0.066966,0.005947,100,100,1,5219,0.734486,
GA_Energy_Dominance,201,0.670538,0.059386,0.076042,0.005638,88,88,5,4826,0.722924,
GA_Energy_Dominance,202,0.683621,0.038215,0.072834,0.008931,88,88,14,4878,0.729622,
GA_Energy_Dominance,203,0.670980,0.054261,0.074295,0.010644,89,89,0,5232,0.725079,
GA_Energy_Dominance,204,0.689659,0.037177,0.066356,0.007364,93,93,15,5081,0.742015,
GA_Energy_Dominance,205,0.658461,0.067182,0.080462,0.010654,85,85,0,4897,0.713804,
GA_Energy_Dominance,206,0.631757,0.096571,0.097341,0.010265,91,91,0,5272,0.690186,
GA_Energy_Dominance,207,0.700884,0.033955,0.060937,0.005593,97,97,23,5030,0.750879,
GA_Energy_Dominance,208,0.685046,0.040020,0.073744,0.004696,92,92,1,5065,0.732502,
GA_Energy_Dominance,209,0.680814,0.045789,0.074935,0.007527,76,76,21,4734,0.729433,
GA_Energy_Dominance,MEAN,0.675451,0.052657,0.074391,0.007726,90,90,80,5023,0.727093,10
GA_Energy_Dominance,STDDEV,0.018252,0.017872,0.009328,0.002154,,,,,0.015635,
