Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
GA_WaitingTime_Dominance,200,76,0.769357,7,9.210526
GA_WaitingTime_Dominance,201,95,0.780953,7,7.368421
GA_WaitingTime_Dominance,202,96,0.799606,11,11.458333
GA_WaitingTime_Dominance,203,80,0.771453,6,7.500000
GA_WaitingTime_Dominance,204,109,0.793651,9,8.256881
GA_WaitingTime_Dominance,205,81,0.742819,14,17.283951
GA_WaitingTime_Dominance,206,107,0.791144,14,13.084112
GA_WaitingTime_Dominance,207,108,0.778024,7,6.481481
GA_WaitingTime_Dominance,208,99,0.747268,9,9.090909
GA_WaitingTime_Dominance,209,95,0.764890,10,10.526316
GA_WaitingTime_Dominance,MEAN,,,9.400000,10.026093
GA_WaitingTime_Dominance,STDDEV,,,2.727636,3.082336
GA_Energy_Dominance,200,76,0.769357,13,17.105263
GA_Energy_Dominance,201,95,0.780953,15,15.789474
GA_Energy_Dominance,202,96,0.799606,14,14.583333
GA_Energy_Dominance,203,80,0.771453,11,13.750000
GA_Energy_Dominance,204,109,0.793651,8,7.339450
GA_Energy_Dominance,205,81,0.742819,0,0.000000
GA_Energy_Dominance,206,107,0.791144,36,33.644860
GA_Energy_Dominance,207,108,0.778024,17,15.740741
GA_Energy_Dominance,208,99,0.747268,20,20.202020
GA_Energy_Dominance,209,95,0.764890,6,6.315789
GA_Energy_Dominance,MEAN,,,14.000000,14.447093
GA_Energy_Dominance,STDDEV,,,9.143304,8.591126
SA_WaitingTime_Dominance,200,76,0.769357,5,6.578947
SA_WaitingTime_Dominance,201,95,0.780953,7,7.368421
SA_WaitingTime_Dominance,202,96,0.799606,7,7.291667
SA_WaitingTime_Dominance,203,80,0.771453,8,10.000000
SA_WaitingTime_Dominance,204,109,0.793651,10,9.174312
SA_WaitingTime_Dominance,205,81,0.742819,6,7.407407
SA_WaitingTime_Dominance,206,107,0.791144,4,3.738318
SA_WaitingTime_Dominance,207,108,0.778024,10,9.259259
SA_WaitingTime_Dominance,208,99,0.747268,5,5.050505
SA_WaitingTime_Dominance,209,95,0.764890,6,6.315789
SA_WaitingTime_Dominance,MEAN,,,6.800000,7.218463
SA_WaitingTime_Dominance,STDDEV,,,1.939072,1.839183
SA_Energy_Dominance,200,76,0.769357,4,5.263158
SA_Energy_Dominance,201,95,0.780953,3,3.157895
SA_Energy_Dominance,202,96,0.799606,4,4.166667
SA_Energy_Dominance,203,80,0.771453,4,5.000000
SA_Energy_Dominance,204,109,0.793651,5,4.587156
SA_Energy_Dominance,205,81,0.742819,3,3.703704
SA_Energy_Dominance,206,107,0.791144,3,2.803738
SA_Energy_Dominance,207,108,0.778024,4,3.703704
SA_Energy_Dominance,208,99,0.747268,2,2.020202
SA_Energy_Dominance,209,95,0.764890,4,4.210526
SA_Energy_Dominance,MEAN,,,3.600000,3.861675
SA_Energy_Dominance,STDDEV,,,0.800000,0.951654
NSGA-II,200,76,0.769357,35,46.052632
NSGA-II,201,95,0.780953,39,41.052632
NSGA-II,202,96,0.799606,29,30.208333
NSGA-II,203,80,0.771453,27,33.750000
NSGA-II,204,109,0.793651,40,36.697248
NSGA-II,205,81,0.742819,38,46.913580
NSGA-II,206,107,0.791144,3,2.803738
NSGA-II,207,108,0.778024,36,33.333333
NSGA-II,208,99,0.747268,38,38.383838
NSGA-II,209,95,0.764890,14,14.736842
NSGA-II,MEAN,,,29.900000,32.393218
NSGA-II,STDDEV,,,11.682893,13.120981
SPEA-II,200,76,0.769357,19,25.000000
SPEA-II,201,95,0.780953,16,16.842105
SPEA-II,202,96,0.799606,31,32.291667
SPEA-II,203,80,0.771453,0,0.000000
SPEA-II,204,109,0.793651,1,0.917431
SPEA-II,205,81,0.742819,17,20.987654
SPEA-II,206,107,0.791144,19,17.757009
SPEA-II,207,108,0.778024,34,31.481481
SPEA-II,208,99,0.747268,18,18.181818
SPEA-II,209,95,0.764890,36,37.894737
SPEA-II,MEAN,,,19.100000,20.135390
SPEA-II,STDDEV,,,11.648605,11.880138
AMOSA,200,76,0.769357,2,2.631579
AMOSA,201,95,0.780953,12,12.631579
AMOSA,202,96,0.799606,0,0.000000
AMOSA,203,80,0.771453,25,31.250000
AMOSA,204,109,0.793651,37,33.944954
AMOSA,205,81,0.742819,6,7.407407
AMOSA,206,107,0.791144,28,26.168224
AMOSA,207,108,0.778024,0,0.000000
AMOSA,208,99,0.747268,10,10.101010
AMOSA,209,95,0.764890,27,28.421053
AMOSA,MEAN,,,14.700000,15.255581
AMOSA,STDDEV,,,12.767537,12.717741
Universal_Pareto,MEAN,94.600000,0.773916,,
Universal_Pareto,STDDEV,11.429786,0.017883,,
