Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime,200,0.022688,0.007136,0.445611,0.000000,1,1,0,2362
GA_WaitingTime,201,0.029452,0.000000,0.441213,0.000000,1,1,1,1952
GA_WaitingTime,202,0.000000,0.046001,0.490463,0.000000,1,1,0,1967
GA_WaitingTime,203,0.000000,0.000000,0.466807,0.000000,1,1,1,1962
GA_WaitingTime,204,0.000000,0.034157,0.481696,0.000000,1,1,0,1954
GA_WaitingTime,205,0.000000,0.033650,0.481650,0.000000,1,1,0,1946
GA_WaitingTime,206,0.021511,0.007959,0.447579,0.000000,1,1,0,1973
GA_WaitingTime,207,0.000000,0.006697,0.468379,0.000000,1,1,0,1940
GA_WaitingTime,208,0.000000,0.036908,0.483318,0.000000,1,1,0,1957
GA_WaitingTime,209,0.000000,0.012654,0.468876,0.000000,1,1,0,1958
GA_WaitingTime,MEAN,0.007365,0.018516,0.467559,0.000000,1,1,2,1997
GA_WaitingTime,STDDEV,0.011412,0.016334,0.016581,0.000000,,,,
GA_Energy,200,0.046954,0.076508,0.907356,0.000000,1,1,0,1991
GA_Energy,201,0.038559,0.070786,0.914572,0.000000,1,1,0,1989
GA_Energy,202,0.114751,0.056076,0.847004,0.000000,1,1,0,1983
GA_Energy,203,0.077722,0.076342,0.881904,0.000000,1,1,0,1980
GA_Energy,204,0.092558,0.058981,0.875660,0.000000,1,1,0,1992
GA_Energy,205,0.147949,0.044552,0.820855,0.000000,1,1,0,1997
GA_Energy,206,0.137589,0.048512,0.830947,0.000000,1,1,0,1994
GA_Energy,207,0.118103,0.054089,0.844810,0.000000,1,1,0,2009
GA_Energy,208,0.188734,0.000000,0.787301,0.000000,1,1,1,1996
GA_Energy,209,0.110145,0.057672,0.851133,0.000000,1,1,0,2004
GA_Energy,MEAN,0.107306,0.054352,0.856154,0.000000,1,1,1,1993
GA_Energy,STDDEV,0.043406,0.020891,0.037333,0.000000,,,,
SA_WaitingTime,200,0.000000,0.168065,0.498033,0.000000,1,1,0,735
SA_WaitingTime,201,0.000000,0.100134,0.490843,0.000000,1,1,0,777
SA_WaitingTime,202,0.000000,0.144045,0.484579,0.000000,1,1,0,752
SA_WaitingTime,203,0.000000,0.139507,0.513897,0.000000,1,1,0,1229
SA_WaitingTime,204,0.000000,0.098271,0.501104,0.000000,1,1,0,762
SA_WaitingTime,205,0.000000,0.188079,0.515897,0.000000,1,1,0,764
SA_WaitingTime,206,0.000000,0.145730,0.480359,0.000000,1,1,0,753
SA_WaitingTime,207,0.000000,0.115959,0.476095,0.000000,1,1,0,786
SA_WaitingTime,208,0.000000,0.144633,0.481295,0.000000,1,1,0,755
SA_WaitingTime,209,0.000000,0.181029,0.534238,0.000000,1,1,0,750
SA_WaitingTime,MEAN,0.000000,0.142545,0.497634,0.000000,1,1,0,806
SA_WaitingTime,STDDEV,0.000000,0.029491,0.017877,0.000000,,,,
SA_Energy,200,0.146230,0.013804,0.849759,0.000000,1,1,0,867
SA_Energy,201,0.113541,0.031001,0.873909,0.000000,1,1,0,1306
SA_Energy,202,0.142768,0.000000,0.861501,0.000000,1,1,1,850
SA_Energy,203,0.027690,0.040643,0.939993,0.000000,1,1,0,1292
SA_Energy,204,0.054572,0.061073,0.921229,0.000000,1,1,0,853
SA_Energy,205,0.000000,0.000000,0.978525,0.000000,1,1,1,815
SA_Energy,206,0.000000,0.111433,0.991671,0.000000,1,1,0,853
SA_Energy,207,0.000000,0.008020,0.974043,0.000000,1,1,0,847
SA_Energy,208,0.196767,0.000000,0.817219,0.000000,1,1,1,842
SA_Energy,209,0.156509,0.022990,0.839928,0.000000,1,1,0,840
SA_Energy,MEAN,0.083808,0.028896,0.904778,0.000000,1,1,3,936
SA_Energy,STDDEV,0.071678,0.033457,0.060846,0.000000,,,,
NSGA-II,200,0.484827,0.033653,0.066334,0.009932,38,38,0,2616
NSGA-II,201,0.467628,0.033585,0.064319,0.014784,33,33,0,2619
NSGA-II,202,0.480126,0.037310,0.061738,0.012611,45,45,0,2619
NSGA-II,203,0.490984,0.023662,0.060930,0.010549,40,40,2,2613
NSGA-II,204,0.481529,0.030665,0.061101,0.018450,40,40,0,2681
NSGA-II,205,0.494679,0.018009,0.055220,0.011771,30,30,5,2624
NSGA-II,206,0.479463,0.037186,0.068560,0.006356,47,47,0,2663
NSGA-II,207,0.493612,0.022905,0.059749,0.008959,41,41,2,2624
NSGA-II,208,0.508814,0.015201,0.051159,0.012108,36,36,2,2613
NSGA-II,209,0.488639,0.022191,0.061695,0.016175,36,36,1,2654
NSGA-II,MEAN,0.487030,0.027437,0.061081,0.012169,39,39,12,2632
NSGA-II,STDDEV,0.010541,0.007618,0.004790,0.003383,,,,
SPEA-II,200,0.488573,0.016851,0.060620,0.008165,39,39,3,3340
SPEA-II,201,0.490524,0.013329,0.055945,0.008573,30,30,0,3346
SPEA-II,202,0.485041,0.025602,0.056242,0.017309,32,32,1,3301
SPEA-II,203,0.500373,0.010160,0.050914,0.010229,32,32,7,3313
SPEA-II,204,0.490959,0.016942,0.052217,0.009132,39,39,1,3338
SPEA-II,205,0.507823,0.016730,0.051078,0.008327,48,48,1,3350
SPEA-II,206,0.490962,0.033105,0.057431,0.008899,34,34,3,3334
SPEA-II,207,0.514725,0.011518,0.052240,0.007320,46,46,8,3330
SPEA-II,208,0.483602,0.016399,0.055742,0.010945,39,39,2,3329
SPEA-II,209,0.479394,0.022463,0.055260,0.017832,35,35,2,3333
SPEA-II,MEAN,0.493198,0.018310,0.054769,0.010673,37,37,28,3331
SPEA-II,STDDEV,0.010566,0.006609,0.002957,0.003585,,,,
AMOSA,200,0.415269,0.050171,0.088975,0.003352,66,66,0,2509
AMOSA,201,0.425323,0.017392,0.078905,0.003914,60,60,0,2489
AMOSA,202,0.434177,0.020466,0.076057,0.005105,67,67,3,2534
AMOSA,203,0.400108,0.041162,0.093637,0.005426,60,60,0,2538
AMOSA,204,0.428716,0.048995,0.083313,0.005495,73,73,0,2623
AMOSA,205,0.406444,0.024202,0.082119,0.004425,63,63,21,2508
AMOSA,206,0.411458,0.045043,0.087921,0.003570,77,77,0,2522
AMOSA,207,0.408536,0.039575,0.088000,0.005944,66,66,0,2516
AMOSA,208,0.451023,0.028373,0.080163,0.003328,67,67,0,2535
AMOSA,209,0.400224,0.046065,0.092400,0.006448,76,76,0,2525
AMOSA,MEAN,0.418128,0.036144,0.085149,0.004701,68,68,24,2529
AMOSA,STDDEV,0.015588,0.011734,0.005605,0.001077,,,,
Universal_Pareto,ALL,0.596588,0.000000,0.000000,0.000000,70,70,70,0
