Algorithm,Seed,WaitingTime,Energy,IsUniversalPareto
GA_WaitingTime,200,3.976000,0.570294305,true
GA_WaitingTime,201,3.990000,0.593852264,false
GA_WaitingTime,202,3.990000,0.565162941,true
GA_WaitingTime,203,3.992000,0.604984558,false
GA_WaitingTime,204,4.024000,0.594542094,false
GA_WaitingTime,205,4.036000,0.590733698,false
GA_WaitingTime,206,3.990000,0.577993726,false
GA_WaitingTime,207,4.008000,0.609796314,false
GA_WaitingTime,208,4.030000,0.603324883,false
GA_WaitingTime,209,3.970000,0.595714183,true
GA_Energy,200,14.054000,0.197401786,false
GA_Energy,201,13.656000,0.196835547,false
GA_Energy,202,14.754000,0.196051952,false
GA_Energy,203,12.618000,0.197808872,false
GA_Energy,204,13.418000,0.192579304,false
GA_Energy,205,13.706000,0.194619637,false
GA_Energy,206,13.366000,0.196107599,false
GA_Energy,207,12.998000,0.202114355,false
GA_Energy,208,13.704000,0.199119086,false
GA_Energy,209,14.160000,0.192872738,false
SA_WaitingTime,200,4.650000,0.620478058,false
SA_WaitingTime,201,4.458000,0.615827172,false
SA_WaitingTime,202,4.348000,0.638872028,false
SA_WaitingTime,203,4.528000,0.626899113,false
SA_WaitingTime,204,4.314000,0.629119892,false
SA_WaitingTime,205,4.732000,0.641636205,false
SA_WaitingTime,206,4.608000,0.613186423,false
SA_WaitingTime,207,4.562000,0.636118433,false
SA_WaitingTime,208,4.742000,0.589714374,false
SA_WaitingTime,209,4.398000,0.643919519,false
SA_Energy,200,12.314000,0.191289942,false
SA_Energy,201,10.438000,0.197380307,true
SA_Energy,202,11.116000,0.195702029,false
SA_Energy,203,12.394000,0.185411312,true
SA_Energy,204,12.116000,0.187243890,true
SA_Energy,205,15.592000,0.183521979,false
SA_Energy,206,11.038000,0.192895566,true
SA_Energy,207,11.736000,0.190090671,true
SA_Energy,208,13.362000,0.178992838,true
SA_Energy,209,13.372000,0.186974424,false
NSGA-II,200,8.074000,0.325305277,false
NSGA-II,200,4.888000,0.537164488,false
NSGA-II,200,7.452000,0.334783340,false
NSGA-II,200,6.756000,0.359203549,false
NSGA-II,200,6.944000,0.353631605,false
NSGA-II,200,7.858000,0.334708000,false
NSGA-II,200,5.516000,0.433632023,false
NSGA-II,200,5.582000,0.423316695,false
NSGA-II,200,6.286000,0.385018154,false
NSGA-II,200,5.172000,0.472002086,false
