Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime_Dominance,200,0.098494,0.029159,0.674620,0.015708,11,11,0,5620
GA_WaitingTime_Dominance,201,0.109832,0.038764,0.660411,0.005248,15,15,0,4695
GA_WaitingTime_Dominance,202,0.102943,0.038173,0.668714,0.015388,8,8,1,4659
GA_WaitingTime_Dominance,203,0.189894,0.054871,0.521431,0.037835,20,20,0,4828
GA_WaitingTime_Dominance,204,0.125494,0.046934,0.659014,0.007087,11,11,0,4805
GA_WaitingTime_Dominance,205,0.119550,0.051213,0.600359,0.024209,14,14,0,4603
GA_WaitingTime_Dominance,206,0.173239,0.044949,0.634611,0.007229,18,18,0,4549
GA_WaitingTime_Dominance,207,0.118702,0.043329,0.666286,0.013514,13,13,0,4675
GA_WaitingTime_Dominance,208,0.120121,0.035235,0.625985,0.012701,17,17,0,4739
GA_WaitingTime_Dominance,209,0.143442,0.054936,0.582636,0.031240,13,13,0,4747
GA_WaitingTime_Dominance,MEAN,0.130171,0.043756,0.629407,0.017016,14,14,1,4792
GA_WaitingTime_Dominance,STDDEV,0.028502,0.008109,0.046386,0.010274,,,,
GA_Energy_Dominance,200,0.407655,0.087581,0.164915,0.031789,29,29,0,4981
GA_Energy_Dominance,201,0.597394,0.279199,0.177032,0.017493,42,42,0,5353
GA_Energy_Dominance,202,0.620976,0.292910,0.213896,0.028043,49,49,0,5329
GA_Energy_Dominance,203,0.606658,0.239635,0.175036,0.026603,37,37,0,5163
GA_Energy_Dominance,204,0.609554,0.312406,0.236123,0.027015,53,53,0,5226
GA_Energy_Dominance,205,0.608990,0.216990,0.170336,0.018533,56,56,0,5318
GA_Energy_Dominance,206,0.533430,0.229555,0.152293,0.032240,37,37,0,5236
GA_Energy_Dominance,207,0.507157,0.123378,0.114901,0.036184,34,34,0,5185
GA_Energy_Dominance,208,0.576268,0.230847,0.171897,0.020432,41,41,0,5207
GA_Energy_Dominance,209,0.606919,0.249838,0.148219,0.020797,35,35,0,5282
GA_Energy_Dominance,MEAN,0.567500,0.226234,0.172465,0.025913,41,41,0,5228
GA_Energy_Dominance,STDDEV,0.063843,0.067331,0.031885,0.006065,,,,
SA_WaitingTime_Dominance,200,0.132951,0.018953,0.663059,0.008476,13,13,0,2562
SA_WaitingTime_Dominance,201,0.113547,0.015204,0.675356,0.042023,8,8,0,2524
SA_WaitingTime_Dominance,202,0.117376,0.019020,0.670929,0.013929,10,10,0,2477
SA_WaitingTime_Dominance,203,0.098736,0.019206,0.682678,0.006932,11,11,0,2633
SA_WaitingTime_Dominance,204,0.092936,0.011462,0.686440,0.016595,9,9,5,2616
SA_WaitingTime_Dominance,205,0.132291,0.023906,0.663991,0.045054,9,9,0,2602
SA_WaitingTime_Dominance,206,0.147133,0.028636,0.654568,0.010204,12,12,0,2506
SA_WaitingTime_Dominance,207,0.097077,0.020000,0.683385,0.008660,10,10,0,2488
SA_WaitingTime_Dominance,208,0.120619,0.017248,0.666815,0.004582,7,7,0,2479
SA_WaitingTime_Dominance,209,0.137680,0.028688,0.661761,0.014456,15,15,0,2550
SA_WaitingTime_Dominance,MEAN,0.119035,0.020232,0.670898,0.017091,10,10,5,2543
SA_WaitingTime_Dominance,STDDEV,0.017656,0.005205,0.010159,0.013686,,,,
SA_Energy_Dominance,200,0.492389,0.071817,0.086248,0.006828,154,160,27,3607
SA_Energy_Dominance,201,0.437604,0.119393,0.121759,0.008027,84,86,0,3640
SA_Energy_Dominance,202,0.505744,0.054494,0.110282,0.003163,100,101,15,3489
SA_Energy_Dominance,203,0.485132,0.067057,0.098370,0.002225,162,171,0,3744
SA_Energy_Dominance,204,0.344165,0.228941,0.242859,0.018314,63,67,7,3273
SA_Energy_Dominance,205,0.492082,0.074080,0.107935,0.002841,114,120,51,3566
