Algorithm,Seed,WaitingTime,Energy,PeakPowerWatts,IsUniversalPareto
GA_WaitingTime_Dominance,200,0.986000,0.050462305,15807.680,false
GA_WaitingTime_Dominance,200,2.438000,0.049183340,14449.551,false
GA_WaitingTime_Dominance,200,2.376000,0.049448316,14686.543,false
GA_WaitingTime_Dominance,200,1.416000,0.049581728,14806.559,false
GA_WaitingTime_Dominance,200,1.232000,0.049640435,15697.429,false
GA_WaitingTime_Dominance,200,1.048000,0.049967123,15987.174,false
GA_WaitingTime_Dominance,200,1.110000,0.049846208,15888.135,false
GA_WaitingTime_Dominance,200,1.090000,0.049922760,16321.522,false
GA_WaitingTime_Dominance,200,1.088000,0.049948745,16089.997,false
GA_WaitingTime_Dominance,200,1.132000,0.049836305,16015.662,false
GA_WaitingTime_Dominance,200,1.144000,0.049741916,15732.674,false
GA_WaitingTime_Dominance,200,1.172000,0.049680291,15681.712,false
GA_WaitingTime_Dominance,200,1.196000,0.049673929,15807.712,false
GA_WaitingTime_Dominance,200,1.036000,0.050324407,16275.347,false
GA_WaitingTime_Dominance,200,1.034000,0.050340758,16217.954,false
GA_WaitingTime_Dominance,201,0.986000,0.050462305,15807.680,false
GA_WaitingTime_Dominance,201,1.080000,0.050033235,15630.583,false
GA_WaitingTime_Dominance,201,1.114000,0.049802598,15127.039,false
GA_WaitingTime_Dominance,201,1.236000,0.049260341,15524.345,false
GA_WaitingTime_Dominance,201,1.060000,0.050158243,16234.274,false
GA_WaitingTime_Dominance,201,1.206000,0.049708647,15071.397,false
GA_WaitingTime_Dominance,201,1.110000,0.049815302,15945.247,false
GA_WaitingTime_Dominance,201,1.096000,0.049976442,15622.593,false
GA_WaitingTime_Dominance,201,1.046000,0.050317569,15788.429,false
GA_WaitingTime_Dominance,201,1.226000,0.049700102,15524.502,false
GA_WaitingTime_Dominance,201,1.050000,0.050248634,15916.194,false
GA_WaitingTime_Dominance,201,1.040000,0.050430481,15968.089,false
GA_WaitingTime_Dominance,202,0.986000,0.050462305,15807.680,false
GA_WaitingTime_Dominance,202,2.002000,0.049241957,14915.943,false
GA_WaitingTime_Dominance,202,2.316000,0.048728029,14624.692,false
GA_WaitingTime_Dominance,202,1.102000,0.049935694,15370.382,false
GA_WaitingTime_Dominance,202,1.360000,0.049327723,15238.477,false
GA_WaitingTime_Dominance,202,1.058000,0.050191195,15903.195,false
GA_WaitingTime_Dominance,202,1.050000,0.050236505,15985.520,false
GA_WaitingTime_Dominance,202,1.118000,0.049777041,15703.087,false
GA_WaitingTime_Dominance,202,1.200000,0.049657279,15704.799,false
GA_WaitingTime_Dominance,202,1.346000,0.049614751,15690.580,false
GA_WaitingTime_Dominance,202,1.024000,0.050414380,15823.703,false
GA_WaitingTime_Dominance,202,1.078000,0.050001139,16035.538,false
GA_WaitingTime_Dominance,202,1.206000,0.049651511,15792.092,false
GA_WaitingTime_Dominance,203,0.986000,0.050462305,15807.680,false
GA_WaitingTime_Dominance,203,2.650000,0.049124267,15320.488,false
GA_WaitingTime_Dominance,203,1.030000,0.050097487,16104.393,false
GA_WaitingTime_Dominance,203,1.090000,0.049890820,16305.145,false
GA_WaitingTime_Dominance,203,1.104000,0.049877247,16486.587,false
GA_WaitingTime_Dominance,203,1.042000,0.050092239,16119.292,false
GA_WaitingTime_Dominance,203,1.078000,0.050060646,15855.780,false
GA_WaitingTime_Dominance,203,1.048000,0.050078706,16268.337,false
