Scenario,ScenarioName,Algorithm,CapWatts,NumSeeds,MeanFeasibilityRate,StdFeasibilityRate,MinFeasibilityRate,MaxFeasibilityRate,TotalSolutionsAcrossSeeds,TotalFeasibleAcrossSeeds
1,Balanced,SA_WaitingTime_Dominance_PC25,14092.8,10,0.0000,0.0000,0.0000,0.0000,12,0
1,Balanced,SA_WaitingTime_Dominance_PC25,11702.2,10,0.0000,0.0000,0.0000,0.0000,12,0
1,Balanced,SA_Energy_Dominance_PC25,16592.3,10,1.0000,0.0000,1.0000,1.0000,564,564
1,Balanced,SA_Energy_Dominance_PC25,15807.7,10,1.0000,0.0000,1.0000,1.0000,564,564
1,Balanced,SA_Energy_Dominance_PC25,14092.8,10,1.0000,0.0000,1.0000,1.0000,564,564
1,Balanced,SA_Energy_Dominance_PC25,11702.2,10,1.0000,0.0000,1.0000,1.0000,564,564
1,Balanced,NSGA-II_PC25,16592.3,10,1.0000,0.0000,1.0000,1.0000,214,214
1,Balanced,NSGA-II_PC25,15807.7,10,1.0000,0.0000,1.0000,1.0000,214,214
1,Balanced,NSGA-II_PC25,14092.8,10,1.0000,0.0000,1.0000,1.0000,214,214
1,Balanced,NSGA-II_PC25,11702.2,10,1.0000,0.0000,1.0000,1.0000,214,214
1,Balanced,SPEA-II_PC25,16592.3,10,1.0000,0.0000,1.0000,1.0000,181,181
1,Balanced,SPEA-II_PC25,15807.7,10,1.0000,0.0000,1.0000,1.0000,181,181
1,Balanced,SPEA-II_PC25,14092.8,10,1.0000,0.0000,1.0000,1.0000,181,181
1,Balanced,SPEA-II_PC25,11702.2,10,1.0000,0.0000,1.0000,1.0000,181,181
1,Balanced,AMOSA_PC25,16592.3,10,1.0000,0.0000,1.0000,1.0000,93,93
1,Balanced,AMOSA_PC25,15807.7,10,1.0000,0.0000,1.0000,1.0000,93,93
1,Balanced,AMOSA_PC25,14092.8,10,1.0000,0.0000,1.0000,1.0000,93,93
1,Balanced,AMOSA_PC25,11702.2,10,1.0000,0.0000,1.0000,1.0000,93,93
2,GPU_Stress,GA_WaitingTime_Dominance,16592.3,10,0.6748,0.2118,0.3333,1.0000,182,123
2,GPU_Stress,GA_WaitingTime_Dominance,15807.7,10,0.1318,0.1582,0.0000,0.4375,182,23
2,GPU_Stress,GA_WaitingTime_Dominance,14092.8,10,0.0000,0.0000,0.0000,0.0000,182,0
2,GPU_Stress,GA_WaitingTime_Dominance,11702.2,10,0.0000,0.0000,0.0000,0.0000,182,0
2,GPU_Stress,GA_Energy_Dominance,16592.3,10,1.0000,0.0000,1.0000,1.0000,559,559
2,GPU_Stress,GA_Energy_Dominance,15807.7,10,0.9978,0.0069,0.9783,1.0000,559,558
2,GPU_Stress,GA_Energy_Dominance,14092.8,10,0.9724,0.0257,0.9286,1.0000,559,544
2,GPU_Stress,GA_Energy_Dominance,11702.2,10,0.2909,0.1058,0.1452,0.4808,559,163
2,GPU_Stress,SA_WaitingTime_Dominance,16592.3,10,0.6887,0.2356,0.3684,1.0000,178,121
2,GPU_Stress,SA_WaitingTime_Dominance,15807.7,10,0.1036,0.1426,0.0000,0.3333,178,20
2,GPU_Stress,SA_WaitingTime_Dominance,14092.8,10,0.0000,0.0000,0.0000,0.0000,178,0
2,GPU_Stress,SA_WaitingTime_Dominance,11702.2,10,0.0000,0.0000,0.0000,0.0000,178,0
2,GPU_Stress,SA_Energy_Dominance,16592.3,10,1.0000,0.0000,1.0000,1.0000,942,942
2,GPU_Stress,SA_Energy_Dominance,15807.7,10,0.9929,0.0226,0.9286,1.0000,942,939
2,GPU_Stress,SA_Energy_Dominance,14092.8,10,0.8426,0.0865,0.6429,0.9161,942,817
2,GPU_Stress,SA_Energy_Dominance,11702.2,10,0.4716,0.1301,0.2059,0.6434,942,497
