Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime_Dominance,200,0.139505,0.043065,0.609110,0.008170,15,15,0,3903
GA_WaitingTime_Dominance,201,0.138398,0.022191,0.644879,0.006356,12,12,0,3899
GA_WaitingTime_Dominance,202,0.162044,0.043277,0.592222,0.021936,13,13,0,3936
GA_WaitingTime_Dominance,203,0.140547,0.032448,0.603217,0.059015,12,12,0,3980
GA_WaitingTime_Dominance,204,0.134197,0.049081,0.606725,0.020051,14,14,0,4018
GA_WaitingTime_Dominance,205,0.125138,0.020159,0.654683,0.004635,9,9,0,3948
GA_WaitingTime_Dominance,206,0.130962,0.021132,0.649549,0.009023,8,8,0,3970
GA_WaitingTime_Dominance,207,0.129763,0.022272,0.650231,0.003514,10,10,0,3910
GA_WaitingTime_Dominance,208,0.136263,0.053843,0.579832,0.108729,10,10,0,3877
GA_WaitingTime_Dominance,209,0.137285,0.035245,0.618040,0.033601,10,10,0,3972
GA_WaitingTime_Dominance,MEAN,0.137410,0.034271,0.620849,0.027503,11,11,0,3941
GA_WaitingTime_Dominance,STDDEV,0.009404,0.011945,0.025626,0.031584,,,,
GA_Energy_Dominance,200,0.661256,0.140207,0.136432,0.018253,53,53,0,4720
GA_Energy_Dominance,201,0.722477,0.166664,0.129229,0.021241,52,52,0,4820
GA_Energy_Dominance,202,0.642633,0.118714,0.126420,0.017022,56,56,0,4768
GA_Energy_Dominance,203,0.633124,0.106245,0.138184,0.017520,38,38,0,4736
GA_Energy_Dominance,204,0.654962,0.081385,0.127235,0.021521,35,35,0,4754
GA_Energy_Dominance,205,0.532886,0.122648,0.263681,0.009911,33,33,0,4719
GA_Energy_Dominance,206,0.655754,0.073506,0.145907,0.021251,32,32,14,4718
GA_Energy_Dominance,207,0.698658,0.140028,0.126617,0.022757,39,39,0,4752
GA_Energy_Dominance,208,0.615333,0.116058,0.155345,0.031039,28,28,0,4709
GA_Energy_Dominance,209,0.650736,0.100760,0.116963,0.033607,33,33,0,4686
GA_Energy_Dominance,MEAN,0.646782,0.116622,0.146601,0.021412,40,40,14,4738
GA_Energy_Dominance,STDDEV,0.047915,0.026663,0.040399,0.006480,,,,
SA_WaitingTime_Dominance,200,0.155990,0.016420,0.652818,0.004928,13,13,0,2324
SA_WaitingTime_Dominance,201,0.160803,0.009611,0.646984,0.007234,10,10,4,2252
SA_WaitingTime_Dominance,202,0.090892,0.008207,0.696256,0.004452,8,8,0,2259
SA_WaitingTime_Dominance,203,0.093881,0.000000,0.696009,0.011549,3,3,3,2338
SA_WaitingTime_Dominance,204,0.162849,0.035193,0.657555,0.009070,9,9,0,2296
SA_WaitingTime_Dominance,205,0.129643,0.017734,0.675586,0.004658,12,12,0,2303
SA_WaitingTime_Dominance,206,0.080297,0.008628,0.702693,0.008875,9,9,3,2278
SA_WaitingTime_Dominance,207,0.170767,0.015423,0.630584,0.015895,14,14,1,2310
SA_WaitingTime_Dominance,208,0.088060,0.009863,0.696163,0.008812,6,6,0,2225
SA_WaitingTime_Dominance,209,0.117342,0.011159,0.682234,0.007471,12,12,0,2298
SA_WaitingTime_Dominance,MEAN,0.125052,0.013224,0.673688,0.008294,10,10,11,2288
SA_WaitingTime_Dominance,STDDEV,0.033681,0.008763,0.023869,0.003327,,,,
SA_Energy_Dominance,200,0.621433,0.137891,0.178800,0.010612,75,81,13,2989
SA_Energy_Dominance,201,0.645168,0.095549,0.184677,0.003720,187,196,0,3024
SA_Energy_Dominance,202,0.609450,0.120544,0.198219,0.005222,146,153,0,3094
SA_Energy_Dominance,203,0.652629,0.117104,0.127619,0.013825,93,96,16,3197
