Scenario,Algorithm,Seed,HV_fixed,EpsPlus,ParetoContribution_pct,nSolutions,ref_x_raw,ref_y_raw
2,AMOSA,200,0.8223837117758408,0.1888956013591279,0.0,78,186.0206,1.6953171050000002
2,AMOSA,201,0.8178642556113008,0.1928751834859561,0.0,82,186.0206,1.6953171050000002
2,AMOSA,202,0.8125141488551519,0.19923027022664752,0.0,82,186.0206,1.6953171050000002
2,AMOSA,203,0.8263877573423616,0.18358100045822578,0.0,88,186.0206,1.6953171050000002
2,AMOSA,204,0.8220582281136614,0.18813958701465047,0.0,63,186.0206,1.6953171050000002
2,AMOSA,205,0.8260291005017317,0.18405964607443276,0.0,78,186.0206,1.6953171050000002
2,AMOSA,206,0.813736062724861,0.19780085207797204,0.0,53,186.0206,1.6953171050000002
2,AMOSA,207,0.8071360763134692,0.20551353174841777,0.0,60,186.0206,1.6953171050000002
2,AMOSA,208,0.8099940421422502,0.20227377395690815,0.0,89,186.0206,1.6953171050000002
2,AMOSA,209,0.8164397556254378,0.19503837256927448,0.0,73,186.0206,1.6953171050000002
2,FirstAvailable,200,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,201,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,202,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,203,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,204,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,205,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,206,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,207,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,208,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
2,FirstAvailable,209,0.008264462809917368,1.0,0.0,1,186.0206,1.6953171050000002
