Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
GA_Makespan_Dominance,200,36,0.743188,2,5.555556
GA_Makespan_Dominance,201,57,0.693588,4,7.017544
GA_Makespan_Dominance,202,55,0.695775,1,1.818182
GA_Makespan_Dominance,203,50,0.679699,2,4.000000
GA_Makespan_Dominance,204,42,0.700587,4,9.523810
GA_Makespan_Dominance,205,24,0.656209,1,4.166667
GA_Makespan_Dominance,206,37,0.695878,2,5.405405
GA_Makespan_Dominance,207,43,0.701704,2,4.651163
GA_Makespan_Dominance,208,37,0.719954,1,2.702703
GA_Makespan_Dominance,209,39,0.678416,3,7.692308
GA_Makespan_Dominance,MEAN,,,2.200000,5.253334
GA_Makespan_Dominance,STDDEV,,,1.077033,2.209813
GA_Energy_Dominance,200,36,0.743188,12,33.333333
GA_Energy_Dominance,201,57,0.693588,13,22.807018
GA_Energy_Dominance,202,55,0.695775,26,47.272727
GA_Energy_Dominance,203,50,0.679699,13,26.000000
GA_Energy_Dominance,204,42,0.700587,8,19.047619
GA_Energy_Dominance,205,24,0.656209,0,0.000000
GA_Energy_Dominance,206,37,0.695878,8,21.621622
GA_Energy_Dominance,207,43,0.701704,17,39.534884
GA_Energy_Dominance,208,37,0.719954,20,54.054054
GA_Energy_Dominance,209,39,0.678416,21,53.846154
GA_Energy_Dominance,MEAN,,,13.800000,31.751741
GA_Energy_Dominance,STDDEV,,,7.152622,16.354858
SA_Makespan_Dominance,200,36,0.743188,2,5.555556
SA_Makespan_Dominance,201,57,0.693588,5,8.771930
SA_Makespan_Dominance,202,55,0.695775,1,1.818182
SA_Makespan_Dominance,203,50,0.679699,2,4.000000
SA_Makespan_Dominance,204,42,0.700587,1,2.380952
SA_Makespan_Dominance,205,24,0.656209,1,4.166667
SA_Makespan_Dominance,206,37,0.695878,2,5.405405
SA_Makespan_Dominance,207,43,0.701704,1,2.325581
SA_Makespan_Dominance,208,37,0.719954,1,2.702703
SA_Makespan_Dominance,209,39,0.678416,1,2.564103
SA_Makespan_Dominance,MEAN,,,1.700000,3.969108
SA_Makespan_Dominance,STDDEV,,,1.187434,2.027673
SA_Energy_Dominance,200,36,0.743188,14,38.888889
SA_Energy_Dominance,201,57,0.693588,2,3.508772
SA_Energy_Dominance,202,55,0.695775,3,5.454545
SA_Energy_Dominance,203,50,0.679699,17,34.000000
SA_Energy_Dominance,204,42,0.700587,10,23.809524
SA_Energy_Dominance,205,24,0.656209,16,66.666667
SA_Energy_Dominance,206,37,0.695878,10,27.027027
SA_Energy_Dominance,207,43,0.701704,18,41.860465
SA_Energy_Dominance,208,37,0.719954,11,29.729730
SA_Energy_Dominance,209,39,0.678416,1,2.564103
SA_Energy_Dominance,MEAN,,,10.200000,27.350972
SA_Energy_Dominance,STDDEV,,,5.996666,19.010998
NSGA-II,200,36,0.743188,0,0.000000
NSGA-II,201,57,0.693588,24,42.105263
NSGA-II,202,55,0.695775,11,20.000000
NSGA-II,203,50,0.679699,11,22.000000
NSGA-II,204,42,0.700587,16,38.095238
NSGA-II,205,24,0.656209,1,4.166667
NSGA-II,206,37,0.695878,1,2.702703
NSGA-II,207,43,0.701704,0,0.000000
NSGA-II,208,37,0.719954,0,0.000000
NSGA-II,209,39,0.678416,1,2.564103
NSGA-II,MEAN,,,6.500000,13.163397
NSGA-II,STDDEV,,,8.090117,15.513189
SPEA-II,200,36,0.743188,2,5.555556
SPEA-II,201,57,0.693588,9,15.789474
SPEA-II,202,55,0.695775,3,5.454545
SPEA-II,203,50,0.679699,2,4.000000
SPEA-II,204,42,0.700587,0,0.000000
SPEA-II,205,24,0.656209,0,0.000000
SPEA-II,206,37,0.695878,4,10.810811
SPEA-II,207,43,0.701704,5,11.627907
SPEA-II,208,37,0.719954,0,0.000000
SPEA-II,209,39,0.678416,10,25.641026
SPEA-II,MEAN,,,3.500000,7.887932
SPEA-II,STDDEV,,,3.413210,7.831176
AMOSA,200,36,0.743188,4,11.111111
AMOSA,201,57,0.693588,0,0.000000
AMOSA,202,55,0.695775,11,20.000000
AMOSA,203,50,0.679699,4,8.000000
AMOSA,204,42,0.700587,3,7.142857
AMOSA,205,24,0.656209,5,20.833333
AMOSA,206,37,0.695878,10,27.027027
AMOSA,207,43,0.701704,0,0.000000
AMOSA,208,37,0.719954,4,10.810811
AMOSA,209,39,0.678416,2,5.128205
AMOSA,MEAN,,,4.300000,11.005334
AMOSA,STDDEV,,,3.494281,8.573001
Universal_Pareto,MEAN,42.000000,0.696500,,
Universal_Pareto,STDDEV,9.370165,0.022396,,
