Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime_Dominance,200,0.362572,0.023067,0.144198,0.029655,20,20,0,2317
GA_WaitingTime_Dominance,201,0.387950,0.035784,0.145901,0.031831,22,22,0,1929
GA_WaitingTime_Dominance,202,0.372387,0.028304,0.143459,0.028218,21,21,0,1925
GA_WaitingTime_Dominance,203,0.372767,0.029229,0.141431,0.013030,31,31,1,1922
GA_WaitingTime_Dominance,204,0.367634,0.027678,0.142630,0.018052,30,30,1,1955
GA_WaitingTime_Dominance,205,0.392176,0.031722,0.138531,0.006857,35,35,0,1944
GA_WaitingTime_Dominance,206,0.391383,0.033216,0.135312,0.010957,26,26,0,1977
GA_WaitingTime_Dominance,207,0.346035,0.020787,0.143112,0.017158,28,28,13,1949
GA_WaitingTime_Dominance,208,0.402021,0.032484,0.136214,0.008361,33,33,0,1942
GA_WaitingTime_Dominance,209,0.377316,0.047201,0.150182,0.034149,25,25,0,1929
GA_WaitingTime_Dominance,MEAN,0.377224,0.030947,0.142097,0.019827,27,27,15,1978
GA_WaitingTime_Dominance,STDDEV,0.015737,0.006940,0.004257,0.009752,,,,
GA_Energy_Dominance,200,0.618237,0.147596,0.131040,0.009729,71,71,0,2080
GA_Energy_Dominance,201,0.615932,0.151834,0.123607,0.017395,62,62,0,2025
GA_Energy_Dominance,202,0.610922,0.151367,0.124133,0.018347,62,62,0,2020
GA_Energy_Dominance,203,0.607346,0.188012,0.152631,0.009934,60,60,0,2048
GA_Energy_Dominance,204,0.589907,0.188744,0.149153,0.016410,53,53,0,2025
GA_Energy_Dominance,205,0.628812,0.164295,0.131109,0.010201,63,63,0,2024
GA_Energy_Dominance,206,0.606549,0.170588,0.138734,0.009880,75,75,0,2009
GA_Energy_Dominance,207,0.608024,0.154058,0.136103,0.014725,59,59,0,2071
GA_Energy_Dominance,208,0.625085,0.158547,0.129834,0.010399,50,50,0,2025
GA_Energy_Dominance,209,0.613150,0.151774,0.135467,0.013564,49,49,0,2030
GA_Energy_Dominance,MEAN,0.612396,0.162682,0.135181,0.013058,60,60,0,2035
GA_Energy_Dominance,STDDEV,0.010317,0.014387,0.009119,0.003275,,,,
SA_WaitingTime_Dominance,200,0.386863,0.068361,0.151171,0.016197,19,20,0,807
SA_WaitingTime_Dominance,201,0.381614,0.042282,0.143165,0.039475,34,36,0,827
SA_WaitingTime_Dominance,202,0.397142,0.053763,0.144629,0.008638,44,44,0,803
SA_WaitingTime_Dominance,203,0.386408,0.047181,0.140538,0.024583,40,44,0,824
SA_WaitingTime_Dominance,204,0.408538,0.049353,0.135833,0.007969,58,59,0,834
SA_WaitingTime_Dominance,205,0.408600,0.066511,0.145661,0.009406,31,33,0,851
SA_WaitingTime_Dominance,206,0.382787,0.057277,0.143694,0.016238,44,48,0,826
SA_WaitingTime_Dominance,207,0.374764,0.071695,0.148020,0.005028,25,25,0,811
SA_WaitingTime_Dominance,208,0.377384,0.066964,0.147186,0.009754,36,37,0,801
