Algorithm,Seed,WaitingTime,Energy,PeakPowerWatts,IsUniversalPareto
GA_WaitingTime_Dominance,200,5.432000,0.431647577,198130.656,false
GA_WaitingTime_Dominance,200,5.646000,0.427001386,216219.074,false
GA_WaitingTime_Dominance,200,5.734000,0.418584141,199832.416,false
GA_WaitingTime_Dominance,200,5.524000,0.428205786,197466.105,false
GA_WaitingTime_Dominance,200,5.424000,0.441488263,212653.493,false
GA_WaitingTime_Dominance,200,5.430000,0.436470629,197391.319,false
GA_WaitingTime_Dominance,200,5.296000,0.443446817,207566.146,false
GA_WaitingTime_Dominance,200,5.238000,0.451094191,203797.508,false
GA_WaitingTime_Dominance,200,5.118000,0.457989430,221037.656,false
GA_WaitingTime_Dominance,200,5.096000,0.470855015,212248.539,false
GA_WaitingTime_Dominance,200,4.898000,0.483299115,199618.957,false
GA_WaitingTime_Dominance,200,5.060000,0.473824148,196626.646,false
GA_WaitingTime_Dominance,200,4.966000,0.481290712,207185.355,false
GA_WaitingTime_Dominance,200,4.996000,0.475502447,203444.248,false
GA_WaitingTime_Dominance,200,4.890000,0.483881639,203642.161,false
GA_WaitingTime_Dominance,200,4.852000,0.485842528,198661.146,false
GA_WaitingTime_Dominance,200,4.848000,0.489044225,193054.447,false
GA_WaitingTime_Dominance,200,4.792000,0.491117806,197387.217,false
GA_WaitingTime_Dominance,200,4.698000,0.494434013,198910.044,false
GA_WaitingTime_Dominance,200,4.770000,0.492351435,196359.738,false
GA_WaitingTime_Dominance,200,4.674000,0.510373022,203378.702,false
GA_WaitingTime_Dominance,200,4.694000,0.509616618,211554.916,false
GA_WaitingTime_Dominance,200,4.646000,0.512929456,198929.187,false
GA_WaitingTime_Dominance,201,5.432000,0.431647577,198130.656,false
GA_WaitingTime_Dominance,201,6.150000,0.419999660,200634.937,false
GA_WaitingTime_Dominance,201,5.276000,0.451196710,199884.697,false
GA_WaitingTime_Dominance,201,5.412000,0.445364033,198332.707,false
GA_WaitingTime_Dominance,201,5.156000,0.474922083,216352.881,false
GA_WaitingTime_Dominance,201,5.190000,0.472236883,206908.998,false
GA_WaitingTime_Dominance,201,5.180000,0.474525414,197699.141,false
GA_WaitingTime_Dominance,201,5.230000,0.466049086,210053.585,false
GA_WaitingTime_Dominance,201,4.914000,0.485010168,210004.100,false
GA_WaitingTime_Dominance,201,5.056000,0.481661194,197410.932,false
GA_WaitingTime_Dominance,201,4.708000,0.500010620,200335.253,false
GA_WaitingTime_Dominance,201,4.674000,0.505259705,206389.927,false
GA_WaitingTime_Dominance,201,4.802000,0.494199774,199964.794,false
GA_WaitingTime_Dominance,201,4.736000,0.497135041,199966.442,false
GA_WaitingTime_Dominance,201,4.644000,0.515321002,199496.427,false
GA_WaitingTime_Dominance,201,4.670000,0.509300991,201187.559,false
GA_WaitingTime_Dominance,201,4.806000,0.489420664,204203.615,false
GA_WaitingTime_Dominance,201,4.688000,0.501201912,204225.268,false
GA_WaitingTime_Dominance,201,4.626000,0.525973707,225648.197,false
GA_WaitingTime_Dominance,201,4.636000,0.522015265,211865.243,false
GA_WaitingTime_Dominance,202,5.420000,0.430252105,198860.773,false
GA_WaitingTime_Dominance,202,5.520000,0.429189389,206886.799,false
GA_WaitingTime_Dominance,202,5.266000,0.444579999,215537.564,false
GA_WaitingTime_Dominance,202,5.162000,0.449470609,207466.738,false
GA_WaitingTime_Dominance,202,5.280000,0.438717622,211347.452,false
GA_WaitingTime_Dominance,202,5.254000,0.448744888,208153.794,false
GA_WaitingTime_Dominance,202,5.108000,0.467832256,206129.304,false
GA_WaitingTime_Dominance,202,5.078000,0.474284387,211265.202,false
GA_WaitingTime_Dominance,202,5.160000,0.459205908,201737.830,false
GA_WaitingTime_Dominance,202,5.088000,0.470027104,198333.610,false
GA_WaitingTime_Dominance,202,5.068000,0.476303036,205916.192,false
GA_WaitingTime_Dominance,202,5.022000,0.480009523,204357.095,false
GA_WaitingTime_Dominance,202,4.998000,0.482056906,208220.391,false
GA_WaitingTime_Dominance,202,4.676000,0.504361523,205453.386,false
GA_WaitingTime_Dominance,202,4.670000,0.504504437,209520.268,false
GA_WaitingTime_Dominance,202,4.624000,0.506272194,224553.896,false
GA_WaitingTime_Dominance,202,4.734000,0.497544108,209551.192,false
GA_WaitingTime_Dominance,202,4.892000,0.484142247,203436.513,false
GA_WaitingTime_Dominance,202,4.760000,0.494351862,215141.044,false
GA_WaitingTime_Dominance,202,4.620000,0.515245173,214817.289,false
GA_WaitingTime_Dominance,202,4.746000,0.496428214,223574.794,false
GA_WaitingTime_Dominance,202,4.650000,0.505682392,207573.916,false
GA_WaitingTime_Dominance,202,4.688000,0.497663816,215202.309,false
GA_WaitingTime_Dominance,202,4.606000,0.516364187,201327.870,true
GA_WaitingTime_Dominance,202,4.780000,0.488469062,215371.998,false
GA_WaitingTime_Dominance,203,5.432000,0.431647577,198130.656,false
GA_WaitingTime_Dominance,203,7.294000,0.418706415,192821.207,false
GA_WaitingTime_Dominance,203,7.240000,0.423813371,192460.610,false
GA_WaitingTime_Dominance,203,6.336000,0.429860490,194204.279,false
GA_WaitingTime_Dominance,203,5.280000,0.441105736,202417.105,false
GA_WaitingTime_Dominance,203,5.420000,0.433939411,196983.386,false
GA_WaitingTime_Dominance,203,5.182000,0.456079130,217300.513,false
GA_WaitingTime_Dominance,203,5.352000,0.438535498,212204.610,false
GA_WaitingTime_Dominance,203,5.194000,0.448264654,200853.238,false
GA_WaitingTime_Dominance,203,5.122000,0.467746129,203085.294,false
GA_WaitingTime_Dominance,203,5.178000,0.462370690,190827.988,false
GA_WaitingTime_Dominance,203,5.104000,0.471445054,193949.064,false
GA_WaitingTime_Dominance,203,5.036000,0.473432309,202084.626,false
GA_WaitingTime_Dominance,203,4.954000,0.476553088,188603.906,false
GA_WaitingTime_Dominance,203,4.724000,0.496412028,205143.574,false
GA_WaitingTime_Dominance,203,4.854000,0.478391518,210223.646,false
GA_WaitingTime_Dominance,203,4.780000,0.489220255,204200.508,false
