Scenario,ScenarioName,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,ParetoContribution,TimeMs,WaitingTime_Best,Energy_Best,PeakPower_Min,PeakPower_Mean
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,204,0.190545,0.121668,0.314104,0.000000,2,0,5206,5.586000,0.613782171,188433.156,188673.452
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,205,0.023430,0.167021,0.472635,0.000000,1,0,5400,5.784000,0.713327126,190246.381,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,206,0.140122,0.149641,0.358635,0.000654,4,0,5364,5.850000,0.641265774,194349.539,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,207,0.299909,0.046925,0.244363,0.004538,3,0,5401,5.112000,0.558395865,196820.467,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,208,0.356161,0.006221,0.231200,0.000000,1,0,5402,4.864000,0.532220901,196954.432,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,209,0.093825,0.107201,0.396519,0.000000,1,0,5215,5.214000,0.674079361,190015.906,190015.906
1,Balanced,SA_WaitingTime_Dominance_PC_190kW,MEAN,0.167792,0.101328,0.351150,0.000519,,0,5342,4.864000,0.532220901,188433.156,193578.371
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,200,0.028779,0.178639,0.468934,0.000000,1,0,5222,5.902000,0.709794630,191425.574,191425.574
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,201,0.031254,0.138750,0.460679,0.000000,1,0,5386,5.508000,0.709176358,192934.549,192934.549
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,202,0.345918,0.012797,0.233160,0.000000,1,0,5423,4.896000,0.537162202,198092.911,198092.911
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,203,0.167977,0.084422,0.331275,0.000000,1,0,5324,5.266000,0.631157627,194079.717,194079.717
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,204,0.145619,0.147695,0.354047,0.000000,1,0,5226,5.874000,0.637615323,187335.972,187335.972
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,205,0.023430,0.167021,0.472635,0.000000,1,0,5406,5.784000,0.713327126,190246.381,190246.381
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,206,0.140122,0.149641,0.358635,0.000654,4,0,5356,5.850000,0.641265774,194349.539,194349.539
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,207,0.299909,0.046925,0.244363,0.004538,3,0,5420,5.112000,0.558395865,196820.467,196820.467
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,208,0.356161,0.006221,0.231200,0.000000,1,0,5398,4.864000,0.532220901,196954.432,196954.432
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,209,0.093825,0.107201,0.396519,0.000000,1,0,5233,5.214000,0.674079361,190015.906,190015.906
1,Balanced,SA_WaitingTime_Dominance_PC_120kW,MEAN,0.163299,0.103931,0.355145,0.000519,,0,5339,4.864000,0.532220901,187335.972,193766.131
1,Balanced,SA_Energy_Dominance_PC_190kW,200,0.648795,0.157140,0.144849,0.065018,42,2,4352,5.488000,0.225697731,33964.518,161404.923
1,Balanced,SA_Energy_Dominance_PC_190kW,201,0.701949,0.073206,0.146431,0.198332,9,1,4437,5.442000,0.234379312,36817.646,114273.233
1,Balanced,SA_Energy_Dominance_PC_190kW,202,0.697865,0.091193,0.152110,0.168484,12,0,4675,5.500000,0.231153438,36279.626,112709.472
1,Balanced,SA_Energy_Dominance_PC_190kW,203,0.692462,0.131914,0.147028,0.201390,9,0,4493,5.498000,0.248280583,78849.753,123116.540
1,Balanced,SA_Energy_Dominance_PC_190kW,204,0.659510,0.105304,0.142698,0.102187,25,1,4447,5.448000,0.235346730,31435.697,142754.013
1,Balanced,SA_Energy_Dominance_PC_190kW,205,0.674075,0.132548,0.147627,0.045298,15,1,4542,5.474000,0.226405794,35334.044,104364.304
1,Balanced,SA_Energy_Dominance_PC_190kW,206,0.705294,0.103550,0.149443,0.001684,14,2,4548,5.520000,0.251656879,65165.212,130390.349
1,Balanced,SA_Energy_Dominance_PC_190kW,207,0.666355,0.107718,0.139283,0.003743,32,2,4640,5.506000,0.229460266,33927.350,145582.643
1,Balanced,SA_Energy_Dominance_PC_190kW,208,0.675028,0.158327,0.141801,0.007371,27,0,4547,5.488000,0.227106900,41082.697,157336.727
1,Balanced,SA_Energy_Dominance_PC_190kW,209,0.704166,0.105326,0.145670,0.001300,12,0,4720,5.496000,0.244821799,45669.187,104334.883
1,Balanced,SA_Energy_Dominance_PC_190kW,MEAN,0.682550,0.116623,0.145694,0.079481,,9,4540,5.442000,0.225697731,31435.697,138882.321
1,Balanced,SA_Energy_Dominance_PC_120kW,200,0.489672,0.003684,0.633464,0.217861,5,2,4300,9.004000,0.225697731,33964.518,41627.689
1,Balanced,SA_Energy_Dominance_PC_120kW,201,0.591390,0.099312,0.580030,0.297816,4,1,4420,8.508000,0.234379312,36817.646,43467.921
1,Balanced,SA_Energy_Dominance_PC_120kW,202,0.579018,0.150027,0.599974,0.261585,5,0,4652,9.016000,0.231153438,36279.626,37112.465
1,Balanced,SA_Energy_Dominance_PC_120kW,203,0.580057,0.199642,0.564311,0.271393,5,0,4472,9.024000,0.248280583,78849.753,86254.663
1,Balanced,SA_Energy_Dominance_PC_120kW,204,0.532209,0.016941,0.596521,0.240520,5,1,4420,8.498000,0.235346730,31435.697,35899.494
1,Balanced,SA_Energy_Dominance_PC_120kW,205,0.541947,0.086010,0.613789,0.062210,8,1,4568,9.170000,0.226405794,35334.044,37674.802
1,Balanced,SA_Energy_Dominance_PC_120kW,206,0.610133,0.158861,0.537491,0.001711,7,2,4551,8.432000,0.251656879,65165.212,76938.568
1,Balanced,SA_Energy_Dominance_PC_120kW,207,0.516106,0.021230,0.619535,0.000926,8,2,4607,8.870000,0.229460266,33927.350,35010.317
1,Balanced,SA_Energy_Dominance_PC_120kW,208,0.518766,0.158306,0.639337,0.002221,6,0,4526,9.920000,0.227106900,41082.697,48540.438
1,Balanced,SA_Energy_Dominance_PC_120kW,209,0.602149,0.143685,0.559015,0.000716,7,0,4729,8.532000,0.244821799,45669.187,52358.466
1,Balanced,SA_Energy_Dominance_PC_120kW,MEAN,0.556145,0.103770,0.594347,0.135696,,9,4524,8.432000,0.225697731,31435.697,49451.209
1,Balanced,WorkloadAware_Admission_PC_190kW,200,0.000000,1.154697,1.258478,0.000000,1,0,12,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,201,0.000000,1.154697,1.258478,0.000000,1,0,5,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,202,0.000000,1.154697,1.258478,0.000000,1,0,5,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,203,0.000000,1.154697,1.258478,0.000000,1,0,4,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,204,0.000000,1.154697,1.258478,0.000000,1,0,5,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,205,0.000000,1.154697,1.258478,0.000000,1,0,4,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,206,0.000000,1.154697,1.258478,0.000000,1,0,4,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,207,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,208,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,209,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_190kW,MEAN,0.000000,1.154697,1.258478,0.000000,,0,4,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,200,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,201,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,202,0.000000,1.154697,1.258478,0.000000,1,0,2,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,203,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,204,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,205,0.000000,1.154697,1.258478,0.000000,1,0,2,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,206,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,207,0.000000,1.154697,1.258478,0.000000,1,0,2,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,208,0.000000,1.154697,1.258478,0.000000,1,0,2,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,209,0.000000,1.154697,1.258478,0.000000,1,0,3,148.600000,1.413315062,27647.416,27647.416
1,Balanced,WorkloadAware_Admission_PC_120kW,MEAN,0.000000,1.154697,1.258478,0.000000,,0,2,148.600000,1.413315062,27647.416,27647.416
2,GPU_Stress,GA_WaitingTime_Dominance,200,0.362572,0.017419,0.159972,0.029655,20,0,2393,4.698000,0.646290373,223428.947,266521.472
2,GPU_Stress,GA_WaitingTime_Dominance,201,0.387950,0.029425,0.162382,0.031831,22,0,1952,4.682000,0.646290373,241022.023,264256.487
2,GPU_Stress,GA_WaitingTime_Dominance,202,0.372387,0.020487,0.159188,0.028218,21,2,1925,4.716000,0.646290373,219437.279,262926.266
2,GPU_Stress,GA_WaitingTime_Dominance,203,0.372767,0.021630,0.157197,0.013030,31,1,2029,4.666000,0.646290373,213105.284,263098.239
2,GPU_Stress,GA_WaitingTime_Dominance,204,0.367634,0.019967,0.158617,0.018052,30,1,1972,4.662000,0.646290373,224326.733,255802.987
2,GPU_Stress,GA_WaitingTime_Dominance,205,0.392176,0.024586,0.154227,0.006857,35,0,1966,4.666000,0.646290373,228050.590,256991.543
2,GPU_Stress,GA_WaitingTime_Dominance,206,0.391383,0.027277,0.150971,0.010957,26,0,1980,4.656000,0.641113406,214924.370,262869.155
2,GPU_Stress,GA_WaitingTime_Dominance,207,0.346035,0.013892,0.159387,0.017158,28,13,1929,4.650000,0.646290373,228411.182,259047.535
2,GPU_Stress,GA_WaitingTime_Dominance,208,0.402021,0.025496,0.151986,0.008361,33,0,1937,4.658000,0.646290373,210458.758,261717.808
2,GPU_Stress,GA_WaitingTime_Dominance,209,0.377316,0.042547,0.167889,0.034149,25,0,1901,4.678000,0.646290373,222784.819,269117.377
2,GPU_Stress,GA_WaitingTime_Dominance,MEAN,0.377224,0.024273,0.158182,0.019827,,17,1998,4.650000,0.641113406,210458.758,261781.970
2,GPU_Stress,GA_Energy_Dominance,200,0.618237,0.144981,0.139301,0.009729,71,0,2015,7.314000,0.296347354,51535.881,142057.384
2,GPU_Stress,GA_Energy_Dominance,201,0.615932,0.149464,0.123896,0.017395,62,0,1961,7.112000,0.307469864,47451.733,137102.019
2,GPU_Stress,GA_Energy_Dominance,202,0.610922,0.149931,0.126334,0.018347,62,0,1938,7.204000,0.301457784,43190.238,139048.631
2,GPU_Stress,GA_Energy_Dominance,203,0.607346,0.186694,0.165303,0.009934,60,0,1952,7.468000,0.307758460,52419.911,138160.158
2,GPU_Stress,GA_Energy_Dominance,204,0.589907,0.187414,0.157509,0.016410,53,0,1946,7.506000,0.306733356,57442.095,146318.765
2,GPU_Stress,GA_Energy_Dominance,205,0.628812,0.160980,0.136226,0.010201,63,0,1941,7.274000,0.304894553,56306.620,150347.924
2,GPU_Stress,GA_Energy_Dominance,206,0.606549,0.168298,0.146854,0.009880,75,0,1946,7.326000,0.313139968,54824.069,147343.537
2,GPU_Stress,GA_Energy_Dominance,207,0.608024,0.152778,0.142685,0.014725,59,0,1948,7.458000,0.305180392,52383.529,152554.559
2,GPU_Stress,GA_Energy_Dominance,208,0.625085,0.156028,0.132610,0.010399,50,0,1922,7.230000,0.301714433,45120.636,145335.164
2,GPU_Stress,GA_Energy_Dominance,209,0.613150,0.150135,0.141662,0.013564,49,0,1933,7.530000,0.300740938,53135.677,139734.482
2,GPU_Stress,GA_Energy_Dominance,MEAN,0.612396,0.160670,0.141238,0.013058,,0,1950,7.112000,0.296347354,43190.238,143856.076
2,GPU_Stress,SA_WaitingTime_Dominance,200,0.386863,0.056220,0.175405,0.016197,19,0,794,5.260000,0.643891053,229230.080,246455.761
2,GPU_Stress,SA_WaitingTime_Dominance,201,0.381614,0.027170,0.162987,0.039475,34,0,799,5.332000,0.640844923,223502.294,244670.772
2,GPU_Stress,SA_WaitingTime_Dominance,202,0.397142,0.041310,0.164918,0.008638,44,0,1767,4.684000,0.642717867,227136.855,247486.545
2,GPU_Stress,SA_WaitingTime_Dominance,203,0.386408,0.031927,0.159250,0.024583,40,0,835,5.108000,0.640300917,224773.345,242224.054
2,GPU_Stress,SA_WaitingTime_Dominance,204,0.408538,0.036354,0.152058,0.007969,58,0,837,5.070000,0.640300917,220284.631,237666.907
2,GPU_Stress,SA_WaitingTime_Dominance,205,0.408600,0.053708,0.169436,0.009406,31,0,805,4.932000,0.641349072,220342.855,247493.300
2,GPU_Stress,SA_WaitingTime_Dominance,206,0.382787,0.044034,0.162295,0.016238,44,0,827,5.250000,0.639502323,224990.345,250570.405
2,GPU_Stress,SA_WaitingTime_Dominance,207,0.374764,0.060022,0.167672,0.005028,25,0,815,5.048000,0.641349072,228101.248,245418.761
2,GPU_Stress,SA_WaitingTime_Dominance,208,0.377384,0.056658,0.169513,0.009754,36,0,814,4.818000,0.639502323,228828.620,245885.103
2,GPU_Stress,SA_WaitingTime_Dominance,209,0.422019,0.096495,0.163607,0.009558,46,0,821,4.848000,0.640300917,226375.804,247275.250
2,GPU_Stress,SA_WaitingTime_Dominance,MEAN,0.392612,0.050390,0.164714,0.014685,,0,911,4.684000,0.639502323,220284.631,245187.729
2,GPU_Stress,SA_Energy_Dominance,200,0.687465,0.097913,0.151912,0.182694,11,0,829,7.396000,0.307542034,59948.763,126470.175
2,GPU_Stress,SA_Energy_Dominance,201,0.645251,0.060315,0.148651,0.002799,23,6,873,7.334000,0.290595510,37453.044,157432.771
2,GPU_Stress,SA_Energy_Dominance,202,0.645077,0.064162,0.168799,0.102660,27,0,940,7.522000,0.296250130,46000.906,154611.679
2,GPU_Stress,SA_Energy_Dominance,203,0.669286,0.065708,0.177128,0.188313,9,0,861,7.548000,0.296232885,39486.212,113739.727
2,GPU_Stress,SA_Energy_Dominance,204,0.650681,0.073222,0.167139,0.147452,17,0,880,7.380000,0.330895641,99769.738,167233.466
2,GPU_Stress,SA_Energy_Dominance,205,0.660297,0.112282,0.171866,0.093122,29,0,920,7.468000,0.309133108,57231.411,162804.780
2,GPU_Stress,SA_Energy_Dominance,206,0.679769,0.059842,0.177415,0.158240,12,1,860,7.426000,0.301617624,50016.590,117479.014
2,GPU_Stress,SA_Energy_Dominance,207,0.671556,0.102485,0.161619,0.117292,19,0,872,7.416000,0.308341118,40383.049,154315.830
2,GPU_Stress,SA_Energy_Dominance,208,0.671749,0.052186,0.154634,0.190460,9,1,855,7.520000,0.292314651,37838.819,128207.283
2,GPU_Stress,SA_Energy_Dominance,209,0.687860,0.084172,0.175313,0.119014,16,1,865,7.448000,0.294897488,36309.932,133444.729
2,GPU_Stress,SA_Energy_Dominance,MEAN,0.666899,0.077229,0.165447,0.130205,,9,875,7.334000,0.290595510,36309.932,147760.906
2,GPU_Stress,NSGA-II,200,0.561700,0.023868,0.063941,0.010370,60,1,2643,5.818000,0.480394058,173927.013,223937.801
2,GPU_Stress,NSGA-II,201,0.588614,0.029446,0.060384,0.010666,49,3,2629,5.848000,0.455818113,156330.503,215806.626
2,GPU_Stress,NSGA-II,202,0.564971,0.025207,0.071345,0.006974,63,0,2655,5.846000,0.474163397,175614.794,219236.377
2,GPU_Stress,NSGA-II,203,0.578712,0.028011,0.059083,0.011196,69,0,2638,5.594000,0.462532809,161944.192,216340.205
2,GPU_Stress,NSGA-II,204,0.557619,0.021969,0.069022,0.005979,63,0,2649,5.720000,0.483656745,167746.947,219913.939
2,GPU_Stress,NSGA-II,205,0.572981,0.029038,0.062038,0.011373,56,3,2644,5.864000,0.467098007,166138.309,213382.010
2,GPU_Stress,NSGA-II,206,0.574586,0.041928,0.057287,0.008197,71,0,2656,5.744000,0.464452333,135696.049,211124.625
2,GPU_Stress,NSGA-II,207,0.564749,0.027854,0.066010,0.010829,51,0,2694,5.676000,0.477217474,155749.539,211595.533
2,GPU_Stress,NSGA-II,208,0.597946,0.025566,0.051611,0.011486,68,11,2650,5.694000,0.449547788,153154.569,212442.250
2,GPU_Stress,NSGA-II,209,0.579746,0.025106,0.061619,0.007529,67,1,2665,5.760000,0.461259378,158322.309,215464.950
2,GPU_Stress,NSGA-II,MEAN,0.574162,0.027799,0.062234,0.009460,,19,2652,5.594000,0.449547788,135696.049,215911.790
2,GPU_Stress,SPEA-II,200,0.569196,0.016399,0.062430,0.011699,60,7,3312,5.716000,0.477494397,171213.677,220683.692
2,GPU_Stress,SPEA-II,201,0.574116,0.029179,0.065464,0.010651,73,0,3330,5.716000,0.468374370,150258.733,222170.303
2,GPU_Stress,SPEA-II,202,0.585475,0.029046,0.063100,0.010484,63,0,3336,5.816000,0.450492410,152872.483,216236.915
2,GPU_Stress,SPEA-II,203,0.558829,0.026349,0.060668,0.012158,63,1,3332,5.618000,0.480704518,163088.697,213887.135
2,GPU_Stress,SPEA-II,204,0.596746,0.032962,0.053029,0.009937,71,1,3297,5.736000,0.446578248,150882.034,208943.554
2,GPU_Stress,SPEA-II,205,0.548962,0.022788,0.064350,0.011992,53,2,3276,5.730000,0.494262975,171465.972,222762.920
2,GPU_Stress,SPEA-II,206,0.569989,0.010596,0.056797,0.008731,63,16,3279,5.580000,0.480653662,161059.263,222448.294
2,GPU_Stress,SPEA-II,207,0.566432,0.017986,0.061862,0.007708,63,3,3303,5.430000,0.480415210,171689.564,217462.646
2,GPU_Stress,SPEA-II,208,0.561526,0.015247,0.066795,0.007480,57,1,3280,5.792000,0.483432549,159786.355,218666.452
2,GPU_Stress,SPEA-II,209,0.555415,0.006704,0.064939,0.007330,64,25,3267,5.702000,0.494571197,173088.110,217698.068
2,GPU_Stress,SPEA-II,MEAN,0.568669,0.020725,0.061943,0.009817,,56,3301,5.430000,0.446578248,150258.733,217951.983
2,GPU_Stress,AMOSA,200,0.391989,0.011025,0.143430,0.005601,37,0,4107,5.718000,0.615718432,218929.697,236476.135
2,GPU_Stress,AMOSA,201,0.380674,0.021633,0.150106,0.016995,24,0,4099,5.974000,0.619407314,186471.003,230622.557
2,GPU_Stress,AMOSA,202,0.408568,0.026154,0.123740,0.007833,38,0,4115,5.826000,0.599100795,187975.498,230567.012
2,GPU_Stress,AMOSA,203,0.402579,0.034514,0.128140,0.012235,37,0,4106,5.968000,0.602957431,184272.595,221495.676
2,GPU_Stress,AMOSA,204,0.421152,0.030271,0.130867,0.009650,33,0,4113,5.954000,0.588624970,197169.952,229245.966
2,GPU_Stress,AMOSA,205,0.421039,0.034286,0.130553,0.009782,31,0,4097,6.000000,0.588030797,191068.508,221407.247
2,GPU_Stress,AMOSA,206,0.402235,0.015666,0.132017,0.007517,30,0,4074,5.882000,0.606239359,214563.656,238651.645
2,GPU_Stress,AMOSA,207,0.391728,0.038419,0.142039,0.008956,26,0,4096,5.966000,0.611311018,198893.289,232372.197
2,GPU_Stress,AMOSA,208,0.369693,0.012112,0.152391,0.015125,30,0,4091,5.754000,0.630466491,207826.641,230695.126
2,GPU_Stress,AMOSA,209,0.426569,0.055419,0.144593,0.010559,31,1,4088,5.922000,0.583188935,203223.835,226583.226
2,GPU_Stress,AMOSA,MEAN,0.401623,0.027950,0.137787,0.010425,,1,4098,5.718000,0.583188935,184272.595,229704.564
2,GPU_Stress,NSGA-II_PC_190kW,200,0.501209,0.113502,0.137262,0.012571,38,0,7119,7.108000,0.477684940,138576.697,170676.317
2,GPU_Stress,NSGA-II_PC_190kW,201,0.488162,0.115311,0.145147,0.011110,38,0,7117,6.916000,0.486866036,145499.457,175668.486
2,GPU_Stress,NSGA-II_PC_190kW,202,0.515299,0.088081,0.148152,0.009821,40,0,7107,7.130000,0.472241594,134425.947,174973.994
2,GPU_Stress,NSGA-II_PC_190kW,203,0.506531,0.098009,0.149003,0.012751,38,0,7069,7.106000,0.469652216,146525.304,177142.282
2,GPU_Stress,NSGA-II_PC_190kW,204,0.506449,0.096234,0.146602,0.015405,33,0,7087,7.264000,0.473243252,146740.171,174020.715
2,GPU_Stress,NSGA-II_PC_190kW,205,0.494462,0.100117,0.141961,0.010851,47,0,7066,7.076000,0.485371986,135663.641,172690.901
2,GPU_Stress,NSGA-II_PC_190kW,206,0.484968,0.113468,0.140128,0.022012,37,0,7041,7.248000,0.490271044,141500.416,175299.327
2,GPU_Stress,NSGA-II_PC_190kW,207,0.495057,0.094082,0.141469,0.009692,37,0,7108,7.128000,0.487377384,149821.054,178496.472
2,GPU_Stress,NSGA-II_PC_190kW,208,0.494035,0.094417,0.144488,0.010788,34,0,7035,7.350000,0.486637710,148436.615,178288.572
2,GPU_Stress,NSGA-II_PC_190kW,209,0.485346,0.116784,0.145301,0.032156,34,0,7124,7.200000,0.488415936,147218.023,178867.348
2,GPU_Stress,NSGA-II_PC_190kW,MEAN,0.497152,0.103001,0.143951,0.014716,,0,7087,6.916000,0.469652216,134425.947,175490.348
2,GPU_Stress,NSGA-II_PC_120kW,200,0.289363,0.335735,0.377700,0.032787,17,0,6704,11.224000,0.505281122,104710.054,113149.662
2,GPU_Stress,NSGA-II_PC_120kW,201,0.323727,0.276106,0.353409,0.012391,20,0,6682,10.760000,0.508772323,95610.171,111925.726
2,GPU_Stress,NSGA-II_PC_120kW,202,0.336749,0.272971,0.354731,0.013657,13,0,6729,10.866000,0.487359040,104243.983,112147.737
2,GPU_Stress,NSGA-II_PC_120kW,203,0.317767,0.323940,0.349618,0.011281,21,0,6739,10.590000,0.506707185,105774.865,114745.184
2,GPU_Stress,NSGA-II_PC_120kW,204,0.325596,0.310133,0.379365,0.031562,20,0,6695,11.178000,0.458911799,95022.819,112793.760
2,GPU_Stress,NSGA-II_PC_120kW,205,0.295105,0.337795,0.385462,0.013607,23,0,6665,11.168000,0.499850528,103272.171,112101.337
2,GPU_Stress,NSGA-II_PC_120kW,206,0.323059,0.293972,0.355799,0.030623,16,0,6753,10.720000,0.490621157,108890.365,115037.362
2,GPU_Stress,NSGA-II_PC_120kW,207,0.319648,0.294385,0.337300,0.013659,17,0,6744,10.372000,0.513352979,104112.182,115535.240
2,GPU_Stress,NSGA-II_PC_120kW,208,0.317537,0.294746,0.353523,0.025663,17,0,6666,10.876000,0.509278703,104894.916,115344.446
2,GPU_Stress,NSGA-II_PC_120kW,209,0.332278,0.315094,0.330090,0.015731,21,0,6708,10.460000,0.493570622,94690.957,111268.555
2,GPU_Stress,NSGA-II_PC_120kW,MEAN,0.318083,0.305488,0.357700,0.020096,,0,6708,10.372000,0.458911799,94690.957,113329.872
2,GPU_Stress,SPEA-II_PC_190kW,200,0.507812,0.081905,0.136237,0.007702,52,0,7691,7.218000,0.480685654,148132.932,175233.869
2,GPU_Stress,SPEA-II_PC_190kW,201,0.537940,0.055016,0.118389,0.014011,34,0,7645,6.698000,0.470050333,152778.661,177102.393
2,GPU_Stress,SPEA-II_PC_190kW,202,0.519718,0.059910,0.135533,0.008805,37,0,7692,6.880000,0.482972378,147845.942,176388.164
2,GPU_Stress,SPEA-II_PC_190kW,203,0.526523,0.053522,0.134271,0.011892,54,0,7696,7.076000,0.474260722,152756.534,176710.971
2,GPU_Stress,SPEA-II_PC_190kW,204,0.509476,0.081367,0.133565,0.008529,49,0,7709,7.106000,0.481233727,139598.029,174029.380
2,GPU_Stress,SPEA-II_PC_190kW,205,0.509978,0.060132,0.138955,0.012620,41,0,7602,6.888000,0.493192377,162847.447,182626.464
2,GPU_Stress,SPEA-II_PC_190kW,206,0.498108,0.077386,0.144678,0.020544,33,0,7728,7.018000,0.494884339,150662.738,175479.000
2,GPU_Stress,SPEA-II_PC_190kW,207,0.499800,0.094930,0.145513,0.007969,43,0,7660,7.228000,0.483220423,151025.401,173415.069
2,GPU_Stress,SPEA-II_PC_190kW,208,0.514019,0.055632,0.127006,0.017726,46,0,7745,7.040000,0.487031447,161565.289,181029.925
2,GPU_Stress,SPEA-II_PC_190kW,209,0.496506,0.064253,0.126483,0.016121,33,0,7743,6.932000,0.503881468,151086.432,176733.839
2,GPU_Stress,SPEA-II_PC_190kW,MEAN,0.511988,0.068405,0.134063,0.012592,,0,7691,6.698000,0.470050333,139598.029,176835.948
2,GPU_Stress,SPEA-II_PC_120kW,200,0.317142,0.283779,0.351994,0.037222,11,0,7207,10.820000,0.512930192,109079.508,114915.840
2,GPU_Stress,SPEA-II_PC_120kW,201,0.329005,0.250291,0.368708,0.048278,14,0,7212,10.892000,0.501069333,104632.279,114138.841
2,GPU_Stress,SPEA-II_PC_120kW,202,0.293598,0.321386,0.389299,0.035790,13,0,7187,11.208000,0.524422137,97051.284,111901.067
2,GPU_Stress,SPEA-II_PC_120kW,203,0.338459,0.210950,0.334437,0.011480,15,0,7265,10.214000,0.529300583,97017.682,113633.994
2,GPU_Stress,SPEA-II_PC_120kW,204,0.351344,0.271967,0.339281,0.018936,23,0,7258,10.444000,0.488734738,96267.937,110753.582
2,GPU_Stress,SPEA-II_PC_120kW,205,0.337331,0.251889,0.359427,0.044822,14,0,7161,10.680000,0.506895116,108370.330,115381.563
2,GPU_Stress,SPEA-II_PC_120kW,206,0.316782,0.270556,0.368710,0.029085,16,0,7122,10.872000,0.514970182,101305.967,114345.622
2,GPU_Stress,SPEA-II_PC_120kW,207,0.341346,0.227823,0.328353,0.017276,16,0,7204,10.412000,0.514827286,108928.131,114953.286
2,GPU_Stress,SPEA-II_PC_120kW,208,0.324944,0.260142,0.366367,0.024390,12,0,7193,11.014000,0.506108514,101757.100,112671.355
2,GPU_Stress,SPEA-II_PC_120kW,209,0.343082,0.230790,0.328393,0.019348,14,0,7206,10.310000,0.516104867,105688.508,115315.043
2,GPU_Stress,SPEA-II_PC_120kW,MEAN,0.329303,0.257957,0.353497,0.028663,,0,7201,10.214000,0.488734738,96267.937,113643.010
2,GPU_Stress,AMOSA_PC_190kW,200,0.366834,0.075515,0.183898,0.012249,23,0,8586,6.984000,0.608994836,179891.095,186131.612
2,GPU_Stress,AMOSA_PC_190kW,201,0.376891,0.073674,0.184866,0.006312,32,0,8524,6.838000,0.603573514,175214.595,185652.718
2,GPU_Stress,AMOSA_PC_190kW,202,0.330166,0.123122,0.205825,0.008971,31,0,8611,7.154000,0.627398997,174515.437,185936.497
2,GPU_Stress,AMOSA_PC_190kW,203,0.380616,0.092678,0.180026,0.008545,28,0,8648,6.760000,0.597950284,169115.401,183370.040
2,GPU_Stress,AMOSA_PC_190kW,204,0.366225,0.109857,0.184429,0.014050,26,0,8625,7.130000,0.600451984,174998.544,185810.315
2,GPU_Stress,AMOSA_PC_190kW,205,0.395271,0.085418,0.164084,0.008553,37,0,8625,6.834000,0.585173454,178999.631,186466.543
