Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime_Dominance,200,0.232237,0.005631,0.459360,0.006325,14,14,0,3517
GA_WaitingTime_Dominance,201,0.224382,0.006513,0.467066,0.033211,14,14,1,3528
GA_WaitingTime_Dominance,202,0.234446,0.009426,0.455630,0.009946,16,16,0,3496
GA_WaitingTime_Dominance,203,0.229114,0.007521,0.459475,0.008995,22,22,0,3521
GA_WaitingTime_Dominance,204,0.232544,0.008776,0.461518,0.005591,21,21,1,3472
GA_WaitingTime_Dominance,205,0.235956,0.002061,0.459105,0.003567,15,15,9,3420
GA_WaitingTime_Dominance,206,0.246887,0.005659,0.445286,0.012006,18,18,0,3488
GA_WaitingTime_Dominance,207,0.227820,0.006276,0.462048,0.007095,18,18,1,3436
GA_WaitingTime_Dominance,208,0.231361,0.003412,0.460301,0.004390,16,16,3,3453
GA_WaitingTime_Dominance,209,0.228181,0.005702,0.463265,0.002520,28,28,0,3481
GA_WaitingTime_Dominance,MEAN,0.232293,0.006098,0.459305,0.009365,18,18,15,3481
GA_WaitingTime_Dominance,STDDEV,0.005844,0.002111,0.005472,0.008426,,,,
GA_Energy_Dominance,200,0.697777,0.133162,0.153885,0.014607,46,46,0,9585579
GA_Energy_Dominance,201,0.688977,0.151929,0.180678,0.017695,66,66,0,5032
GA_Energy_Dominance,202,0.653557,0.137195,0.209839,0.016597,57,57,0,5187
GA_Energy_Dominance,203,0.687694,0.119783,0.184146,0.015414,58,58,12,4876
GA_Energy_Dominance,204,0.710902,0.173400,0.156041,0.025950,56,56,0,4968
GA_Energy_Dominance,205,0.647342,0.033656,0.112486,0.013869,62,62,0,4414
GA_Energy_Dominance,206,0.634310,0.124152,0.223316,0.022891,52,52,1,4782
GA_Energy_Dominance,207,0.654625,0.037744,0.139403,0.003299,51,51,0,4737
GA_Energy_Dominance,208,0.668964,0.127990,0.177081,0.019951,61,61,0,4745
GA_Energy_Dominance,209,0.683959,0.134319,0.203565,0.031374,50,50,0,4813
GA_Energy_Dominance,MEAN,0.672811,0.117333,0.174044,0.018165,56,56,13,962913
GA_Energy_Dominance,STDDEV,0.023513,0.043332,0.032335,0.007232,,,,
SA_WaitingTime_Dominance,200,0.260986,0.016990,0.446827,0.006959,15,15,1,2678
SA_WaitingTime_Dominance,201,0.234737,0.000598,0.459097,0.009360,9,9,7,2256
SA_WaitingTime_Dominance,202,0.285004,0.029141,0.435114,0.002829,28,28,0,2249
SA_WaitingTime_Dominance,203,0.230478,0.005491,0.462287,0.001403,21,21,6,2108
SA_WaitingTime_Dominance,204,0.290741,0.047435,0.432453,0.003991,21,21,0,2148
SA_WaitingTime_Dominance,205,0.239327,0.007023,0.459383,0.002042,19,19,0,2199
SA_WaitingTime_Dominance,206,0.262949,0.028663,0.448158,0.003294,13,13,0,2168
SA_WaitingTime_Dominance,207,0.271619,0.024121,0.441597,0.006293,19,19,0,2218
SA_WaitingTime_Dominance,208,0.269723,0.028804,0.444001,0.002103,18,18,0,2163
SA_WaitingTime_Dominance,209,0.263744,0.015355,0.446800,0.003708,15,15,0,1778
SA_WaitingTime_Dominance,MEAN,0.260931,0.020362,0.447572,0.004198,18,18,13,2196
SA_WaitingTime_Dominance,STDDEV,0.019370,0.013381,0.009605,0.002418,,,,
SA_Energy_Dominance,200,0.809351,0.027972,0.149492,0.003840,56,56,12,1799
SA_Energy_Dominance,201,0.733781,0.013378,0.081481,0.002662,172,175,58,2084
SA_Energy_Dominance,202,0.780704,0.025531,0.076903,0.003624,162,167,2,2077
SA_Energy_Dominance,203,0.716778,0.021527,0.088719,0.002298,136,138,0,2024
SA_Energy_Dominance,204,0.813771,0.033322,0.100261,0.016643,48,48,11,1745
SA_Energy_Dominance,205,0.722306,0.020131,0.080527,0.002031,141,143,69,2172
SA_Energy_Dominance,206,0.742329,0.051285,0.093217,0.010430,42,42,0,1899
SA_Energy_Dominance,207,0.794412,0.042964,0.132975,0.004349,57,58,0,1845
SA_Energy_Dominance,208,0.686538,0.046414,0.103835,0.005203,80,81,0,2033
SA_Energy_Dominance,209,0.798983,0.043911,0.149985,0.003479,34,34,7,1786
SA_Energy_Dominance,MEAN,0.759895,0.032644,0.105739,0.005456,93,94,159,1946
SA_Energy_Dominance,STDDEV,0.042596,0.012226,0.026739,0.004365,,,,
NSGA-II,200,0.577312,0.013808,0.165017,0.013881,41,41,3,4302
NSGA-II,201,0.563175,0.011560,0.181477,0.012137,41,41,6,5946
NSGA-II,202,0.603958,0.041057,0.155697,0.007124,47,47,1,5927
NSGA-II,203,0.493174,0.004810,0.239656,0.003399,48,48,11,5706
NSGA-II,204,0.541470,0.049742,0.203026,0.009269,42,42,0,5758
NSGA-II,205,0.561713,0.017339,0.179200,0.007355,46,46,0,5894
NSGA-II,206,0.504724,0.010210,0.229754,0.003029,48,48,0,5748
NSGA-II,207,0.474653,0.008674,0.248283,0.018625,34,34,0,5783
NSGA-II,208,0.507519,0.029157,0.224014,0.005686,45,45,0,5752
NSGA-II,209,0.455629,0.010441,0.271293,0.007039,38,38,0,5780
NSGA-II,MEAN,0.528333,0.019680,0.209742,0.008754,43,43,21,5659
NSGA-II,STDDEV,0.045840,0.014400,0.036703,0.004624,,,,
SPEA-II,200,0.450243,0.014465,0.269389,0.005791,34,34,0,6452
SPEA-II,201,0.468473,0.010037,0.259669,0.004609,46,46,2,6467
SPEA-II,202,0.548562,0.012929,0.190001,0.006802,40,40,0,6533
SPEA-II,203,0.527726,0.007622,0.203799,0.005153,52,52,16,6467
SPEA-II,204,0.472964,0.017898,0.249000,0.005370,41,41,0,6450
SPEA-II,205,0.438260,0.013484,0.283319,0.002935,37,37,0,6517
SPEA-II,206,0.459183,0.008494,0.257879,0.008659,30,30,5,6434
SPEA-II,207,0.516935,0.030136,0.217967,0.028089,48,48,2,6426
SPEA-II,208,0.452572,0.013268,0.267566,0.008354,31,31,2,6505
SPEA-II,209,0.444468,0.018255,0.276178,0.004931,31,31,0,6458
SPEA-II,MEAN,0.477939,0.014659,0.247477,0.008069,39,39,27,6470
SPEA-II,STDDEV,0.036822,0.006150,0.030550,0.006870,,,,
AMOSA,200,0.413521,0.022441,0.297472,0.015062,16,16,0,6072
AMOSA,201,0.419155,0.026510,0.295087,0.007137,28,28,0,6120
AMOSA,202,0.412987,0.008252,0.294677,0.090094,9,9,0,5968
AMOSA,203,0.418956,0.041396,0.294802,0.007890,29,29,0,6077
AMOSA,204,0.413919,0.014244,0.297845,0.066471,9,9,0,6041
AMOSA,205,0.413818,0.034228,0.297318,0.008088,11,11,0,5973
