Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
GA_WaitingTime_Dominance,200,178,0.822183,0,0.000000
GA_WaitingTime_Dominance,201,162,0.816648,10,6.172840
GA_WaitingTime_Dominance,202,168,0.799075,5,2.976190
GA_WaitingTime_Dominance,203,193,0.826066,4,2.072539
GA_WaitingTime_Dominance,204,189,0.830487,5,2.645503
GA_WaitingTime_Dominance,205,176,0.822143,10,5.681818
GA_WaitingTime_Dominance,206,178,0.799938,2,1.123596
GA_WaitingTime_Dominance,207,170,0.830917,6,3.529412
GA_WaitingTime_Dominance,208,173,0.823476,0,0.000000
GA_WaitingTime_Dominance,209,174,0.821666,6,3.448276
GA_WaitingTime_Dominance,MEAN,,,4.800000,2.765017
GA_WaitingTime_Dominance,STDDEV,,,3.340659,1.992371
GA_Energy_Dominance,200,178,0.822183,41,23.033708
GA_Energy_Dominance,201,162,0.816648,36,22.222222
GA_Energy_Dominance,202,168,0.799075,36,21.428571
GA_Energy_Dominance,203,193,0.826066,39,20.207254
GA_Energy_Dominance,204,189,0.830487,58,30.687831
GA_Energy_Dominance,205,176,0.822143,12,6.818182
GA_Energy_Dominance,206,178,0.799938,25,14.044944
GA_Energy_Dominance,207,170,0.830917,63,37.058824
GA_Energy_Dominance,208,173,0.823476,33,19.075145
GA_Energy_Dominance,209,174,0.821666,26,14.942529
GA_Energy_Dominance,MEAN,,,36.900000,20.951921
GA_Energy_Dominance,STDDEV,,,14.300000,8.050177
SA_WaitingTime_Dominance,200,178,0.822183,22,12.359551
SA_WaitingTime_Dominance,201,162,0.816648,10,6.172840
SA_WaitingTime_Dominance,202,168,0.799075,10,5.952381
SA_WaitingTime_Dominance,203,193,0.826066,9,4.663212
SA_WaitingTime_Dominance,204,189,0.830487,18,9.523810
SA_WaitingTime_Dominance,205,176,0.822143,5,2.840909
SA_WaitingTime_Dominance,206,178,0.799938,19,10.674157
SA_WaitingTime_Dominance,207,170,0.830917,9,5.294118
SA_WaitingTime_Dominance,208,173,0.823476,14,8.092486
SA_WaitingTime_Dominance,209,174,0.821666,10,5.747126
SA_WaitingTime_Dominance,MEAN,,,12.600000,7.132059
SA_WaitingTime_Dominance,STDDEV,,,5.141984,2.804158
SA_Energy_Dominance,200,178,0.822183,0,0.000000
SA_Energy_Dominance,201,162,0.816648,0,0.000000
SA_Energy_Dominance,202,168,0.799075,0,0.000000
SA_Energy_Dominance,203,193,0.826066,0,0.000000
SA_Energy_Dominance,204,189,0.830487,0,0.000000
SA_Energy_Dominance,205,176,0.822143,1,0.568182
SA_Energy_Dominance,206,178,0.799938,4,2.247191
SA_Energy_Dominance,207,170,0.830917,3,1.764706
SA_Energy_Dominance,208,173,0.823476,0,0.000000
SA_Energy_Dominance,209,174,0.821666,3,1.724138
SA_Energy_Dominance,MEAN,,,1.100000,0.630422
SA_Energy_Dominance,STDDEV,,,1.513275,0.865172
NSGA-II,200,178,0.822183,31,17.415730
NSGA-II,201,162,0.816648,23,14.197531
NSGA-II,202,168,0.799075,12,7.142857
NSGA-II,203,193,0.826066,6,3.108808
NSGA-II,204,189,0.830487,11,5.820106
NSGA-II,205,176,0.822143,5,2.840909
NSGA-II,206,178,0.799938,25,14.044944
NSGA-II,207,170,0.830917,0,0.000000
NSGA-II,208,173,0.823476,12,6.936416
NSGA-II,209,174,0.821666,10,5.747126
NSGA-II,MEAN,,,13.500000,7.725443
NSGA-II,STDDEV,,,9.287088,5.376673
SPEA-II,200,178,0.822183,17,9.550562
SPEA-II,201,162,0.816648,5,3.086420
SPEA-II,202,168,0.799075,33,19.642857
SPEA-II,203,193,0.826066,10,5.181347
SPEA-II,204,189,0.830487,14,7.407407
SPEA-II,205,176,0.822143,2,1.136364
SPEA-II,206,178,0.799938,10,5.617978
SPEA-II,207,170,0.830917,33,19.411765
SPEA-II,208,173,0.823476,26,15.028902
SPEA-II,209,174,0.821666,13,7.471264
SPEA-II,MEAN,,,16.300000,9.353487
SPEA-II,STDDEV,,,10.392786,6.203042
AMOSA,200,178,0.822183,12,6.741573
AMOSA,201,162,0.816648,6,3.703704
AMOSA,202,168,0.799075,3,1.785714
AMOSA,203,193,0.826066,2,1.036269
AMOSA,204,189,0.830487,2,1.058201
AMOSA,205,176,0.822143,4,2.272727
AMOSA,206,178,0.799938,14,7.865169
AMOSA,207,170,0.830917,1,0.588235
AMOSA,208,173,0.823476,0,0.000000
AMOSA,209,174,0.821666,5,2.873563
AMOSA,MEAN,,,4.900000,2.792516
AMOSA,STDDEV,,,4.414748,2.493928
GA_WaitingTime_Dominance_PC90,200,178,0.822183,0,0.000000
GA_WaitingTime_Dominance_PC90,201,162,0.816648,0,0.000000
GA_WaitingTime_Dominance_PC90,202,168,0.799075,0,0.000000
GA_WaitingTime_Dominance_PC90,203,193,0.826066,0,0.000000
GA_WaitingTime_Dominance_PC90,204,189,0.830487,2,1.058201
GA_WaitingTime_Dominance_PC90,205,176,0.822143,0,0.000000
GA_WaitingTime_Dominance_PC90,206,178,0.799938,7,3.932584
GA_WaitingTime_Dominance_PC90,207,170,0.830917,0,0.000000
GA_WaitingTime_Dominance_PC90,208,173,0.823476,0,0.000000
GA_WaitingTime_Dominance_PC90,209,174,0.821666,0,0.000000
GA_WaitingTime_Dominance_PC90,MEAN,,,0.900000,0.499079
GA_WaitingTime_Dominance_PC90,STDDEV,,,2.118962,1.187191
GA_Energy_Dominance_PC90,200,178,0.822183,2,1.123596
GA_Energy_Dominance_PC90,201,162,0.816648,17,10.493827
GA_Energy_Dominance_PC90,202,168,0.799075,11,6.547619
GA_Energy_Dominance_PC90,203,193,0.826066,5,2.590674
GA_Energy_Dominance_PC90,204,189,0.830487,0,0.000000
GA_Energy_Dominance_PC90,205,176,0.822143,57,32.386364
GA_Energy_Dominance_PC90,206,178,0.799938,8,4.494382
GA_Energy_Dominance_PC90,207,170,0.830917,0,0.000000
GA_Energy_Dominance_PC90,208,173,0.823476,6,3.468208
GA_Energy_Dominance_PC90,209,174,0.821666,8,4.597701
GA_Energy_Dominance_PC90,MEAN,,,11.400000,6.570237
GA_Energy_Dominance_PC90,STDDEV,,,15.976232,9.118821
SA_WaitingTime_Dominance_PC90,200,178,0.822183,0,0.000000
SA_WaitingTime_Dominance_PC90,201,162,0.816648,0,0.000000
SA_WaitingTime_Dominance_PC90,202,168,0.799075,0,0.000000
SA_WaitingTime_Dominance_PC90,203,193,0.826066,9,4.663212
SA_WaitingTime_Dominance_PC90,204,189,0.830487,0,0.000000
SA_WaitingTime_Dominance_PC90,205,176,0.822143,0,0.000000
SA_WaitingTime_Dominance_PC90,206,178,0.799938,8,4.494382
SA_WaitingTime_Dominance_PC90,207,170,0.830917,0,0.000000
SA_WaitingTime_Dominance_PC90,208,173,0.823476,6,3.468208
