Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
SA_WaitingTime_Dominance,200,0.111274,0.021724,0.534136,0.008665,16,16,0,2335,0.296853,
SA_WaitingTime_Dominance,201,0.114541,0.027414,0.528984,0.003509,28,28,0,2424,0.302727,
SA_WaitingTime_Dominance,202,0.106507,0.028462,0.536149,0.002841,20,20,6,2350,0.296432,
SA_WaitingTime_Dominance,203,0.109426,0.019463,0.535813,0.002238,19,19,8,2298,0.297983,
SA_WaitingTime_Dominance,204,0.116659,0.024241,0.530940,0.001654,30,30,0,2333,0.297947,
SA_WaitingTime_Dominance,205,0.113478,0.015808,0.532773,0.001626,34,34,0,2445,0.298216,
SA_WaitingTime_Dominance,206,0.107400,0.012373,0.535620,0.001313,28,28,4,2159,0.297177,
SA_WaitingTime_Dominance,207,0.110490,0.008008,0.533470,0.001109,21,22,3,2287,0.299113,
SA_WaitingTime_Dominance,208,0.140138,0.030510,0.522210,0.001993,34,34,0,2447,0.295789,
SA_WaitingTime_Dominance,209,0.143719,0.035376,0.518113,0.005080,38,38,0,2600,0.301033,
SA_WaitingTime_Dominance,MEAN,0.117363,0.022338,0.530821,0.003003,27,27,21,2367,0.298327,10
SA_WaitingTime_Dominance,STDDEV,0.012654,0.008122,0.005807,0.002200,,,,,0.002027,
SA_Energy_Dominance,200,0.555170,0.144751,0.170254,0.003361,110,111,0,3256,0.676797,
SA_Energy_Dominance,201,0.582056,0.113829,0.162026,0.003279,137,139,0,3302,0.690662,
SA_Energy_Dominance,202,0.515850,0.105247,0.245873,0.002442,84,87,0,3434,0.619795,
SA_Energy_Dominance,203,0.526544,0.144320,0.193577,0.004345,107,109,0,3020,0.641908,
SA_Energy_Dominance,204,0.538653,0.115221,0.219621,0.003905,100,101,4,2676,0.642880,
SA_Energy_Dominance,205,0.511797,0.107199,0.237345,0.002500,109,110,0,2911,0.619149,
SA_Energy_Dominance,206,0.514012,0.127010,0.225160,0.002790,90,91,0,2883,0.623906,
SA_Energy_Dominance,207,0.549530,0.124780,0.188990,0.002999,121,122,0,3127,0.659075,
SA_Energy_Dominance,208,0.547057,0.128479,0.175213,0.003993,96,96,0,3280,0.660059,
SA_Energy_Dominance,209,0.586825,0.095804,0.168545,0.002671,113,114,0,3156,0.686374,
SA_Energy_Dominance,MEAN,0.542749,0.120664,0.198660,0.003228,107,108,4,3104,0.652060,10
SA_Energy_Dominance,STDDEV,0.025482,0.015399,0.029313,0.000633,,,,,0.025489,
NSGA-II,200,0.571962,0.013985,0.227090,0.004257,51,51,1,8637,0.663425,
NSGA-II,201,0.579581,0.007452,0.252252,0.005065,46,46,14,8580,0.667910,
NSGA-II,202,0.538144,0.017133,0.243143,0.003817,45,45,0,8073,0.635484,
NSGA-II,203,0.546826,0.010428,0.255571,0.004958,45,45,0,8283,0.642508,
NSGA-II,204,0.530475,0.013076,0.256739,0.003776,43,43,0,7915,0.628583,
NSGA-II,205,0.546535,0.007582,0.248703,0.003209,49,49,2,7890,0.641426,
NSGA-II,206,0.555268,0.011142,0.261531,0.002837,45,45,0,7808,0.648877,
NSGA-II,207,0.529557,0.018997,0.253006,0.005250,41,41,0,8298,0.628575,
NSGA-II,208,0.524666,0.016045,0.260871,0.004315,43,43,0,8261,0.624209,
NSGA-II,209,0.520360,0.004378,0.273304,0.002913,43,43,21,7723,0.620197,
NSGA-II,MEAN,0.544337,0.012022,0.253221,0.004040,45,45,38,8146,0.640119,10
NSGA-II,STDDEV,0.018832,0.004453,0.011639,0.000837,,,,,0.015289,
SPEA-II,200,0.449896,0.014547,0.313558,0.001529,41,41,0,8548,0.564933,
SPEA-II,201,0.423113,0.018759,0.324380,0.001254,47,47,0,8851,0.543751,
SPEA-II,202,0.519627,0.016997,0.270829,0.005747,48,48,0,8881,0.620989,
SPEA-II,203,0.318629,0.018865,0.398658,0.002471,29,29,0,8860,0.460053,
SPEA-II,204,0.504875,0.002942,0.301052,0.003702,39,39,16,8939,0.608502,
SPEA-II,205,0.545179,0.022549,0.244347,0.005376,55,55,0,9209,0.642232,
SPEA-II,206,0.477399,0.006958,0.308608,0.002170,38,38,7,8082,0.586557,
SPEA-II,207,0.476911,0.025308,0.279684,0.006762,41,41,0,8940,0.586833,
SPEA-II,208,0.384195,0.020866,0.355287,0.002318,39,39,0,8823,0.512455,
SPEA-II,209,0.468478,0.014202,0.299020,0.003359,46,46,0,8626,0.579984,
SPEA-II,MEAN,0.456830,0.016199,0.309542,0.003469,42,42,23,8775,0.570629,10
SPEA-II,STDDEV,0.063702,0.006536,0.041346,0.001800,,,,,0.051056,
AMOSA,200,0.371142,0.026785,0.346812,0.004379,49,50,0,6927,0.501803,
AMOSA,201,0.355378,0.021759,0.352302,0.001916,59,59,0,6460,0.490174,
AMOSA,202,0.334717,0.025179,0.370194,0.001596,43,43,0,6380,0.473323,
AMOSA,203,0.366674,0.019046,0.362696,0.001725,50,50,0,6577,0.498382,
AMOSA,204,0.382423,0.017644,0.357963,0.001678,47,47,0,6176,0.510944,
AMOSA,205,0.369475,0.012431,0.352186,0.001833,38,38,0,6231,0.500599,
AMOSA,206,0.379009,0.016517,0.352252,0.001430,42,42,0,6259,0.508136,
AMOSA,207,0.389194,0.028779,0.339400,0.001305,54,54,0,6489,0.516623,
AMOSA,208,0.361753,0.017088,0.363699,0.002227,43,44,0,6464,0.494674,
AMOSA,209,0.365180,0.028293,0.348158,0.001643,56,56,0,6265,0.497505,
AMOSA,MEAN,0.367495,0.021352,0.354566,0.001973,48,48,0,6422,0.499216,10
AMOSA,STDDEV,0.014504,0.005365,0.008675,0.000838,,,,,0.011424,
GA_WaitingTime_Dominance_PC90,200,0.163204,0.004396,0.510426,0.003045,9,9,0,11939,0.339007,
GA_WaitingTime_Dominance_PC90,201,0.140470,0.006600,0.525567,0.004868,7,7,0,11875,0.321047,
GA_WaitingTime_Dominance_PC90,202,0.158692,0.017003,0.495554,0.004963,24,24,0,11627,0.335747,
GA_WaitingTime_Dominance_PC90,203,0.198896,0.000000,0.489474,0.005894,8,8,8,11732,0.367188,
GA_WaitingTime_Dominance_PC90,204,0.152197,0.015373,0.509402,0.003589,13,13,0,11395,0.330733,
GA_WaitingTime_Dominance_PC90,205,0.111824,0.022308,0.534973,0.001401,15,15,0,11727,0.298782,
GA_WaitingTime_Dominance_PC90,206,0.118819,0.020388,0.530932,0.002592,9,9,0,10888,0.304025,
GA_WaitingTime_Dominance_PC90,207,0.140267,0.007231,0.523767,0.001262,11,11,0,11771,0.321059,
GA_WaitingTime_Dominance_PC90,208,0.159093,0.003089,0.514044,0.005122,7,7,0,12652,0.336005,
GA_WaitingTime_Dominance_PC90,209,0.145307,0.003025,0.523853,0.004019,6,6,0,11682,0.325047,
GA_WaitingTime_Dominance_PC90,MEAN,0.148877,0.009941,0.515799,0.003676,11,11,8,11728,0.327864,10
GA_WaitingTime_Dominance_PC90,STDDEV,0.023136,0.007644,0.014129,0.001509,,,,,0.018226,
GA_Energy_Dominance_PC90,200,0.634917,0.073422,0.111121,0.009402,87,87,0,14109,0.756738,
GA_Energy_Dominance_PC90,201,0.647331,0.058801,0.096135,0.011387,86,86,0,13229,0.754943,
GA_Energy_Dominance_PC90,202,0.649728,0.068765,0.100726,0.005755,99,99,0,13490,0.754675,
GA_Energy_Dominance_PC90,203,0.646030,0.057765,0.105431,0.006546,83,83,0,13579,0.751441,
GA_Energy_Dominance_PC90,204,0.621802,0.084251,0.108699,0.010861,83,83,0,14220,0.743303,
GA_Energy_Dominance_PC90,205,0.680547,0.039656,0.086696,0.006937,99,99,34,13713,0.778206,
GA_Energy_Dominance_PC90,206,0.643439,0.067763,0.105514,0.004674,92,92,0,12136,0.745117,
GA_Energy_Dominance_PC90,207,0.619905,0.071131,0.137735,0.009912,81,81,9,12413,0.716128,
GA_Energy_Dominance_PC90,208,0.610095,0.059604,0.132357,0.004065,104,104,0,13520,0.703531,
GA_Energy_Dominance_PC90,209,0.633084,0.080834,0.106053,0.006435,91,91,0,13381,0.755073,
GA_Energy_Dominance_PC90,MEAN,0.638688,0.066199,0.109047,0.007597,91,91,43,13379,0.745915,10
GA_Energy_Dominance_PC90,STDDEV,0.018779,0.012245,0.014632,0.002469,,,,,0.020307,
SA_WaitingTime_Dominance_PC90,200,0.123065,0.018751,0.528668,0.002694,31,31,0,10381,0.297204,
SA_WaitingTime_Dominance_PC90,201,0.129730,0.030206,0.514420,0.003947,23,23,0,10437,0.313334,
SA_WaitingTime_Dominance_PC90,202,0.119325,0.023730,0.531056,0.002289,23,23,0,10766,0.295146,
SA_WaitingTime_Dominance_PC90,203,0.135561,0.039535,0.505116,0.001699,35,35,0,10044,0.313880,
SA_WaitingTime_Dominance_PC90,204,0.110791,0.013656,0.533436,0.001740,20,20,0,10321,0.298120,
SA_WaitingTime_Dominance_PC90,205,0.127329,0.014753,0.530660,0.002561,23,23,0,10522,0.303905,
SA_WaitingTime_Dominance_PC90,206,0.106790,0.028080,0.536079,0.001982,19,19,0,10180,0.295808,
SA_WaitingTime_Dominance_PC90,207,0.110695,0.019849,0.533647,0.001729,25,25,0,10274,0.298318,
SA_WaitingTime_Dominance_PC90,208,0.106179,0.024488,0.536922,0.003212,16,16,0,9838,0.295194,
SA_WaitingTime_Dominance_PC90,209,0.114443,0.024852,0.529767,0.003529,18,18,0,9929,0.300993,
SA_WaitingTime_Dominance_PC90,MEAN,0.118391,0.023790,0.527977,0.002538,23,23,0,10269,0.301190,10
SA_WaitingTime_Dominance_PC90,STDDEV,0.009707,0.007310,0.009666,0.000762,,,,,0.006715,
SA_Energy_Dominance_PC90,200,0.542809,0.145632,0.178442,0.003139,111,112,0,11253,0.662848,
SA_Energy_Dominance_PC90,201,0.530023,0.159628,0.190424,0.004109,94,94,0,10322,0.650399,
SA_Energy_Dominance_PC90,202,0.523652,0.123915,0.226743,0.004059,101,103,0,10388,0.631920,
SA_Energy_Dominance_PC90,203,0.548057,0.123327,0.194269,0.002283,114,114,0,10296,0.656857,
SA_Energy_Dominance_PC90,204,0.518060,0.110225,0.221901,0.002247,89,90,0,9905,0.626303,
SA_Energy_Dominance_PC90,205,0.490952,0.157691,0.220512,0.004744,102,102,0,10155,0.612420,
SA_Energy_Dominance_PC90,206,0.515789,0.127012,0.231791,0.006083,74,75,0,10179,0.624601,
SA_Energy_Dominance_PC90,207,0.538786,0.140950,0.197563,0.005015,86,87,0,10719,0.649536,
SA_Energy_Dominance_PC90,208,0.505599,0.178003,0.201028,0.005803,114,115,0,10743,0.633247,
SA_Energy_Dominance_PC90,209,0.555915,0.121786,0.191412,0.003018,107,108,0,10680,0.662450,
SA_Energy_Dominance_PC90,MEAN,0.526964,0.138817,0.205409,0.004050,99,100,0,10464,0.641058,10
SA_Energy_Dominance_PC90,STDDEV,0.019109,0.020211,0.017331,0.001300,,,,,0.016716,
NSGA-II_PC90,200,0.544175,0.018306,0.241599,0.004723,45,45,0,15953,0.639891,
NSGA-II_PC90,201,0.511092,0.021114,0.265350,0.003072,39,39,0,17126,0.613305,
NSGA-II_PC90,202,0.474269,0.012397,0.291073,0.004428,40,40,0,15726,0.583560,
NSGA-II_PC90,203,0.562809,0.012286,0.238996,0.003341,41,41,0,16833,0.654504,
NSGA-II_PC90,204,0.551268,0.010192,0.249306,0.004259,44,44,2,16513,0.645113,
NSGA-II_PC90,205,0.551561,0.014321,0.246366,0.017385,48,48,0,15919,0.645378,
NSGA-II_PC90,206,0.548395,0.016278,0.239561,0.005907,45,45,0,16696,0.643211,
NSGA-II_PC90,207,0.491793,0.032127,0.265282,0.003907,43,43,0,16150,0.598435,
NSGA-II_PC90,208,0.508918,0.023786,0.252451,0.006803,44,44,0,16637,0.611528,
NSGA-II_PC90,209,0.547922,0.007600,0.250803,0.005709,34,34,6,15419,0.642654,
NSGA-II_PC90,MEAN,0.529220,0.016841,0.254079,0.005953,42,42,8,16297,0.627758,10
NSGA-II_PC90,STDDEV,0.028663,0.006921,0.015201,0.003968,,,,,0.022848,
SPEA-II_PC90,200,0.472620,0.008891,0.301052,0.002673,33,33,1,15902,0.582252,
SPEA-II_PC90,201,0.421585,0.023065,0.327419,0.001865,45,45,0,17432,0.541820,
SPEA-II_PC90,202,0.453421,0.016596,0.306278,0.003017,39,39,0,16603,0.567630,
SPEA-II_PC90,203,0.357240,0.017370,0.375420,0.004183,29,29,0,17606,0.490604,
SPEA-II_PC90,204,0.397372,0.018068,0.329288,0.003413,37,37,0,17964,0.522202,
SPEA-II_PC90,205,0.456521,0.014466,0.310503,0.002469,50,50,0,16974,0.569925,
SPEA-II_PC90,206,0.491243,0.024206,0.257906,0.005988,40,40,0,16455,0.597856,
SPEA-II_PC90,207,0.475929,0.025541,0.280491,0.003482,41,41,0,16904,0.585447,
SPEA-II_PC90,208,0.466451,0.010410,0.312630,0.002204,35,35,1,16594,0.577340,
SPEA-II_PC90,209,0.335622,0.015505,0.385923,0.002067,33,33,0,16683,0.473251,
SPEA-II_PC90,MEAN,0.432800,0.017412,0.318691,0.003136,38,38,2,16911,0.550833,10
SPEA-II_PC90,STDDEV,0.050513,0.005284,0.036946,0.001172,,,,,0.040365,
AMOSA_PC90,200,0.366553,0.024061,0.357305,0.002341,48,48,0,16900,0.498019,
AMOSA_PC90,201,0.344496,0.019209,0.371209,0.001903,49,49,0,17222,0.480720,
AMOSA_PC90,202,0.354108,0.018485,0.363059,0.001245,50,50,0,16176,0.488391,
AMOSA_PC90,203,0.355617,0.015454,0.360896,0.002404,42,42,0,16331,0.489866,
AMOSA_PC90,204,0.375363,0.023412,0.348885,0.002172,38,38,0,16404,0.505123,
AMOSA_PC90,205,0.361065,0.003622,0.378100,0.000657,39,40,16,17097,0.493978,
AMOSA_PC90,206,0.344013,0.019510,0.379781,0.001384,30,31,0,17090,0.480265,
AMOSA_PC90,207,0.396760,0.015877,0.343721,0.005055,35,35,0,18430,0.522310,
AMOSA_PC90,208,0.374521,0.022910,0.346481,0.001644,45,45,0,17414,0.504815,
AMOSA_PC90,209,0.358750,0.010963,0.364617,0.001327,38,38,3,16438,0.492434,
AMOSA_PC90,MEAN,0.363125,0.017350,0.361405,0.002013,41,42,19,16950,0.495592,10
AMOSA_PC90,STDDEV,0.015153,0.005976,0.011979,0.001140,,,,,0.012037,
GA_WaitingTime_Dominance_PC80,200,0.168398,0.008094,0.506702,0.003142,5,5,0,11627,0.342378,
GA_WaitingTime_Dominance_PC80,201,0.193651,0.008315,0.487417,0.002321,9,9,0,11787,0.362265,
GA_WaitingTime_Dominance_PC80,202,0.151499,0.013010,0.515003,0.001231,10,10,0,11147,0.328624,
GA_WaitingTime_Dominance_PC80,203,0.172446,0.014361,0.490688,0.010417,11,11,0,11936,0.345275,
GA_WaitingTime_Dominance_PC80,204,0.205443,0.008815,0.471390,0.004173,14,14,1,11464,0.371401,
GA_WaitingTime_Dominance_PC80,205,0.152221,0.018724,0.502586,0.013059,9,9,0,11164,0.329457,
GA_WaitingTime_Dominance_PC80,206,0.160947,0.010369,0.507235,0.004871,10,10,0,11101,0.336598,
GA_WaitingTime_Dominance_PC80,207,0.163031,0.012375,0.501621,0.007789,10,10,0,10963,0.338147,
GA_WaitingTime_Dominance_PC80,208,0.162504,0.009110,0.510369,0.003122,9,9,0,11943,0.337616,
GA_WaitingTime_Dominance_PC80,209,0.174731,0.014466,0.494694,0.012300,4,4,0,12153,0.346999,
GA_WaitingTime_Dominance_PC80,MEAN,0.170487,0.011764,0.498770,0.006242,9,9,1,11528,0.343876,10
GA_WaitingTime_Dominance_PC80,STDDEV,0.016399,0.003278,0.012312,0.004111,,,,,0.012943,
GA_Energy_Dominance_PC80,200,0.589023,0.092965,0.134719,0.007473,111,111,0,13628,0.699830,
GA_Energy_Dominance_PC80,201,0.541663,0.134657,0.178350,0.010146,91,91,0,12956,0.647284,
GA_Energy_Dominance_PC80,202,0.524881,0.142685,0.184747,0.006449,89,89,0,13269,0.637394,
GA_Energy_Dominance_PC80,203,0.471394,0.196524,0.224015,0.014449,84,84,0,12909,0.610563,
GA_Energy_Dominance_PC80,204,0.513805,0.111120,0.200765,0.009624,91,91,0,13378,0.618614,
GA_Energy_Dominance_PC80,205,0.524982,0.141678,0.182196,0.004762,96,96,0,13804,0.639894,
GA_Energy_Dominance_PC80,206,0.537965,0.137350,0.181132,0.003659,105,105,0,12746,0.647068,
GA_Energy_Dominance_PC80,207,0.525067,0.177799,0.200617,0.006709,103,103,0,13334,0.631180,
GA_Energy_Dominance_PC80,208,0.576011,0.117116,0.160399,0.005024,98,98,0,13390,0.669834,
GA_Energy_Dominance_PC80,209,0.547985,0.138889,0.174794,0.014604,92,92,0,14200,0.655558,
GA_Energy_Dominance_PC80,MEAN,0.535278,0.139078,0.182174,0.008290,96,96,0,13361,0.645722,10
GA_Energy_Dominance_PC80,STDDEV,0.031013,0.028692,0.022890,0.003662,,,,,0.024281,
SA_WaitingTime_Dominance_PC80,200,0.108838,0.020413,0.535787,0.002367,14,14,0,10474,0.295607,
SA_WaitingTime_Dominance_PC80,201,0.109500,0.029694,0.534650,0.003127,21,21,0,10147,0.296012,
SA_WaitingTime_Dominance_PC80,202,0.106877,0.024667,0.537862,0.001922,13,13,0,10638,0.294100,
SA_WaitingTime_Dominance_PC80,203,0.109004,0.022914,0.535483,0.004366,16,16,0,10060,0.295596,
SA_WaitingTime_Dominance_PC80,204,0.109201,0.030490,0.534913,0.003928,24,24,0,9979,0.296188,
SA_WaitingTime_Dominance_PC80,205,0.108692,0.021941,0.535617,0.003041,16,16,0,10274,0.295175,
SA_WaitingTime_Dominance_PC80,206,0.106737,0.027491,0.536719,0.002482,23,23,0,9797,0.293350,
SA_WaitingTime_Dominance_PC80,207,0.123670,0.029020,0.528309,0.006337,20,20,0,10077,0.296023,
SA_WaitingTime_Dominance_PC80,208,0.106912,0.024585,0.536943,0.003474,29,29,0,10199,0.293801,
SA_WaitingTime_Dominance_PC80,209,0.121497,0.027189,0.530366,0.003770,16,16,0,10013,0.294457,
SA_WaitingTime_Dominance_PC80,MEAN,0.111093,0.025840,0.534665,0.003481,19,19,0,10165,0.295031,10
SA_WaitingTime_Dominance_PC80,STDDEV,0.005848,0.003276,0.002853,0.001192,,,,,0.000974,
SA_Energy_Dominance_PC80,200,0.504135,0.172703,0.203566,0.007617,116,118,0,10569,0.626762,
SA_Energy_Dominance_PC80,201,0.477253,0.193265,0.208832,0.004214,89,90,0,10421,0.614436,
SA_Energy_Dominance_PC80,202,0.523448,0.147050,0.191573,0.006716,87,88,0,10167,0.643827,
SA_Energy_Dominance_PC80,203,0.440781,0.222332,0.235093,0.003320,94,95,0,11100,0.586247,
SA_Energy_Dominance_PC80,204,0.516092,0.178101,0.189529,0.004649,116,116,0,10790,0.652059,
SA_Energy_Dominance_PC80,205,0.530739,0.163080,0.178750,0.003448,110,112,0,10449,0.658930,
SA_Energy_Dominance_PC80,206,0.537950,0.134392,0.202977,0.003709,67,70,0,10544,0.645634,
SA_Energy_Dominance_PC80,207,0.533478,0.178055,0.179485,0.003889,109,110,0,10734,0.665899,
SA_Energy_Dominance_PC80,208,0.503732,0.179228,0.195461,0.005194,106,107,0,10378,0.637993,
SA_Energy_Dominance_PC80,209,0.552162,0.130189,0.202185,0.005926,83,85,2,10064,0.658934,
SA_Energy_Dominance_PC80,MEAN,0.511977,0.169839,0.198745,0.004868,98,99,2,10521,0.639072,10
SA_Energy_Dominance_PC80,STDDEV,0.031075,0.026325,0.015472,0.001392,,,,,0.023006,
NSGA-II_PC80,200,0.302987,0.017334,0.405822,0.007734,14,14,0,15029,0.446939,
NSGA-II_PC80,201,0.383472,0.015375,0.369116,0.001752,30,30,0,14837,0.510939,
NSGA-II_PC80,202,0.272357,0.020184,0.424655,0.002378,21,21,0,15014,0.422619,
NSGA-II_PC80,203,0.337046,0.041390,0.357142,0.003967,37,37,0,15396,0.473468,
NSGA-II_PC80,204,0.308615,0.020033,0.401097,0.002921,24,24,0,14940,0.451412,
NSGA-II_PC80,205,0.414460,0.068039,0.294324,0.006645,31,31,0,15973,0.537507,
NSGA-II_PC80,206,0.280505,0.020813,0.426643,0.003762,19,19,0,14978,0.429198,
NSGA-II_PC80,207,0.255063,0.017909,0.435775,0.002013,21,21,0,14367,0.408794,
NSGA-II_PC80,208,0.272393,0.017813,0.424749,0.002581,25,25,0,15067,0.422653,
NSGA-II_PC80,209,0.288961,0.018564,0.412318,0.002443,32,32,0,14699,0.435982,
NSGA-II_PC80,MEAN,0.311586,0.025746,0.395164,0.003619,25,25,0,15030,0.453951,10
NSGA-II_PC80,STDDEV,0.049223,0.015734,0.041378,0.001918,,,,,0.039499,
SPEA-II_PC80,200,0.353043,0.064262,0.341810,0.002485,38,38,0,16801,0.487757,
SPEA-II_PC80,201,0.286344,0.020716,0.423733,0.009065,14,14,0,16266,0.434034,
SPEA-II_PC80,202,0.313880,0.014408,0.404607,0.001833,28,28,0,15845,0.456104,
SPEA-II_PC80,203,0.363541,0.021375,0.368428,0.003896,20,20,0,15792,0.495611,
SPEA-II_PC80,204,0.354152,0.056963,0.340034,0.005953,34,34,0,15667,0.488270,
SPEA-II_PC80,205,0.271901,0.015152,0.433731,0.000858,22,22,0,15954,0.422449,
SPEA-II_PC80,206,0.259150,0.013885,0.440424,0.003180,22,22,0,15356,0.412387,
SPEA-II_PC80,207,0.367292,0.047043,0.335969,0.003957,36,36,0,16758,0.498252,
SPEA-II_PC80,208,0.300093,0.016808,0.414953,0.003703,23,23,0,15865,0.445065,
SPEA-II_PC80,209,0.357341,0.045760,0.344000,0.003343,31,31,0,17198,0.490409,
SPEA-II_PC80,MEAN,0.322674,0.031637,0.384769,0.003827,27,27,0,16150,0.463034,10
SPEA-II_PC80,STDDEV,0.039110,0.018630,0.040589,0.002174,,,,,0.031182,
AMOSA_PC80,200,0.275920,0.014252,0.426913,0.001620,26,26,0,16769,0.426000,
AMOSA_PC80,201,0.366752,0.024549,0.349467,0.008659,28,28,0,15944,0.498048,
AMOSA_PC80,202,0.342707,0.009090,0.385857,0.002374,30,31,0,15899,0.479212,
AMOSA_PC80,203,0.351207,0.018003,0.375015,0.001800,32,32,0,16322,0.485730,
AMOSA_PC80,204,0.373068,0.032655,0.351724,0.001490,42,42,0,16566,0.503231,
AMOSA_PC80,205,0.382623,0.038208,0.339376,0.001649,53,53,0,16073,0.510998,
AMOSA_PC80,206,0.356729,0.042161,0.344158,0.002483,52,53,0,15643,0.490133,
AMOSA_PC80,207,0.348701,0.017735,0.377940,0.001233,34,34,0,16072,0.483603,
AMOSA_PC80,208,0.340770,0.075594,0.340169,0.002715,50,50,0,16976,0.479060,
AMOSA_PC80,209,0.348123,0.016497,0.369684,0.001655,41,41,0,16107,0.483313,
AMOSA_PC80,MEAN,0.348660,0.028874,0.366030,0.002568,39,39,0,16237,0.483933,10
AMOSA_PC80,STDDEV,0.027454,0.018655,0.025831,0.002080,,,,,0.021791,
GA_WaitingTime_Dominance_PC70,200,0.089339,0.040444,0.553360,0.007458,7,7,0,11649,0.276488,
GA_WaitingTime_Dominance_PC70,201,0.065232,0.035151,0.576285,0.000577,4,4,0,12637,0.257532,
GA_WaitingTime_Dominance_PC70,202,0.039694,0.053383,0.573450,0.039185,11,11,0,12553,0.232759,
GA_WaitingTime_Dominance_PC70,203,0.059246,0.056956,0.578914,0.002956,20,20,0,11855,0.235135,
GA_WaitingTime_Dominance_PC70,204,0.063136,0.054346,0.541373,0.054306,12,12,0,12504,0.255940,
GA_WaitingTime_Dominance_PC70,205,0.041204,0.046420,0.592200,0.003274,10,10,0,12251,0.237938,
GA_WaitingTime_Dominance_PC70,206,0.101586,0.037053,0.546934,0.006289,5,5,0,12208,0.286519,
GA_WaitingTime_Dominance_PC70,207,0.080241,0.114849,0.540326,0.009366,16,16,0,12597,0.263056,
GA_WaitingTime_Dominance_PC70,208,0.065000,0.041051,0.570154,0.009503,7,7,0,11755,0.257396,
GA_WaitingTime_Dominance_PC70,209,0.072393,0.119047,0.542642,0.005935,17,17,0,12782,0.263918,
GA_WaitingTime_Dominance_PC70,MEAN,0.067707,0.059870,0.561564,0.013885,11,11,0,12279,0.256668,10
GA_WaitingTime_Dominance_PC70,STDDEV,0.018406,0.029410,0.017803,0.016985,,,,,0.016629,
GA_Energy_Dominance_PC70,200,0.485374,0.190365,0.224705,0.015257,83,83,0,13766,0.604233,
GA_Energy_Dominance_PC70,201,0.484120,0.168484,0.221796,0.005165,81,81,0,13165,0.601419,
GA_Energy_Dominance_PC70,202,0.501742,0.164595,0.203550,0.004874,102,102,0,12929,0.618292,
GA_Energy_Dominance_PC70,203,0.515579,0.155460,0.197517,0.006407,87,87,0,12924,0.630961,
GA_Energy_Dominance_PC70,204,0.445128,0.221938,0.244778,0.008552,87,87,0,13199,0.581212,
GA_Energy_Dominance_PC70,205,0.477680,0.179930,0.232238,0.005838,81,81,0,13338,0.593159,
GA_Energy_Dominance_PC70,206,0.490981,0.156336,0.216735,0.009543,87,87,0,13370,0.605101,
GA_Energy_Dominance_PC70,207,0.486887,0.160387,0.226703,0.007247,70,70,0,12512,0.602069,
