Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
GA_WaitingTime_Dominance,200,0.257384,0.034498,0.357617,0.003731,25,25,4,4536,0.420941,
GA_WaitingTime_Dominance,201,0.248180,0.034597,0.363870,0.002930,25,25,0,4755,0.413568,
GA_WaitingTime_Dominance,202,0.252262,0.026128,0.364098,0.003593,22,22,0,4826,0.416157,
GA_WaitingTime_Dominance,203,0.246361,0.027147,0.371690,0.003057,11,11,0,4984,0.411527,
GA_WaitingTime_Dominance,204,0.253838,0.005460,0.381804,0.004052,9,9,0,4857,0.417207,
GA_WaitingTime_Dominance,205,0.254691,0.028988,0.357940,0.001999,34,34,0,5187,0.418277,
GA_WaitingTime_Dominance,206,0.250031,0.027768,0.362661,0.002678,25,25,0,4770,0.414987,
GA_WaitingTime_Dominance,207,0.272292,0.000000,0.370443,0.007758,7,7,7,4788,0.431691,
GA_WaitingTime_Dominance,208,0.257378,0.028149,0.360063,0.003049,22,22,5,4318,0.420518,
GA_WaitingTime_Dominance,209,0.242497,0.027038,0.368467,0.002175,19,19,0,4978,0.408971,
GA_WaitingTime_Dominance,MEAN,0.253491,0.023977,0.365865,0.003502,20,20,16,4799,0.417384,10
GA_WaitingTime_Dominance,STDDEV,0.007738,0.011055,0.007054,0.001546,,,,,0.005957,
GA_Energy_Dominance,200,0.582765,0.118773,0.180137,0.011842,46,46,0,5438,0.713046,
GA_Energy_Dominance,201,0.543162,0.159665,0.191214,0.007628,62,62,0,5860,0.700951,
GA_Energy_Dominance,202,0.587470,0.122032,0.178085,0.018362,47,47,9,5594,0.731215,
GA_Energy_Dominance,203,0.482257,0.201956,0.224827,0.018750,51,51,0,6144,0.672236,
GA_Energy_Dominance,204,0.564083,0.164136,0.187883,0.013941,53,54,0,5907,0.715749,
GA_Energy_Dominance,205,0.508098,0.104475,0.205765,0.004282,62,62,0,5021,0.617139,
GA_Energy_Dominance,206,0.545210,0.136218,0.190626,0.005411,79,79,9,6107,0.717758,
GA_Energy_Dominance,207,0.597610,0.118128,0.171830,0.008643,62,62,0,5372,0.720494,
GA_Energy_Dominance,208,0.558242,0.113960,0.187306,0.005648,47,47,0,5990,0.678800,
GA_Energy_Dominance,209,0.553928,0.147611,0.192333,0.023617,48,48,0,5760,0.680581,
GA_Energy_Dominance,MEAN,0.552283,0.138696,0.191001,0.011812,56,56,18,5719,0.694797,10
GA_Energy_Dominance,STDDEV,0.033747,0.028381,0.014282,0.006310,,,,,0.032127,
SA_WaitingTime_Dominance,200,0.263742,0.054252,0.356579,0.004313,16,16,0,3478,0.402588,
SA_WaitingTime_Dominance,201,0.251297,0.053735,0.356799,0.002484,21,21,0,3143,0.405793,
SA_WaitingTime_Dominance,202,0.242469,0.037436,0.359961,0.001167,14,14,0,3528,0.405425,
SA_WaitingTime_Dominance,203,0.279134,0.037948,0.349443,0.004854,10,10,0,3240,0.403050,
SA_WaitingTime_Dominance,204,0.234324,0.009323,0.359759,0.003520,12,12,10,3515,0.407851,
SA_WaitingTime_Dominance,205,0.333812,0.076084,0.332402,0.004308,28,29,0,3641,0.401157,
SA_WaitingTime_Dominance,206,0.231070,0.030773,0.363426,0.020090,8,8,0,3516,0.405767,
SA_WaitingTime_Dominance,207,0.290640,0.046786,0.345323,0.001574,15,15,0,3424,0.405664,
SA_WaitingTime_Dominance,208,0.259137,0.045207,0.354984,0.006134,13,13,0,3514,0.404359,
SA_WaitingTime_Dominance,209,0.264442,0.045710,0.350343,0.004354,14,14,0,3587,0.409540,
SA_WaitingTime_Dominance,MEAN,0.265007,0.043725,0.352902,0.005280,15,15,10,3458,0.405119,10
SA_WaitingTime_Dominance,STDDEV,0.029011,0.016425,0.008584,0.005143,,,,,0.002350,
SA_Energy_Dominance,200,0.538967,0.207531,0.204980,0.002537,54,54,1,3415,0.672396,
SA_Energy_Dominance,201,0.520855,0.194869,0.208723,0.003379,35,35,0,3598,0.666316,
SA_Energy_Dominance,202,0.541281,0.208899,0.207054,0.003991,78,80,0,3180,0.675623,
SA_Energy_Dominance,203,0.521743,0.217446,0.211317,0.007068,37,37,0,3596,0.667098,
SA_Energy_Dominance,204,0.514808,0.239833,0.214826,0.002718,43,44,0,3495,0.647548,
SA_Energy_Dominance,205,0.508017,0.178003,0.208870,0.007793,37,37,0,3207,0.647289,
SA_Energy_Dominance,206,0.513227,0.220101,0.213726,0.004872,43,43,0,3184,0.646805,
SA_Energy_Dominance,207,0.510989,0.206748,0.212532,0.009487,51,51,0,3096,0.641400,
SA_Energy_Dominance,208,0.534161,0.197452,0.203992,0.004285,67,67,0,3397,0.667259,
SA_Energy_Dominance,209,0.559444,0.173809,0.206326,0.004711,45,45,2,3494,0.681281,
SA_Energy_Dominance,MEAN,0.526349,0.204469,0.209235,0.005084,49,49,3,3366,0.661301,10
SA_Energy_Dominance,STDDEV,0.015707,0.018653,0.003548,0.002183,,,,,0.013466,
NSGA-II,200,0.499062,0.023724,0.215974,0.003877,46,46,0,8172,0.608221,
NSGA-II,201,0.556628,0.023189,0.166967,0.002164,48,48,0,8425,0.655349,
NSGA-II,202,0.522700,0.040361,0.194663,0.004999,48,48,0,8166,0.628187,
NSGA-II,203,0.511396,0.023598,0.200127,0.004023,44,44,0,8215,0.618290,
NSGA-II,204,0.558283,0.017543,0.163232,0.004580,52,52,3,8553,0.655829,
NSGA-II,205,0.580600,0.009672,0.162699,0.002832,50,50,30,8045,0.674419,
