CapTier,CapWatts,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
Uncapped,,GA_WaitingTime_Dominance,200,0.169225,0.023997,0.525503,0.007847,22,22,0,3312,0.244741,
Uncapped,,GA_WaitingTime_Dominance,201,0.134802,0.026796,0.537666,0.017927,13,13,0,3141,0.230891,
Uncapped,,GA_WaitingTime_Dominance,202,0.169653,0.045940,0.511783,0.011100,9,9,2,3326,0.261994,
Uncapped,,GA_WaitingTime_Dominance,203,0.146528,0.009675,0.549064,0.027882,6,6,3,3649,0.241187,
Uncapped,,GA_WaitingTime_Dominance,204,0.133093,0.019744,0.544846,0.024728,18,18,0,3308,0.229399,
Uncapped,,GA_WaitingTime_Dominance,205,0.140104,0.013658,0.546821,0.028455,11,11,0,3333,0.235614,
Uncapped,,GA_WaitingTime_Dominance,206,0.156245,0.030637,0.527547,0.009079,21,21,0,3549,0.250217,
Uncapped,,GA_WaitingTime_Dominance,207,0.159480,0.042897,0.519686,0.013819,9,9,0,3505,0.253083,
Uncapped,,GA_WaitingTime_Dominance,208,0.142010,0.026705,0.534380,0.007591,25,25,0,3245,0.237442,
Uncapped,,GA_WaitingTime_Dominance,209,0.144959,0.033079,0.538562,0.016122,9,9,0,3471,0.239956,
Uncapped,,GA_WaitingTime_Dominance,MEAN,0.149610,0.027313,0.533586,0.016455,14,14,5,3383,0.242452,10
Uncapped,,GA_WaitingTime_Dominance,STDDEV,0.012646,0.010957,0.011636,0.007668,,,,,0.009717,
Uncapped,,GA_Energy_Dominance,200,0.682747,0.054013,0.066966,0.005947,100,100,1,5054,0.734486,
Uncapped,,GA_Energy_Dominance,201,0.670538,0.059386,0.076042,0.005638,88,88,5,5050,0.722924,
Uncapped,,GA_Energy_Dominance,202,0.683621,0.038215,0.072834,0.008931,88,88,14,5023,0.729622,
Uncapped,,GA_Energy_Dominance,203,0.670980,0.054261,0.074295,0.010644,89,89,0,5246,0.725079,
Uncapped,,GA_Energy_Dominance,204,0.689659,0.037177,0.066356,0.007364,93,93,15,5247,0.742015,
Uncapped,,GA_Energy_Dominance,205,0.658461,0.067182,0.080462,0.010654,85,85,0,5312,0.713804,
Uncapped,,GA_Energy_Dominance,206,0.631757,0.096571,0.097341,0.010265,91,91,0,5105,0.690186,
Uncapped,,GA_Energy_Dominance,207,0.700884,0.033955,0.060937,0.005593,97,97,23,5108,0.750879,
Uncapped,,GA_Energy_Dominance,208,0.685046,0.040020,0.073744,0.004696,92,92,1,4990,0.732502,
Uncapped,,GA_Energy_Dominance,209,0.680814,0.045789,0.074935,0.007527,76,76,21,4970,0.729433,
Uncapped,,GA_Energy_Dominance,MEAN,0.675451,0.052657,0.074391,0.007726,90,90,80,5110,0.727093,10
Uncapped,,GA_Energy_Dominance,STDDEV,0.018252,0.017872,0.009328,0.002154,,,,,0.015635,
Uncapped,,SA_WaitingTime_Dominance,200,0.096505,0.009663,0.597633,0.002117,26,26,0,1983,0.197153,
Uncapped,,SA_WaitingTime_Dominance,201,0.131253,0.017622,0.561903,0.003730,24,24,0,1816,0.228150,
Uncapped,,SA_WaitingTime_Dominance,202,0.096711,0.009302,0.597983,0.006152,15,15,0,1834,0.197352,
Uncapped,,SA_WaitingTime_Dominance,203,0.144717,0.010587,0.557088,0.001228,15,15,9,1662,0.240033,
Uncapped,,SA_WaitingTime_Dominance,204,0.101700,0.012392,0.590132,0.002058,28,28,0,1821,0.201837,
Uncapped,,SA_WaitingTime_Dominance,205,0.113545,0.014509,0.578451,0.008225,16,16,4,1863,0.212440,
Uncapped,,SA_WaitingTime_Dominance,206,0.102921,0.008481,0.590031,0.003540,32,32,0,1756,0.195441,
Uncapped,,SA_WaitingTime_Dominance,207,0.111679,0.017376,0.581995,0.002518,25,25,4,1846,0.210735,
Uncapped,,SA_WaitingTime_Dominance,208,0.094728,0.008829,0.599421,0.002439,21,21,0,2135,0.195574,
Uncapped,,SA_WaitingTime_Dominance,209,0.104324,0.013418,0.585787,0.002088,25,25,2,1902,0.204180,
Uncapped,,SA_WaitingTime_Dominance,MEAN,0.109808,0.012218,0.584042,0.003410,23,23,19,1861,0.208289,10
Uncapped,,SA_WaitingTime_Dominance,STDDEV,0.015541,0.003251,0.013942,0.002063,,,,,0.014333,
Uncapped,,SA_Energy_Dominance,200,0.506998,0.112072,0.259224,0.002988,112,113,0,2422,0.561573,
Uncapped,,SA_Energy_Dominance,201,0.557386,0.116658,0.198311,0.003217,119,119,0,2689,0.610195,
Uncapped,,SA_Energy_Dominance,202,0.495746,0.092512,0.296209,0.001687,107,109,0,2401,0.549558,
Uncapped,,SA_Energy_Dominance,203,0.536902,0.119434,0.229273,0.004747,115,117,0,2397,0.590142,
Uncapped,,SA_Energy_Dominance,204,0.560192,0.130229,0.187055,0.003210,127,129,0,2507,0.614737,
Uncapped,,SA_Energy_Dominance,205,0.545206,0.094494,0.268988,0.001420,125,127,2,2416,0.594952,
Uncapped,,SA_Energy_Dominance,206,0.543257,0.121523,0.247411,0.002634,108,109,4,2456,0.595754,
Uncapped,,SA_Energy_Dominance,207,0.562847,0.124143,0.213779,0.004441,83,84,3,2692,0.614603,
Uncapped,,SA_Energy_Dominance,208,0.531198,0.159107,0.180552,0.005201,129,129,0,2824,0.593584,
Uncapped,,SA_Energy_Dominance,209,0.533200,0.095556,0.268263,0.002909,126,127,0,2461,0.583857,
Uncapped,,SA_Energy_Dominance,MEAN,0.537293,0.116573,0.234907,0.003245,115,116,9,2526,0.590896,10
Uncapped,,SA_Energy_Dominance,STDDEV,0.020922,0.019010,0.037204,0.001176,,,,,0.020418,
Uncapped,,NSGA-II,200,0.559118,0.005420,0.300937,0.006689,45,45,23,7599,0.607906,
Uncapped,,NSGA-II,201,0.569114,0.010258,0.289519,0.010844,51,51,4,7020,0.617047,
Uncapped,,NSGA-II,202,0.573357,0.012302,0.272325,0.004214,59,59,5,7118,0.621079,
Uncapped,,NSGA-II,203,0.556041,0.015556,0.285718,0.004251,56,56,0,7018,0.605409,
Uncapped,,NSGA-II,204,0.558024,0.014180,0.276328,0.004638,58,58,0,7775,0.607135,
Uncapped,,NSGA-II,205,0.511008,0.010955,0.321744,0.003151,55,55,0,7181,0.565019,
Uncapped,,NSGA-II,206,0.539330,0.010309,0.301841,0.003861,48,48,3,7313,0.590278,
Uncapped,,NSGA-II,207,0.540927,0.016597,0.300440,0.003641,55,55,0,7534,0.592017,
Uncapped,,NSGA-II,208,0.554003,0.010106,0.294604,0.005984,54,54,0,7460,0.603522,
Uncapped,,NSGA-II,209,0.528565,0.013349,0.300099,0.005702,50,50,1,6936,0.580693,
Uncapped,,NSGA-II,MEAN,0.548949,0.011903,0.294355,0.005297,53,53,36,7295,0.599010,10
Uncapped,,NSGA-II,STDDEV,0.018100,0.003070,0.013520,0.002132,,,,,0.016232,
Uncapped,,SPEA-II,200,0.537801,0.011982,0.300173,0.005340,57,57,0,7629,0.589075,
Uncapped,,SPEA-II,201,0.484480,0.013237,0.334283,0.009343,49,49,0,8387,0.541371,
Uncapped,,SPEA-II,202,0.528203,0.013307,0.307557,0.003844,55,55,0,8171,0.580551,
Uncapped,,SPEA-II,203,0.516092,0.016371,0.314522,0.009030,46,46,2,8141,0.569741,
Uncapped,,SPEA-II,204,0.508563,0.010560,0.321798,0.004714,49,49,8,7935,0.562916,
Uncapped,,SPEA-II,205,0.505698,0.012053,0.326223,0.003386,42,42,0,7739,0.560465,
Uncapped,,SPEA-II,206,0.491651,0.010564,0.334686,0.003239,47,47,0,7887,0.547825,
Uncapped,,SPEA-II,207,0.468818,0.009451,0.354648,0.006741,36,36,1,7428,0.527400,
Uncapped,,SPEA-II,208,0.513689,0.013541,0.316482,0.005141,53,53,9,7331,0.567688,
Uncapped,,SPEA-II,209,0.540569,0.018364,0.293800,0.004058,52,52,0,8182,0.591769,
Uncapped,,SPEA-II,MEAN,0.509556,0.012943,0.320417,0.005483,49,49,20,7883,0.563880,10
Uncapped,,SPEA-II,STDDEV,0.021890,0.002588,0.017138,0.002096,,,,,0.019614,
Uncapped,,AMOSA,200,0.330646,0.025749,0.417994,0.001897,45,45,0,5520,0.404444,
Uncapped,,AMOSA,201,0.301131,0.020376,0.428438,0.006415,33,33,0,5774,0.378110,
Uncapped,,AMOSA,202,0.295700,0.019620,0.442404,0.001681,42,42,0,5545,0.373238,
Uncapped,,AMOSA,203,0.316373,0.028289,0.424676,0.001398,50,50,0,5568,0.391788,
Uncapped,,AMOSA,204,0.324997,0.020063,0.423824,0.003239,40,40,0,5577,0.399372,
Uncapped,,AMOSA,205,0.337003,0.009483,0.423917,0.004616,41,41,5,5479,0.409991,
Uncapped,,AMOSA,206,0.356148,0.033906,0.384433,0.002882,46,46,0,5277,0.427260,
Uncapped,,AMOSA,207,0.349073,0.030944,0.391434,0.001905,57,57,0,5323,0.421048,
Uncapped,,AMOSA,208,0.357430,0.025290,0.399097,0.001442,63,63,0,5766,0.428345,
Uncapped,,AMOSA,209,0.300445,0.028472,0.433472,0.001791,48,48,0,6080,0.377588,
Uncapped,,AMOSA,MEAN,0.326895,0.024219,0.416969,0.002726,47,47,5,5590,0.401118,10
Uncapped,,AMOSA,STDDEV,0.022016,0.006690,0.017990,0.001556,,,,,0.019652,
Uncapped,,Universal_Pareto,ALL,0.774629,0.000000,0.000000,0.000000,174,174,174,0,0.817953,
PC90,15824.323,GA_WaitingTime_Dominance,200,0.140149,0.076331,0.539213,0.007082,20,20,0,11899,0.223855,
PC90,15824.323,GA_WaitingTime_Dominance,201,0.142097,0.071964,0.538048,0.009639,16,16,0,12604,0.230811,
PC90,15824.323,GA_WaitingTime_Dominance,202,0.100275,0.043752,0.545113,0.014896,16,16,0,11496,0.247706,
PC90,15824.323,GA_WaitingTime_Dominance,203,0.125621,0.038248,0.530666,0.011624,14,14,0,11416,0.267700,
PC90,15824.323,GA_WaitingTime_Dominance,204,0.060900,0.040664,0.590964,0.006614,11,11,0,12062,0.204364,
PC90,15824.323,GA_WaitingTime_Dominance,205,0.106000,0.054102,0.548188,0.009167,17,17,0,12170,0.237274,
PC90,15824.323,GA_WaitingTime_Dominance,206,0.073198,0.031233,0.568098,0.007983,13,13,0,12355,0.238602,
PC90,15824.323,GA_WaitingTime_Dominance,207,0.136156,0.068296,0.532968,0.006884,22,22,0,11412,0.238282,
PC90,15824.323,GA_WaitingTime_Dominance,208,0.131440,0.069525,0.550133,0.003962,29,29,0,11624,0.216776,
PC90,15824.323,GA_WaitingTime_Dominance,209,0.082975,0.047455,0.569119,0.011679,12,12,0,12511,0.226162,
PC90,15824.323,GA_WaitingTime_Dominance,MEAN,0.109881,0.054157,0.551251,0.008953,17,17,0,11954,0.233153,10
PC90,15824.323,GA_WaitingTime_Dominance,STDDEV,0.028166,0.015358,0.018182,0.002992,,,,,0.016481,
PC90,15824.323,GA_Energy_Dominance,200,0.674700,0.068272,0.091986,0.005570,104,104,0,13076,0.739928,
PC90,15824.323,GA_Energy_Dominance,201,0.671903,0.060266,0.088551,0.007080,100,100,11,13435,0.745539,
PC90,15824.323,GA_Energy_Dominance,202,0.664287,0.057107,0.102471,0.007215,83,83,14,13146,0.723827,
PC90,15824.323,GA_Energy_Dominance,203,0.645769,0.071714,0.101101,0.008892,86,86,5,13607,0.727891,
PC90,15824.323,GA_Energy_Dominance,204,0.650099,0.067974,0.101421,0.007931,83,83,0,13055,0.722029,
PC90,15824.323,GA_Energy_Dominance,205,0.690272,0.046425,0.078767,0.005079,105,105,45,13377,0.754524,
PC90,15824.323,GA_Energy_Dominance,206,0.652169,0.092106,0.115187,0.009715,95,95,0,13528,0.708232,
PC90,15824.323,GA_Energy_Dominance,207,0.671602,0.064474,0.089664,0.006243,107,107,5,13146,0.745995,
PC90,15824.323,GA_Energy_Dominance,208,0.672139,0.069080,0.089955,0.007408,103,103,0,13571,0.737906,
PC90,15824.323,GA_Energy_Dominance,209,0.657725,0.070157,0.097279,0.007176,94,94,3,12901,0.736260,
PC90,15824.323,GA_Energy_Dominance,MEAN,0.665066,0.066758,0.095638,0.007231,96,96,83,13284,0.734213,10
PC90,15824.323,GA_Energy_Dominance,STDDEV,0.012980,0.011143,0.009545,0.001336,,,,,0.013044,
PC90,15824.323,SA_WaitingTime_Dominance,200,0.114414,0.032147,0.570024,0.002837,29,29,0,10202,0.212489,
PC90,15824.323,SA_WaitingTime_Dominance,201,0.117205,0.044537,0.578082,0.001891,28,28,0,9847,0.202362,
PC90,15824.323,SA_WaitingTime_Dominance,202,0.063226,0.034235,0.598587,0.003856,14,14,0,9547,0.199330,
