CapTier,CapWatts,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
Uncapped,,GA_WaitingTime_Dominance,200,0.169225,0.023970,0.507731,0.007847,22,22,0,2782,0.244741,
Uncapped,,GA_WaitingTime_Dominance,201,0.134802,0.026796,0.519061,0.017927,13,13,0,2772,0.230891,
Uncapped,,GA_WaitingTime_Dominance,202,0.169653,0.045072,0.493520,0.011100,9,9,2,2780,0.261994,
Uncapped,,GA_WaitingTime_Dominance,203,0.146528,0.009675,0.529373,0.027882,6,6,3,2774,0.241187,
Uncapped,,GA_WaitingTime_Dominance,204,0.133093,0.019744,0.526058,0.024728,18,18,0,2821,0.229399,
Uncapped,,GA_WaitingTime_Dominance,205,0.140104,0.013658,0.527677,0.028455,11,11,0,2760,0.235614,
Uncapped,,GA_WaitingTime_Dominance,206,0.156245,0.030588,0.509419,0.009079,21,21,0,2790,0.250217,
Uncapped,,GA_WaitingTime_Dominance,207,0.159480,0.042674,0.501635,0.013819,9,9,0,2943,0.253083,
Uncapped,,GA_WaitingTime_Dominance,208,0.142010,0.026696,0.515889,0.007591,25,25,0,2918,0.237442,
Uncapped,,GA_WaitingTime_Dominance,209,0.144959,0.033046,0.520278,0.016122,9,9,0,2910,0.239956,
Uncapped,,GA_WaitingTime_Dominance,MEAN,0.149610,0.027192,0.515064,0.016455,14,14,5,2825,0.242452,10
Uncapped,,GA_WaitingTime_Dominance,STDDEV,0.012646,0.010777,0.011219,0.007668,,,,,0.009717,
Uncapped,,GA_Energy_Dominance,200,0.682747,0.053974,0.066816,0.005947,100,100,1,4028,0.734486,
Uncapped,,GA_Energy_Dominance,201,0.670538,0.059385,0.075854,0.005638,88,88,5,3864,0.722924,
Uncapped,,GA_Energy_Dominance,202,0.683621,0.038186,0.072506,0.008931,88,88,14,3975,0.729622,
Uncapped,,GA_Energy_Dominance,203,0.670980,0.054187,0.073732,0.010644,89,89,0,3936,0.725079,
Uncapped,,GA_Energy_Dominance,204,0.689659,0.037120,0.065716,0.007364,93,93,15,4000,0.742015,
Uncapped,,GA_Energy_Dominance,205,0.658461,0.067094,0.079572,0.010654,85,85,0,4041,0.713804,
Uncapped,,GA_Energy_Dominance,206,0.631757,0.096558,0.096080,0.010265,91,91,0,4017,0.690186,
Uncapped,,GA_Energy_Dominance,207,0.700884,0.033876,0.060763,0.005593,97,97,23,4051,0.750879,
