CapTier,CapWatts,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
Uncapped,,GA_WaitingTime_Dominance,200,0.142155,0.003271,0.536205,0.004888,11,11,5,2823,0.249690,
Uncapped,,GA_WaitingTime_Dominance,201,0.131300,0.004118,0.548643,0.002200,8,8,0,2201,0.240071,
Uncapped,,GA_WaitingTime_Dominance,202,0.141879,0.004383,0.537565,0.002887,12,12,0,2255,0.249386,
Uncapped,,GA_WaitingTime_Dominance,203,0.137116,0.009861,0.539862,0.001901,15,15,0,2182,0.245071,
Uncapped,,GA_WaitingTime_Dominance,204,0.154396,0.000622,0.531055,0.004604,7,7,5,2216,0.260309,
Uncapped,,GA_WaitingTime_Dominance,205,0.152744,0.001114,0.535969,0.001878,8,8,2,2187,0.258902,
Uncapped,,GA_WaitingTime_Dominance,206,0.124352,0.017590,0.541278,0.013952,9,9,0,2260,0.234098,
Uncapped,,GA_WaitingTime_Dominance,207,0.133832,0.016575,0.536507,0.002632,14,14,0,2171,0.242427,
Uncapped,,GA_WaitingTime_Dominance,208,0.142434,0.002155,0.544043,0.001925,6,6,0,2227,0.249733,
Uncapped,,GA_WaitingTime_Dominance,209,0.143684,0.002512,0.541894,0.001776,9,9,0,2196,0.250866,
Uncapped,,GA_WaitingTime_Dominance,MEAN,0.140389,0.006220,0.539302,0.003864,10,10,12,2271,0.248055,10
Uncapped,,GA_WaitingTime_Dominance,STDDEV,0.008733,0.005949,0.004693,0.003529,,,,,0.007630,
Uncapped,,GA_Energy_Dominance,200,0.670386,0.045318,0.089408,0.007008,81,81,18,3013,0.734021,
Uncapped,,GA_Energy_Dominance,201,0.663752,0.047620,0.092243,0.007900,84,84,18,3205,0.729960,
Uncapped,,GA_Energy_Dominance,202,0.660903,0.043820,0.101543,0.008122,91,91,13,4197,0.721950,
Uncapped,,GA_Energy_Dominance,203,0.631744,0.070120,0.113704,0.006291,90,90,14,4355,0.708198,
Uncapped,,GA_Energy_Dominance,204,0.659463,0.050105,0.096048,0.010147,86,86,0,4036,0.718896,
Uncapped,,GA_Energy_Dominance,205,0.574173,0.078389,0.168910,0.015186,90,90,13,3691,0.631355,
Uncapped,,GA_Energy_Dominance,206,0.639703,0.068529,0.119063,0.005822,88,88,0,3952,0.700838,
Uncapped,,GA_Energy_Dominance,207,0.621824,0.082903,0.113303,0.008924,75,75,2,4156,0.700540,
Uncapped,,GA_Energy_Dominance,208,0.659955,0.052711,0.095826,0.006079,104,104,15,3772,0.713854,
Uncapped,,GA_Energy_Dominance,209,0.638501,0.072955,0.110310,0.006808,105,105,0,4125,0.700681,
Uncapped,,GA_Energy_Dominance,MEAN,0.642040,0.061247,0.110036,0.008229,89,89,93,3850,0.706029,10
