Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
AMOSA_PC90,200,0.225031,0.043073,0.453374,0.006116,21,21,0,13683,0.383883,
AMOSA_PC90,201,0.278140,0.059060,0.400553,0.004896,30,30,0,13656,0.427418,
AMOSA_PC90,202,0.262050,0.042011,0.423468,0.005981,29,29,0,13537,0.414021,
AMOSA_PC90,203,0.245019,0.044836,0.441214,0.002896,29,29,0,13433,0.400090,
AMOSA_PC90,204,0.327941,0.062855,0.365549,0.004306,29,29,0,13562,0.467375,
AMOSA_PC90,205,0.222965,0.044033,0.443526,0.007408,24,24,0,13410,0.382770,
AMOSA_PC90,206,0.269747,0.040201,0.422511,0.002867,28,28,0,13528,0.420134,
AMOSA_PC90,207,0.267715,0.043370,0.421780,0.008054,18,18,0,13970,0.418687,
AMOSA_PC90,208,0.246050,0.044910,0.439627,0.003989,20,20,0,13746,0.400906,
AMOSA_PC90,209,0.259302,0.042825,0.424309,0.005573,28,28,0,13518,0.411870,
AMOSA_PC90,MEAN,0.260396,0.046717,0.423591,0.005209,26,26,0,13604,0.412715,10
AMOSA_PC90,STDDEV,0.028489,0.007287,0.023993,0.001665,,,,,0.023073,
GA_WaitingTime_Dominance_PC80,200,0.168398,0.008094,0.520670,0.003142,5,5,0,8936,0.342378,
GA_WaitingTime_Dominance_PC80,201,0.193651,0.008499,0.501654,0.002321,9,9,0,9006,0.362265,
GA_WaitingTime_Dominance_PC80,202,0.151499,0.013010,0.528645,0.001231,10,10,0,9078,0.328624,
GA_WaitingTime_Dominance_PC80,203,0.172446,0.014308,0.504164,0.010417,11,11,0,9051,0.345275,
GA_WaitingTime_Dominance_PC80,204,0.205443,0.008741,0.485407,0.004173,14,14,2,9072,0.371401,
GA_WaitingTime_Dominance_PC80,205,0.152221,0.018724,0.515653,0.013059,9,9,0,8997,0.329457,
GA_WaitingTime_Dominance_PC80,206,0.160947,0.010369,0.520935,0.004871,10,10,0,9234,0.336598,
GA_WaitingTime_Dominance_PC80,207,0.163031,0.012375,0.515148,0.007789,10,10,0,8985,0.338147,
GA_WaitingTime_Dominance_PC80,208,0.162504,0.009110,0.524247,0.003122,9,9,0,8948,0.337616,
GA_WaitingTime_Dominance_PC80,209,0.174731,0.014466,0.508463,0.012300,4,4,0,8785,0.346999,
GA_WaitingTime_Dominance_PC80,MEAN,0.170487,0.011770,0.512499,0.006242,9,9,2,9009,0.343876,10
GA_WaitingTime_Dominance_PC80,STDDEV,0.016399,0.003262,0.012210,0.004111,,,,,0.012943,
GA_Energy_Dominance_PC80,200,0.589023,0.092945,0.133060,0.007473,111,111,0,10319,0.699830,
GA_Energy_Dominance_PC80,201,0.541663,0.134593,0.177304,0.010146,91,91,0,9868,0.647284,
GA_Energy_Dominance_PC80,202,0.524881,0.142652,0.184456,0.006449,89,89,0,10063,0.637394,
GA_Energy_Dominance_PC80,203,0.471394,0.196553,0.222093,0.014449,84,84,0,10047,0.610563,
GA_Energy_Dominance_PC80,204,0.513805,0.111010,0.202019,0.009624,91,91,0,10031,0.618614,
GA_Energy_Dominance_PC80,205,0.524982,0.141487,0.182034,0.004762,96,96,0,9969,0.639894,
GA_Energy_Dominance_PC80,206,0.537965,0.137312,0.181448,0.003659,105,105,0,9900,0.647068,
GA_Energy_Dominance_PC80,207,0.525067,0.177803,0.199110,0.006709,103,103,0,10108,0.631180,
GA_Energy_Dominance_PC80,208,0.576011,0.117047,0.159541,0.005024,98,98,0,10092,0.669834,
GA_Energy_Dominance_PC80,209,0.547985,0.138821,0.173801,0.014604,92,92,0,10329,0.655558,
GA_Energy_Dominance_PC80,MEAN,0.535278,0.139022,0.181487,0.008290,96,96,0,10072,0.645722,10
GA_Energy_Dominance_PC80,STDDEV,0.031013,0.028716,0.023008,0.003662,,,,,0.024281,
SA_WaitingTime_Dominance_PC80,200,0.108838,0.020413,0.548496,0.002367,14,14,0,6580,0.295607,
SA_WaitingTime_Dominance_PC80,201,0.109500,0.029694,0.547373,0.003127,21,21,0,6521,0.296012,
SA_WaitingTime_Dominance_PC80,202,0.106877,0.024667,0.550578,0.001922,13,13,0,6620,0.294100,
SA_WaitingTime_Dominance_PC80,203,0.109004,0.022914,0.548180,0.004366,16,16,0,6558,0.295596,
SA_WaitingTime_Dominance_PC80,204,0.109201,0.030490,0.547603,0.003928,24,24,0,6567,0.296188,
SA_WaitingTime_Dominance_PC80,205,0.108692,0.021941,0.548335,0.003041,16,16,0,6425,0.295175,
SA_WaitingTime_Dominance_PC80,206,0.106737,0.027491,0.549416,0.002482,23,23,0,6560,0.293350,
SA_WaitingTime_Dominance_PC80,207,0.123670,0.029020,0.540915,0.006337,20,20,0,6503,0.296023,
SA_WaitingTime_Dominance_PC80,208,0.106912,0.024585,0.549636,0.003474,29,29,0,6516,0.293801,
SA_WaitingTime_Dominance_PC80,209,0.121497,0.027189,0.542975,0.003770,16,16,0,6468,0.294457,
SA_WaitingTime_Dominance_PC80,MEAN,0.111093,0.025840,0.547350,0.003481,19,19,0,6531,0.295031,10
SA_WaitingTime_Dominance_PC80,STDDEV,0.005848,0.003276,0.002890,0.001192,,,,,0.000974,
SA_Energy_Dominance_PC80,200,0.504135,0.172514,0.204774,0.007617,116,118,0,6515,0.626762,
SA_Energy_Dominance_PC80,201,0.477253,0.192988,0.208461,0.004214,89,90,0,6484,0.614436,
SA_Energy_Dominance_PC80,202,0.523448,0.146642,0.192118,0.006716,87,88,0,6540,0.643827,
SA_Energy_Dominance_PC80,203,0.440781,0.222203,0.234222,0.003320,94,95,0,6578,0.586247,
SA_Energy_Dominance_PC80,204,0.516092,0.177868,0.188620,0.004649,116,116,0,6601,0.652059,
SA_Energy_Dominance_PC80,205,0.530739,0.162981,0.178295,0.003448,110,112,0,6531,0.658930,
SA_Energy_Dominance_PC80,206,0.537950,0.134226,0.205526,0.003709,67,70,0,6595,0.645634,
SA_Energy_Dominance_PC80,207,0.533478,0.177979,0.180230,0.003889,109,110,0,6547,0.665899,
SA_Energy_Dominance_PC80,208,0.503732,0.178670,0.195588,0.005194,106,107,0,6483,0.637993,
SA_Energy_Dominance_PC80,209,0.552162,0.129985,0.204245,0.005926,83,85,2,6438,0.658934,
SA_Energy_Dominance_PC80,MEAN,0.511977,0.169606,0.199208,0.004868,98,99,2,6531,0.639072,10
SA_Energy_Dominance_PC80,STDDEV,0.031075,0.026334,0.015430,0.001392,,,,,0.023006,
NSGA-II_PC80,200,0.302987,0.017121,0.420810,0.007734,14,14,0,11349,0.446939,
NSGA-II_PC80,201,0.383472,0.015286,0.382952,0.001752,30,30,0,11310,0.510939,
NSGA-II_PC80,202,0.272357,0.022454,0.439327,0.002378,21,21,0,11341,0.422619,
NSGA-II_PC80,203,0.337046,0.040896,0.369506,0.003967,37,37,0,11960,0.473468,
NSGA-II_PC80,204,0.308615,0.018886,0.415918,0.002921,24,24,0,11259,0.451412,
NSGA-II_PC80,205,0.414460,0.068227,0.304037,0.006645,31,31,0,12298,0.537507,
NSGA-II_PC80,206,0.280505,0.017353,0.441634,0.003762,19,19,0,11734,0.429198,
NSGA-II_PC80,207,0.255063,0.022411,0.450384,0.002013,21,21,0,11234,0.408794,
NSGA-II_PC80,208,0.272393,0.020681,0.439431,0.002581,25,25,0,11405,0.422653,
NSGA-II_PC80,209,0.288961,0.018111,0.427086,0.002443,32,32,0,11501,0.435982,
NSGA-II_PC80,MEAN,0.311586,0.026142,0.409108,0.003619,25,25,0,11539,0.453951,10
NSGA-II_PC80,STDDEV,0.049223,0.015620,0.042887,0.001918,,,,,0.039499,
SPEA-II_PC80,200,0.353043,0.064199,0.352893,0.002485,38,38,0,12765,0.487757,
SPEA-II_PC80,201,0.286344,0.010951,0.438789,0.009065,14,14,0,11944,0.434034,
SPEA-II_PC80,202,0.313880,0.013733,0.419778,0.001833,28,28,0,11906,0.456104,
SPEA-II_PC80,203,0.363541,0.022098,0.382630,0.003896,20,20,0,12050,0.495611,
SPEA-II_PC80,204,0.354152,0.057015,0.351438,0.005953,34,34,0,12668,0.488270,
SPEA-II_PC80,205,0.271901,0.022677,0.448767,0.000858,22,22,0,12074,0.422449,
SPEA-II_PC80,206,0.259150,0.023983,0.455333,0.003180,22,22,0,12279,0.412387,
SPEA-II_PC80,207,0.367292,0.047461,0.347723,0.003957,36,36,0,12934,0.498252,
SPEA-II_PC80,208,0.300093,0.012131,0.430148,0.003703,23,23,0,11863,0.445065,
SPEA-II_PC80,209,0.357341,0.044767,0.356053,0.003343,31,31,0,12816,0.490409,
SPEA-II_PC80,MEAN,0.322674,0.031901,0.398355,0.003827,27,27,0,12329,0.463034,10
SPEA-II_PC80,STDDEV,0.039110,0.018669,0.042143,0.002174,,,,,0.031182,
AMOSA_PC80,200,0.221063,0.048264,0.453137,0.004193,21,21,0,13327,0.380547,
AMOSA_PC80,201,0.192564,0.047651,0.475185,0.007907,10,10,0,13248,0.357792,
AMOSA_PC80,202,0.136772,0.044431,0.528120,0.002446,8,8,0,13468,0.313230,
AMOSA_PC80,203,0.215497,0.042094,0.463193,0.003623,24,24,0,13569,0.376148,
AMOSA_PC80,204,0.185958,0.040140,0.487850,0.012353,9,9,0,13416,0.352353,
AMOSA_PC80,205,0.215448,0.043978,0.461096,0.010900,14,14,0,13511,0.376318,
AMOSA_PC80,206,0.213687,0.056751,0.456207,0.003670,17,17,0,13440,0.375193,
AMOSA_PC80,207,0.200034,0.042838,0.474213,0.004818,14,14,0,14125,0.363955,
AMOSA_PC80,208,0.216199,0.104409,0.428891,0.007193,19,19,0,13380,0.378227,
AMOSA_PC80,209,0.210211,0.041956,0.463211,0.008866,14,14,0,13588,0.371999,
AMOSA_PC80,MEAN,0.200743,0.051251,0.469110,0.006597,15,15,0,13507,0.364576,10
AMOSA_PC80,STDDEV,0.023919,0.018280,0.024637,0.003201,,,,,0.019270,
GA_WaitingTime_Dominance_PC70,200,0.089339,0.040444,0.566060,0.007458,7,7,0,9298,0.276488,
GA_WaitingTime_Dominance_PC70,201,0.065232,0.035151,0.588914,0.000577,4,4,0,9260,0.257532,
GA_WaitingTime_Dominance_PC70,202,0.039694,0.053383,0.584517,0.039185,11,11,0,9172,0.232759,
GA_WaitingTime_Dominance_PC70,203,0.059246,0.056956,0.590485,0.002956,20,20,0,9348,0.235135,
GA_WaitingTime_Dominance_PC70,204,0.063136,0.054346,0.552277,0.054306,12,12,0,9396,0.255940,
GA_WaitingTime_Dominance_PC70,205,0.041204,0.046420,0.604410,0.003274,10,10,0,9096,0.237938,
GA_WaitingTime_Dominance_PC70,206,0.101586,0.037053,0.559895,0.006289,5,5,0,9399,0.286519,
GA_WaitingTime_Dominance_PC70,207,0.080241,0.114849,0.550325,0.009366,16,16,0,9484,0.263056,
GA_WaitingTime_Dominance_PC70,208,0.065000,0.041051,0.582427,0.009503,7,7,0,9359,0.257396,
GA_WaitingTime_Dominance_PC70,209,0.072393,0.119047,0.553161,0.005935,17,17,0,9471,0.263918,
GA_WaitingTime_Dominance_PC70,MEAN,0.067707,0.059870,0.573247,0.013885,11,11,0,9328,0.256668,10
GA_WaitingTime_Dominance_PC70,STDDEV,0.018406,0.029410,0.018231,0.016985,,,,,0.016629,
GA_Energy_Dominance_PC70,200,0.485374,0.190221,0.223276,0.015257,83,83,0,10100,0.604233,
GA_Energy_Dominance_PC70,201,0.484120,0.168256,0.221714,0.005165,81,81,0,10069,0.601419,
GA_Energy_Dominance_PC70,202,0.501742,0.164431,0.203384,0.004874,102,102,0,9918,0.618292,
GA_Energy_Dominance_PC70,203,0.515579,0.155312,0.196122,0.006407,87,87,0,9928,0.630961,
GA_Energy_Dominance_PC70,204,0.445128,0.221838,0.244321,0.008552,87,87,0,10109,0.581212,
GA_Energy_Dominance_PC70,205,0.477680,0.179863,0.232239,0.005838,81,81,0,9874,0.593159,
GA_Energy_Dominance_PC70,206,0.490981,0.156331,0.216464,0.009543,87,87,0,10015,0.605101,
GA_Energy_Dominance_PC70,207,0.486887,0.160350,0.225747,0.007247,70,70,0,9876,0.602069,
