Scenario,Algorithm,Seed,HV_fixed,EpsPlus,ParetoContribution_pct,nSolutions,ref_x_raw,ref_y_raw
1,AMOSA,200,0.7790586063631675,0.2425750913609698,0.0,7,328.6,1.5335027092
1,AMOSA,201,0.7815592530922548,0.23971429236864206,0.0,9,328.6,1.5335027092
1,AMOSA,202,0.7802461481010285,0.24126227091996857,0.0,6,328.6,1.5335027092
1,AMOSA,203,0.7747752375700222,0.24749703062662168,0.0,7,328.6,1.5335027092
1,AMOSA,204,0.7789346421024121,0.24285063881340377,0.0,5,328.6,1.5335027092
1,AMOSA,205,0.7826345708003988,0.23845715485476277,0.0,9,328.6,1.5335027092
1,AMOSA,206,0.7800206000259887,0.2415348555055166,0.0,9,328.6,1.5335027092
1,AMOSA,207,0.7859625814474009,0.23459380857236722,0.0,10,328.6,1.5335027092
1,AMOSA,208,0.7846922593209231,0.23589920146136284,0.0,6,328.6,1.5335027092
1,AMOSA,209,0.7810832064176264,0.2402897924438278,0.0,7,328.6,1.5335027092
1,EnergyAware,200,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,201,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,202,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,203,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,204,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,205,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,206,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,207,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,208,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,EnergyAware,209,0.9174943918606226,0.054189363480609,0.0,1,328.6,1.5335027092
1,FirstAvailable,200,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,201,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,202,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,203,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,204,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,205,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,206,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,207,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,208,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,FirstAvailable,209,0.008264462809917368,1.0,0.0,1,328.6,1.5335027092
1,GA_Energy,200,0.9002165646127308,0.08041958041958042,0.0,1,328.6,1.5335027092
1,GA_Energy,201,0.9055902725637991,0.07692307692307693,0.0,1,328.6,1.5335027092
1,GA_Energy,202,0.8967113895125932,0.08041958041958042,0.0,1,328.6,1.5335027092
1,GA_Energy,203,0.8842708367086847,0.0979020979020979,0.0,1,328.6,1.5335027092
1,GA_Energy,204,0.9000670219525019,0.08041958041958042,0.0,1,328.6,1.5335027092
1,GA_Energy,205,0.8946459439999594,0.08041958041958042,0.0,1,328.6,1.5335027092
1,GA_Energy,206,0.8854311362345182,0.08741258741258741,0.0,1,328.6,1.5335027092
1,GA_Energy,207,0.8991828743466217,0.08041958041958042,0.0,1,328.6,1.5335027092
1,GA_Energy,208,0.900766845622226,0.08041958041958042,0.0,1,328.6,1.5335027092
1,GA_Energy,209,0.8948979603912334,0.08391608391608392,0.0,1,328.6,1.5335027092
1,GA_Energy_Dominance,200,0.9607464671290977,0.04195804195804196,0.0,12,328.6,1.5335027092
1,GA_Energy_Dominance,201,0.9625603140938573,0.04504197832404194,0.0,9,328.6,1.5335027092
1,GA_Energy_Dominance,202,0.9574268165208792,0.038461538461538464,0.0,14,328.6,1.5335027092
1,GA_Energy_Dominance,203,0.9572253366108251,0.05594405594405595,0.0,13,328.6,1.5335027092
1,GA_Energy_Dominance,204,0.9603802757999432,0.04796488270052432,0.0,11,328.6,1.5335027092
1,GA_Energy_Dominance,205,0.9564055132431487,0.03797942056727438,0.0,17,328.6,1.5335027092
1,GA_Energy_Dominance,206,0.9506252297476997,0.045454545454545456,0.0,15,328.6,1.5335027092
1,GA_Energy_Dominance,207,0.9594188498828929,0.045454545454545456,0.0,13,328.6,1.5335027092
1,GA_Energy_Dominance,208,0.9605145388077435,0.045454545454545456,0.0,13,328.6,1.5335027092
1,GA_Energy_Dominance,209,0.9581380899369297,0.04195804195804196,0.0,15,328.6,1.5335027092
1,GA_Makespan,200,0.7442060506592637,0.2787629276430333,0.0,1,328.6,1.5335027092
1,GA_Makespan,201,0.6880156045309002,0.3431828350160099,0.0,1,328.6,1.5335027092
1,GA_Makespan,202,0.7072647079824024,0.3220088212193574,0.0,1,328.6,1.5335027092
1,GA_Makespan,203,0.7460011611990003,0.2767820094243429,0.0,1,328.6,1.5335027092
1,GA_Makespan,204,0.7025974146867233,0.32714284384460435,0.0,1,328.6,1.5335027092
1,GA_Makespan,205,0.7246948929504818,0.30029363949475835,0.0,1,328.6,1.5335027092
1,GA_Makespan,206,0.7334289151821421,0.2906555791201144,0.0,1,328.6,1.5335027092
1,GA_Makespan,207,0.7374972367042338,0.28616615518537253,0.0,1,328.6,1.5335027092
1,GA_Makespan,208,0.7407650062371872,0.28256014649731825,0.0,1,328.6,1.5335027092
1,GA_Makespan,209,0.7173614187289865,0.31090243939811485,0.0,1,328.6,1.5335027092
1,GA_Makespan_Dominance,200,0.754534197384144,0.26725506862239334,0.0,6,328.6,1.5335027092
1,GA_Makespan_Dominance,201,0.7532000397450098,0.27101255377599237,0.0,5,328.6,1.5335027092
1,GA_Makespan_Dominance,202,0.7533157729923302,0.27101255377599237,0.0,6,328.6,1.5335027092
1,GA_Makespan_Dominance,203,0.757002571608602,0.26457487388104894,0.0,4,328.6,1.5335027092
1,GA_Makespan_Dominance,204,0.7531864806846175,0.27101255377599237,0.0,6,328.6,1.5335027092
1,GA_Makespan_Dominance,205,0.7565455775072131,0.2647230846199642,0.0,6,328.6,1.5335027092
1,GA_Makespan_Dominance,206,0.7538676744085792,0.26792366395537526,0.0,6,328.6,1.5335027092
1,GA_Makespan_Dominance,207,0.7536710619872785,0.2681810864170075,0.0,4,328.6,1.5335027092
1,GA_Makespan_Dominance,208,0.757063845278391,0.2643576568823955,0.0,6,328.6,1.5335027092
1,GA_Makespan_Dominance,209,0.7636013199889998,0.25948126805497534,0.0,6,328.6,1.5335027092
1,NSGA-II,200,0.8838755837837172,0.1201972468598254,0.0,23,328.6,1.5335027092
1,NSGA-II,201,0.8784929159088467,0.1269151835098075,0.0,17,328.6,1.5335027092
1,NSGA-II,202,0.8845572700618346,0.11870498035674999,0.0,18,328.6,1.5335027092
1,NSGA-II,203,0.8719110791008643,0.13389672711722742,0.0,17,328.6,1.5335027092
1,NSGA-II,204,0.8860688630235702,0.11772732247977645,0.0,17,328.6,1.5335027092
1,NSGA-II,205,0.8827834299669408,0.12194740009853527,0.0,21,328.6,1.5335027092
1,NSGA-II,206,0.8696918478837169,0.13736047659313863,0.0,24,328.6,1.5335027092
1,NSGA-II,207,0.8838837713976034,0.12081396498125307,0.0,18,328.6,1.5335027092
1,NSGA-II,208,0.867247393929464,0.1403575624700306,0.0,21,328.6,1.5335027092
1,NSGA-II,209,0.8817630557604869,0.12291205247921683,0.0,22,328.6,1.5335027092
1,RoundRobin,200,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,201,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,202,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,203,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,204,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,205,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,206,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,207,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,208,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,RoundRobin,209,0.16975343898327264,0.7902097902097902,0.0,1,328.6,1.5335027092
1,SA_Energy,200,0.8127497767624573,0.19230769230769232,0.0,1,328.6,1.5335027092
1,SA_Energy,201,0.849020754660692,0.15384615384615385,0.0,1,328.6,1.5335027092
1,SA_Energy,202,0.8537825810553084,0.16083916083916083,6.666666666666667,1,328.6,1.5335027092
1,SA_Energy,203,0.8481027197401602,0.16433566433566432,0.0,1,328.6,1.5335027092
1,SA_Energy,204,0.8347312487561376,0.17832167832167833,0.0,1,328.6,1.5335027092
1,SA_Energy,205,0.84197591661976,0.15034965034965034,0.0,1,328.6,1.5335027092
1,SA_Energy,206,0.8137928712695217,0.1993006993006993,0.0,1,328.6,1.5335027092
1,SA_Energy,207,0.8250589797827506,0.1853146853146853,0.0,1,328.6,1.5335027092
1,SA_Energy,208,0.8632437523916615,0.13986013986013987,0.0,1,328.6,1.5335027092
1,SA_Energy,209,0.8265420124386147,0.17832167832167833,0.0,1,328.6,1.5335027092
1,SA_Energy_Dominance,200,0.9661063248065587,0.08496521679143079,0.0,10,328.6,1.5335027092
1,SA_Energy_Dominance,201,0.9655856815907253,0.05594405594405595,0.0,9,328.6,1.5335027092
1,SA_Energy_Dominance,202,0.9618281223899096,0.08741258741258741,0.0,7,328.6,1.5335027092
1,SA_Energy_Dominance,203,0.9720318640918797,0.04895104895104895,13.333333333333334,7,328.6,1.5335027092
1,SA_Energy_Dominance,204,0.9666194847358616,0.1048951048951049,6.666666666666667,8,328.6,1.5335027092
1,SA_Energy_Dominance,205,0.9761496771683628,0.04895104895104895,13.333333333333334,8,328.6,1.5335027092
1,SA_Energy_Dominance,206,0.9649682017578746,0.08502722482781078,0.0,13,328.6,1.5335027092
1,SA_Energy_Dominance,207,0.9732857309547851,0.05055214526239599,6.666666666666667,9,328.6,1.5335027092
1,SA_Energy_Dominance,208,0.963811188254093,0.05594405594405595,0.0,10,328.6,1.5335027092
1,SA_Energy_Dominance,209,0.9755159091823717,0.06064776430701277,6.666666666666667,11,328.6,1.5335027092
1,SA_Makespan,200,0.9385212152797758,0.038461538461538464,6.666666666666667,1,328.6,1.5335027092
1,SA_Makespan,201,0.8715597632549574,0.1162688464709375,0.0,1,328.6,1.5335027092
1,SA_Makespan,202,0.9217899363300907,0.04895104895104895,0.0,1,328.6,1.5335027092
1,SA_Makespan,203,0.8948100699694622,0.08339470514237673,6.666666666666667,1,328.6,1.5335027092
1,SA_Makespan,204,0.888050183817053,0.09765607758731465,6.666666666666667,1,328.6,1.5335027092
1,SA_Makespan,205,0.8575728587960199,0.1258741258741259,0.0,1,328.6,1.5335027092
1,SA_Makespan,206,0.8854675818639668,0.09400882672408285,0.0,1,328.6,1.5335027092
1,SA_Makespan,207,0.9123565876803841,0.05244755244755245,0.0,1,328.6,1.5335027092
1,SA_Makespan,208,0.869814951739059,0.12142990182438651,6.666666666666667,1,328.6,1.5335027092
1,SA_Makespan,209,0.8662793936741264,0.1190292965482063,0.0,1,328.6,1.5335027092
1,SA_Makespan_Dominance,200,0.857861340213197,0.14587388478306113,0.0,5,328.6,1.5335027092
1,SA_Makespan_Dominance,201,0.8398650775575864,0.16650319118652324,0.0,4,328.6,1.5335027092
1,SA_Makespan_Dominance,202,0.8828461913260908,0.11686934329137946,0.0,6,328.6,1.5335027092
1,SA_Makespan_Dominance,203,0.8294001177005987,0.1818118509603373,0.0,2,328.6,1.5335027092
1,SA_Makespan_Dominance,204,0.8936858930639483,0.10205241292051849,0.0,6,328.6,1.5335027092
1,SA_Makespan_Dominance,205,0.8942303151828823,0.10146027136805455,0.0,6,328.6,1.5335027092
1,SA_Makespan_Dominance,206,0.8686868756874334,0.1304905176644476,0.0,5,328.6,1.5335027092
1,SA_Makespan_Dominance,207,0.8571435181170738,0.14805360546237564,6.666666666666667,2,328.6,1.5335027092
1,SA_Makespan_Dominance,208,0.8388576382998116,0.1713256035849914,6.666666666666667,3,328.6,1.5335027092
1,SA_Makespan_Dominance,209,0.8754282147126181,0.12460334193146598,13.333333333333334,3,328.6,1.5335027092
1,SPEA-II,200,0.8668340556621505,0.14100642449384765,0.0,19,328.6,1.5335027092
1,SPEA-II,201,0.8714920255970647,0.13501406906649224,0.0,22,328.6,1.5335027092
1,SPEA-II,202,0.8621212643678628,0.14679019775336777,0.0,18,328.6,1.5335027092
1,SPEA-II,203,0.8632467949523125,0.14567820077935595,0.0,19,328.6,1.5335027092
1,SPEA-II,204,0.8675406461651997,0.1402115017024811,0.0,18,328.6,1.5335027092
1,SPEA-II,205,0.8650824202593546,0.14333351306339573,0.0,19,328.6,1.5335027092
1,SPEA-II,206,0.870676422709793,0.13721849111960985,0.0,21,328.6,1.5335027092
1,SPEA-II,207,0.8703246028114037,0.1381104488415345,0.0,14,328.6,1.5335027092
1,SPEA-II,208,0.8774224560794666,0.1287818587066908,0.0,20,328.6,1.5335027092
1,SPEA-II,209,0.8655517789674875,0.1425444527713494,0.0,16,328.6,1.5335027092
1,ShortestQueue,200,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,201,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,202,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,203,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,204,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,205,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,206,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,207,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,208,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,ShortestQueue,209,0.3027627416200661,0.5804195804195804,0.0,1,328.6,1.5335027092
1,WorkloadAware,200,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,201,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,202,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,203,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,204,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,205,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,206,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,207,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,208,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
1,WorkloadAware,209,0.7916483628949741,0.21512328015686455,0.0,1,328.6,1.5335027092
