Scenario,ScenarioName,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,ParetoContribution,TimeMs,WaitingTime_Best,Energy_Best,ScoredSeeds
1,Balanced,NSGA-II_PC90,201,0.511092,0.021060,0.273821,0.003072,39,0,12641,3.010000,0.055567556,
1,Balanced,NSGA-II_PC90,202,0.474269,0.012521,0.301100,0.004428,40,0,12545,2.886000,0.056403066,
1,Balanced,NSGA-II_PC90,203,0.562809,0.012286,0.246413,0.003341,41,0,12735,3.074000,0.054518392,
1,Balanced,NSGA-II_PC90,204,0.551268,0.010192,0.256350,0.004259,44,2,12942,3.052000,0.054777414,
1,Balanced,NSGA-II_PC90,205,0.551561,0.014292,0.254425,0.017385,48,0,12864,3.104000,0.054738158,
1,Balanced,NSGA-II_PC90,206,0.548395,0.016378,0.247453,0.005907,45,0,12976,3.014000,0.054815633,
1,Balanced,NSGA-II_PC90,207,0.491793,0.032594,0.274193,0.003907,43,0,12719,3.002000,0.055897494,
1,Balanced,NSGA-II_PC90,208,0.508918,0.023514,0.261225,0.006803,44,0,12770,2.966000,0.055640449,
1,Balanced,NSGA-II_PC90,209,0.547922,0.008260,0.259440,0.005709,34,6,13297,2.946000,0.054883226,
1,Balanced,NSGA-II_PC90,MEAN,0.529220,0.016939,0.262349,0.005953,,8,12828,2.886000,0.054518392,10
1,Balanced,SPEA-II_PC90,200,0.472620,0.008437,0.310244,0.002673,33,1,13572,2.878000,0.056439456,
1,Balanced,SPEA-II_PC90,201,0.421585,0.023923,0.338604,0.001865,45,0,13346,2.896000,0.057404293,
1,Balanced,SPEA-II_PC90,202,0.453421,0.016152,0.316089,0.003017,39,0,13524,2.754000,0.056817509,
1,Balanced,SPEA-II_PC90,203,0.357240,0.016710,0.389167,0.004183,29,0,13226,2.754000,0.058741625,
1,Balanced,SPEA-II_PC90,204,0.397372,0.016595,0.341037,0.003413,37,0,13416,2.884000,0.057919285,
1,Balanced,SPEA-II_PC90,205,0.456521,0.014745,0.321645,0.002469,50,0,13424,2.744000,0.056780797,
1,Balanced,SPEA-II_PC90,206,0.491243,0.023612,0.266692,0.005988,40,0,13526,2.866000,0.056002141,
1,Balanced,SPEA-II_PC90,207,0.475929,0.024390,0.290270,0.003482,41,0,13475,2.882000,0.056314267,
1,Balanced,SPEA-II_PC90,208,0.466451,0.008483,0.323025,0.002204,35,1,13406,2.818000,0.056594859,
1,Balanced,SPEA-II_PC90,209,0.335622,0.012959,0.399654,0.002067,33,0,13357,2.784000,0.059160793,
1,Balanced,SPEA-II_PC90,MEAN,0.432800,0.016601,0.329643,0.003136,,2,13427,2.744000,0.056002141,10
1,Balanced,AMOSA_PC90,200,0.225031,0.043073,0.452750,0.006116,21,0,13900,3.196000,0.061216441,
1,Balanced,AMOSA_PC90,201,0.278140,0.059060,0.400102,0.004896,30,0,13964,3.070000,0.060123106,
1,Balanced,AMOSA_PC90,202,0.262050,0.042011,0.422828,0.005981,29,0,13619,3.106000,0.060477219,
1,Balanced,AMOSA_PC90,203,0.245019,0.044836,0.440579,0.002896,29,0,14020,3.152000,0.060821384,
1,Balanced,AMOSA_PC90,204,0.327941,0.062855,0.365094,0.004306,29,0,13697,3.146000,0.059074814,
1,Balanced,AMOSA_PC90,205,0.222965,0.044033,0.442957,0.007408,24,0,13408,3.078000,0.061270208,
1,Balanced,AMOSA_PC90,206,0.269747,0.040201,0.421852,0.002867,28,0,13552,3.048000,0.060362388,
1,Balanced,AMOSA_PC90,207,0.267715,0.043370,0.421123,0.008054,18,0,13870,3.058000,0.060378434,
1,Balanced,AMOSA_PC90,208,0.246050,0.044910,0.438984,0.003989,20,0,13810,3.164000,0.060794840,
1,Balanced,AMOSA_PC90,209,0.259302,0.042825,0.423661,0.005573,28,0,13923,3.078000,0.060543386,
1,Balanced,AMOSA_PC90,MEAN,0.260396,0.046717,0.422993,0.005209,,0,13776,3.048000,0.059074814,10
1,Balanced,GA_WaitingTime_Dominance_PC85,200,0.163055,0.008534,0.519469,0.005361,13,0,9205,2.244000,0.062567956,
1,Balanced,GA_WaitingTime_Dominance_PC85,201,0.130990,0.012172,0.540413,0.006877,6,0,9325,2.288000,0.063173111,
1,Balanced,GA_WaitingTime_Dominance_PC85,202,0.154155,0.005942,0.527486,0.010416,5,0,9327,2.164000,0.062743130,
1,Balanced,GA_WaitingTime_Dominance_PC85,203,0.135941,0.006700,0.542303,0.001315,3,0,9048,2.220000,0.063085431,
1,Balanced,GA_WaitingTime_Dominance_PC85,204,0.146927,0.012913,0.526649,0.004254,11,0,9210,2.254000,0.062869557,
1,Balanced,GA_WaitingTime_Dominance_PC85,205,0.154194,0.007406,0.528735,0.003194,8,0,8977,2.258000,0.062735806,
1,Balanced,GA_WaitingTime_Dominance_PC85,206,0.197780,0.007538,0.486816,0.004395,19,0,9053,2.240000,0.061907181,
1,Balanced,GA_WaitingTime_Dominance_PC85,207,0.172949,0.006687,0.512350,0.004324,9,0,8899,2.238000,0.062381967,
1,Balanced,GA_WaitingTime_Dominance_PC85,208,0.139304,0.007578,0.537519,0.003052,11,0,9377,2.194000,0.063022991,
1,Balanced,GA_WaitingTime_Dominance_PC85,209,0.140399,0.006248,0.539795,0.002719,5,0,9093,2.206000,0.063002376,
1,Balanced,GA_WaitingTime_Dominance_PC85,MEAN,0.153569,0.008172,0.526153,0.004591,,0,9151,2.164000,0.061907181,10
1,Balanced,GA_Energy_Dominance_PC85,200,0.460981,0.078034,0.285295,0.016307,54,0,9735,4.460000,0.055997596,
1,Balanced,GA_Energy_Dominance_PC85,201,0.578076,0.128508,0.147151,0.005027,92,0,10264,4.482000,0.049585036,
1,Balanced,GA_Energy_Dominance_PC85,202,0.466041,0.089050,0.278726,0.006546,65,0,9531,4.760000,0.055771593,
1,Balanced,GA_Energy_Dominance_PC85,203,0.641246,0.063252,0.123842,0.011730,71,18,10315,4.970000,0.048079983,
1,Balanced,GA_Energy_Dominance_PC85,204,0.573099,0.116975,0.153359,0.009459,88,0,10474,5.290000,0.049494476,
1,Balanced,GA_Energy_Dominance_PC85,205,0.457310,0.083837,0.291878,0.013215,48,0,9533,4.608000,0.056008306,
1,Balanced,GA_Energy_Dominance_PC85,206,0.488745,0.084289,0.259455,0.002793,85,0,9979,4.754000,0.055283108,
1,Balanced,GA_Energy_Dominance_PC85,207,0.475976,0.089190,0.278874,0.013928,57,0,9461,4.702000,0.055525663,
1,Balanced,GA_Energy_Dominance_PC85,208,0.468356,0.094528,0.283409,0.002598,75,0,9923,5.064000,0.055638386,
1,Balanced,GA_Energy_Dominance_PC85,209,0.568154,0.138645,0.173816,0.006390,86,0,10857,5.228000,0.047457385,
1,Balanced,GA_Energy_Dominance_PC85,MEAN,0.517798,0.096631,0.227580,0.008799,,18,10007,4.460000,0.047457385,10
1,Balanced,SA_WaitingTime_Dominance_PC85,200,0.113465,0.020364,0.545026,0.001514,26,0,6749,2.152000,0.063574826,
1,Balanced,SA_WaitingTime_Dominance_PC85,201,0.111213,0.019559,0.545245,0.001002,25,0,6924,2.054000,0.063545405,
1,Balanced,SA_WaitingTime_Dominance_PC85,202,0.106575,0.025733,0.548899,0.002546,23,0,6658,2.122000,0.063602724,
1,Balanced,SA_WaitingTime_Dominance_PC85,203,0.108373,0.034331,0.547234,0.004762,20,0,6691,2.132000,0.063574826,
1,Balanced,SA_WaitingTime_Dominance_PC85,204,0.108634,0.029376,0.547021,0.002056,23,0,6575,2.196000,0.063565358,
1,Balanced,SA_WaitingTime_Dominance_PC85,205,0.110309,0.022874,0.546297,0.013192,10,0,6727,2.132000,0.063567351,
1,Balanced,SA_WaitingTime_Dominance_PC85,206,0.118869,0.020552,0.543062,0.002536,23,0,6801,2.150000,0.063589900,
1,Balanced,SA_WaitingTime_Dominance_PC85,207,0.118589,0.022660,0.542293,0.003137,23,0,6884,2.156000,0.063546807,
1,Balanced,SA_WaitingTime_Dominance_PC85,208,0.127462,0.029357,0.524051,0.002577,22,0,6709,2.106000,0.063372515,
1,Balanced,SA_WaitingTime_Dominance_PC85,209,0.115474,0.022170,0.541578,0.004176,17,0,6625,2.096000,0.063457154,
1,Balanced,SA_WaitingTime_Dominance_PC85,MEAN,0.113896,0.024698,0.543071,0.003750,,0,6734,2.054000,0.063372515,10
1,Balanced,SA_Energy_Dominance_PC85,200,0.492777,0.161114,0.246971,0.002444,69,0,6642,4.744000,0.054038810,
1,Balanced,SA_Energy_Dominance_PC85,201,0.557595,0.123214,0.184674,0.002861,109,0,6889,4.596000,0.052301295,
1,Balanced,SA_Energy_Dominance_PC85,202,0.542797,0.112016,0.207743,0.002220,123,0,6811,4.646000,0.053169030,
1,Balanced,SA_Energy_Dominance_PC85,203,0.521834,0.129727,0.222222,0.002393,117,0,6753,4.402000,0.053498644,
1,Balanced,SA_Energy_Dominance_PC85,204,0.510410,0.176992,0.193269,0.008196,85,0,6512,4.642000,0.051802284,
1,Balanced,SA_Energy_Dominance_PC85,205,0.467866,0.219483,0.204677,0.005168,110,0,6621,4.446000,0.050968931,
1,Balanced,SA_Energy_Dominance_PC85,206,0.515200,0.144199,0.197416,0.003455,90,0,6429,4.348000,0.052894915,
1,Balanced,SA_Energy_Dominance_PC85,207,0.494389,0.205799,0.205469,0.004210,79,0,6456,4.824000,0.051868922,
1,Balanced,SA_Energy_Dominance_PC85,208,0.502175,0.162430,0.215784,0.002923,92,0,6692,4.356000,0.053129895,
1,Balanced,SA_Energy_Dominance_PC85,209,0.538144,0.111129,0.202973,0.002239,128,0,6702,4.546000,0.053236019,
1,Balanced,SA_Energy_Dominance_PC85,MEAN,0.514319,0.154610,0.208120,0.003611,,0,6650,4.348000,0.050968931,10
1,Balanced,NSGA-II_PC85,200,0.456029,0.030636,0.299381,0.007112,41,0,12783,3.068000,0.056652860,
1,Balanced,NSGA-II_PC85,201,0.421053,0.035987,0.318001,0.002803,49,0,12370,3.062000,0.057317851,
1,Balanced,NSGA-II_PC85,202,0.305305,0.035145,0.400771,0.003472,34,0,12710,2.980000,0.059673022,
1,Balanced,NSGA-II_PC85,203,0.324069,0.029769,0.388982,0.002609,34,0,12242,2.800000,0.059334064,
1,Balanced,NSGA-II_PC85,204,0.313874,0.030600,0.399010,0.002640,38,0,12050,2.802000,0.059550431,
1,Balanced,NSGA-II_PC85,205,0.434561,0.026909,0.315968,0.003167,35,0,12473,3.072000,0.057100572,
1,Balanced,NSGA-II_PC85,206,0.314256,0.030410,0.396313,0.002115,37,0,12602,2.794000,0.059519899,
1,Balanced,NSGA-II_PC85,207,0.362439,0.032139,0.361871,0.003371,28,0,12507,2.998000,0.058534538,
1,Balanced,NSGA-II_PC85,208,0.300701,0.027290,0.405879,0.001884,35,0,12724,2.950000,0.059777432,
1,Balanced,NSGA-II_PC85,209,0.325263,0.021202,0.400426,0.002170,39,0,12464,2.814000,0.059345822,
1,Balanced,NSGA-II_PC85,MEAN,0.355755,0.030009,0.368660,0.003134,,0,12492,2.794000,0.056652860,10
1,Balanced,SPEA-II_PC85,200,0.301833,0.025001,0.422966,0.001001,26,0,12888,2.760000,0.059814116,
1,Balanced,SPEA-II_PC85,201,0.453843,0.037198,0.300590,0.004725,40,0,13405,2.958000,0.056683231,
1,Balanced,SPEA-II_PC85,202,0.343238,0.015522,0.388355,0.003078,30,0,12941,2.900000,0.058981514,
1,Balanced,SPEA-II_PC85,203,0.317198,0.017686,0.419128,0.001345,30,0,12953,2.812000,0.059515053,
1,Balanced,SPEA-II_PC85,204,0.339407,0.014065,0.392190,0.003993,24,0,12933,2.884000,0.059066209,
1,Balanced,SPEA-II_PC85,205,0.317112,0.017720,0.404952,0.001485,37,0,13239,2.882000,0.059496429,
1,Balanced,SPEA-II_PC85,206,0.313797,0.023869,0.402572,0.001230,33,0,13028,2.882000,0.059555227,
1,Balanced,SPEA-II_PC85,207,0.337721,0.019393,0.390102,0.002196,24,0,13040,2.896000,0.059077814,
1,Balanced,SPEA-II_PC85,208,0.316749,0.021667,0.416355,0.001540,26,0,12949,2.698000,0.059537278,
1,Balanced,SPEA-II_PC85,209,0.340019,0.017584,0.394160,0.001954,26,0,13453,2.856000,0.059044996,
1,Balanced,SPEA-II_PC85,MEAN,0.338092,0.020971,0.393137,0.002255,,0,13082,2.698000,0.056683231,10
1,Balanced,AMOSA_PC85,200,0.219412,0.051980,0.448875,0.003423,29,0,13671,3.166000,0.061302967,
1,Balanced,AMOSA_PC85,201,0.233972,0.048969,0.445594,0.010274,12,0,13672,3.168000,0.061040361,
1,Balanced,AMOSA_PC85,202,0.266576,0.050300,0.414553,0.008175,27,0,13585,3.148000,0.060363394,
1,Balanced,AMOSA_PC85,203,0.243165,0.034543,0.443804,0.008222,21,0,13686,3.106000,0.060876986,
