Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
GA_WaitingTime_Dominance,200,0.142155,0.003825,0.532908,0.004888,11,11,5,2902,0.294905,
GA_WaitingTime_Dominance,201,0.131300,0.004118,0.545332,0.002200,8,8,0,2600,0.285815,
GA_WaitingTime_Dominance,202,0.141879,0.004632,0.534272,0.002887,12,12,0,2576,0.294593,
GA_WaitingTime_Dominance,203,0.137116,0.009861,0.536673,0.001901,15,15,0,2463,0.290476,
GA_WaitingTime_Dominance,204,0.154396,0.002185,0.527573,0.004604,7,7,4,2391,0.304847,
GA_WaitingTime_Dominance,205,0.152744,0.001114,0.532403,0.001878,8,8,2,2470,0.303541,
GA_WaitingTime_Dominance,206,0.124352,0.017769,0.538333,0.013952,9,9,0,2518,0.280244,
GA_WaitingTime_Dominance,207,0.133832,0.017346,0.533653,0.002632,14,14,0,3345,0.288085,
GA_WaitingTime_Dominance,208,0.142434,0.002155,0.540539,0.001925,6,6,0,3278,0.294863,
GA_WaitingTime_Dominance,209,0.143684,0.002512,0.538447,0.001776,9,9,0,3309,0.295944,
GA_WaitingTime_Dominance,MEAN,0.140389,0.006552,0.536013,0.003864,10,10,11,2785,0.293331,10
GA_WaitingTime_Dominance,STDDEV,0.008733,0.005955,0.004707,0.003529,,,,,0.007166,
GA_Energy_Dominance,200,0.670386,0.050474,0.087170,0.007008,81,81,8,3679,0.757244,
GA_Energy_Dominance,201,0.663752,0.053222,0.090154,0.007900,84,84,4,3401,0.754063,
GA_Energy_Dominance,202,0.660903,0.049552,0.099199,0.008122,91,91,3,5120,0.744594,
GA_Energy_Dominance,203,0.631744,0.073973,0.111011,0.006291,90,90,14,5393,0.735696,
GA_Energy_Dominance,204,0.659463,0.055431,0.094971,0.010147,86,86,0,6716,0.741093,
GA_Energy_Dominance,205,0.574173,0.079474,0.171763,0.015186,90,90,10,4127,0.654383,
GA_Energy_Dominance,206,0.639703,0.071409,0.116150,0.005822,88,88,0,5170,0.723898,
GA_Energy_Dominance,207,0.621824,0.087867,0.111264,0.008924,75,75,2,4828,0.728944,
GA_Energy_Dominance,208,0.659955,0.054674,0.095724,0.006079,104,104,5,4102,0.734511,
GA_Energy_Dominance,209,0.638501,0.077310,0.108830,0.006808,105,105,0,4478,0.728087,
GA_Energy_Dominance,MEAN,0.642040,0.065339,0.108624,0.008229,89,89,46,4701,0.730251,10
GA_Energy_Dominance,STDDEV,0.027192,0.013383,0.023019,0.002653,,,,,0.027330,
SA_WaitingTime_Dominance,200,0.111274,0.021724,0.546119,0.008665,16,16,0,2062,0.267380,
SA_WaitingTime_Dominance,201,0.114541,0.027414,0.540983,0.003509,28,28,0,1987,0.273545,
SA_WaitingTime_Dominance,202,0.106507,0.028462,0.548109,0.002841,20,20,6,1951,0.266995,
SA_WaitingTime_Dominance,203,0.109426,0.019463,0.547823,0.002238,19,19,8,2007,0.268742,
SA_WaitingTime_Dominance,204,0.116659,0.024241,0.542843,0.001654,30,30,0,2069,0.268569,
SA_WaitingTime_Dominance,205,0.113478,0.015808,0.544708,0.001626,34,34,0,2098,0.268958,
SA_WaitingTime_Dominance,206,0.107400,0.012373,0.547586,0.001313,28,28,4,1911,0.267770,
