Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
GA_WaitingTime_Dominance,200,155,0.824646,8,5.161290
GA_WaitingTime_Dominance,201,154,0.825494,7,4.545455
GA_WaitingTime_Dominance,202,159,0.809005,11,6.918239
GA_WaitingTime_Dominance,203,169,0.833297,5,2.958580
GA_WaitingTime_Dominance,204,161,0.814037,6,3.726708
GA_WaitingTime_Dominance,205,167,0.818892,8,4.790419
GA_WaitingTime_Dominance,206,141,0.788822,8,5.673759
GA_WaitingTime_Dominance,207,158,0.816234,7,4.430380
GA_WaitingTime_Dominance,208,155,0.780645,6,3.870968
GA_WaitingTime_Dominance,209,151,0.810040,9,5.960265
GA_WaitingTime_Dominance,MEAN,,,7.500000,4.803606
GA_WaitingTime_Dominance,STDDEV,,,1.627882,1.110603
GA_Energy_Dominance,200,155,0.824646,49,31.612903
GA_Energy_Dominance,201,154,0.825494,40,25.974026
GA_Energy_Dominance,202,159,0.809005,52,32.704403
GA_Energy_Dominance,203,169,0.833297,17,10.059172
GA_Energy_Dominance,204,161,0.814037,50,31.055901
GA_Energy_Dominance,205,167,0.818892,16,9.580838
GA_Energy_Dominance,206,141,0.788822,26,18.439716
GA_Energy_Dominance,207,158,0.816234,29,18.354430
GA_Energy_Dominance,208,155,0.780645,62,40.000000
GA_Energy_Dominance,209,151,0.810040,34,22.516556
GA_Energy_Dominance,MEAN,,,37.500000,24.029795
GA_Energy_Dominance,STDDEV,,,14.847559,9.542774
SA_WaitingTime_Dominance,200,155,0.824646,9,5.806452
SA_WaitingTime_Dominance,201,154,0.825494,6,3.896104
SA_WaitingTime_Dominance,202,159,0.809005,8,5.031447
SA_WaitingTime_Dominance,203,169,0.833297,8,4.733728
SA_WaitingTime_Dominance,204,161,0.814037,13,8.074534
SA_WaitingTime_Dominance,205,167,0.818892,12,7.185629
SA_WaitingTime_Dominance,206,141,0.788822,8,5.673759
SA_WaitingTime_Dominance,207,158,0.816234,18,11.392405
