Scenario,ScenarioName,Algorithm,CapWatts,WaitingTime,Energy,PeakPowerWatts,Seed
1,Balanced,GA_Energy_Dominance,17685.3,15.904000,0.051011638,13909.637,200
1,Balanced,GA_Energy_Dominance,17685.3,15.962000,0.050965725,13148.941,202
1,Balanced,GA_Energy_Dominance,17685.3,16.066000,0.050953241,14780.694,200
1,Balanced,GA_Energy_Dominance,17685.3,16.112000,0.050915206,12942.156,202
1,Balanced,GA_Energy_Dominance,17685.3,16.248000,0.050760965,13790.406,200
1,Balanced,GA_Energy_Dominance,17685.3,16.526000,0.050636628,13403.613,208
1,Balanced,GA_Energy_Dominance,17685.3,16.670000,0.050572395,13631.019,208
1,Balanced,GA_Energy_Dominance,17685.3,16.964000,0.050414461,13981.481,200
1,Balanced,GA_Energy_Dominance,17685.3,17.138000,0.050371328,13654.833,200
1,Balanced,GA_Energy_Dominance,17685.3,17.350000,0.050220915,13998.677,200
1,Balanced,GA_Energy_Dominance,17685.3,17.506000,0.050207245,13748.478,200
1,Balanced,GA_Energy_Dominance,17685.3,17.820000,0.050068025,13602.913,200
1,Balanced,GA_Energy_Dominance,17685.3,18.104000,0.050019096,13548.091,200
1,Balanced,GA_Energy_Dominance,17685.3,18.336000,0.049969307,13744.318,200
1,Balanced,GA_Energy_Dominance,17685.3,18.454000,0.049816030,12789.955,202
1,Balanced,GA_Energy_Dominance,17685.3,18.784000,0.049662421,13138.819,201
1,Balanced,GA_Energy_Dominance,17685.3,19.098000,0.049593560,12577.573,201
1,Balanced,GA_Energy_Dominance,17685.3,19.248000,0.049312387,12649.347,201
1,Balanced,GA_Energy_Dominance,17685.3,19.488000,0.049248661,12353.002,201
1,Balanced,GA_Energy_Dominance,17685.3,19.832000,0.049184750,12439.453,201
1,Balanced,GA_Energy_Dominance,17685.3,20.094000,0.049145333,12490.856,201
1,Balanced,GA_Energy_Dominance,17685.3,20.490000,0.049089396,12242.721,201
1,Balanced,GA_Energy_Dominance,17685.3,20.836000,0.048954633,12497.394,201
1,Balanced,GA_Energy_Dominance,17685.3,21.020000,0.048855565,12368.823,201
1,Balanced,GA_Energy_Dominance,17685.3,21.488000,0.048746344,12230.449,201
1,Balanced,GA_Energy_Dominance,17685.3,21.820000,0.048701256,12089.772,201
1,Balanced,GA_Energy_Dominance,17685.3,22.246000,0.048677165,12023.541,201
1,Balanced,GA_Energy_Dominance,17685.3,22.558000,0.048639306,12311.294,201
1,Balanced,GA_Energy_Dominance,17685.3,22.760000,0.048624797,12915.784,200
1,Balanced,GA_Energy_Dominance,17685.3,22.932000,0.048586113,12551.937,201
1,Balanced,GA_Energy_Dominance,17685.3,23.390000,0.048185052,11849.273,201
1,Balanced,GA_Energy_Dominance,17685.3,24.094000,0.048003504,11815.885,200
1,Balanced,GA_Energy_Dominance,17685.3,24.948000,0.047955407,11779.717,200
1,Balanced,GA_Energy_Dominance,17685.3,25.220000,0.047881883,11579.291,200
1,Balanced,GA_Energy_Dominance,17685.3,25.432000,0.047877314,12028.834,201
1,Balanced,GA_Energy_Dominance,17685.3,25.524000,0.047847846,11637.840,200
1,Balanced,GA_Energy_Dominance,17685.3,25.834000,0.047803082,11409.923,200
1,Balanced,GA_Energy_Dominance,17685.3,25.974000,0.047709253,12125.163,201
1,Balanced,GA_Energy_Dominance,17685.3,26.312000,0.047678152,12133.259,201
1,Balanced,GA_Energy_Dominance,17685.3,26.504000,0.047633293,11128.757,203
1,Balanced,GA_Energy_Dominance,17685.3,26.774000,0.047477305,11185.246,203
1,Balanced,GA_Energy_Dominance,17685.3,27.166000,0.047430337,11176.987,203
1,Balanced,GA_Energy_Dominance,17685.3,27.504000,0.047421319,11297.762,203
1,Balanced,GA_Energy_Dominance,17685.3,28.022000,0.047365353,10681.315,203
1,Balanced,GA_Energy_Dominance,17685.3,28.146000,0.047357269,11205.567,207
1,Balanced,GA_Energy_Dominance,17685.3,28.438000,0.047309069,11024.398,207
1,Balanced,GA_Energy_Dominance,17685.3,28.478000,0.047286864,10829.865,203
1,Balanced,GA_Energy_Dominance,17685.3,28.778000,0.047229943,10417.976,203
1,Balanced,GA_Energy_Dominance,17685.3,29.052000,0.047211361,10336.012,203
1,Balanced,GA_Energy_Dominance,17685.3,29.312000,0.047177939,10508.034,203
1,Balanced,GA_Energy_Dominance,17685.3,29.652000,0.047089536,10351.002,203
1,Balanced,GA_Energy_Dominance,17685.3,29.918000,0.047060601,10219.613,203
1,Balanced,GA_Energy_Dominance,17685.3,30.348000,0.047044477,10430.874,203
1,Balanced,GA_Energy_Dominance,17685.3,30.712000,0.046986486,10421.810,203
1,Balanced,GA_Energy_Dominance,17685.3,31.004000,0.046981777,10394.695,203
