CapTier,CapWatts,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
Uncapped,,AMOSA,208,0.269039,0.059286,0.359129,0.011307,17,17,0,5746,0.414911,
Uncapped,,AMOSA,209,0.281954,0.058652,0.348448,0.012031,19,19,0,4015,0.425261,
Uncapped,,AMOSA,MEAN,0.270643,0.064808,0.358560,0.006413,15,15,0,5468,0.416424,10
Uncapped,,AMOSA,STDDEV,0.011036,0.011151,0.009297,0.003087,,,,,0.008675,
Uncapped,,Universal_Pareto,ALL,0.771282,0.000000,0.000000,0.000000,147,147,147,0,0.837800,
PC90,15114.454,GA_WaitingTime_Dominance,200,0.124984,0.102736,0.468036,0.079864,7,7,0,10939,0.204544,
PC90,15114.454,GA_WaitingTime_Dominance,201,0.126512,0.014609,0.525245,0.005128,10,10,0,10571,0.205586,
PC90,15114.454,GA_WaitingTime_Dominance,202,0.148803,0.080721,0.447608,0.055745,14,14,0,10275,0.228081,
PC90,15114.454,GA_WaitingTime_Dominance,203,0.166672,0.000831,0.492746,0.001988,10,10,7,10190,0.242051,
PC90,15114.454,GA_WaitingTime_Dominance,204,0.111264,0.069497,0.475259,0.066558,17,17,0,10350,0.193350,
PC90,15114.454,GA_WaitingTime_Dominance,205,0.141558,0.067096,0.465834,0.026422,14,14,0,10468,0.219870,
PC90,15114.454,GA_WaitingTime_Dominance,206,0.168963,0.054616,0.435193,0.040546,18,18,0,11240,0.244644,
PC90,15114.454,GA_WaitingTime_Dominance,207,0.170602,0.123355,0.442994,0.020651,19,19,0,9943,0.248604,
PC90,15114.454,GA_WaitingTime_Dominance,208,0.125975,0.107836,0.460361,0.100532,16,16,0,10125,0.206301,
PC90,15114.454,GA_WaitingTime_Dominance,209,0.169206,0.037876,0.444961,0.121329,8,8,7,10132,0.245036,
PC90,15114.454,GA_WaitingTime_Dominance,MEAN,0.145454,0.065917,0.465824,0.051876,13,13,14,10423,0.223807,10
PC90,15114.454,GA_WaitingTime_Dominance,STDDEV,0.021336,0.037984,0.025702,0.038250,,,,,0.019503,
PC90,15114.454,GA_Energy_Dominance,200,0.575300,0.094351,0.187328,0.006036,58,58,13,9402,0.625548,
PC90,15114.454,GA_Energy_Dominance,201,0.472311,0.168104,0.209362,0.013561,48,48,7,9405,0.566615,
PC90,15114.454,GA_Energy_Dominance,202,0.584030,0.111468,0.179327,0.007744,63,64,9,9247,0.641798,
PC90,15114.454,GA_Energy_Dominance,203,0.521497,0.132505,0.180700,0.026647,61,61,1,9436,0.599439,
PC90,15114.454,GA_Energy_Dominance,204,0.501237,0.181931,0.201349,0.012484,43,43,0,9326,0.581667,
PC90,15114.454,GA_Energy_Dominance,205,0.482071,0.095951,0.251059,0.003241,28,28,0,9023,0.529017,
PC90,15114.454,GA_Energy_Dominance,206,0.519526,0.151110,0.192461,0.010352,54,54,1,9263,0.587575,
PC90,15114.454,GA_Energy_Dominance,207,0.531369,0.092440,0.203595,0.004774,74,74,0,9053,0.578058,
PC90,15114.454,GA_Energy_Dominance,208,0.540812,0.150975,0.182415,0.008116,64,64,0,9517,0.611812,
PC90,15114.454,GA_Energy_Dominance,209,0.547549,0.131801,0.170275,0.015612,53,53,8,9751,0.621047,
PC90,15114.454,GA_Energy_Dominance,MEAN,0.527570,0.131064,0.195787,0.010857,55,55,39,9342,0.594257,10
PC90,15114.454,GA_Energy_Dominance,STDDEV,0.034603,0.030359,0.021776,0.006462,,,,,0.031270,
PC90,15114.454,SA_WaitingTime_Dominance,200,0.290492,0.021373,0.370375,0.059936,24,24,0,6882,0.358068,
PC90,15114.454,SA_WaitingTime_Dominance,201,0.287510,0.042384,0.373481,0.004409,18,19,3,6835,0.356500,
PC90,15114.454,SA_WaitingTime_Dominance,202,0.214015,0.036672,0.419759,0.002116,11,11,8,6756,0.288544,
PC90,15114.454,SA_WaitingTime_Dominance,203,0.290016,0.038587,0.371353,0.041508,18,18,0,6916,0.357883,
PC90,15114.454,SA_WaitingTime_Dominance,204,0.289667,0.017247,0.371191,0.001358,14,14,0,6914,0.358491,
PC90,15114.454,SA_WaitingTime_Dominance,205,0.288154,0.023504,0.373067,0.071442,11,11,1,7006,0.356697,
PC90,15114.454,SA_WaitingTime_Dominance,206,0.291161,0.016217,0.370320,0.136003,6,6,0,6764,0.359299,
PC90,15114.454,SA_WaitingTime_Dominance,207,0.291485,0.021877,0.368720,0.057098,17,17,0,6971,0.359274,
PC90,15114.454,SA_WaitingTime_Dominance,208,0.289857,0.020154,0.371150,0.003865,14,14,0,6890,0.358457,
PC90,15114.454,SA_WaitingTime_Dominance,209,0.289753,0.014807,0.370988,0.002709,14,14,3,6878,0.358697,
PC90,15114.454,SA_WaitingTime_Dominance,MEAN,0.282211,0.025282,0.376040,0.038044,15,15,15,6881,0.351191,10
PC90,15114.454,SA_WaitingTime_Dominance,STDDEV,0.022761,0.009550,0.014629,0.042131,,,,,0.020901,
PC90,15114.454,SA_Energy_Dominance,200,0.512824,0.217835,0.220807,0.004224,57,57,0,6276,0.575815,
PC90,15114.454,SA_Energy_Dominance,201,0.518475,0.222814,0.219434,0.004253,40,40,0,6244,0.583929,
PC90,15114.454,SA_Energy_Dominance,202,0.530690,0.222782,0.222428,0.009589,40,41,2,6198,0.594370,
PC90,15114.454,SA_Energy_Dominance,203,0.475301,0.255791,0.224505,0.005128,45,45,0,6951,0.547210,
PC90,15114.454,SA_Energy_Dominance,204,0.512954,0.237071,0.216591,0.004091,60,61,5,6340,0.590225,
PC90,15114.454,SA_Energy_Dominance,205,0.521996,0.202173,0.212622,0.007881,62,63,0,6362,0.581730,
PC90,15114.454,SA_Energy_Dominance,206,0.472992,0.261834,0.224029,0.009545,41,42,0,6406,0.547399,
PC90,15114.454,SA_Energy_Dominance,207,0.460478,0.225060,0.222666,0.005015,34,34,0,6299,0.539705,
PC90,15114.454,SA_Energy_Dominance,208,0.501242,0.222824,0.222278,0.006664,60,62,0,6305,0.561625,
PC90,15114.454,SA_Energy_Dominance,209,0.488214,0.259653,0.221675,0.007260,37,37,0,6321,0.565887,
PC90,15114.454,SA_Energy_Dominance,MEAN,0.499517,0.232784,0.220703,0.006365,48,48,7,6370,0.568789,10
PC90,15114.454,SA_Energy_Dominance,STDDEV,0.022669,0.019059,0.003458,0.002031,,,,,0.018408,
PC90,15114.454,NSGA-II,200,0.576790,0.030835,0.193973,0.003354,57,57,0,12115,0.617951,
PC90,15114.454,NSGA-II,201,0.560023,0.038542,0.174632,0.007885,49,49,0,11870,0.602232,
PC90,15114.454,NSGA-II,202,0.510717,0.020300,0.254325,0.003502,37,37,0,11948,0.555280,
PC90,15114.454,NSGA-II,203,0.473370,0.004750,0.287494,0.004012,25,25,13,12012,0.520505,
PC90,15114.454,NSGA-II,204,0.584002,0.041338,0.172279,0.006942,50,50,0,12583,0.625406,
PC90,15114.454,NSGA-II,205,0.564981,0.021819,0.198321,0.007231,34,34,0,12269,0.606237,
PC90,15114.454,NSGA-II,206,0.597658,0.003199,0.206408,0.004400,44,44,31,12168,0.636303,
PC90,15114.454,NSGA-II,207,0.460340,0.014952,0.287186,0.002819,36,36,0,11979,0.508693,
PC90,15114.454,NSGA-II,208,0.529052,0.044772,0.215627,0.004384,39,39,0,12223,0.573070,
PC90,15114.454,NSGA-II,209,0.488370,0.024036,0.262698,0.002949,37,37,0,11738,0.534807,
PC90,15114.454,NSGA-II,MEAN,0.534530,0.024454,0.225294,0.004748,41,41,44,12090,0.578048,10
PC90,15114.454,NSGA-II,STDDEV,0.046656,0.013754,0.041806,0.001791,,,,,0.043752,
PC90,15114.454,SPEA-II,200,0.510004,0.005701,0.271485,0.003081,32,32,9,12669,0.554513,
PC90,15114.454,SPEA-II,201,0.506120,0.032195,0.250583,0.002676,47,47,0,12892,0.551149,
PC90,15114.454,SPEA-II,202,0.479242,0.008043,0.283914,0.001783,37,37,1,12253,0.525941,
PC90,15114.454,SPEA-II,203,0.497808,0.022649,0.261519,0.002314,45,45,0,12463,0.543642,
PC90,15114.454,SPEA-II,204,0.501325,0.021410,0.261723,0.002124,42,42,0,12413,0.546655,
PC90,15114.454,SPEA-II,205,0.553903,0.037726,0.201410,0.004218,45,45,0,13044,0.596534,
PC90,15114.454,SPEA-II,206,0.442915,0.012097,0.304178,0.001806,39,39,2,12390,0.492739,
PC90,15114.454,SPEA-II,207,0.457531,0.004072,0.304667,0.003479,30,30,10,12468,0.506042,
PC90,15114.454,SPEA-II,208,0.536720,0.033451,0.229339,0.002673,53,53,0,12796,0.580315,
PC90,15114.454,SPEA-II,209,0.539543,0.009560,0.230059,0.003900,43,43,9,13142,0.582232,
PC90,15114.454,SPEA-II,MEAN,0.502511,0.018690,0.259888,0.002805,41,41,31,12653,0.547976,10
PC90,15114.454,SPEA-II,STDDEV,0.033752,0.011867,0.031645,0.000807,,,,,0.031537,
PC90,15114.454,AMOSA,200,0.289293,0.129163,0.374296,0.003313,14,14,0,13038,0.349990,
PC90,15114.454,AMOSA,201,0.325175,0.082898,0.348286,0.014040,13,13,0,13033,0.382904,
PC90,15114.454,AMOSA,202,0.339591,0.098571,0.333049,0.008229,18,18,0,13008,0.396169,
PC90,15114.454,AMOSA,203,0.296392,0.121503,0.372277,0.006918,16,16,0,12986,0.356634,
PC90,15114.454,AMOSA,204,0.330725,0.101473,0.336631,0.007076,17,17,0,13147,0.388598,
PC90,15114.454,AMOSA,205,0.309698,0.085128,0.362474,0.005929,15,15,0,13104,0.368912,
PC90,15114.454,AMOSA,206,0.336803,0.069140,0.346567,0.008529,10,10,0,13123,0.393915,
PC90,15114.454,AMOSA,207,0.313425,0.105438,0.346857,0.010384,15,15,0,13091,0.372395,
PC90,15114.454,AMOSA,208,0.317932,0.070693,0.367451,0.008628,12,12,0,12924,0.376485,
PC90,15114.454,AMOSA,209,0.337072,0.071243,0.347100,0.007046,19,19,0,12953,0.394242,
PC90,15114.454,AMOSA,MEAN,0.319611,0.093525,0.353499,0.008009,15,15,0,13040,0.378024,10
PC90,15114.454,AMOSA,STDDEV,0.016589,0.020197,0.013869,0.002685,,,,,0.015300,
PC90,15114.454,Universal_Pareto,ALL,0.754355,0.000000,0.000000,0.000000,150,150,150,0,0.805551,
PC85,14274.762,GA_WaitingTime_Dominance,200,0.113823,0.111791,0.533837,0.031513,15,15,0,9983,0.237887,
PC85,14274.762,GA_WaitingTime_Dominance,201,0.105698,0.212549,0.531251,0.073174,14,14,0,9958,0.241295,
PC85,14274.762,GA_WaitingTime_Dominance,202,0.046174,0.161860,0.611801,0.042394,11,11,0,9652,0.174122,
PC85,14274.762,GA_WaitingTime_Dominance,203,0.158151,0.149169,0.484690,0.049976,20,20,0,9969,0.281285,
PC85,14274.762,GA_WaitingTime_Dominance,204,0.114284,0.091598,0.557519,0.236468,13,13,0,9961,0.240033,
PC85,14274.762,GA_WaitingTime_Dominance,205,0.107678,0.177784,0.554124,0.037455,10,10,0,9803,0.233864,
PC85,14274.762,GA_WaitingTime_Dominance,206,0.064026,0.110465,0.594110,0.025799,14,14,0,9961,0.194872,
PC85,14274.762,GA_WaitingTime_Dominance,207,0.118323,0.151435,0.534252,0.038955,9,9,0,10084,0.242887,
PC85,14274.762,GA_WaitingTime_Dominance,208,0.044952,0.159027,0.597441,0.035466,10,10,0,10040,0.179434,
PC85,14274.762,GA_WaitingTime_Dominance,209,0.123919,0.161939,0.520041,0.063426,13,13,0,9976,0.250531,
PC85,14274.762,GA_WaitingTime_Dominance,MEAN,0.099703,0.148762,0.551907,0.063463,13,13,0,9938,0.227621,10
PC85,14274.762,GA_WaitingTime_Dominance,STDDEV,0.034636,0.033868,0.037519,0.059288,,,,,0.032218,
PC85,14274.762,GA_Energy_Dominance,200,0.516158,0.087748,0.159484,0.005119,73,73,1,9140,0.595649,
PC85,14274.762,GA_Energy_Dominance,201,0.500865,0.101788,0.182769,0.006501,65,65,5,9121,0.579907,
PC85,14274.762,GA_Energy_Dominance,202,0.510973,0.094121,0.175000,0.003620,75,75,3,9131,0.594086,
PC85,14274.762,GA_Energy_Dominance,203,0.519358,0.105674,0.178553,0.004433,70,70,11,9635,0.605872,
PC85,14274.762,GA_Energy_Dominance,204,0.460198,0.131860,0.201955,0.008793,68,68,12,9266,0.583709,
PC85,14274.762,GA_Energy_Dominance,205,0.504868,0.090806,0.178210,0.004925,64,64,7,9035,0.582977,
PC85,14274.762,GA_Energy_Dominance,206,0.489988,0.085588,0.196000,0.004460,47,47,17,9094,0.566104,
PC85,14274.762,GA_Energy_Dominance,207,0.461812,0.095982,0.214731,0.006314,43,44,2,8853,0.537941,
PC85,14274.762,GA_Energy_Dominance,208,0.490875,0.060801,0.176934,0.005698,76,76,0,9162,0.566505,
PC85,14274.762,GA_Energy_Dominance,209,0.475797,0.115332,0.195758,0.013430,54,54,1,9360,0.590421,
PC85,14274.762,GA_Energy_Dominance,MEAN,0.493089,0.096970,0.185940,0.006329,64,64,59,9179,0.580317,10
PC85,14274.762,GA_Energy_Dominance,STDDEV,0.020285,0.017954,0.015192,0.002735,,,,,0.018404,
PC85,14274.762,SA_WaitingTime_Dominance,200,0.179873,0.121959,0.476639,0.007231,26,26,1,6812,0.304266,
PC85,14274.762,SA_WaitingTime_Dominance,201,0.129018,0.171706,0.529886,0.002220,15,15,0,6857,0.257362,
PC85,14274.762,SA_WaitingTime_Dominance,202,0.105418,0.150480,0.548521,0.007367,11,11,1,7143,0.237627,
PC85,14274.762,SA_WaitingTime_Dominance,203,0.125311,0.204763,0.523518,0.003025,16,16,0,6829,0.254646,
PC85,14274.762,SA_WaitingTime_Dominance,204,0.132409,0.177454,0.525929,0.008033,13,13,0,6755,0.260184,
PC85,14274.762,SA_WaitingTime_Dominance,205,0.148845,0.190655,0.523007,0.004934,20,20,0,6167,0.230622,
PC85,14274.762,SA_WaitingTime_Dominance,206,0.155092,0.221626,0.475293,0.012143,19,19,0,4956,0.287106,
PC85,14274.762,SA_WaitingTime_Dominance,207,0.214467,0.083836,0.463850,0.009806,10,10,5,6764,0.330962,
PC85,14274.762,SA_WaitingTime_Dominance,208,0.099238,0.016359,0.619415,0.003821,22,22,6,6860,0.228961,
PC85,14274.762,SA_WaitingTime_Dominance,209,0.091087,0.237539,0.560238,0.010937,11,11,0,6757,0.223120,
PC85,14274.762,SA_WaitingTime_Dominance,MEAN,0.138076,0.157638,0.524630,0.006952,16,16,13,6590,0.261486,10
PC85,14274.762,SA_WaitingTime_Dominance,STDDEV,0.036122,0.064118,0.043918,0.003226,,,,,0.033809,
PC85,14274.762,SA_Energy_Dominance,200,0.299159,0.302211,0.294369,0.008269,44,44,0,6365,0.443832,
PC85,14274.762,SA_Energy_Dominance,201,0.352414,0.250335,0.265571,0.009041,33,33,0,6373,0.498186,
PC85,14274.762,SA_Energy_Dominance,202,0.399511,0.254645,0.248690,0.007037,46,47,2,6362,0.526627,
PC85,14274.762,SA_Energy_Dominance,203,0.267525,0.279913,0.293313,0.005265,27,27,0,6494,0.439602,
PC85,14274.762,SA_Energy_Dominance,204,0.401285,0.244129,0.247628,0.005016,59,59,5,6543,0.535478,
PC85,14274.762,SA_Energy_Dominance,205,0.332538,0.317394,0.272892,0.006289,52,52,0,6242,0.483822,
PC85,14274.762,SA_Energy_Dominance,206,0.334070,0.271624,0.275397,0.006531,28,29,0,6268,0.485551,
PC85,14274.762,SA_Energy_Dominance,207,0.287277,0.329471,0.289829,0.024046,38,38,0,6343,0.448758,
PC85,14274.762,SA_Energy_Dominance,208,0.320046,0.312329,0.276570,0.005592,48,48,0,6235,0.483296,
PC85,14274.762,SA_Energy_Dominance,209,0.339698,0.290499,0.282938,0.006415,67,68,0,6327,0.450376,
PC85,14274.762,SA_Energy_Dominance,MEAN,0.333352,0.285255,0.274720,0.008350,44,45,7,6355,0.479553,10
PC85,14274.762,SA_Energy_Dominance,STDDEV,0.041472,0.028457,0.015906,0.005368,,,,,0.032296,
PC85,14274.762,NSGA-II,200,0.506813,0.022357,0.225245,0.006043,34,34,0,11795,0.575381,
PC85,14274.762,NSGA-II,201,0.478465,0.026745,0.254146,0.003805,32,32,0,11785,0.549436,
PC85,14274.762,NSGA-II,202,0.480350,0.041453,0.242146,0.005514,38,38,0,11959,0.551888,
PC85,14274.762,NSGA-II,203,0.500669,0.000251,0.262111,0.001824,37,37,35,10404,0.569041,
PC85,14274.762,NSGA-II,204,0.488005,0.027107,0.243023,0.003479,35,35,0,10394,0.558266,
PC85,14274.762,NSGA-II,205,0.490642,0.021102,0.249243,0.004006,33,33,0,11814,0.560588,
PC85,14274.762,NSGA-II,206,0.511334,0.036065,0.216540,0.005974,31,31,0,12993,0.579803,
PC85,14274.762,NSGA-II,207,0.530339,0.055783,0.153023,0.005198,48,48,0,12755,0.600451,
PC85,14274.762,NSGA-II,208,0.518878,0.032825,0.200511,0.006222,39,39,1,11810,0.586579,
PC85,14274.762,NSGA-II,209,0.506532,0.040890,0.211636,0.004386,33,33,0,11979,0.575478,
PC85,14274.762,NSGA-II,MEAN,0.501203,0.030458,0.225762,0.004645,36,36,36,11768,0.570691,10
PC85,14274.762,NSGA-II,STDDEV,0.016005,0.014138,0.030754,0.001333,,,,,0.015266,
PC85,14274.762,SPEA-II,200,0.439145,0.030031,0.294563,0.002723,40,40,1,12734,0.515690,
PC85,14274.762,SPEA-II,201,0.483648,0.053549,0.233576,0.003278,40,40,0,11249,0.555414,
PC85,14274.762,SPEA-II,202,0.527225,0.016023,0.233706,0.004151,37,37,12,9243,0.593027,
PC85,14274.762,SPEA-II,203,0.520443,0.036613,0.199711,0.003971,43,43,0,9667,0.589164,
PC85,14274.762,SPEA-II,204,0.539567,0.037380,0.165284,0.004511,49,49,12,9467,0.607148,
PC85,14274.762,SPEA-II,205,0.510795,0.036274,0.197048,0.005104,37,37,0,11977,0.579431,
PC85,14274.762,SPEA-II,206,0.452311,0.017727,0.278850,0.002879,33,33,4,12393,0.526887,
PC85,14274.762,SPEA-II,207,0.512530,0.040646,0.203071,0.008498,44,44,0,12872,0.581528,
PC85,14274.762,SPEA-II,208,0.529785,0.045823,0.174109,0.005683,45,45,0,12657,0.598648,
PC85,14274.762,SPEA-II,209,0.493581,0.013259,0.263242,0.002815,38,38,5,12161,0.563345,
PC85,14274.762,SPEA-II,MEAN,0.500903,0.032733,0.224316,0.004361,41,41,34,11442,0.571028,10
PC85,14274.762,SPEA-II,STDDEV,0.031880,0.012678,0.041718,0.001675,,,,,0.028939,
PC85,14274.762,AMOSA,200,0.275879,0.169941,0.382521,0.007777,17,17,0,9404,0.367029,
PC85,14274.762,AMOSA,201,0.275289,0.175837,0.379118,0.006604,21,21,0,9362,0.366427,
PC85,14274.762,AMOSA,202,0.274401,0.167827,0.382448,0.008910,13,13,0,12622,0.363941,
