CapTier,CapWatts,WaitingTime,Energy
Uncapped,,1.824000,0.065659795
Uncapped,,1.826000,0.065637872
Uncapped,,1.830000,0.065594003
Uncapped,,1.832000,0.065430828
Uncapped,,1.840000,0.065336658
Uncapped,,1.844000,0.065318202
Uncapped,,1.846000,0.065274900
Uncapped,,1.852000,0.065222522
Uncapped,,1.866000,0.065017408
Uncapped,,1.904000,0.064984719
Uncapped,,1.906000,0.064967042
Uncapped,,1.912000,0.064853176
Uncapped,,1.926000,0.064687265
Uncapped,,1.934000,0.064664293
Uncapped,,1.936000,0.064643240
Uncapped,,1.940000,0.064619048
Uncapped,,1.946000,0.064586035
Uncapped,,1.958000,0.064559980
Uncapped,,1.960000,0.064495531
Uncapped,,1.970000,0.064406615
Uncapped,,1.980000,0.064400930
Uncapped,,2.034000,0.063541221
Uncapped,,2.036000,0.063298881
Uncapped,,2.038000,0.063275570
Uncapped,,2.042000,0.063199902
Uncapped,,2.054000,0.063132510
Uncapped,,2.056000,0.063077953
Uncapped,,2.076000,0.063044861
Uncapped,,2.078000,0.063001000
Uncapped,,2.084000,0.062889470
Uncapped,,2.102000,0.062803873
Uncapped,,2.108000,0.062769294
Uncapped,,2.426000,0.062751894
Uncapped,,2.624000,0.061718620
Uncapped,,2.640000,0.061493175
Uncapped,,2.664000,0.061458278
Uncapped,,2.670000,0.060267876
Uncapped,,2.686000,0.060079674
Uncapped,,2.706000,0.059996935
Uncapped,,2.744000,0.059767366
Uncapped,,2.764000,0.059584644
Uncapped,,2.770000,0.059483158
Uncapped,,2.774000,0.059283191
Uncapped,,2.780000,0.059218406
Uncapped,,2.980000,0.058824093
Uncapped,,2.988000,0.058603357
Uncapped,,2.998000,0.058431642
Uncapped,,3.022000,0.058323124
Uncapped,,3.030000,0.058268171
Uncapped,,3.054000,0.058174518
Uncapped,,3.058000,0.058124628
Uncapped,,3.078000,0.058024878
Uncapped,,3.088000,0.057954078
Uncapped,,3.106000,0.057930475
Uncapped,,3.110000,0.057814425
Uncapped,,3.140000,0.057501107
Uncapped,,3.156000,0.057474901
Uncapped,,3.174000,0.057416412
Uncapped,,3.216000,0.057366469
Uncapped,,3.228000,0.057266610
Uncapped,,3.246000,0.057082279
Uncapped,,3.286000,0.057012966
Uncapped,,3.298000,0.056851836
Uncapped,,3.336000,0.056845825
Uncapped,,3.360000,0.056842226
Uncapped,,3.364000,0.056792793
Uncapped,,3.370000,0.056761862
Uncapped,,3.386000,0.056726972
Uncapped,,3.402000,0.056598287
Uncapped,,3.434000,0.056564585
Uncapped,,3.490000,0.056501495
Uncapped,,3.504000,0.056466991
Uncapped,,3.534000,0.056443552
Uncapped,,3.562000,0.056397903
Uncapped,,3.574000,0.056395567
Uncapped,,3.614000,0.056231140
Uncapped,,3.660000,0.056138697
Uncapped,,3.706000,0.056134245
Uncapped,,3.736000,0.056083835
Uncapped,,3.782000,0.056032937
Uncapped,,3.838000,0.056010817
Uncapped,,3.890000,0.055920729
