CapTier,Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
Uncapped,GA_WaitingTime_Dominance,200,137,0.801230,10,7.299270
Uncapped,GA_WaitingTime_Dominance,201,132,0.802778,8,6.060606
Uncapped,GA_WaitingTime_Dominance,202,134,0.786693,12,8.955224
Uncapped,GA_WaitingTime_Dominance,203,146,0.783729,15,10.273973
Uncapped,GA_WaitingTime_Dominance,204,129,0.778477,7,5.426357
Uncapped,GA_WaitingTime_Dominance,205,108,0.685087,8,7.407407
Uncapped,GA_WaitingTime_Dominance,206,117,0.765762,8,6.837607
Uncapped,GA_WaitingTime_Dominance,207,116,0.775889,9,7.758621
Uncapped,GA_WaitingTime_Dominance,208,131,0.759547,6,4.580153
Uncapped,GA_WaitingTime_Dominance,209,143,0.777257,9,6.293706
Uncapped,GA_WaitingTime_Dominance,MEAN,,,9.200000,7.089292
Uncapped,GA_WaitingTime_Dominance,STDDEV,,,2.481935,1.582176
Uncapped,GA_Energy_Dominance,200,137,0.801230,52,37.956204
Uncapped,GA_Energy_Dominance,201,132,0.802778,55,41.666667
Uncapped,GA_Energy_Dominance,202,134,0.786693,60,44.776119
Uncapped,GA_Energy_Dominance,203,146,0.783729,61,41.780822
Uncapped,GA_Energy_Dominance,204,129,0.778477,53,41.085271
Uncapped,GA_Energy_Dominance,205,108,0.685087,26,24.074074
Uncapped,GA_Energy_Dominance,206,117,0.765762,39,33.333333
Uncapped,GA_Energy_Dominance,207,116,0.775889,35,30.172414
Uncapped,GA_Energy_Dominance,208,131,0.759547,62,47.328244
Uncapped,GA_Energy_Dominance,209,143,0.777257,59,41.258741
Uncapped,GA_Energy_Dominance,MEAN,,,50.200000,38.343189
Uncapped,GA_Energy_Dominance,STDDEV,,,11.855800,6.757320
Uncapped,SA_WaitingTime_Dominance,200,137,0.801230,9,6.569343
Uncapped,SA_WaitingTime_Dominance,201,132,0.802778,6,4.545455
Uncapped,SA_WaitingTime_Dominance,202,134,0.786693,8,5.970149
Uncapped,SA_WaitingTime_Dominance,203,146,0.783729,8,5.479452
Uncapped,SA_WaitingTime_Dominance,204,129,0.778477,13,10.077519
Uncapped,SA_WaitingTime_Dominance,205,108,0.685087,12,11.111111
Uncapped,SA_WaitingTime_Dominance,206,117,0.765762,8,6.837607
Uncapped,SA_WaitingTime_Dominance,207,116,0.775889,18,15.517241
Uncapped,SA_WaitingTime_Dominance,208,131,0.759547,10,7.633588
Uncapped,SA_WaitingTime_Dominance,209,143,0.777257,5,3.496503
Uncapped,SA_WaitingTime_Dominance,MEAN,,,9.700000,7.723797
Uncapped,SA_WaitingTime_Dominance,STDDEV,,,3.606938,3.405322
Uncapped,SA_Energy_Dominance,200,137,0.801230,0,0.000000
Uncapped,SA_Energy_Dominance,201,132,0.802778,5,3.787879
Uncapped,SA_Energy_Dominance,202,134,0.786693,4,2.985075
Uncapped,SA_Energy_Dominance,203,146,0.783729,5,3.424658
Uncapped,SA_Energy_Dominance,204,129,0.778477,5,3.875969
Uncapped,SA_Energy_Dominance,205,108,0.685087,8,7.407407
Uncapped,SA_Energy_Dominance,206,117,0.765762,5,4.273504
Uncapped,SA_Energy_Dominance,207,116,0.775889,10,8.620690
Uncapped,SA_Energy_Dominance,208,131,0.759547,0,0.000000
Uncapped,SA_Energy_Dominance,209,143,0.777257,29,20.279720
Uncapped,SA_Energy_Dominance,MEAN,,,7.100000,5.465490
Uncapped,SA_Energy_Dominance,STDDEV,,,7.854298,5.567856
Uncapped,NSGA-II,200,137,0.801230,32,23.357664
Uncapped,NSGA-II,201,132,0.802778,42,31.818182
Uncapped,NSGA-II,202,134,0.786693,35,26.119403
Uncapped,NSGA-II,203,146,0.783729,35,23.972603
Uncapped,NSGA-II,204,129,0.778477,12,9.302326
Uncapped,NSGA-II,205,108,0.685087,45,41.666667
Uncapped,NSGA-II,206,117,0.765762,33,28.205128
Uncapped,NSGA-II,207,116,0.775889,33,28.448276
Uncapped,NSGA-II,208,131,0.759547,38,29.007634
Uncapped,NSGA-II,209,143,0.777257,35,24.475524
Uncapped,NSGA-II,MEAN,,,34.000000,26.637341
Uncapped,NSGA-II,STDDEV,,,8.330666,7.664066
Uncapped,SPEA-II,200,137,0.801230,35,25.547445
Uncapped,SPEA-II,201,132,0.802778,18,13.636364
Uncapped,SPEA-II,202,134,0.786693,20,14.925373
Uncapped,SPEA-II,203,146,0.783729,22,15.068493
Uncapped,SPEA-II,204,129,0.778477,39,30.232558
Uncapped,SPEA-II,205,108,0.685087,9,8.333333
Uncapped,SPEA-II,206,117,0.765762,27,23.076923
Uncapped,SPEA-II,207,116,0.775889,11,9.482759
Uncapped,SPEA-II,208,131,0.759547,15,11.450382
Uncapped,SPEA-II,209,143,0.777257,11,7.692308
Uncapped,SPEA-II,MEAN,,,20.700000,15.944594
Uncapped,SPEA-II,STDDEV,,,9.726767,7.364441
Uncapped,AMOSA,200,137,0.801230,0,0.000000
Uncapped,AMOSA,201,132,0.802778,0,0.000000
Uncapped,AMOSA,202,134,0.786693,0,0.000000
Uncapped,AMOSA,203,146,0.783729,0,0.000000
Uncapped,AMOSA,204,129,0.778477,0,0.000000
Uncapped,AMOSA,205,108,0.685087,0,0.000000
Uncapped,AMOSA,206,117,0.765762,0,0.000000
Uncapped,AMOSA,207,116,0.775889,0,0.000000
Uncapped,AMOSA,208,131,0.759547,0,0.000000
Uncapped,AMOSA,209,143,0.777257,0,0.000000
Uncapped,AMOSA,MEAN,,,0.000000,0.000000
Uncapped,AMOSA,STDDEV,,,0.000000,0.000000
Uncapped,Universal_Pareto,MEAN,129.300000,0.771645,,
Uncapped,Universal_Pareto,STDDEV,11.576269,0.031601,,
PC90,GA_WaitingTime_Dominance,200,145,0.781120,9,6.206897
PC90,GA_WaitingTime_Dominance,201,121,0.779452,7,5.785124
PC90,GA_WaitingTime_Dominance,202,141,0.771899,22,15.602837
PC90,GA_WaitingTime_Dominance,203,117,0.790534,8,6.837607
PC90,GA_WaitingTime_Dominance,204,136,0.783807,13,9.558824
PC90,GA_WaitingTime_Dominance,205,144,0.808271,11,7.638889
PC90,GA_WaitingTime_Dominance,206,121,0.773229,7,5.785124
PC90,GA_WaitingTime_Dominance,207,104,0.738139,11,10.576923
PC90,GA_WaitingTime_Dominance,208,130,0.720399,7,5.384615
PC90,GA_WaitingTime_Dominance,209,118,0.784766,6,5.084746
PC90,GA_WaitingTime_Dominance,MEAN,,,10.100000,7.846158
PC90,GA_WaitingTime_Dominance,STDDEV,,,4.504442,3.106187
PC90,GA_Energy_Dominance,200,145,0.781120,63,43.448276
PC90,GA_Energy_Dominance,201,121,0.779452,64,52.892562
PC90,GA_Energy_Dominance,202,141,0.771899,65,46.099291
PC90,GA_Energy_Dominance,203,117,0.790534,51,43.589744
PC90,GA_Energy_Dominance,204,136,0.783807,51,37.500000
PC90,GA_Energy_Dominance,205,144,0.808271,67,46.527778
PC90,GA_Energy_Dominance,206,121,0.773229,47,38.842975
PC90,GA_Energy_Dominance,207,104,0.738139,44,42.307692
PC90,GA_Energy_Dominance,208,130,0.720399,69,53.076923
PC90,GA_Energy_Dominance,209,118,0.784766,47,39.830508
PC90,GA_Energy_Dominance,MEAN,,,56.800000,44.411575
PC90,GA_Energy_Dominance,STDDEV,,,9.130170,5.100364
PC90,SA_WaitingTime_Dominance,200,145,0.781120,10,6.896552
PC90,SA_WaitingTime_Dominance,201,121,0.779452,5,4.132231
PC90,SA_WaitingTime_Dominance,202,141,0.771899,4,2.836879
PC90,SA_WaitingTime_Dominance,203,117,0.790534,3,2.564103
PC90,SA_WaitingTime_Dominance,204,136,0.783807,7,5.147059
PC90,SA_WaitingTime_Dominance,205,144,0.808271,2,1.388889
PC90,SA_WaitingTime_Dominance,206,121,0.773229,8,6.611570
PC90,SA_WaitingTime_Dominance,207,104,0.738139,6,5.769231
PC90,SA_WaitingTime_Dominance,208,130,0.720399,5,3.846154
PC90,SA_WaitingTime_Dominance,209,118,0.784766,7,5.932203
PC90,SA_WaitingTime_Dominance,MEAN,,,5.700000,4.512487
PC90,SA_WaitingTime_Dominance,STDDEV,,,2.282542,1.761730
PC90,SA_Energy_Dominance,200,145,0.781120,4,2.758621
PC90,SA_Energy_Dominance,201,121,0.779452,0,0.000000
PC90,SA_Energy_Dominance,202,141,0.771899,2,1.418440
PC90,SA_Energy_Dominance,203,117,0.790534,5,4.273504
PC90,SA_Energy_Dominance,204,136,0.783807,7,5.147059
PC90,SA_Energy_Dominance,205,144,0.808271,0,0.000000
PC90,SA_Energy_Dominance,206,121,0.773229,3,2.479339
PC90,SA_Energy_Dominance,207,104,0.738139,0,0.000000
PC90,SA_Energy_Dominance,208,130,0.720399,0,0.000000
PC90,SA_Energy_Dominance,209,118,0.784766,6,5.084746
PC90,SA_Energy_Dominance,MEAN,,,2.700000,2.116171
PC90,SA_Energy_Dominance,STDDEV,,,2.570992,2.039534
PC90,NSGA-II,200,145,0.781120,28,19.310345
PC90,NSGA-II,201,121,0.779452,32,26.446281
PC90,NSGA-II,202,141,0.771899,37,26.241135
PC90,NSGA-II,203,117,0.790534,39,33.333333
PC90,NSGA-II,204,136,0.783807,37,27.205882
PC90,NSGA-II,205,144,0.808271,45,31.250000
PC90,NSGA-II,206,121,0.773229,40,33.057851
PC90,NSGA-II,207,104,0.738139,7,6.730769
PC90,NSGA-II,208,130,0.720399,15,11.538462
PC90,NSGA-II,209,118,0.784766,29,24.576271
PC90,NSGA-II,MEAN,,,30.900000,23.969033
PC90,NSGA-II,STDDEV,,,11.220071,8.478411
PC90,SPEA-II,200,145,0.781120,32,22.068966
PC90,SPEA-II,201,121,0.779452,13,10.743802
PC90,SPEA-II,202,141,0.771899,15,10.638298
PC90,SPEA-II,203,117,0.790534,11,9.401709
PC90,SPEA-II,204,136,0.783807,21,15.441176
PC90,SPEA-II,205,144,0.808271,22,15.277778
PC90,SPEA-II,206,121,0.773229,18,14.876033
PC90,SPEA-II,207,104,0.738139,37,35.576923
PC90,SPEA-II,208,130,0.720399,34,26.153846
PC90,SPEA-II,209,118,0.784766,23,19.491525
PC90,SPEA-II,MEAN,,,22.600000,17.967006
PC90,SPEA-II,STDDEV,,,8.569714,7.737562
PC90,AMOSA,200,145,0.781120,0,0.000000
PC90,AMOSA,201,121,0.779452,0,0.000000
PC90,AMOSA,202,141,0.771899,0,0.000000
PC90,AMOSA,203,117,0.790534,0,0.000000
PC90,AMOSA,204,136,0.783807,0,0.000000
PC90,AMOSA,205,144,0.808271,0,0.000000
PC90,AMOSA,206,121,0.773229,0,0.000000
PC90,AMOSA,207,104,0.738139,0,0.000000
PC90,AMOSA,208,130,0.720399,0,0.000000
PC90,AMOSA,209,118,0.784766,0,0.000000
PC90,AMOSA,MEAN,,,0.000000,0.000000
PC90,AMOSA,STDDEV,,,0.000000,0.000000
PC90,Universal_Pareto,MEAN,127.700000,0.773162,,
PC90,Universal_Pareto,STDDEV,12.946428,0.024285,,
PC85,GA_WaitingTime_Dominance,200,92,0.634335,13,14.130435
PC85,GA_WaitingTime_Dominance,201,116,0.745285,6,5.172414
PC85,GA_WaitingTime_Dominance,202,106,0.659591,5,4.716981
PC85,GA_WaitingTime_Dominance,203,141,0.778979,3,2.127660
PC85,GA_WaitingTime_Dominance,204,127,0.715567,11,8.661417
PC85,GA_WaitingTime_Dominance,205,107,0.673829,8,7.476636
PC85,GA_WaitingTime_Dominance,206,145,0.659726,18,12.413793
PC85,GA_WaitingTime_Dominance,207,92,0.676501,9,9.782609
PC85,GA_WaitingTime_Dominance,208,121,0.651400,11,9.090909
PC85,GA_WaitingTime_Dominance,209,183,0.741736,5,2.732240
PC85,GA_WaitingTime_Dominance,MEAN,,,8.900000,7.630509
PC85,GA_WaitingTime_Dominance,STDDEV,,,4.276681,3.765433
PC85,GA_Energy_Dominance,200,92,0.634335,17,18.478261
PC85,GA_Energy_Dominance,201,116,0.745285,26,22.413793
PC85,GA_Energy_Dominance,202,106,0.659591,52,49.056604
PC85,GA_Energy_Dominance,203,141,0.778979,48,34.042553
PC85,GA_Energy_Dominance,204,127,0.715567,82,64.566929
PC85,GA_Energy_Dominance,205,107,0.673829,17,15.887850
PC85,GA_Energy_Dominance,206,145,0.659726,78,53.793103
PC85,GA_Energy_Dominance,207,92,0.676501,33,35.869565
PC85,GA_Energy_Dominance,208,121,0.651400,69,57.024793
PC85,GA_Energy_Dominance,209,183,0.741736,52,28.415301
PC85,GA_Energy_Dominance,MEAN,,,47.400000,37.954875
PC85,GA_Energy_Dominance,STDDEV,,,22.707708,16.323102
PC85,SA_WaitingTime_Dominance,200,92,0.634335,7,7.608696
PC85,SA_WaitingTime_Dominance,201,116,0.745285,11,9.482759
PC85,SA_WaitingTime_Dominance,202,106,0.659591,2,1.886792
PC85,SA_WaitingTime_Dominance,203,141,0.778979,5,3.546099
PC85,SA_WaitingTime_Dominance,204,127,0.715567,4,3.149606
PC85,SA_WaitingTime_Dominance,205,107,0.673829,5,4.672897
PC85,SA_WaitingTime_Dominance,206,145,0.659726,9,6.206897
PC85,SA_WaitingTime_Dominance,207,92,0.676501,8,8.695652
PC85,SA_WaitingTime_Dominance,208,121,0.651400,10,8.264463
PC85,SA_WaitingTime_Dominance,209,183,0.741736,8,4.371585
PC85,SA_WaitingTime_Dominance,MEAN,,,6.900000,5.788545
PC85,SA_WaitingTime_Dominance,STDDEV,,,2.700000,2.493698
PC85,SA_Energy_Dominance,200,92,0.634335,4,4.347826
PC85,SA_Energy_Dominance,201,116,0.745285,32,27.586207
PC85,SA_Energy_Dominance,202,106,0.659591,17,16.037736
PC85,SA_Energy_Dominance,203,141,0.778979,52,36.879433
PC85,SA_Energy_Dominance,204,127,0.715567,0,0.000000
PC85,SA_Energy_Dominance,205,107,0.673829,27,25.233645
PC85,SA_Energy_Dominance,206,145,0.659726,5,3.448276
PC85,SA_Energy_Dominance,207,92,0.676501,5,5.434783
PC85,SA_Energy_Dominance,208,121,0.651400,5,4.132231
PC85,SA_Energy_Dominance,209,183,0.741736,78,42.622951
PC85,SA_Energy_Dominance,MEAN,,,22.500000,16.572309
PC85,SA_Energy_Dominance,STDDEV,,,24.204338,14.706275
PC85,NSGA-II,200,92,0.634335,35,38.043478
PC85,NSGA-II,201,116,0.745285,3,2.586207
PC85,NSGA-II,202,106,0.659591,1,0.943396
PC85,NSGA-II,203,141,0.778979,5,3.546099
PC85,NSGA-II,204,127,0.715567,14,11.023622
PC85,NSGA-II,205,107,0.673829,22,20.560748
PC85,NSGA-II,206,145,0.659726,11,7.586207
PC85,NSGA-II,207,92,0.676501,13,14.130435
PC85,NSGA-II,208,121,0.651400,0,0.000000
PC85,NSGA-II,209,183,0.741736,19,10.382514
PC85,NSGA-II,MEAN,,,12.300000,10.880271
PC85,NSGA-II,STDDEV,,,10.383159,10.922168
PC85,SPEA-II,200,92,0.634335,16,17.391304
PC85,SPEA-II,201,116,0.745285,40,34.482759
PC85,SPEA-II,202,106,0.659591,30,28.301887
PC85,SPEA-II,203,141,0.778979,30,21.276596
PC85,SPEA-II,204,127,0.715567,16,12.598425
PC85,SPEA-II,205,107,0.673829,28,26.168224
PC85,SPEA-II,206,145,0.659726,30,20.689655
PC85,SPEA-II,207,92,0.676501,24,26.086957
PC85,SPEA-II,208,121,0.651400,26,21.487603
PC85,SPEA-II,209,183,0.741736,21,11.475410
PC85,SPEA-II,MEAN,,,26.100000,21.995882
PC85,SPEA-II,STDDEV,,,6.905795,6.726884
PC85,AMOSA,200,92,0.634335,0,0.000000
PC85,AMOSA,201,116,0.745285,0,0.000000
PC85,AMOSA,202,106,0.659591,0,0.000000
PC85,AMOSA,203,141,0.778979,0,0.000000
PC85,AMOSA,204,127,0.715567,0,0.000000
PC85,AMOSA,205,107,0.673829,0,0.000000
PC85,AMOSA,206,145,0.659726,0,0.000000
PC85,AMOSA,207,92,0.676501,0,0.000000
PC85,AMOSA,208,121,0.651400,0,0.000000
PC85,AMOSA,209,183,0.741736,0,0.000000
PC85,AMOSA,MEAN,,,0.000000,0.000000
PC85,AMOSA,STDDEV,,,0.000000,0.000000
PC85,Universal_Pareto,MEAN,123.000000,0.693695,,
PC85,Universal_Pareto,STDDEV,26.351471,0.045870,,
PC80,GA_WaitingTime_Dominance,200,140,0.785981,5,3.571429
PC80,GA_WaitingTime_Dominance,201,114,0.752707,9,7.894737
PC80,GA_WaitingTime_Dominance,202,111,0.730223,10,9.009009
PC80,GA_WaitingTime_Dominance,203,103,0.711704,10,9.708738
PC80,GA_WaitingTime_Dominance,204,150,0.765012,12,8.000000
PC80,GA_WaitingTime_Dominance,205,113,0.751803,8,7.079646
PC80,GA_WaitingTime_Dominance,206,112,0.747183,10,8.928571
PC80,GA_WaitingTime_Dominance,207,118,0.735691,9,7.627119
PC80,GA_WaitingTime_Dominance,208,113,0.757864,9,7.964602
PC80,GA_WaitingTime_Dominance,209,131,0.776756,3,2.290076
PC80,GA_WaitingTime_Dominance,MEAN,,,8.500000,7.207393
PC80,GA_WaitingTime_Dominance,STDDEV,,,2.500000,2.274462
PC80,GA_Energy_Dominance,200,140,0.785981,96,68.571429
PC80,GA_Energy_Dominance,201,114,0.752707,64,56.140351
PC80,GA_Energy_Dominance,202,111,0.730223,63,56.756757
PC80,GA_Energy_Dominance,203,103,0.711704,57,55.339806
PC80,GA_Energy_Dominance,204,150,0.765012,69,46.000000
PC80,GA_Energy_Dominance,205,113,0.751803,54,47.787611
PC80,GA_Energy_Dominance,206,112,0.747183,23,20.535714
PC80,GA_Energy_Dominance,207,118,0.735691,39,33.050847
PC80,GA_Energy_Dominance,208,113,0.757864,81,71.681416
PC80,GA_Energy_Dominance,209,131,0.776756,30,22.900763
PC80,GA_Energy_Dominance,MEAN,,,57.600000,47.876469
PC80,GA_Energy_Dominance,STDDEV,,,21.308214,16.710596
PC80,SA_WaitingTime_Dominance,200,140,0.785981,4,2.857143
PC80,SA_WaitingTime_Dominance,201,114,0.752707,2,1.754386
PC80,SA_WaitingTime_Dominance,202,111,0.730223,4,3.603604
PC80,SA_WaitingTime_Dominance,203,103,0.711704,8,7.766990
PC80,SA_WaitingTime_Dominance,204,150,0.765012,6,4.000000
PC80,SA_WaitingTime_Dominance,205,113,0.751803,2,1.769912
PC80,SA_WaitingTime_Dominance,206,112,0.747183,0,0.000000
PC80,SA_WaitingTime_Dominance,207,118,0.735691,0,0.000000
PC80,SA_WaitingTime_Dominance,208,113,0.757864,0,0.000000
PC80,SA_WaitingTime_Dominance,209,131,0.776756,6,4.580153
PC80,SA_WaitingTime_Dominance,MEAN,,,3.200000,2.633219
PC80,SA_WaitingTime_Dominance,STDDEV,,,2.712932,2.352131
PC80,SA_Energy_Dominance,200,140,0.785981,5,3.571429
PC80,SA_Energy_Dominance,201,114,0.752707,0,0.000000
PC80,SA_Energy_Dominance,202,111,0.730223,11,9.909910
PC80,SA_Energy_Dominance,203,103,0.711704,14,13.592233
PC80,SA_Energy_Dominance,204,150,0.765012,20,13.333333
PC80,SA_Energy_Dominance,205,113,0.751803,4,3.539823
PC80,SA_Energy_Dominance,206,112,0.747183,54,48.214286
PC80,SA_Energy_Dominance,207,118,0.735691,22,18.644068
PC80,SA_Energy_Dominance,208,113,0.757864,0,0.000000
PC80,SA_Energy_Dominance,209,131,0.776756,41,31.297710
PC80,SA_Energy_Dominance,MEAN,,,17.100000,14.210279
PC80,SA_Energy_Dominance,STDDEV,,,17.073078,14.554942
PC80,NSGA-II,200,140,0.785981,14,10.000000
PC80,NSGA-II,201,114,0.752707,30,26.315789
PC80,NSGA-II,202,111,0.730223,0,0.000000
PC80,NSGA-II,203,103,0.711704,0,0.000000
PC80,NSGA-II,204,150,0.765012,24,16.000000
PC80,NSGA-II,205,113,0.751803,23,20.353982
PC80,NSGA-II,206,112,0.747183,19,16.964286
PC80,NSGA-II,207,118,0.735691,21,17.796610
PC80,NSGA-II,208,113,0.757864,0,0.000000
PC80,NSGA-II,209,131,0.776756,32,24.427481
PC80,NSGA-II,MEAN,,,16.300000,13.185815
PC80,NSGA-II,STDDEV,,,11.705127,9.619545
PC80,SPEA-II,200,140,0.785981,17,12.142857
PC80,SPEA-II,201,114,0.752707,9,7.894737
PC80,SPEA-II,202,111,0.730223,28,25.225225
PC80,SPEA-II,203,103,0.711704,20,19.417476
PC80,SPEA-II,204,150,0.765012,19,12.666667
PC80,SPEA-II,205,113,0.751803,22,19.469027
PC80,SPEA-II,206,112,0.747183,9,8.035714
PC80,SPEA-II,207,118,0.735691,28,23.728814
PC80,SPEA-II,208,113,0.757864,23,20.353982
PC80,SPEA-II,209,131,0.776756,19,14.503817
PC80,SPEA-II,MEAN,,,19.400000,16.343832
PC80,SPEA-II,STDDEV,,,6.248200,5.862422
PC80,AMOSA,200,140,0.785981,0,0.000000
PC80,AMOSA,201,114,0.752707,0,0.000000
PC80,AMOSA,202,111,0.730223,0,0.000000
PC80,AMOSA,203,103,0.711704,0,0.000000
PC80,AMOSA,204,150,0.765012,0,0.000000
PC80,AMOSA,205,113,0.751803,0,0.000000
PC80,AMOSA,206,112,0.747183,0,0.000000
PC80,AMOSA,207,118,0.735691,0,0.000000
PC80,AMOSA,208,113,0.757864,0,0.000000
PC80,AMOSA,209,131,0.776756,0,0.000000
PC80,AMOSA,MEAN,,,0.000000,0.000000
PC80,AMOSA,STDDEV,,,0.000000,0.000000
PC80,Universal_Pareto,MEAN,120.500000,0.751493,,
PC80,Universal_Pareto,STDDEV,14.108508,0.020872,,
PC75,GA_WaitingTime_Dominance,200,129,0.758796,0,0.000000
PC75,GA_WaitingTime_Dominance,201,128,0.741938,4,3.125000
PC75,GA_WaitingTime_Dominance,202,113,0.744231,0,0.000000
PC75,GA_WaitingTime_Dominance,203,126,0.741025,0,0.000000
PC75,GA_WaitingTime_Dominance,204,122,0.730624,0,0.000000
PC75,GA_WaitingTime_Dominance,205,102,0.706964,0,0.000000
PC75,GA_WaitingTime_Dominance,206,108,0.765845,0,0.000000
PC75,GA_WaitingTime_Dominance,207,138,0.718877,6,4.347826
PC75,GA_WaitingTime_Dominance,208,134,0.758797,1,0.746269
PC75,GA_WaitingTime_Dominance,209,84,0.702108,0,0.000000
PC75,GA_WaitingTime_Dominance,MEAN,,,1.100000,0.821909
PC75,GA_WaitingTime_Dominance,STDDEV,,,2.022375,1.499026
PC75,GA_Energy_Dominance,200,129,0.758796,29,22.480620
PC75,GA_Energy_Dominance,201,128,0.741938,73,57.031250
PC75,GA_Energy_Dominance,202,113,0.744231,67,59.292035
PC75,GA_Energy_Dominance,203,126,0.741025,70,55.555556
PC75,GA_Energy_Dominance,204,122,0.730624,54,44.262295
PC75,GA_Energy_Dominance,205,102,0.706964,33,32.352941
PC75,GA_Energy_Dominance,206,108,0.765845,47,43.518519
PC75,GA_Energy_Dominance,207,138,0.718877,51,36.956522
PC75,GA_Energy_Dominance,208,134,0.758797,75,55.970149
PC75,GA_Energy_Dominance,209,84,0.702108,14,16.666667
PC75,GA_Energy_Dominance,MEAN,,,51.300000,42.408655
PC75,GA_Energy_Dominance,STDDEV,,,19.692892,14.321003
PC75,SA_WaitingTime_Dominance,200,129,0.758796,22,17.054264
PC75,SA_WaitingTime_Dominance,201,128,0.741938,9,7.031250
PC75,SA_WaitingTime_Dominance,202,113,0.744231,9,7.964602
PC75,SA_WaitingTime_Dominance,203,126,0.741025,16,12.698413
PC75,SA_WaitingTime_Dominance,204,122,0.730624,13,10.655738
PC75,SA_WaitingTime_Dominance,205,102,0.706964,33,32.352941
PC75,SA_WaitingTime_Dominance,206,108,0.765845,13,12.037037
