Algorithm,Makespan,Energy
GA_Makespan_Dominance,29.166667,0.086849941
GA_Makespan_Dominance,29.285714,0.084310150
GA_Makespan_Dominance,30.166667,0.084248496
GA_Energy_Dominance,28.000000,0.080318658
GA_Energy_Dominance,40.150000,0.080276305
GA_Energy_Dominance,42.150000,0.080131438
GA_Energy_Dominance,47.500000,0.079728465
GA_Energy_Dominance,48.100000,0.079598825
GA_Energy_Dominance,51.250000,0.079449261
GA_Energy_Dominance,51.500000,0.079329752
GA_Energy_Dominance,56.150000,0.079169084
GA_Energy_Dominance,60.500000,0.079166063
GA_Energy_Dominance,63.150000,0.078890288
GA_Energy_Dominance,67.500000,0.078880236
GA_Energy_Dominance,68.250000,0.078554161
GA_Energy_Dominance,70.500000,0.078445916
GA_Energy_Dominance,76.050000,0.078377488
GA_Energy_Dominance,76.150000,0.078222526
GA_Energy_Dominance,76.500000,0.078151280
GA_Energy_Dominance,77.500000,0.077881608
GA_Energy_Dominance,78.150000,0.077817269
GA_Energy_Dominance,80.100000,0.076303073
GA_Energy_Dominance,84.150000,0.076177646
GA_Energy_Dominance,86.100000,0.075498297
GA_Energy_Dominance,87.500000,0.075338787
GA_Energy_Dominance,88.150000,0.075056250
GA_Energy_Dominance,90.000000,0.074475973
GA_Energy_Dominance,91.000000,0.074468014
GA_Energy_Dominance,91.500000,0.074275004
GA_Energy_Dominance,94.000000,0.072989412
GA_Energy_Dominance,97.100000,0.072939568
GA_Energy_Dominance,100.250000,0.072934711
GA_Energy_Dominance,101.100000,0.072905007
GA_Energy_Dominance,102.250000,0.072896269
GA_Energy_Dominance,103.250000,0.072893717
GA_Energy_Dominance,104.100000,0.072782112
GA_Energy_Dominance,107.000000,0.072615969
GA_Energy_Dominance,108.200000,0.072548127
GA_Energy_Dominance,109.000000,0.072138103
GA_Energy_Dominance,110.000000,0.071614999
GA_Energy_Dominance,111.400000,0.071473039
GA_Energy_Dominance,112.600000,0.071247632
GA_Energy_Dominance,114.000000,0.071204068
GA_Energy_Dominance,114.500000,0.071166560
GA_Energy_Dominance,115.000000,0.071063403
GA_Energy_Dominance,115.500000,0.070897402
GA_Energy_Dominance,116.000000,0.070883078
GA_Energy_Dominance,116.150000,0.070745520
GA_Energy_Dominance,117.000000,0.070617043
GA_Energy_Dominance,117.600000,0.070590644
GA_Energy_Dominance,118.600000,0.070111708
GA_Energy_Dominance,123.500000,0.069986114
GA_Energy_Dominance,124.000000,0.069964355
GA_Energy_Dominance,124.600000,0.069908011
GA_Energy_Dominance,137.250000,0.069469391
GA_Energy_Dominance,143.150000,0.069468263
GA_Energy_Dominance,143.500000,0.069416800
GA_Energy_Dominance,172.600000,0.069411622
GA_Energy_Dominance,174.600000,0.069397592
GA_Energy_Dominance,186.000000,0.069192089
GA_Energy_Dominance,189.000000,0.069076652
GA_Energy_Dominance,190.000000,0.069032467
GA_Energy_Dominance,236.600000,0.068855169
GA_Energy_Dominance,237.000000,0.068326409
GA_Energy_Dominance,240.600000,0.068253012
GA_Energy_Dominance,241.000000,0.068156238
GA_Energy_Dominance,242.000000,0.068125147
GA_Energy_Dominance,242.200000,0.067984278
GA_Energy_Dominance,242.400000,0.067963157
GA_Energy_Dominance,245.600000,0.067896797
GA_Energy_Dominance,270.600000,0.067804874
GA_Energy_Dominance,272.600000,0.067781288
GA_Energy_Dominance,275.400000,0.067755601
SA_Makespan_Dominance,29.285714,0.077137075
SA_Makespan_Dominance,30.200000,0.077121896
SA_Makespan_Dominance,30.400000,0.077106453
SA_Makespan_Dominance,31.200000,0.076946093
SA_Makespan_Dominance,32.200000,0.076064914
SA_Makespan_Dominance,32.400000,0.076059123
SA_Makespan_Dominance,32.600000,0.076034292
SA_Makespan_Dominance,37.200000,0.073636072
SA_Makespan_Dominance,40.000000,0.073539226
SA_Makespan_Dominance,50.000000,0.073360057
SA_Makespan_Dominance,50.400000,0.073329435
SA_Makespan_Dominance,51.200000,0.072679548
SA_Makespan_Dominance,51.400000,0.072658848
SA_Makespan_Dominance,59.200000,0.072277009
SA_Makespan_Dominance,59.600000,0.072256308
SA_Makespan_Dominance,60.600000,0.072246387
SA_Energy_Dominance,28.000000,0.080193694
SA_Energy_Dominance,53.500000,0.079218184
SA_Energy_Dominance,55.100000,0.078698531
SA_Energy_Dominance,62.000000,0.078464944
SA_Energy_Dominance,62.150000,0.078449765
SA_Energy_Dominance,63.050000,0.073209299
SA_Energy_Dominance,65.500000,0.073074743
SA_Energy_Dominance,66.150000,0.070528367
SA_Energy_Dominance,66.500000,0.070352798
SA_Energy_Dominance,72.500000,0.070234242
SA_Energy_Dominance,73.000000,0.070097733
SA_Energy_Dominance,78.500000,0.069304580
SA_Energy_Dominance,79.000000,0.069223282
SA_Energy_Dominance,79.050000,0.069136025
SA_Energy_Dominance,85.500000,0.069028505
SA_Energy_Dominance,92.500000,0.068888630
SA_Energy_Dominance,105.500000,0.068730181
SA_Energy_Dominance,106.000000,0.068405380
SA_Energy_Dominance,106.200000,0.067925952
SA_Energy_Dominance,106.400000,0.067925952
NSGA-II,28.000000,0.080318658
NSGA-II,41.333333,0.080282401
NSGA-II,43.150000,0.080229815
NSGA-II,44.150000,0.080088293
NSGA-II,45.150000,0.080052501
NSGA-II,46.500000,0.079968475
NSGA-II,47.000000,0.079722134
NSGA-II,47.500000,0.079146849
NSGA-II,48.150000,0.079115510
NSGA-II,50.000000,0.079014052
NSGA-II,51.150000,0.078929488
NSGA-II,51.500000,0.078851197
NSGA-II,52.100000,0.078828570
NSGA-II,52.250000,0.078788614
NSGA-II,62.250000,0.078604254
NSGA-II,64.100000,0.078323069
NSGA-II,66.500000,0.077876538
NSGA-II,68.150000,0.077469022
NSGA-II,77.400000,0.077373012
NSGA-II,80.000000,0.076735387
NSGA-II,88.150000,0.076573520
NSGA-II,94.500000,0.075879347
NSGA-II,100.500000,0.075411678
NSGA-II,122.500000,0.075408299
NSGA-II,122.600000,0.075377838
NSGA-II,123.200000,0.075293080
NSGA-II,123.500000,0.075230457
NSGA-II,134.000000,0.075070042
NSGA-II,134.500000,0.075012648
NSGA-II,142.250000,0.074665255
NSGA-II,148.400000,0.074586678
NSGA-II,151.200000,0.074273029
NSGA-II,153.400000,0.073954924
NSGA-II,235.000000,0.073783823
NSGA-II,262.400000,0.073429493
NSGA-II,284.400000,0.073408141
NSGA-II,312.600000,0.073267811
NSGA-II,316.400000,0.073241570
NSGA-II,341.400000,0.072753945
NSGA-II,358.000000,0.072595665
NSGA-II,365.000000,0.072412311
SPEA-II,28.000000,0.080318658
SPEA-II,28.400000,0.080244831
SPEA-II,34.050000,0.080235395
SPEA-II,34.500000,0.080180184
SPEA-II,36.150000,0.079994945
SPEA-II,37.250000,0.079972604
SPEA-II,38.150000,0.079910552
