Algorithm,Makespan,Energy
SPEA-II,44.100000,0.079812598
SPEA-II,44.150000,0.079385336
SPEA-II,48.000000,0.079368746
SPEA-II,48.150000,0.079323277
SPEA-II,48.500000,0.078621194
SPEA-II,49.250000,0.078535696
SPEA-II,51.150000,0.078535359
SPEA-II,52.500000,0.078453882
SPEA-II,55.000000,0.078383676
SPEA-II,57.100000,0.078381707
SPEA-II,61.500000,0.078375523
SPEA-II,62.100000,0.078373925
SPEA-II,62.150000,0.078195882
SPEA-II,62.500000,0.078111615
SPEA-II,66.500000,0.078101702
SPEA-II,67.150000,0.078068815
SPEA-II,67.500000,0.077716690
SPEA-II,68.150000,0.077651255
SPEA-II,69.500000,0.077432495
SPEA-II,73.400000,0.077321503
SPEA-II,80.000000,0.076458281
SPEA-II,88.000000,0.076307787
SPEA-II,98.000000,0.076063145
SPEA-II,99.600000,0.076032443
SPEA-II,100.200000,0.076018656
SPEA-II,101.200000,0.075858627
SPEA-II,104.400000,0.075815913
SPEA-II,117.500000,0.075689613
SPEA-II,150.200000,0.075298702
SPEA-II,151.600000,0.075189032
SPEA-II,152.200000,0.074980752
SPEA-II,157.200000,0.074737276
SPEA-II,229.600000,0.074309477
SPEA-II,230.000000,0.073653432
SPEA-II,231.000000,0.073511945
AMOSA,27.600000,0.080410806
AMOSA,28.000000,0.080318658
AMOSA,28.050000,0.080304526
AMOSA,28.066667,0.080272930
AMOSA,28.150000,0.080239352
AMOSA,28.200000,0.080175554
AMOSA,28.600000,0.080133601
AMOSA,31.200000,0.080097145
AMOSA,48.000000,0.080048017
AMOSA,108.000000,0.079681011
AMOSA,110.000000,0.079597441
