Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_WaitingTime,200,0.049662,0.000000,0.600894,0.000000,1,1,1,2576
GA_WaitingTime,201,0.000000,0.028129,0.627835,0.000000,1,1,0,2183
GA_WaitingTime,202,0.000000,0.044682,0.646175,0.000000,1,1,0,2151
GA_WaitingTime,203,0.000000,0.062901,0.659546,0.000000,1,1,0,2172
GA_WaitingTime,204,0.041839,0.000000,0.610940,0.000000,1,1,1,2163
GA_WaitingTime,205,0.000000,0.057239,0.654888,0.000000,1,1,0,2178
GA_WaitingTime,206,0.000000,0.101523,0.670456,0.000000,1,1,0,2173
GA_WaitingTime,207,0.035025,0.016276,0.604083,0.000000,1,1,0,2167
GA_WaitingTime,208,0.000000,0.000000,0.636956,0.000000,1,1,1,2168
GA_WaitingTime,209,0.000000,0.053863,0.652525,0.000000,1,1,0,2153
GA_WaitingTime,MEAN,0.012653,0.036461,0.636430,0.000000,1,1,3,2208
GA_WaitingTime,STDDEV,0.019603,0.031936,0.023281,0.000000,,,,
GA_Energy,200,0.021172,0.041095,0.730940,0.000000,1,1,0,2190
GA_Energy,201,0.083564,0.074396,0.687441,0.000000,1,1,0,2189
GA_Energy,202,0.021151,0.042010,0.730437,0.000000,1,1,0,2196
GA_Energy,203,0.030791,0.031692,0.729161,0.000000,1,1,0,2282
GA_Energy,204,0.000000,0.126327,0.787518,0.000000,1,1,0,2384
GA_Energy,205,0.013794,0.037655,0.739697,0.000000,1,1,0,2260
GA_Energy,206,0.000000,0.067802,0.765945,0.000000,1,1,0,2226
GA_Energy,207,0.000000,0.119479,0.788060,0.000000,1,1,0,2262
GA_Energy,208,0.062862,0.061838,0.697626,0.000000,1,1,0,2196
GA_Energy,209,0.080816,0.076889,0.669997,0.000000,1,1,0,2217
GA_Energy,MEAN,0.031415,0.067918,0.732682,0.000000,1,1,0,2240
GA_Energy,STDDEV,0.031034,0.031382,0.038020,0.000000,,,,
SA_WaitingTime,200,0.000000,0.342025,0.678004,0.000000,1,1,0,986
SA_WaitingTime,201,0.000000,0.368739,0.679167,0.000000,1,1,0,978
SA_WaitingTime,202,0.000000,0.268417,0.645530,0.000000,1,1,0,985
SA_WaitingTime,203,0.000000,0.330204,0.727055,0.000000,1,1,0,976
SA_WaitingTime,204,0.000000,0.341255,0.673824,0.000000,1,1,0,984
SA_WaitingTime,205,0.000000,0.374398,0.692650,0.000000,1,1,0,995
SA_WaitingTime,206,0.000000,0.352046,0.678706,0.000000,1,1,0,999
SA_WaitingTime,207,0.000000,0.292785,0.648879,0.000000,1,1,0,1001
SA_WaitingTime,208,0.000000,0.335049,0.667559,0.000000,1,1,0,991
SA_WaitingTime,209,0.000000,0.353418,0.674548,0.000000,1,1,0,1003
SA_WaitingTime,MEAN,0.000000,0.335834,0.676592,0.000000,1,1,0,989
SA_WaitingTime,STDDEV,0.000000,0.031049,0.021549,0.000000,,,,
SA_Energy,200,0.000000,0.000000,0.784880,0.000000,1,1,1,1013
SA_Energy,201,0.153629,0.000000,0.676499,0.000000,1,1,1,1023
SA_Energy,202,0.030526,0.000000,0.748132,0.000000,1,1,1,1046
SA_Energy,203,0.000000,0.194800,0.839146,0.000000,1,1,0,1040
SA_Energy,204,0.147126,0.000000,0.622767,0.000000,1,1,1,1027
SA_Energy,205,0.007778,0.023415,0.762212,0.000000,1,1,0,1034
SA_Energy,206,0.000000,0.054549,0.758543,0.000000,1,1,0,1032
SA_Energy,207,0.087517,0.062103,0.705282,0.000000,1,1,0,1025
SA_Energy,208,0.000000,0.096708,0.784229,0.000000,1,1,0,1022
SA_Energy,209,0.123515,0.031089,0.623272,0.000000,1,1,0,1058
SA_Energy,MEAN,0.055009,0.046266,0.730496,0.000000,1,1,4,1032
SA_Energy,STDDEV,0.062366,0.058516,0.068123,0.000000,,,,
NSGA-II,200,0.259795,0.120705,0.210600,0.010253,30,30,0,2827
NSGA-II,201,0.324820,0.083030,0.159365,0.059648,16,16,0,2832
NSGA-II,202,0.274634,0.060683,0.161937,0.026459,21,21,0,2849
NSGA-II,203,0.260910,0.097626,0.186152,0.030198,18,18,0,2831
NSGA-II,204,0.343333,0.072105,0.150293,0.024371,13,13,0,2808
NSGA-II,205,0.270041,0.087239,0.179155,0.024738,21,21,0,2836
NSGA-II,206,0.245276,0.093930,0.195816,0.017108,23,23,0,2825
NSGA-II,207,0.271425,0.083169,0.171913,0.020436,21,21,0,2840
NSGA-II,208,0.268170,0.067344,0.174069,0.015496,23,23,0,2855
NSGA-II,209,0.287222,0.071734,0.172312,0.019704,17,17,0,2863
NSGA-II,MEAN,0.280562,0.083757,0.176161,0.024841,20,20,0,2836
NSGA-II,STDDEV,0.028963,0.016602,0.016947,0.012841,,,,
SPEA-II,200,0.307709,0.010298,0.166501,0.023731,14,14,8,3536
SPEA-II,201,0.273625,0.070251,0.169818,0.021569,21,21,0,3526
SPEA-II,202,0.300547,0.028529,0.158217,0.019939,18,18,3,3546
SPEA-II,203,0.286855,0.050221,0.150462,0.022124,22,22,0,3585
SPEA-II,204,0.292697,0.039567,0.143608,0.033455,19,19,3,3564
SPEA-II,205,0.298411,0.053144,0.149242,0.029121,26,26,0,3560
SPEA-II,206,0.274215,0.060824,0.167131,0.020452,19,19,0,3517
SPEA-II,207,0.294155,0.058346,0.146405,0.022241,27,27,0,3547
SPEA-II,208,0.324283,0.052360,0.142935,0.014161,30,30,5,3568
SPEA-II,209,0.313096,0.055637,0.168737,0.031051,21,21,0,3555
SPEA-II,MEAN,0.296559,0.047918,0.156306,0.023784,22,22,19,3550
