CapTier,CapWatts,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
Uncapped,,GA_WaitingTime_Dominance,200,0.257384,0.034498,0.376033,0.003731,25,25,4,3311,0.417773,
Uncapped,,GA_WaitingTime_Dominance,201,0.248180,0.034597,0.384355,0.002930,25,25,0,3371,0.410474,
Uncapped,,GA_WaitingTime_Dominance,202,0.252262,0.026128,0.381407,0.003593,22,22,0,3252,0.412942,
Uncapped,,GA_WaitingTime_Dominance,203,0.246361,0.027147,0.388471,0.003057,11,11,0,3336,0.408508,
Uncapped,,GA_WaitingTime_Dominance,204,0.253838,0.005460,0.398431,0.004052,9,9,0,3323,0.414314,
Uncapped,,GA_WaitingTime_Dominance,205,0.254691,0.028988,0.377810,0.001999,34,34,0,3400,0.414982,
Uncapped,,GA_WaitingTime_Dominance,206,0.250031,0.027768,0.382548,0.002678,25,25,0,3284,0.411901,
Uncapped,,GA_WaitingTime_Dominance,207,0.272292,0.000000,0.384046,0.007758,7,7,7,3193,0.428818,
Uncapped,,GA_WaitingTime_Dominance,208,0.257378,0.028149,0.377540,0.003049,22,22,5,3147,0.417522,
Uncapped,,GA_WaitingTime_Dominance,209,0.242497,0.027038,0.387893,0.002175,19,19,0,3285,0.405876,
Uncapped,,GA_WaitingTime_Dominance,MEAN,0.253491,0.023977,0.383854,0.003502,20,20,16,3290,0.414311,10
Uncapped,,GA_WaitingTime_Dominance,STDDEV,0.007738,0.011055,0.006290,0.001546,,,,,0.006003,
Uncapped,,GA_Energy_Dominance,200,0.582765,0.097909,0.175118,0.011842,46,46,2,3733,0.667011,
Uncapped,,GA_Energy_Dominance,201,0.543162,0.144445,0.190244,0.007628,62,62,0,4098,0.639313,
Uncapped,,GA_Energy_Dominance,202,0.587470,0.098771,0.172279,0.018362,47,47,11,3902,0.673273,
Uncapped,,GA_Energy_Dominance,203,0.482257,0.184698,0.218470,0.018750,51,51,0,4108,0.597123,
Uncapped,,GA_Energy_Dominance,204,0.564083,0.144389,0.185507,0.013941,53,54,0,4077,0.655806,
Uncapped,,GA_Energy_Dominance,205,0.508098,0.104475,0.217650,0.004282,62,62,0,3392,0.595919,
Uncapped,,GA_Energy_Dominance,206,0.545210,0.119833,0.187552,0.005411,79,79,9,4207,0.647705,
Uncapped,,GA_Energy_Dominance,207,0.597610,0.100104,0.170358,0.008643,62,62,5,3812,0.677450,
Uncapped,,GA_Energy_Dominance,208,0.558242,0.103484,0.192925,0.005648,47,47,2,3474,0.642996,
Uncapped,,GA_Energy_Dominance,209,0.553928,0.129111,0.195491,0.023617,48,48,0,3845,0.637271,
Uncapped,,GA_Energy_Dominance,MEAN,0.552283,0.122722,0.190559,0.011812,56,56,29,3864,0.643387,10
Uncapped,,GA_Energy_Dominance,STDDEV,0.033747,0.026899,0.015995,0.006310,,,,,0.026892,
Uncapped,,SA_WaitingTime_Dominance,200,0.263742,0.054252,0.373629,0.004313,16,16,0,2062,0.397615,
Uncapped,,SA_WaitingTime_Dominance,201,0.251297,0.053833,0.375602,0.002484,21,21,0,2021,0.401292,
Uncapped,,SA_WaitingTime_Dominance,202,0.242469,0.037436,0.379021,0.001167,14,14,0,2040,0.400932,
Uncapped,,SA_WaitingTime_Dominance,203,0.279134,0.037948,0.367362,0.004854,10,10,0,1989,0.398194,
Uncapped,,SA_WaitingTime_Dominance,204,0.234324,0.009323,0.382502,0.003520,12,12,10,2115,0.403954,
Uncapped,,SA_WaitingTime_Dominance,205,0.333812,0.076084,0.348931,0.004308,28,29,0,2156,0.395693,
Uncapped,,SA_WaitingTime_Dominance,206,0.231070,0.030773,0.383428,0.020090,8,8,0,2033,0.401307,
Uncapped,,SA_WaitingTime_Dominance,207,0.290640,0.046786,0.362359,0.001574,15,15,0,2069,0.400553,
Uncapped,,SA_WaitingTime_Dominance,208,0.259137,0.045207,0.373538,0.006134,13,13,0,2127,0.399741,
Uncapped,,SA_WaitingTime_Dominance,209,0.264442,0.045851,0.369213,0.004354,14,14,0,2082,0.405013,
Uncapped,,SA_WaitingTime_Dominance,MEAN,0.265007,0.043749,0.371558,0.005280,15,15,10,2069,0.400429,10
Uncapped,,SA_WaitingTime_Dominance,STDDEV,0.029011,0.016433,0.009801,0.005143,,,,,0.002665,
Uncapped,,SA_Energy_Dominance,200,0.538967,0.201600,0.214326,0.002537,54,54,4,2149,0.630442,
Uncapped,,SA_Energy_Dominance,201,0.520855,0.170471,0.208879,0.003379,35,35,0,2145,0.617399,
Uncapped,,SA_Energy_Dominance,202,0.541281,0.196356,0.209106,0.003991,78,80,4,2179,0.631172,
Uncapped,,SA_Energy_Dominance,203,0.521743,0.196186,0.211616,0.007068,37,37,3,2158,0.617095,
Uncapped,,SA_Energy_Dominance,204,0.514808,0.232810,0.225842,0.002718,43,44,0,2097,0.606545,
Uncapped,,SA_Energy_Dominance,205,0.508017,0.166656,0.219190,0.007793,37,37,0,2097,0.605033,
Uncapped,,SA_Energy_Dominance,206,0.513227,0.213227,0.224430,0.004872,43,43,0,2125,0.607693,
Uncapped,,SA_Energy_Dominance,207,0.510989,0.196634,0.225861,0.009487,51,51,0,2131,0.603562,
Uncapped,,SA_Energy_Dominance,208,0.534161,0.183312,0.208496,0.004285,67,67,0,2192,0.624821,
Uncapped,,SA_Energy_Dominance,209,0.559444,0.170485,0.220561,0.004711,45,45,4,2142,0.642524,
Uncapped,,SA_Energy_Dominance,MEAN,0.526349,0.192774,0.216831,0.005084,49,49,15,2141,0.618629,10
Uncapped,,SA_Energy_Dominance,STDDEV,0.015707,0.019760,0.006825,0.002183,,,,,0.012600,
Uncapped,,NSGA-II,200,0.499062,0.023724,0.218503,0.003877,46,46,0,6048,0.599228,
Uncapped,,NSGA-II,201,0.556628,0.023189,0.172942,0.002164,48,48,0,6147,0.644324,
Uncapped,,NSGA-II,202,0.522700,0.040361,0.198911,0.004999,48,48,0,6083,0.617169,
Uncapped,,NSGA-II,203,0.511396,0.023598,0.205394,0.004023,44,44,0,5751,0.609056,
Uncapped,,NSGA-II,204,0.558283,0.017543,0.171168,0.004580,52,52,3,6004,0.644872,
Uncapped,,NSGA-II,205,0.580600,0.009672,0.168678,0.002832,50,50,30,6098,0.663577,
Uncapped,,NSGA-II,206,0.541385,0.033241,0.177824,0.002894,59,59,0,5877,0.634719,
Uncapped,,NSGA-II,207,0.536698,0.030015,0.192251,0.002878,51,51,0,5921,0.628836,
Uncapped,,NSGA-II,208,0.471246,0.017983,0.237597,0.002891,38,38,0,6030,0.577827,
Uncapped,,NSGA-II,209,0.537493,0.028698,0.188266,0.003062,42,42,0,6294,0.629390,
Uncapped,,NSGA-II,MEAN,0.531549,0.024802,0.193153,0.003420,48,48,33,6025,0.624900,10
Uncapped,,NSGA-II,STDDEV,0.030140,0.008300,0.021334,0.000855,,,,,0.023643,
Uncapped,,SPEA-II,200,0.499043,0.027627,0.230868,0.003365,40,40,0,6652,0.600525,
Uncapped,,SPEA-II,201,0.453730,0.029291,0.246421,0.003463,37,37,0,6451,0.564953,
Uncapped,,SPEA-II,202,0.434344,0.000000,0.274167,0.003747,31,31,31,5217,0.551495,
Uncapped,,SPEA-II,203,0.450083,0.045846,0.241508,0.001952,34,34,0,4680,0.561251,
Uncapped,,SPEA-II,204,0.443597,0.033931,0.250460,0.002480,30,30,0,6667,0.556623,
Uncapped,,SPEA-II,205,0.509164,0.026246,0.211125,0.003091,47,47,0,6436,0.609335,
Uncapped,,SPEA-II,206,0.538281,0.020522,0.201213,0.003274,41,41,0,6786,0.631391,
Uncapped,,SPEA-II,207,0.416038,0.015168,0.280617,0.001350,34,34,0,6084,0.535794,
Uncapped,,SPEA-II,208,0.505732,0.035093,0.208547,0.002218,45,45,0,6710,0.605240,
Uncapped,,SPEA-II,209,0.487349,0.010364,0.229886,0.003714,36,36,13,6543,0.590804,
Uncapped,,SPEA-II,MEAN,0.473736,0.024409,0.237481,0.002865,38,38,44,6222,0.580741,10
Uncapped,,SPEA-II,STDDEV,0.037443,0.012631,0.025337,0.000776,,,,,0.029261,
Uncapped,,AMOSA,200,0.400540,0.033493,0.271714,0.001860,40,40,0,4798,0.522804,
Uncapped,,AMOSA,201,0.365886,0.022175,0.310481,0.001235,30,30,0,4663,0.496603,
Uncapped,,AMOSA,202,0.359048,0.024233,0.309715,0.002324,34,34,0,4633,0.491142,
Uncapped,,AMOSA,203,0.398355,0.017741,0.286875,0.002013,27,27,0,4642,0.521655,
Uncapped,,AMOSA,204,0.378966,0.023712,0.296847,0.001156,37,37,0,5138,0.506795,
Uncapped,,AMOSA,205,0.409335,0.023817,0.269512,0.001016,38,38,0,4592,0.529461,
Uncapped,,AMOSA,206,0.451398,0.007385,0.260241,0.003640,28,28,2,4559,0.563473,
Uncapped,,AMOSA,207,0.361771,0.034376,0.303374,0.001309,34,34,0,4588,0.492163,
Uncapped,,AMOSA,208,0.394493,0.028721,0.278900,0.002380,35,36,0,4566,0.517984,
Uncapped,,AMOSA,209,0.399952,0.025128,0.284361,0.001176,36,36,0,4595,0.522011,
Uncapped,,AMOSA,MEAN,0.391974,0.024078,0.287202,0.001811,34,34,2,4677,0.516409,10
Uncapped,,AMOSA,STDDEV,0.026197,0.007348,0.016613,0.000776,,,,,0.020491,
Uncapped,,Universal_Pareto,ALL,0.771284,0.000000,0.000000,0.000000,149,149,149,0,0.837802,
PC90,15114.454,GA_WaitingTime_Dominance,200,0.124984,0.102736,0.465333,0.079864,7,7,0,9953,0.204544,
PC90,15114.454,GA_WaitingTime_Dominance,201,0.126512,0.014609,0.520450,0.005128,10,10,0,9668,0.205586,
PC90,15114.454,GA_WaitingTime_Dominance,202,0.148803,0.080721,0.445338,0.055745,14,14,0,9778,0.228081,
PC90,15114.454,GA_WaitingTime_Dominance,203,0.166672,0.000831,0.487643,0.001988,10,10,7,9691,0.242051,
PC90,15114.454,GA_WaitingTime_Dominance,204,0.111264,0.069497,0.472976,0.066558,17,17,0,9502,0.193350,
PC90,15114.454,GA_WaitingTime_Dominance,205,0.141558,0.067096,0.463015,0.026422,14,14,0,9896,0.219870,
PC90,15114.454,GA_WaitingTime_Dominance,206,0.168963,0.054616,0.432204,0.040546,18,18,0,9866,0.244644,
PC90,15114.454,GA_WaitingTime_Dominance,207,0.170602,0.123355,0.441165,0.020651,19,19,0,9795,0.248604,
PC90,15114.454,GA_WaitingTime_Dominance,208,0.125975,0.107836,0.458279,0.100532,16,16,0,9602,0.206301,
PC90,15114.454,GA_WaitingTime_Dominance,209,0.169206,0.037876,0.441836,0.121329,8,8,7,9871,0.245036,
PC90,15114.454,GA_WaitingTime_Dominance,MEAN,0.145454,0.065917,0.462824,0.051876,13,13,14,9762,0.223807,10
PC90,15114.454,GA_WaitingTime_Dominance,STDDEV,0.021336,0.037984,0.024940,0.038250,,,,,0.019503,
PC90,15114.454,GA_Energy_Dominance,200,0.575300,0.096276,0.187406,0.006036,58,58,13,8942,0.625548,
PC90,15114.454,GA_Energy_Dominance,201,0.472311,0.169250,0.209383,0.013561,48,48,7,9247,0.566615,
PC90,15114.454,GA_Energy_Dominance,202,0.584030,0.112354,0.179969,0.007744,63,64,9,9189,0.641798,
PC90,15114.454,GA_Energy_Dominance,203,0.521497,0.132634,0.181610,0.026647,61,61,1,9348,0.599439,
PC90,15114.454,GA_Energy_Dominance,204,0.501237,0.182617,0.201593,0.012484,43,43,0,9189,0.581667,
PC90,15114.454,GA_Energy_Dominance,205,0.482071,0.098496,0.247066,0.003241,28,28,0,8798,0.529017,
PC90,15114.454,GA_Energy_Dominance,206,0.519526,0.152829,0.192760,0.010352,54,54,1,9157,0.587575,
PC90,15114.454,GA_Energy_Dominance,207,0.531369,0.093231,0.201062,0.004774,74,74,0,8946,0.578058,
PC90,15114.454,GA_Energy_Dominance,208,0.540812,0.152044,0.182892,0.008116,64,64,0,9543,0.611812,
PC90,15114.454,GA_Energy_Dominance,209,0.547549,0.132715,0.171463,0.015612,53,53,8,9748,0.621047,
PC90,15114.454,GA_Energy_Dominance,MEAN,0.527570,0.132245,0.195521,0.010857,55,55,39,9210,0.594257,10
PC90,15114.454,GA_Energy_Dominance,STDDEV,0.034603,0.030122,0.020405,0.006462,,,,,0.031270,
PC90,15114.454,SA_WaitingTime_Dominance,200,0.290492,0.022111,0.364400,0.059936,24,24,0,6565,0.358068,
PC90,15114.454,SA_WaitingTime_Dominance,201,0.287510,0.045448,0.367486,0.004409,18,19,3,6628,0.356500,
PC90,15114.454,SA_WaitingTime_Dominance,202,0.214015,0.036672,0.415223,0.002116,11,11,8,6496,0.288544,
PC90,15114.454,SA_WaitingTime_Dominance,203,0.290016,0.039580,0.365388,0.041508,18,18,0,6480,0.357883,
PC90,15114.454,SA_WaitingTime_Dominance,204,0.289667,0.019798,0.365177,0.001358,14,14,0,6485,0.358491,
PC90,15114.454,SA_WaitingTime_Dominance,205,0.288154,0.025145,0.367083,0.071442,11,11,1,6605,0.356697,
PC90,15114.454,SA_WaitingTime_Dominance,206,0.291161,0.019149,0.364305,0.136003,6,6,0,6601,0.359299,
PC90,15114.454,SA_WaitingTime_Dominance,207,0.291485,0.022922,0.362815,0.057098,17,17,0,6609,0.359274,
PC90,15114.454,SA_WaitingTime_Dominance,208,0.289857,0.022707,0.365138,0.003865,14,14,0,6620,0.358457,
PC90,15114.454,SA_WaitingTime_Dominance,209,0.289753,0.017383,0.364957,0.002709,14,14,3,6506,0.358697,
PC90,15114.454,SA_WaitingTime_Dominance,MEAN,0.282211,0.027091,0.370197,0.038044,15,15,15,6559,0.351191,10
PC90,15114.454,SA_WaitingTime_Dominance,STDDEV,0.022761,0.009276,0.015062,0.042131,,,,,0.020901,
PC90,15114.454,SA_Energy_Dominance,200,0.512824,0.221157,0.220328,0.004224,57,57,0,6131,0.575815,
PC90,15114.454,SA_Energy_Dominance,201,0.518475,0.224044,0.219021,0.004253,40,40,0,6088,0.583929,
