Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
GA_WaitingTime_Dominance,200,154,0.840889,8,5.194805
GA_WaitingTime_Dominance,201,157,0.841287,7,4.458599
GA_WaitingTime_Dominance,202,160,0.824410,11,6.875000
GA_WaitingTime_Dominance,203,183,0.844210,5,2.732240
GA_WaitingTime_Dominance,204,161,0.830680,6,3.726708
GA_WaitingTime_Dominance,205,175,0.834443,8,4.571429
GA_WaitingTime_Dominance,206,143,0.803391,8,5.594406
GA_WaitingTime_Dominance,207,164,0.834773,7,4.268293
GA_WaitingTime_Dominance,208,156,0.800791,6,3.846154
GA_WaitingTime_Dominance,209,163,0.828911,9,5.521472
GA_WaitingTime_Dominance,MEAN,,,7.500000,4.678911
GA_WaitingTime_Dominance,STDDEV,,,1.627882,1.107041
GA_Energy_Dominance,200,154,0.840889,51,33.116883
GA_Energy_Dominance,201,157,0.841287,46,29.299363
GA_Energy_Dominance,202,160,0.824410,57,35.625000
GA_Energy_Dominance,203,183,0.844210,26,14.207650
GA_Energy_Dominance,204,161,0.830680,50,31.055901
GA_Energy_Dominance,205,175,0.834443,16,9.142857
GA_Energy_Dominance,206,143,0.803391,26,18.181818
GA_Energy_Dominance,207,164,0.834773,29,17.682927
GA_Energy_Dominance,208,156,0.800791,62,39.743590
GA_Energy_Dominance,209,163,0.828911,34,20.858896
GA_Energy_Dominance,MEAN,,,39.700000,24.891488
GA_Energy_Dominance,STDDEV,,,14.676853,9.676199
SA_WaitingTime_Dominance,200,154,0.840889,9,5.844156
SA_WaitingTime_Dominance,201,157,0.841287,6,3.821656
SA_WaitingTime_Dominance,202,160,0.824410,8,5.000000
SA_WaitingTime_Dominance,203,183,0.844210,8,4.371585
SA_WaitingTime_Dominance,204,161,0.830680,13,8.074534
SA_WaitingTime_Dominance,205,175,0.834443,12,6.857143
SA_WaitingTime_Dominance,206,143,0.803391,8,5.594406
SA_WaitingTime_Dominance,207,164,0.834773,18,10.975610
SA_WaitingTime_Dominance,208,156,0.800791,10,6.410256
SA_WaitingTime_Dominance,209,163,0.828911,4,2.453988
SA_WaitingTime_Dominance,MEAN,,,9.600000,5.940333
SA_WaitingTime_Dominance,STDDEV,,,3.746999,2.260259
SA_Energy_Dominance,200,154,0.840889,0,0.000000
SA_Energy_Dominance,201,157,0.841287,5,3.184713
SA_Energy_Dominance,202,160,0.824410,4,2.500000
SA_Energy_Dominance,203,183,0.844210,0,0.000000
SA_Energy_Dominance,204,161,0.830680,4,2.484472
SA_Energy_Dominance,205,175,0.834443,7,4.000000
SA_Energy_Dominance,206,143,0.803391,4,2.797203
SA_Energy_Dominance,207,164,0.834773,0,0.000000
SA_Energy_Dominance,208,156,0.800791,0,0.000000
SA_Energy_Dominance,209,163,0.828911,14,8.588957
SA_Energy_Dominance,MEAN,,,3.800000,2.355535
SA_Energy_Dominance,STDDEV,,,4.166533,2.543110
NSGA-II,200,154,0.840889,25,16.233766
NSGA-II,201,157,0.841287,41,26.114650
NSGA-II,202,160,0.824410,25,15.625000
NSGA-II,203,183,0.844210,29,15.846995
NSGA-II,204,161,0.830680,1,0.621118
NSGA-II,205,175,0.834443,42,24.000000
NSGA-II,206,143,0.803391,28,19.580420
NSGA-II,207,164,0.834773,29,17.682927
NSGA-II,208,156,0.800791,21,13.461538
NSGA-II,209,163,0.828911,31,19.018405
NSGA-II,MEAN,,,27.200000,16.818482
NSGA-II,STDDEV,,,10.796296,6.538669
SPEA-II,200,154,0.840889,10,6.493506
SPEA-II,201,157,0.841287,3,1.910828
