Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
GA_WaitingTime_Dominance,200,0.169225,0.023997,0.496730,0.007847,22,22,0,2591,0.245278,
GA_WaitingTime_Dominance,201,0.134802,0.026758,0.510547,0.017927,13,13,0,2578,0.231151,
GA_WaitingTime_Dominance,202,0.169653,0.045940,0.483321,0.011100,9,9,2,2609,0.262418,
GA_WaitingTime_Dominance,203,0.146528,0.009675,0.517475,0.027882,6,6,3,2617,0.241386,
GA_WaitingTime_Dominance,204,0.133093,0.019732,0.516841,0.024728,18,18,0,2641,0.229735,
GA_WaitingTime_Dominance,205,0.140104,0.013625,0.517061,0.028455,11,11,0,2562,0.235853,
GA_WaitingTime_Dominance,206,0.156245,0.030629,0.499154,0.009079,21,21,0,2570,0.250740,
GA_WaitingTime_Dominance,207,0.159480,0.042782,0.491763,0.013819,9,9,0,2504,0.253687,
GA_WaitingTime_Dominance,208,0.142010,0.026705,0.506836,0.007591,25,25,0,2552,0.237876,
GA_WaitingTime_Dominance,209,0.144959,0.033079,0.509807,0.016122,9,9,0,2553,0.240421,
GA_WaitingTime_Dominance,MEAN,0.149610,0.027292,0.504954,0.016455,14,14,5,2577,0.242855,10
GA_WaitingTime_Dominance,STDDEV,0.012646,0.010946,0.011164,0.007668,,,,,0.009793,
GA_Energy_Dominance,200,0.682747,0.062087,0.081464,0.005947,100,100,1,3884,0.757451,
GA_Energy_Dominance,201,0.670538,0.069334,0.093992,0.005638,88,88,5,3879,0.745378,
GA_Energy_Dominance,202,0.683621,0.051770,0.083735,0.008931,88,88,9,3810,0.746926,
GA_Energy_Dominance,203,0.670980,0.061472,0.090755,0.010644,89,89,0,3879,0.749413,
GA_Energy_Dominance,204,0.689659,0.043427,0.082607,0.007364,93,93,14,4141,0.766081,
GA_Energy_Dominance,205,0.658461,0.074970,0.095494,0.010654,85,85,0,3823,0.738198,
GA_Energy_Dominance,206,0.631757,0.105357,0.114897,0.010265,91,91,0,3942,0.714372,
GA_Energy_Dominance,207,0.700884,0.043350,0.074689,0.005593,97,97,9,3835,0.774786,
GA_Energy_Dominance,208,0.685046,0.049022,0.085155,0.004696,92,92,0,3845,0.752278,
GA_Energy_Dominance,209,0.680814,0.053820,0.088190,0.007527,76,76,21,3812,0.749650,
GA_Energy_Dominance,MEAN,0.675451,0.061461,0.089098,0.007726,90,90,59,3885,0.749453,10
GA_Energy_Dominance,STDDEV,0.018252,0.017697,0.010423,0.002154,,,,,0.015397,
SA_WaitingTime_Dominance,200,0.096505,0.009663,0.566983,0.002117,26,26,0,1571,0.197197,
SA_WaitingTime_Dominance,201,0.131253,0.017613,0.531352,0.003730,24,24,0,1539,0.228311,
SA_WaitingTime_Dominance,202,0.096711,0.009302,0.567135,0.006152,15,15,0,1539,0.197437,
SA_WaitingTime_Dominance,203,0.144717,0.010587,0.525186,0.001228,15,15,9,1511,0.240134,
SA_WaitingTime_Dominance,204,0.101700,0.012392,0.559748,0.002058,28,28,0,1539,0.201914,
SA_WaitingTime_Dominance,205,0.113545,0.014509,0.547848,0.008225,16,16,4,1526,0.212525,
SA_WaitingTime_Dominance,206,0.102921,0.008481,0.560161,0.003540,32,32,0,1594,0.195492,
SA_WaitingTime_Dominance,207,0.111679,0.017359,0.551244,0.002518,25,25,4,1543,0.210833,
SA_WaitingTime_Dominance,208,0.094728,0.008829,0.568702,0.002439,21,21,0,1609,0.195651,
SA_WaitingTime_Dominance,209,0.104324,0.013413,0.555803,0.002088,25,25,2,1658,0.204244,
SA_WaitingTime_Dominance,MEAN,0.109808,0.012215,0.553416,0.003410,23,23,19,1562,0.208374,10
SA_WaitingTime_Dominance,STDDEV,0.015541,0.003246,0.014201,0.002063,,,,,0.014355,
SA_Energy_Dominance,200,0.506998,0.121043,0.239831,0.002988,112,113,0,1773,0.569664,
SA_Energy_Dominance,201,0.557386,0.130232,0.189971,0.003217,119,119,0,1827,0.621759,
SA_Energy_Dominance,202,0.495746,0.098729,0.262547,0.001687,107,109,0,1736,0.555333,
SA_Energy_Dominance,203,0.536902,0.129999,0.216972,0.004747,115,117,0,1838,0.600044,
SA_Energy_Dominance,204,0.560192,0.143182,0.182195,0.003210,127,129,0,1913,0.628300,
SA_Energy_Dominance,205,0.545206,0.101678,0.239635,0.001420,125,127,0,1819,0.601779,
SA_Energy_Dominance,206,0.543257,0.130040,0.229926,0.002634,108,109,0,1858,0.605269,
SA_Energy_Dominance,207,0.562847,0.139722,0.203397,0.004441,83,84,0,1822,0.625914,
SA_Energy_Dominance,208,0.531198,0.169043,0.187260,0.005201,129,129,0,2039,0.611751,
SA_Energy_Dominance,209,0.533200,0.105044,0.241253,0.002909,126,127,0,1882,0.590795,
SA_Energy_Dominance,MEAN,0.537293,0.126871,0.219299,0.003245,115,116,0,1850,0.601061,10
SA_Energy_Dominance,STDDEV,0.020922,0.020440,0.026119,0.001176,,,,,0.022592,
NSGA-II,200,0.559118,0.006204,0.251308,0.006689,45,45,4,5801,0.609505,
NSGA-II,201,0.569114,0.014493,0.242321,0.010844,51,51,2,5906,0.618862,
NSGA-II,202,0.573357,0.017143,0.227388,0.004214,59,59,0,6164,0.623144,
NSGA-II,203,0.556041,0.019271,0.240129,0.004251,56,56,0,5729,0.607284,
NSGA-II,204,0.558024,0.019044,0.233033,0.004638,58,58,0,5846,0.609018,
NSGA-II,205,0.511008,0.014255,0.275089,0.003151,55,55,0,6020,0.566427,
NSGA-II,206,0.539330,0.011374,0.253899,0.003861,48,48,0,5969,0.591832,
NSGA-II,207,0.540927,0.020377,0.254207,0.003641,55,55,0,6006,0.593821,
NSGA-II,208,0.554003,0.011802,0.247950,0.005984,54,54,0,5766,0.605201,
NSGA-II,209,0.528565,0.014402,0.254337,0.005702,50,50,0,5644,0.582237,
NSGA-II,MEAN,0.548949,0.014836,0.247966,0.005297,53,53,6,5885,0.600733,10
NSGA-II,STDDEV,0.018100,0.004120,0.012654,0.002132,,,,,0.016387,
SPEA-II,200,0.537801,0.014027,0.253737,0.005340,57,57,0,6069,0.590721,
SPEA-II,201,0.484480,0.016542,0.288902,0.009343,49,49,0,6540,0.542721,
SPEA-II,202,0.528203,0.016044,0.261759,0.003844,55,55,0,6455,0.582110,
SPEA-II,203,0.516092,0.018955,0.269256,0.009030,46,46,0,6439,0.571302,
SPEA-II,204,0.508563,0.014509,0.276591,0.004714,49,49,5,5907,0.564258,
SPEA-II,205,0.505698,0.014678,0.279372,0.003386,42,42,0,6096,0.561906,
SPEA-II,206,0.491651,0.011916,0.287234,0.003239,47,47,0,6274,0.549139,
SPEA-II,207,0.468818,0.010350,0.307364,0.006741,36,36,0,5933,0.528482,
SPEA-II,208,0.513689,0.019440,0.271007,0.005141,53,53,2,6077,0.569098,
SPEA-II,209,0.540569,0.021579,0.249170,0.004058,52,52,0,6808,0.593551,
SPEA-II,MEAN,0.509556,0.015804,0.274439,0.005483,49,49,7,6259,0.565329,10
SPEA-II,STDDEV,0.021890,0.003287,0.016591,0.002096,,,,,0.019790,
AMOSA,200,0.330646,0.025828,0.382234,0.001897,45,45,0,4165,0.405332,
AMOSA,201,0.301131,0.020398,0.394763,0.006415,33,33,0,4213,0.378846,
AMOSA,202,0.295700,0.019952,0.406837,0.001681,42,42,0,4133,0.373995,
AMOSA,203,0.316373,0.028329,0.388901,0.001398,50,50,0,4188,0.392669,
AMOSA,204,0.324997,0.020331,0.387585,0.003239,40,40,0,4000,0.400243,
AMOSA,205,0.337003,0.009736,0.386566,0.004616,41,41,1,4096,0.410700,
AMOSA,206,0.356148,0.036321,0.350762,0.002882,46,46,0,4043,0.428283,
AMOSA,207,0.349073,0.032523,0.356960,0.001905,57,57,0,4192,0.422134,
AMOSA,208,0.357430,0.026900,0.361096,0.001442,63,63,0,4148,0.429440,
AMOSA,209,0.300445,0.028620,0.398757,0.001791,48,48,0,4080,0.378400,
AMOSA,MEAN,0.326895,0.024894,0.381446,0.002726,47,47,1,4125,0.402004,10
AMOSA,STDDEV,0.022016,0.007173,0.017880,0.001556,,,,,0.019757,
GA_WaitingTime_Dominance_PC90,200,0.140764,0.051046,0.510003,0.007380,20,20,0,8601,0.237295,
GA_WaitingTime_Dominance_PC90,201,0.148675,0.037710,0.506158,0.010323,16,16,0,8651,0.244053,
GA_WaitingTime_Dominance_PC90,202,0.167368,0.040849,0.485104,0.015464,16,16,0,8638,0.260481,
GA_WaitingTime_Dominance_PC90,203,0.188988,0.035232,0.476764,0.011690,14,14,0,8616,0.279930,
