CapTier,Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
Uncapped,GA_WaitingTime_Dominance,200,76,0.769357,7,9.210526
Uncapped,GA_WaitingTime_Dominance,201,95,0.780953,7,7.368421
Uncapped,GA_WaitingTime_Dominance,202,96,0.799606,11,11.458333
Uncapped,GA_WaitingTime_Dominance,203,80,0.771453,6,7.500000
Uncapped,GA_WaitingTime_Dominance,204,109,0.793651,9,8.256881
Uncapped,GA_WaitingTime_Dominance,205,81,0.742819,14,17.283951
Uncapped,GA_WaitingTime_Dominance,206,107,0.791144,14,13.084112
Uncapped,GA_WaitingTime_Dominance,207,108,0.778024,7,6.481481
Uncapped,GA_WaitingTime_Dominance,208,99,0.747268,9,9.090909
Uncapped,GA_WaitingTime_Dominance,209,95,0.764890,10,10.526316
Uncapped,GA_WaitingTime_Dominance,MEAN,,,9.400000,10.026093
Uncapped,GA_WaitingTime_Dominance,STDDEV,,,2.727636,3.082336
Uncapped,GA_Energy_Dominance,200,76,0.769357,13,17.105263
Uncapped,GA_Energy_Dominance,201,95,0.780953,15,15.789474
Uncapped,GA_Energy_Dominance,202,96,0.799606,14,14.583333
Uncapped,GA_Energy_Dominance,203,80,0.771453,11,13.750000
Uncapped,GA_Energy_Dominance,204,109,0.793651,8,7.339450
Uncapped,GA_Energy_Dominance,205,81,0.742819,0,0.000000
Uncapped,GA_Energy_Dominance,206,107,0.791144,36,33.644860
Uncapped,GA_Energy_Dominance,207,108,0.778024,17,15.740741
Uncapped,GA_Energy_Dominance,208,99,0.747268,20,20.202020
Uncapped,GA_Energy_Dominance,209,95,0.764890,6,6.315789
Uncapped,GA_Energy_Dominance,MEAN,,,14.000000,14.447093
Uncapped,GA_Energy_Dominance,STDDEV,,,9.143304,8.591126
Uncapped,SA_WaitingTime_Dominance,200,76,0.769357,5,6.578947
Uncapped,SA_WaitingTime_Dominance,201,95,0.780953,7,7.368421
Uncapped,SA_WaitingTime_Dominance,202,96,0.799606,7,7.291667
Uncapped,SA_WaitingTime_Dominance,203,80,0.771453,8,10.000000
Uncapped,SA_WaitingTime_Dominance,204,109,0.793651,10,9.174312
Uncapped,SA_WaitingTime_Dominance,205,81,0.742819,6,7.407407
Uncapped,SA_WaitingTime_Dominance,206,107,0.791144,4,3.738318
Uncapped,SA_WaitingTime_Dominance,207,108,0.778024,10,9.259259
Uncapped,SA_WaitingTime_Dominance,208,99,0.747268,5,5.050505
Uncapped,SA_WaitingTime_Dominance,209,95,0.764890,6,6.315789
Uncapped,SA_WaitingTime_Dominance,MEAN,,,6.800000,7.218463
Uncapped,SA_WaitingTime_Dominance,STDDEV,,,1.939072,1.839183
Uncapped,SA_Energy_Dominance,200,76,0.769357,4,5.263158
Uncapped,SA_Energy_Dominance,201,95,0.780953,3,3.157895
Uncapped,SA_Energy_Dominance,202,96,0.799606,4,4.166667
Uncapped,SA_Energy_Dominance,203,80,0.771453,4,5.000000
Uncapped,SA_Energy_Dominance,204,109,0.793651,5,4.587156
Uncapped,SA_Energy_Dominance,205,81,0.742819,3,3.703704
Uncapped,SA_Energy_Dominance,206,107,0.791144,3,2.803738
Uncapped,SA_Energy_Dominance,207,108,0.778024,4,3.703704
Uncapped,SA_Energy_Dominance,208,99,0.747268,2,2.020202
Uncapped,SA_Energy_Dominance,209,95,0.764890,4,4.210526
Uncapped,SA_Energy_Dominance,MEAN,,,3.600000,3.861675
Uncapped,SA_Energy_Dominance,STDDEV,,,0.800000,0.951654
Uncapped,NSGA-II,200,76,0.769357,35,46.052632
Uncapped,NSGA-II,201,95,0.780953,39,41.052632
Uncapped,NSGA-II,202,96,0.799606,29,30.208333
Uncapped,NSGA-II,203,80,0.771453,27,33.750000
Uncapped,NSGA-II,204,109,0.793651,40,36.697248
Uncapped,NSGA-II,205,81,0.742819,38,46.913580
Uncapped,NSGA-II,206,107,0.791144,3,2.803738
Uncapped,NSGA-II,207,108,0.778024,36,33.333333
Uncapped,NSGA-II,208,99,0.747268,38,38.383838
Uncapped,NSGA-II,209,95,0.764890,14,14.736842
Uncapped,NSGA-II,MEAN,,,29.900000,32.393218
Uncapped,NSGA-II,STDDEV,,,11.682893,13.120981
Uncapped,SPEA-II,200,76,0.769357,19,25.000000
Uncapped,SPEA-II,201,95,0.780953,16,16.842105
Uncapped,SPEA-II,202,96,0.799606,31,32.291667
Uncapped,SPEA-II,203,80,0.771453,0,0.000000
Uncapped,SPEA-II,204,109,0.793651,1,0.917431
Uncapped,SPEA-II,205,81,0.742819,17,20.987654
Uncapped,SPEA-II,206,107,0.791144,19,17.757009
Uncapped,SPEA-II,207,108,0.778024,34,31.481481
Uncapped,SPEA-II,208,99,0.747268,18,18.181818
Uncapped,SPEA-II,209,95,0.764890,36,37.894737
Uncapped,SPEA-II,MEAN,,,19.100000,20.135390
Uncapped,SPEA-II,STDDEV,,,11.648605,11.880138
Uncapped,AMOSA,200,76,0.769357,2,2.631579
Uncapped,AMOSA,201,95,0.780953,12,12.631579
Uncapped,AMOSA,202,96,0.799606,0,0.000000
Uncapped,AMOSA,203,80,0.771453,25,31.250000
Uncapped,AMOSA,204,109,0.793651,37,33.944954
Uncapped,AMOSA,205,81,0.742819,6,7.407407
Uncapped,AMOSA,206,107,0.791144,28,26.168224
Uncapped,AMOSA,207,108,0.778024,0,0.000000
Uncapped,AMOSA,208,99,0.747268,10,10.101010
Uncapped,AMOSA,209,95,0.764890,27,28.421053
Uncapped,AMOSA,MEAN,,,14.700000,15.255581
Uncapped,AMOSA,STDDEV,,,12.767537,12.717741
Uncapped,Universal_Pareto,MEAN,94.600000,0.773916,,
Uncapped,Universal_Pareto,STDDEV,11.429786,0.017883,,
PC90,GA_WaitingTime_Dominance,200,95,0.720888,4,4.210526
PC90,GA_WaitingTime_Dominance,201,109,0.747327,10,9.174312
PC90,GA_WaitingTime_Dominance,202,83,0.742195,1,1.204819
