CapTier,CapWatts,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
Uncapped,,GA_WaitingTime_Dominance,200,0.142155,0.003271,0.536205,0.004888,11,11,5,2383,0.249690,
Uncapped,,GA_WaitingTime_Dominance,201,0.131300,0.004118,0.548643,0.002200,8,8,0,2058,0.240071,
Uncapped,,GA_WaitingTime_Dominance,202,0.141879,0.004383,0.537565,0.002887,12,12,0,2129,0.249386,
Uncapped,,GA_WaitingTime_Dominance,203,0.137116,0.009861,0.539862,0.001901,15,15,0,2483,0.245071,
Uncapped,,GA_WaitingTime_Dominance,204,0.154396,0.000622,0.531055,0.004604,7,7,5,2767,0.260309,
Uncapped,,GA_WaitingTime_Dominance,205,0.152744,0.001114,0.535969,0.001878,8,8,2,3089,0.258902,
Uncapped,,GA_WaitingTime_Dominance,206,0.124352,0.017590,0.541278,0.013952,9,9,0,3034,0.234098,
Uncapped,,GA_WaitingTime_Dominance,207,0.133832,0.016575,0.536507,0.002632,14,14,0,2943,0.242427,
Uncapped,,GA_WaitingTime_Dominance,208,0.142434,0.002155,0.544043,0.001925,6,6,0,3002,0.249733,
Uncapped,,GA_WaitingTime_Dominance,209,0.143684,0.002512,0.541894,0.001776,9,9,0,3084,0.250866,
Uncapped,,GA_WaitingTime_Dominance,MEAN,0.140389,0.006220,0.539302,0.003864,10,10,12,2697,0.248055,10
Uncapped,,GA_WaitingTime_Dominance,STDDEV,0.008733,0.005949,0.004693,0.003529,,,,,0.007630,
Uncapped,,GA_Energy_Dominance,200,0.670386,0.045318,0.089408,0.007008,81,81,18,4271,0.734021,
Uncapped,,GA_Energy_Dominance,201,0.663752,0.047620,0.092243,0.007900,84,84,18,4343,0.729960,
Uncapped,,GA_Energy_Dominance,202,0.660903,0.043820,0.101543,0.008122,91,91,13,4134,0.721950,
Uncapped,,GA_Energy_Dominance,203,0.631744,0.070120,0.113704,0.006291,90,90,14,4312,0.708198,
Uncapped,,GA_Energy_Dominance,204,0.659463,0.050105,0.096048,0.010147,86,86,0,4008,0.718896,
Uncapped,,GA_Energy_Dominance,205,0.574173,0.078389,0.168910,0.015186,90,90,13,3586,0.631355,
Uncapped,,GA_Energy_Dominance,206,0.639703,0.068529,0.119063,0.005822,88,88,0,3932,0.700838,
Uncapped,,GA_Energy_Dominance,207,0.621824,0.082903,0.113303,0.008924,75,75,2,4435,0.700540,
Uncapped,,GA_Energy_Dominance,208,0.659955,0.052711,0.095826,0.006079,104,104,15,3743,0.713854,
Uncapped,,GA_Energy_Dominance,209,0.638501,0.072955,0.110310,0.006808,105,105,0,4115,0.700681,
Uncapped,,GA_Energy_Dominance,MEAN,0.642040,0.061247,0.110036,0.008229,89,89,93,4087,0.706029,10
Uncapped,,GA_Energy_Dominance,STDDEV,0.027192,0.014042,0.021872,0.002653,,,,,0.027392,
Uncapped,,SA_WaitingTime_Dominance,200,0.111274,0.021724,0.548636,0.008665,16,16,0,1673,0.219920,
Uncapped,,SA_WaitingTime_Dominance,201,0.114541,0.027414,0.543414,0.003509,28,28,0,1726,0.226547,
Uncapped,,SA_WaitingTime_Dominance,202,0.106507,0.028462,0.550591,0.002841,20,20,6,1753,0.219556,
Uncapped,,SA_WaitingTime_Dominance,203,0.109426,0.019463,0.550351,0.002238,19,19,8,1693,0.221618,
Uncapped,,SA_WaitingTime_Dominance,204,0.116659,0.024241,0.545284,0.001654,30,30,0,1678,0.221228,
Uncapped,,SA_WaitingTime_Dominance,205,0.113478,0.015808,0.547161,0.001626,34,34,0,1718,0.221806,
Uncapped,,SA_WaitingTime_Dominance,206,0.107400,0.012373,0.550071,0.001313,28,28,4,1677,0.220367,
Uncapped,,SA_WaitingTime_Dominance,207,0.110490,0.008008,0.547908,0.001109,21,22,3,1678,0.222740,
Uncapped,,SA_WaitingTime_Dominance,208,0.140138,0.030510,0.536259,0.001993,34,34,0,1693,0.218767,
Uncapped,,SA_WaitingTime_Dominance,209,0.143719,0.035376,0.532331,0.005080,38,38,0,1706,0.224569,
Uncapped,,SA_WaitingTime_Dominance,MEAN,0.117363,0.022338,0.545201,0.003003,27,27,21,1699,0.221712,10
Uncapped,,SA_WaitingTime_Dominance,STDDEV,0.012654,0.008122,0.005925,0.002200,,,,,0.002263,
Uncapped,,SA_Energy_Dominance,200,0.555170,0.142313,0.178886,0.003361,110,111,0,2044,0.627088,
Uncapped,,SA_Energy_Dominance,201,0.582056,0.111989,0.165062,0.003279,137,139,0,2109,0.646209,
Uncapped,,SA_Energy_Dominance,202,0.515850,0.105320,0.246831,0.002442,84,87,0,1971,0.576850,
Uncapped,,SA_Energy_Dominance,203,0.526544,0.142531,0.196297,0.004345,107,109,0,2037,0.594549,
Uncapped,,SA_Energy_Dominance,204,0.538653,0.115126,0.222449,0.003905,100,101,4,2019,0.599976,
Uncapped,,SA_Energy_Dominance,205,0.511797,0.106404,0.238045,0.002500,109,110,0,1959,0.574945,
Uncapped,,SA_Energy_Dominance,206,0.514012,0.125757,0.226388,0.002790,90,91,0,1933,0.578641,
Uncapped,,SA_Energy_Dominance,207,0.549530,0.123742,0.193150,0.002999,121,122,0,2012,0.614077,
Uncapped,,SA_Energy_Dominance,208,0.547057,0.125689,0.179653,0.003993,96,96,0,2063,0.613619,
Uncapped,,SA_Energy_Dominance,209,0.586825,0.094442,0.170131,0.002671,113,114,0,2046,0.645353,
Uncapped,,SA_Energy_Dominance,MEAN,0.542749,0.119331,0.201689,0.003228,107,108,4,2019,0.607131,10
Uncapped,,SA_Energy_Dominance,STDDEV,0.025482,0.014907,0.028010,0.000633,,,,,0.025398,
Uncapped,,NSGA-II,200,0.571962,0.013509,0.226236,0.004257,51,51,2,6570,0.626062,
Uncapped,,NSGA-II,201,0.579581,0.006542,0.249608,0.005065,46,46,19,6390,0.631683,
Uncapped,,NSGA-II,202,0.538144,0.016538,0.243810,0.003817,45,45,0,6484,0.595713,
Uncapped,,NSGA-II,203,0.546826,0.010138,0.255315,0.004958,45,45,5,6705,0.603422,
Uncapped,,NSGA-II,204,0.530475,0.011936,0.256290,0.003776,43,43,0,6468,0.588445,
Uncapped,,NSGA-II,205,0.546535,0.006616,0.248118,0.003209,49,49,6,6276,0.602610,
Uncapped,,NSGA-II,206,0.555268,0.010902,0.259856,0.002837,45,45,0,6300,0.610606,
Uncapped,,NSGA-II,207,0.529557,0.019002,0.253909,0.005250,41,41,0,6245,0.588111,
Uncapped,,NSGA-II,208,0.524666,0.015180,0.260758,0.004315,43,43,0,6453,0.583503,
Uncapped,,NSGA-II,209,0.520360,0.004256,0.272951,0.002913,43,43,21,6168,0.579373,
Uncapped,,NSGA-II,MEAN,0.544337,0.011462,0.252685,0.004040,45,45,53,6405,0.600953,10
Uncapped,,NSGA-II,STDDEV,0.018832,0.004500,0.011651,0.000837,,,,,0.016721,
Uncapped,,SPEA-II,200,0.449896,0.016994,0.318118,0.001529,41,41,0,6973,0.518039,
Uncapped,,SPEA-II,201,0.423113,0.017848,0.331168,0.001254,47,47,0,6871,0.494588,
Uncapped,,SPEA-II,202,0.519627,0.016216,0.271765,0.005747,48,48,0,7007,0.579630,
Uncapped,,SPEA-II,203,0.318629,0.018115,0.410671,0.002471,29,29,0,6691,0.402454,
Uncapped,,SPEA-II,204,0.504875,0.001393,0.302249,0.003702,39,39,22,6872,0.566241,
Uncapped,,SPEA-II,205,0.545179,0.022061,0.245333,0.005376,55,55,0,7037,0.602645,
Uncapped,,SPEA-II,206,0.477399,0.008499,0.311402,0.002170,38,38,7,6906,0.542039,
Uncapped,,SPEA-II,207,0.476911,0.028113,0.283360,0.006762,41,41,0,6882,0.542005,
Uncapped,,SPEA-II,208,0.384195,0.021878,0.363376,0.002318,39,39,0,6669,0.460189,
Uncapped,,SPEA-II,209,0.468478,0.015704,0.303017,0.003359,46,46,3,6780,0.534551,
Uncapped,,SPEA-II,MEAN,0.456830,0.016682,0.314046,0.003469,42,42,32,6868,0.524238,10
Uncapped,,SPEA-II,STDDEV,0.063702,0.007014,0.044495,0.001800,,,,,0.056187,
Uncapped,,AMOSA,200,0.371142,0.026439,0.355875,0.004379,49,50,0,4745,0.448524,
Uncapped,,AMOSA,201,0.355378,0.020239,0.361798,0.001916,59,59,0,4435,0.435315,
Uncapped,,AMOSA,202,0.334717,0.025049,0.381502,0.001596,43,43,0,4413,0.416887,
Uncapped,,AMOSA,203,0.366674,0.018585,0.372064,0.001725,50,50,0,4332,0.444722,
Uncapped,,AMOSA,204,0.382423,0.016516,0.365755,0.001678,47,47,0,4399,0.458577,
Uncapped,,AMOSA,205,0.369475,0.010469,0.361893,0.001833,38,38,0,4337,0.447183,
Uncapped,,AMOSA,206,0.379009,0.015755,0.361405,0.001430,42,42,0,4503,0.455516,
Uncapped,,AMOSA,207,0.389194,0.028420,0.347308,0.001305,54,54,0,4550,0.464695,
Uncapped,,AMOSA,208,0.361753,0.017236,0.374156,0.002227,43,44,0,4661,0.440539,
Uncapped,,AMOSA,209,0.365180,0.029323,0.357592,0.001643,56,56,0,4549,0.443591,
Uncapped,,AMOSA,MEAN,0.367495,0.020803,0.363935,0.001973,48,48,0,4492,0.445555,10
Uncapped,,AMOSA,STDDEV,0.014504,0.005908,0.009377,0.000838,,,,,0.012661,
Uncapped,,Universal_Pareto,ALL,0.766210,0.000000,0.000000,0.000000,215,215,215,0,0.821420,
PC90,17685.324,GA_WaitingTime_Dominance,200,0.176383,0.005059,0.492244,0.003130,9,9,0,9255,0.257374,
PC90,17685.324,GA_WaitingTime_Dominance,201,0.152879,0.007816,0.508824,0.005007,7,7,0,9502,0.236186,
PC90,17685.324,GA_WaitingTime_Dominance,202,0.171686,0.015708,0.478094,0.005138,24,24,0,9129,0.253297,
PC90,17685.324,GA_WaitingTime_Dominance,203,0.213282,0.000000,0.469004,0.006061,8,8,8,9479,0.290631,
PC90,17685.324,GA_WaitingTime_Dominance,204,0.165002,0.016262,0.492176,0.003692,13,13,1,9201,0.247346,
PC90,17685.324,GA_WaitingTime_Dominance,205,0.123264,0.019812,0.519989,0.001441,15,15,0,8902,0.209689,
PC90,17685.324,GA_WaitingTime_Dominance,206,0.130495,0.021599,0.515362,0.002688,9,9,0,9009,0.216050,
PC90,17685.324,GA_WaitingTime_Dominance,207,0.152682,0.006498,0.506878,0.001299,11,11,0,9157,0.236107,
PC90,17685.324,GA_WaitingTime_Dominance,208,0.172156,0.001688,0.496097,0.005268,7,7,6,8996,0.253708,
PC90,17685.324,GA_WaitingTime_Dominance,209,0.157897,0.006345,0.506814,0.004133,6,6,1,8964,0.240814,
PC90,17685.324,GA_WaitingTime_Dominance,MEAN,0.161573,0.010079,0.498548,0.003786,11,11,16,9159,0.244120,10
PC90,17685.324,GA_WaitingTime_Dominance,STDDEV,0.023918,0.007256,0.015373,0.001554,,,,,0.021534,
PC90,17685.324,GA_Energy_Dominance,200,0.652715,0.067115,0.111650,0.009732,87,87,11,10446,0.707567,
PC90,17685.324,GA_Energy_Dominance,201,0.667714,0.055183,0.095103,0.011736,86,86,4,10584,0.715475,
PC90,17685.324,GA_Energy_Dominance,202,0.670777,0.065094,0.097132,0.005942,99,99,0,10113,0.717254,
PC90,17685.324,GA_Energy_Dominance,203,0.667187,0.054824,0.101475,0.006757,83,83,1,10089,0.713928,
PC90,17685.324,GA_Energy_Dominance,204,0.639161,0.079086,0.111093,0.011173,83,83,0,10427,0.693660,
PC90,17685.324,GA_Energy_Dominance,205,0.702748,0.035641,0.081582,0.007143,99,99,47,10190,0.745667,
PC90,17685.324,GA_Energy_Dominance,206,0.665359,0.065318,0.099138,0.004828,92,92,0,9993,0.710230,
PC90,17685.324,GA_Energy_Dominance,207,0.642636,0.066787,0.122438,0.010203,81,81,14,9640,0.684598,
PC90,17685.324,GA_Energy_Dominance,208,0.633554,0.055579,0.116468,0.004190,104,104,1,9806,0.674120,
PC90,17685.324,GA_Energy_Dominance,209,0.651225,0.076235,0.106870,0.006647,91,91,0,10453,0.706247,
PC90,17685.324,GA_Energy_Dominance,MEAN,0.659308,0.062086,0.104295,0.007835,91,91,78,10174,0.706875,10
PC90,17685.324,GA_Energy_Dominance,STDDEV,0.019089,0.011824,0.011272,0.002540,,,,,0.018687,
PC90,17685.324,SA_WaitingTime_Dominance,200,0.128109,0.016259,0.516004,0.002792,31,31,0,6567,0.207428,
PC90,17685.324,SA_WaitingTime_Dominance,201,0.141708,0.028357,0.498106,0.004058,23,23,0,6458,0.226515,
PC90,17685.324,SA_WaitingTime_Dominance,202,0.124199,0.021623,0.518388,0.002372,23,23,0,6362,0.205188,
