Scenario,Algorithm,Seed,HV_fixed,EpsPlus,ParetoContribution_pct,nSolutions,ref_x_raw,ref_y_raw
2,AMOSA,200,0.4010387104492643,0.6430988564377418,0.0,7,94.1,0.8558577645
2,AMOSA,201,0.4130851906030035,0.6224062842333076,0.0,7,94.1,0.8558577645
2,AMOSA,202,0.40828635242362354,0.6319159662783245,0.0,8,94.1,0.8558577645
2,AMOSA,203,0.4025338397822532,0.6386147799177191,0.0,8,94.1,0.8558577645
2,AMOSA,204,0.4056212008180156,0.635087163143462,0.0,11,94.1,0.8558577645
2,AMOSA,205,0.4209472661731267,0.6173650799203965,0.0,5,94.1,0.8558577645
2,AMOSA,206,0.39887588781114397,0.6461286838122429,0.0,6,94.1,0.8558577645
2,AMOSA,207,0.40182077742259265,0.6412524065333406,0.0,7,94.1,0.8558577645
2,AMOSA,208,0.4172519116287809,0.6198171202876142,0.0,6,94.1,0.8558577645
2,AMOSA,209,0.4212917796638302,0.6139579683958939,0.0,6,94.1,0.8558577645
2,GA_Energy,200,0.5680490346530698,0.4225352112676056,0.0,1,94.1,0.8558577645
2,GA_Energy,201,0.5822105106521728,0.39436619718309857,0.0,1,94.1,0.8558577645
2,GA_Energy,202,0.5626409523992127,0.4225352112676056,0.0,1,94.1,0.8558577645
2,GA_Energy,203,0.5542755887404878,0.43661971830985913,0.0,1,94.1,0.8558577645
2,GA_Energy,204,0.6233877728468087,0.352112676056338,0.0,1,94.1,0.8558577645
2,GA_Energy,205,0.5850145660810641,0.38028169014084506,0.0,1,94.1,0.8558577645
2,GA_Energy,206,0.6074106106360467,0.36619718309859156,0.0,1,94.1,0.8558577645
2,GA_Energy,207,0.6204762992506789,0.352112676056338,0.0,1,94.1,0.8558577645
2,GA_Energy,208,0.611072692228656,0.36619718309859156,0.0,1,94.1,0.8558577645
2,GA_Energy,209,0.5409226337073476,0.4507042253521127,0.0,1,94.1,0.8558577645
2,GA_Energy_Dominance,200,0.7820649974742829,0.1267605633802817,0.0,17,94.1,0.8558577645
