Scenario,ScenarioName,Algorithm,CapWatts,NumSeeds,MeanFeasibilityRate,StdFeasibilityRate,MinFeasibilityRate,MaxFeasibilityRate,TotalSolutionsAcrossSeeds,TotalFeasibleAcrossSeeds
2,GPU_Stress,NSGA-II_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,398,398
2,GPU_Stress,NSGA-II_PC60,14566.4,10,0.6080,0.3649,0.0244,0.9730,398,240
2,GPU_Stress,SPEA-II_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,378,378
2,GPU_Stress,SPEA-II_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,378,378
2,GPU_Stress,SPEA-II_PC60,14566.4,10,0.7305,0.1886,0.4444,1.0000,378,284
2,GPU_Stress,AMOSA_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,151,151
2,GPU_Stress,AMOSA_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,151,151
2,GPU_Stress,AMOSA_PC60,14566.4,10,0.0666,0.1374,0.0000,0.4286,151,9
2,GPU_Stress,GA_WaitingTime_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,29,29
2,GPU_Stress,GA_WaitingTime_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,29,29
2,GPU_Stress,GA_WaitingTime_Dominance_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,29,29
2,GPU_Stress,GA_Energy_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,541,541
2,GPU_Stress,GA_Energy_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,541,541
2,GPU_Stress,GA_Energy_Dominance_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,541,541
2,GPU_Stress,SA_WaitingTime_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,21,21
2,GPU_Stress,SA_WaitingTime_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,21,21
2,GPU_Stress,SA_WaitingTime_Dominance_PC30,14566.4,10,0.3000,0.4830,0.0000,1.0000,21,12
2,GPU_Stress,SA_Energy_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,256,256
2,GPU_Stress,SA_Energy_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,256,256
2,GPU_Stress,SA_Energy_Dominance_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,256,256
2,GPU_Stress,NSGA-II_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,399,399
2,GPU_Stress,NSGA-II_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,399,399
2,GPU_Stress,NSGA-II_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,399,399
2,GPU_Stress,SPEA-II_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,342,342
2,GPU_Stress,SPEA-II_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,342,342
2,GPU_Stress,SPEA-II_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,342,342
2,GPU_Stress,AMOSA_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,202,202
2,GPU_Stress,AMOSA_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,202,202
2,GPU_Stress,AMOSA_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,202,202
3,CPU_Stress,GA_WaitingTime_Dominance,17961.8,10,0.9955,0.0144,0.9545,1.0000,143,142
3,CPU_Stress,GA_WaitingTime_Dominance,16112.9,10,0.1940,0.1212,0.0000,0.3600,143,32
3,CPU_Stress,GA_WaitingTime_Dominance,14566.4,10,0.0000,0.0000,0.0000,0.0000,143,0
3,CPU_Stress,GA_Energy_Dominance,17961.8,10,1.0000,0.0000,1.0000,1.0000,899,899
3,CPU_Stress,GA_Energy_Dominance,16112.9,10,0.9783,0.0179,0.9474,1.0000,899,880
3,CPU_Stress,GA_Energy_Dominance,14566.4,10,0.8262,0.0600,0.7300,0.9072,899,743
3,CPU_Stress,SA_WaitingTime_Dominance,17961.8,10,0.9645,0.0364,0.8929,1.0000,227,219
3,CPU_Stress,SA_WaitingTime_Dominance,16112.9,10,0.1112,0.1047,0.0000,0.3333,227,25
3,CPU_Stress,SA_WaitingTime_Dominance,14566.4,10,0.0000,0.0000,0.0000,0.0000,227,0
3,CPU_Stress,SA_Energy_Dominance,17961.8,10,0.9991,0.0027,0.9915,1.0000,1163,1162
3,CPU_Stress,SA_Energy_Dominance,16112.9,10,0.8113,0.1512,0.5897,1.0000,1163,940
3,CPU_Stress,SA_Energy_Dominance,14566.4,10,0.3336,0.1785,0.1860,0.6239,1163,387
3,CPU_Stress,NSGA-II,17961.8,10,1.0000,0.0000,1.0000,1.0000,531,531
3,CPU_Stress,NSGA-II,16112.9,10,0.6869,0.0920,0.5778,0.8824,531,365
3,CPU_Stress,NSGA-II,14566.4,10,0.2261,0.1678,0.0000,0.4909,531,119
3,CPU_Stress,SPEA-II,17961.8,10,1.0000,0.0000,1.0000,1.0000,486,486
3,CPU_Stress,SPEA-II,16112.9,10,0.6499,0.1257,0.5106,0.8980,486,319
3,CPU_Stress,SPEA-II,14566.4,10,0.1682,0.1438,0.0000,0.3478,486,83
3,CPU_Stress,AMOSA,17961.8,10,1.0000,0.0000,1.0000,1.0000,249,249
3,CPU_Stress,AMOSA,16112.9,10,0.7843,0.0799,0.6538,0.8846,249,195
3,CPU_Stress,AMOSA,14566.4,10,0.1738,0.1018,0.0000,0.2917,249,44
3,CPU_Stress,GA_WaitingTime_Dominance_PC90,17961.8,10,1.0000,0.0000,1.0000,1.0000,143,143
3,CPU_Stress,GA_WaitingTime_Dominance_PC90,16112.9,10,0.1940,0.1212,0.0000,0.3600,143,32
3,CPU_Stress,GA_WaitingTime_Dominance_PC90,14566.4,10,0.0000,0.0000,0.0000,0.0000,143,0
3,CPU_Stress,GA_Energy_Dominance_PC90,17961.8,10,1.0000,0.0000,1.0000,1.0000,899,899
3,CPU_Stress,GA_Energy_Dominance_PC90,16112.9,10,0.9783,0.0179,0.9474,1.0000,899,880
