Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed
GA_WaitingTime_Dominance,200,0.142155,0.003271,0.605519,0.004888,11,11,5,3405,0.305201
GA_WaitingTime_Dominance,201,0.131300,0.004118,0.618837,0.002200,8,8,0,3931,0.296221
GA_WaitingTime_Dominance,202,0.141879,0.004383,0.607395,0.002887,12,12,0,4360,0.304876
GA_WaitingTime_Dominance,203,0.137116,0.009861,0.609922,0.001901,15,15,0,4323,0.300779
GA_WaitingTime_Dominance,204,0.154396,0.000622,0.600558,0.004604,7,7,5,4717,0.314971
GA_WaitingTime_Dominance,205,0.152744,0.001114,0.606158,0.001878,8,8,2,4167,0.313696
GA_WaitingTime_Dominance,206,0.124352,0.017590,0.610000,0.013952,9,9,0,4083,0.290746
GA_WaitingTime_Dominance,207,0.133832,0.016575,0.605365,0.002632,14,14,0,4117,0.298468
GA_WaitingTime_Dominance,208,0.142434,0.002155,0.614177,0.001925,6,6,0,4034,0.305110
GA_WaitingTime_Dominance,209,0.143684,0.002512,0.612406,0.001776,9,9,0,4424,0.306185
GA_WaitingTime_Dominance,MEAN,0.140389,0.006220,0.609034,0.003864,10,10,12,4156,0.303625
GA_WaitingTime_Dominance,STDDEV,0.008733,0.005949,0.004942,0.003529,,,,,0.007059
GA_Energy_Dominance,200,0.670386,0.045670,0.074133,0.007008,81,81,15,5726,0.749539
GA_Energy_Dominance,201,0.663752,0.047912,0.076761,0.007900,84,84,14,5686,0.746139
GA_Energy_Dominance,202,0.660903,0.043927,0.087056,0.008122,91,91,12,5249,0.738241
GA_Energy_Dominance,203,0.631744,0.070261,0.099524,0.006291,90,90,14,4070,0.725520
GA_Energy_Dominance,204,0.659463,0.050388,0.085499,0.010147,86,86,0,3755,0.735259
GA_Energy_Dominance,205,0.574173,0.078927,0.181383,0.015186,90,90,13,4653,0.654071
GA_Energy_Dominance,206,0.639703,0.069247,0.110021,0.005822,88,88,0,5602,0.718908
GA_Energy_Dominance,207,0.621824,0.083025,0.102440,0.008924,75,75,2,5700,0.719321
GA_Energy_Dominance,208,0.659955,0.053198,0.090987,0.006079,104,104,12,5284,0.730870
GA_Energy_Dominance,209,0.638501,0.073054,0.096919,0.006808,105,105,0,4763,0.718660
GA_Energy_Dominance,MEAN,0.642040,0.061561,0.100472,0.008229,89,89,82,5048,0.723653
GA_Energy_Dominance,STDDEV,0.027192,0.014049,0.028992,0.002653,,,,,0.025469
SA_WaitingTime_Dominance,200,0.111274,0.021724,0.617569,0.008665,16,16,0,1763,0.278094
SA_WaitingTime_Dominance,201,0.114541,0.027414,0.612320,0.003509,28,28,0,1764,0.284176
SA_WaitingTime_Dominance,202,0.106507,0.028462,0.620053,0.002841,20,20,6,1751,0.277757
SA_WaitingTime_Dominance,203,0.109426,0.019463,0.619558,0.002238,19,19,8,2626,0.279465
SA_WaitingTime_Dominance,204,0.116659,0.024241,0.614287,0.001654,30,30,0,2864,0.279304
SA_WaitingTime_Dominance,205,0.113478,0.015808,0.616501,0.001626,34,34,0,2688,0.279680
SA_WaitingTime_Dominance,206,0.107400,0.012373,0.619554,0.001313,28,28,4,2725,0.278537
SA_WaitingTime_Dominance,207,0.110490,0.008008,0.617442,0.001109,21,22,3,2616,0.280588
SA_WaitingTime_Dominance,208,0.140138,0.030510,0.603974,0.001993,34,34,0,2591,0.277022
SA_WaitingTime_Dominance,209,0.143719,0.035376,0.599782,0.005080,38,38,0,2599,0.282314
