Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed
SA_WaitingTime_Dominance_PC30,202,0.024915,0.030684,0.655719,0.000000,1,2,0,6542,0.161330
SA_WaitingTime_Dominance_PC30,203,0.063406,0.033488,0.622076,0.000000,1,1,0,6952,0.194326
SA_WaitingTime_Dominance_PC30,204,0.022639,0.042518,0.655139,0.000000,1,1,0,7521,0.157795
SA_WaitingTime_Dominance_PC30,205,0.043352,0.032083,0.638862,0.000000,1,1,0,6792,0.176884
SA_WaitingTime_Dominance_PC30,206,0.050844,0.037858,0.630890,0.000000,1,1,0,6525,0.182546
SA_WaitingTime_Dominance_PC30,207,0.000000,0.049220,0.676844,0.000000,1,1,0,6868,0.133305
SA_WaitingTime_Dominance_PC30,208,0.000000,0.041414,0.679898,0.000000,1,1,0,7050,0.131051
SA_WaitingTime_Dominance_PC30,209,0.046507,0.024275,0.638024,0.000000,1,1,0,6481,0.180552
SA_WaitingTime_Dominance_PC30,MEAN,0.032591,0.034827,0.648823,0.000000,1,1,0,6818,0.166184
SA_WaitingTime_Dominance_PC30,STDDEV,0.020598,0.007373,0.018330,0.000000,,,,,0.020258
SA_Energy_Dominance_PC30,200,0.493623,0.127088,0.261958,0.006885,52,53,0,6632,0.563673
SA_Energy_Dominance_PC30,201,0.528665,0.099375,0.216806,0.009822,43,43,0,6413,0.598989
SA_Energy_Dominance_PC30,202,0.491340,0.105920,0.285795,0.002581,80,84,0,5293,0.558187
SA_Energy_Dominance_PC30,203,0.514514,0.103510,0.241150,0.006750,54,55,0,5106,0.583441
SA_Energy_Dominance_PC30,204,0.537457,0.109706,0.203601,0.022068,50,51,0,6795,0.605592
SA_Energy_Dominance_PC30,205,0.530499,0.122296,0.269144,0.002685,77,77,0,6961,0.590814
SA_Energy_Dominance_PC30,206,0.540849,0.130648,0.245346,0.002605,95,95,2,6769,0.605436
SA_Energy_Dominance_PC30,207,0.530262,0.097605,0.228093,0.004726,44,44,3,6629,0.600104
SA_Energy_Dominance_PC30,208,0.498900,0.144281,0.197730,0.044387,36,36,0,6539,0.579397
SA_Energy_Dominance_PC30,209,0.530360,0.113766,0.260551,0.002158,87,89,0,6705,0.593546
SA_Energy_Dominance_PC30,MEAN,0.519647,0.115419,0.241017,0.010467,62,63,5,6384,0.587918
SA_Energy_Dominance_PC30,STDDEV,0.017688,0.014459,0.027680,0.012644,,,,,0.015795
NSGA-II_PC30,200,0.567178,0.021351,0.270578,0.004371,48,48,0,13588,0.626517
NSGA-II_PC30,201,0.561804,0.029731,0.267953,0.011628,37,37,0,13345,0.621809
NSGA-II_PC30,202,0.616408,0.007362,0.271499,0.003728,55,55,16,13236,0.668679
NSGA-II_PC30,203,0.561016,0.029641,0.261598,0.005553,46,46,0,13263,0.621534
NSGA-II_PC30,204,0.559182,0.023155,0.278796,0.004724,50,50,0,12793,0.619236
NSGA-II_PC30,205,0.537042,0.021530,0.297237,0.003165,41,41,0,12763,0.600275
NSGA-II_PC30,206,0.572179,0.015528,0.287347,0.003332,41,41,0,12835,0.630474
NSGA-II_PC30,207,0.590833,0.005802,0.296433,0.003119,42,42,15,13707,0.646735
NSGA-II_PC30,208,0.577494,0.019843,0.286995,0.002793,44,44,0,13135,0.635033
NSGA-II_PC30,209,0.559102,0.019623,0.292326,0.002002,55,55,0,13830,0.620119
NSGA-II_PC30,MEAN,0.570224,0.019357,0.281076,0.004442,46,46,31,13249,0.629041
NSGA-II_PC30,STDDEV,0.020312,0.007610,0.012069,0.002584,,,,,0.017437
SPEA-II_PC30,200,0.359399,0.019430,0.408449,0.001346,47,47,0,13318,0.448258
SPEA-II_PC30,201,0.507324,0.022390,0.311573,0.003598,32,32,0,13645,0.575338
SPEA-II_PC30,202,0.523755,0.020898,0.307798,0.003431,46,46,0,13741,0.589550
SPEA-II_PC30,203,0.526791,0.017866,0.311935,0.003368,47,47,0,13655,0.591915
SPEA-II_PC30,204,0.509436,0.011381,0.324809,0.002966,48,48,0,13741,0.577753
SPEA-II_PC30,205,0.463499,0.027165,0.337769,0.005604,45,45,0,13926,0.537610
SPEA-II_PC30,206,0.524468,0.018252,0.325486,0.002255,53,53,0,13527,0.590170
SPEA-II_PC30,207,0.468206,0.028006,0.339781,0.002673,41,41,0,13345,0.541520
SPEA-II_PC30,208,0.550524,0.013441,0.309291,0.004741,42,42,0,13512,0.612386
SPEA-II_PC30,209,0.524270,0.025124,0.302547,0.001724,39,39,0,13375,0.589664
SPEA-II_PC30,MEAN,0.495767,0.020395,0.327944,0.003171,44,44,0,13578,0.565416
SPEA-II_PC30,STDDEV,0.052055,0.005214,0.029422,0.001234,,,,,0.044735
AMOSA_PC30,200,0.279418,0.048804,0.438132,0.007843,25,25,0,13880,0.377955
AMOSA_PC30,201,0.302460,0.048235,0.420847,0.003460,27,27,0,13803,0.398161
AMOSA_PC30,202,0.287994,0.041002,0.437175,0.008389,17,17,0,13820,0.385775
AMOSA_PC30,203,0.273240,0.042663,0.450151,0.002783,25,25,0,13825,0.373044
AMOSA_PC30,204,0.358747,0.051940,0.376618,0.006365,34,34,0,14758,0.446588
AMOSA_PC30,205,0.255322,0.044727,0.454162,0.003654,20,20,0,13917,0.357835
AMOSA_PC30,206,0.309243,0.049393,0.409955,0.004391,33,33,0,13930,0.404515
AMOSA_PC30,207,0.283030,0.044849,0.435424,0.004943,30,30,0,13864,0.382263
AMOSA_PC30,208,0.265625,0.043687,0.447256,0.004394,28,28,0,14012,0.367794
AMOSA_PC30,209,0.288354,0.045559,0.431507,0.002371,30,30,0,14264,0.385891
AMOSA_PC30,MEAN,0.290343,0.046086,0.430123,0.004859,27,27,0,14007,0.387982
AMOSA_PC30,STDDEV,0.027378,0.003228,0.021845,0.001949,,,,,0.023439
Universal_Pareto,ALL,0.782303,0.000000,0.000000,0.000000,204,204,204,0,0.830579
