Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed
GA_Energy_Dominance_PC30,MEAN,0.551137,0.140314,0.193851,0.012630,54,54,27,9821,0.652079
GA_Energy_Dominance_PC30,STDDEV,0.033986,0.025479,0.017865,0.006824,,,,,0.025825
SA_WaitingTime_Dominance_PC30,200,0.000000,0.196154,0.681257,0.000000,1,1,0,7387,0.094387
SA_WaitingTime_Dominance_PC30,201,0.000759,0.104149,0.637100,0.000000,2,2,0,7278,0.190088
SA_WaitingTime_Dominance_PC30,202,0.000000,0.179718,0.684060,0.000000,1,1,0,7180,0.099359
SA_WaitingTime_Dominance_PC30,203,0.001150,0.210383,0.684334,0.000000,2,2,0,7039,0.083025
SA_WaitingTime_Dominance_PC30,204,0.011399,0.054929,0.618397,0.004617,4,4,0,6972,0.227809
SA_WaitingTime_Dominance_PC30,205,0.000000,0.099027,0.642928,0.000000,1,1,0,7364,0.185357
SA_WaitingTime_Dominance_PC30,206,0.130923,0.084210,0.490086,0.000000,1,1,0,7108,0.331346
SA_WaitingTime_Dominance_PC30,207,0.000959,0.141380,0.668383,0.000000,2,2,0,7126,0.137239
SA_WaitingTime_Dominance_PC30,208,0.044788,0.130486,0.614679,0.027274,6,6,0,7168,0.182064
SA_WaitingTime_Dominance_PC30,209,0.000000,0.143699,0.645464,0.000000,1,1,0,7194,0.165671
SA_WaitingTime_Dominance_PC30,MEAN,0.018998,0.134414,0.636669,0.003189,2,2,0,7181,0.169634
SA_WaitingTime_Dominance_PC30,STDDEV,0.039586,0.047741,0.054711,0.008145,,,,,0.070372
SA_Energy_Dominance_PC30,200,0.533725,0.120112,0.215144,0.003053,26,26,4,6665,0.637698
SA_Energy_Dominance_PC30,201,0.502370,0.131814,0.213836,0.003963,17,17,0,6769,0.615816
SA_Energy_Dominance_PC30,202,0.521586,0.151882,0.215664,0.005201,26,27,5,6601,0.626015
SA_Energy_Dominance_PC30,203,0.511836,0.096736,0.211799,0.008935,16,16,3,6644,0.621051
SA_Energy_Dominance_PC30,204,0.513354,0.198471,0.225531,0.007251,24,25,0,6573,0.616594
SA_Energy_Dominance_PC30,205,0.505490,0.199701,0.225009,0.004830,23,23,0,6566,0.612316
SA_Energy_Dominance_PC30,206,0.510767,0.176100,0.223839,0.005177,25,25,0,6550,0.617628
SA_Energy_Dominance_PC30,207,0.509185,0.204895,0.227066,0.012744,32,33,0,6684,0.613804
SA_Energy_Dominance_PC30,208,0.529631,0.181629,0.209486,0.004736,42,42,0,7016,0.632420
SA_Energy_Dominance_PC30,209,0.548986,0.116459,0.225816,0.004431,22,22,4,6607,0.645285
SA_Energy_Dominance_PC30,MEAN,0.518693,0.157780,0.219319,0.006032,25,26,16,6667,0.623863
SA_Energy_Dominance_PC30,STDDEV,0.013932,0.037549,0.006385,0.002743,,,,,0.010616
NSGA-II_PC30,200,0.574337,0.050869,0.175892,0.006698,43,43,0,12676,0.667214
NSGA-II_PC30,201,0.505686,0.048473,0.223437,0.004023,48,48,0,12454,0.616225
NSGA-II_PC30,202,0.531244,0.056292,0.205883,0.007231,41,41,0,12849,0.634236
NSGA-II_PC30,203,0.477365,0.057600,0.237516,0.004829,42,42,0,11650,0.596080
NSGA-II_PC30,204,0.405476,0.032062,0.292030,0.003835,39,39,0,12351,0.544317
NSGA-II_PC30,205,0.417172,0.040173,0.289873,0.002151,33,33,0,12372,0.551910
NSGA-II_PC30,206,0.420094,0.027331,0.287087,0.001858,41,41,0,12584,0.556019
NSGA-II_PC30,207,0.396383,0.038681,0.293540,0.003034,28,28,0,12608,0.537178
NSGA-II_PC30,208,0.512375,0.054785,0.225230,0.003015,42,42,0,13042,0.620169
NSGA-II_PC30,209,0.466747,0.045914,0.252115,0.002873,42,42,0,12601,0.587092
NSGA-II_PC30,MEAN,0.470688,0.045218,0.248260,0.003955,40,40,0,12518,0.591044
NSGA-II_PC30,STDDEV,0.057123,0.009858,0.039389,0.001720,,,,,0.041272
SPEA-II_PC30,200,0.414819,0.026068,0.294114,0.001487,27,27,0,13678,0.551322
SPEA-II_PC30,201,0.398366,0.022465,0.307381,0.002300,23,23,0,12848,0.540636
SPEA-II_PC30,202,0.425076,0.030759,0.280586,0.003383,28,28,0,12957,0.558999
SPEA-II_PC30,203,0.455591,0.050769,0.249366,0.002453,41,41,0,13264,0.579756
SPEA-II_PC30,204,0.469740,0.053036,0.249668,0.003966,36,36,0,13309,0.590652
SPEA-II_PC30,205,0.399818,0.028420,0.300865,0.002022,36,36,0,11210,0.541463
SPEA-II_PC30,206,0.472107,0.047425,0.250143,0.003217,35,35,0,9826,0.592031
SPEA-II_PC30,207,0.447806,0.035333,0.267337,0.001654,39,39,0,9697,0.575539
SPEA-II_PC30,208,0.397285,0.037577,0.299699,0.001191,40,40,0,9701,0.539041
SPEA-II_PC30,209,0.462580,0.052772,0.249304,0.003898,37,37,0,10814,0.584973
SPEA-II_PC30,MEAN,0.434319,0.038463,0.274846,0.002557,34,34,0,11730,0.565441
SPEA-II_PC30,STDDEV,0.029045,0.011087,0.023151,0.000953,,,,,0.020394
AMOSA_PC30,200,0.252873,0.087291,0.380026,0.008086,19,19,0,14445,0.422330
AMOSA_PC30,201,0.248734,0.093696,0.386168,0.003035,17,17,0,12265,0.418800
AMOSA_PC30,202,0.281969,0.105123,0.350371,0.005497,27,27,0,13884,0.442591
AMOSA_PC30,203,0.284689,0.089263,0.356825,0.003972,16,16,0,13936,0.444213
AMOSA_PC30,204,0.238545,0.106109,0.389945,0.006996,22,22,0,13715,0.410941
AMOSA_PC30,205,0.261001,0.079144,0.375197,0.004461,16,16,0,13782,0.428588
AMOSA_PC30,206,0.296058,0.092744,0.345419,0.008217,27,27,0,14319,0.454133
AMOSA_PC30,207,0.313231,0.111500,0.331359,0.006980,22,22,0,13717,0.464485
AMOSA_PC30,208,0.238625,0.105630,0.390793,0.006981,17,17,0,13833,0.406253
AMOSA_PC30,209,0.260540,0.080705,0.375724,0.006149,19,19,0,11879,0.428716
AMOSA_PC30,MEAN,0.267626,0.095120,0.368183,0.006037,20,20,0,13577,0.432105
AMOSA_PC30,STDDEV,0.023959,0.010797,0.019685,0.001665,,,,,0.017897
Universal_Pareto,ALL,0.780806,0.000000,0.000000,0.000000,143,143,143,0,0.851498
