Algorithm,Seed,SeedUniversalFrontSize,SeedUniversalHV_fixed,ContributionCount,ContributionPct
GA_Makespan_Dominance,200,42,0.690011,3,7.142857
GA_Makespan_Dominance,201,36,0.763228,4,11.111111
GA_Makespan_Dominance,202,44,0.754828,4,9.090909
GA_Makespan_Dominance,203,49,0.750954,4,8.163265
GA_Makespan_Dominance,204,42,0.767144,2,4.761905
GA_Makespan_Dominance,205,44,0.701347,4,9.090909
GA_Makespan_Dominance,206,45,0.726447,4,8.888889
GA_Makespan_Dominance,207,49,0.709774,3,6.122449
GA_Makespan_Dominance,208,63,0.706640,3,4.761905
GA_Makespan_Dominance,209,41,0.707690,1,2.439024
GA_Makespan_Dominance,MEAN,,,3.200000,7.157322
GA_Makespan_Dominance,STDDEV,,,0.979796,2.488569
GA_Energy_Dominance,200,42,0.690011,0,0.000000
GA_Energy_Dominance,201,36,0.763228,10,27.777778
GA_Energy_Dominance,202,44,0.754828,16,36.363636
GA_Energy_Dominance,203,49,0.750954,10,20.408163
GA_Energy_Dominance,204,42,0.767144,7,16.666667
GA_Energy_Dominance,205,44,0.701347,22,50.000000
GA_Energy_Dominance,206,45,0.726447,11,24.444444
GA_Energy_Dominance,207,49,0.709774,25,51.020408
GA_Energy_Dominance,208,63,0.706640,30,47.619048
GA_Energy_Dominance,209,41,0.707690,9,21.951220
GA_Energy_Dominance,MEAN,,,14.000000,29.625136
GA_Energy_Dominance,STDDEV,,,8.694826,15.689951
SA_Makespan_Dominance,200,42,0.690011,2,4.761905
SA_Makespan_Dominance,201,36,0.763228,4,11.111111
SA_Makespan_Dominance,202,44,0.754828,2,4.545455
SA_Makespan_Dominance,203,49,0.750954,2,4.081633
SA_Makespan_Dominance,204,42,0.767144,2,4.761905
SA_Makespan_Dominance,205,44,0.701347,0,0.000000
SA_Makespan_Dominance,206,45,0.726447,2,4.444444
SA_Makespan_Dominance,207,49,0.709774,3,6.122449
SA_Makespan_Dominance,208,63,0.706640,2,3.174603
SA_Makespan_Dominance,209,41,0.707690,3,7.317073
SA_Makespan_Dominance,MEAN,,,2.200000,5.032058
SA_Makespan_Dominance,STDDEV,,,0.979796,2.716031
SA_Energy_Dominance,200,42,0.690011,26,61.904762
SA_Energy_Dominance,201,36,0.763228,4,11.111111
SA_Energy_Dominance,202,44,0.754828,8,18.181818
SA_Energy_Dominance,203,49,0.750954,16,32.653061
SA_Energy_Dominance,204,42,0.767144,19,45.238095
SA_Energy_Dominance,205,44,0.701347,11,25.000000
SA_Energy_Dominance,206,45,0.726447,10,22.222222
SA_Energy_Dominance,207,49,0.709774,1,2.040816
SA_Energy_Dominance,208,63,0.706640,4,6.349206
SA_Energy_Dominance,209,41,0.707690,4,9.756098
SA_Energy_Dominance,MEAN,,,10.300000,23.445719
SA_Energy_Dominance,STDDEV,,,7.523962,17.777545
NSGA-II,200,42,0.690011,6,14.285714
NSGA-II,201,36,0.763228,5,13.888889
NSGA-II,202,44,0.754828,12,27.272727
NSGA-II,203,49,0.750954,10,20.408163
NSGA-II,204,42,0.767144,8,19.047619
NSGA-II,205,44,0.701347,3,6.818182
NSGA-II,206,45,0.726447,12,26.666667
NSGA-II,207,49,0.709774,7,14.285714
NSGA-II,208,63,0.706640,24,38.095238
NSGA-II,209,41,0.707690,17,41.463415
NSGA-II,MEAN,,,10.400000,22.223233
NSGA-II,STDDEV,,,5.953150,10.552303
SPEA-II,200,42,0.690011,2,4.761905
SPEA-II,201,36,0.763228,0,0.000000
SPEA-II,202,44,0.754828,0,0.000000
SPEA-II,203,49,0.750954,2,4.081633
SPEA-II,204,42,0.767144,3,7.142857
SPEA-II,205,44,0.701347,1,2.272727
SPEA-II,206,45,0.726447,2,4.444444
SPEA-II,207,49,0.709774,9,18.367347
SPEA-II,208,63,0.706640,0,0.000000
SPEA-II,209,41,0.707690,0,0.000000
SPEA-II,MEAN,,,1.900000,4.107091
SPEA-II,STDDEV,,,2.586503,5.328712
AMOSA,200,42,0.690011,3,7.142857
AMOSA,201,36,0.763228,9,25.000000
AMOSA,202,44,0.754828,3,6.818182
AMOSA,203,49,0.750954,6,12.244898
AMOSA,204,42,0.767144,2,4.761905
AMOSA,205,44,0.701347,4,9.090909
AMOSA,206,45,0.726447,6,13.333333
AMOSA,207,49,0.709774,1,2.040816
AMOSA,208,63,0.706640,0,0.000000
AMOSA,209,41,0.707690,7,17.073171
AMOSA,MEAN,,,4.100000,9.750607
AMOSA,STDDEV,,,2.700000,7.074308
Universal_Pareto,MEAN,45.500000,0.727806,,
Universal_Pareto,STDDEV,6.859300,0.027160,,
