Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_Makespan_Dominance,200,0.048929,0.224087,0.642240,0.013897,5,5,0,2337
GA_Makespan_Dominance,201,0.050554,0.223558,0.661465,0.024224,4,4,0,1930
GA_Makespan_Dominance,202,0.120672,0.209424,0.559919,0.029880,4,4,0,1922
GA_Makespan_Dominance,203,0.044433,0.266047,0.691988,0.015646,3,3,0,1924
GA_Makespan_Dominance,204,0.022679,0.163362,0.624652,0.020886,4,4,0,1925
GA_Makespan_Dominance,205,0.076796,0.197061,0.636460,0.008165,3,3,0,1921
GA_Makespan_Dominance,206,0.043237,0.207071,0.678295,0.000000,2,2,0,1907
GA_Makespan_Dominance,207,0.124121,0.168598,0.598620,0.000000,2,2,0,1969
GA_Makespan_Dominance,208,0.097581,0.198259,0.590036,0.003335,3,3,0,2003
GA_Makespan_Dominance,209,0.128408,0.196219,0.596193,0.048097,4,4,0,1962
GA_Makespan_Dominance,MEAN,0.075741,0.205368,0.627987,0.016413,3,3,0,1980
GA_Makespan_Dominance,STDDEV,0.037171,0.027753,0.039976,0.014321,,,,
GA_Energy_Dominance,200,0.414183,0.127376,0.141838,0.049890,14,14,0,2087
GA_Energy_Dominance,201,0.415619,0.135184,0.155820,0.056847,15,15,0,2021
GA_Energy_Dominance,202,0.393195,0.142103,0.148879,0.095881,15,15,0,2015
GA_Energy_Dominance,203,0.409116,0.121009,0.153777,0.061031,12,12,0,2024
GA_Energy_Dominance,204,0.425933,0.127576,0.147816,0.078629,12,12,0,2000
GA_Energy_Dominance,205,0.467193,0.088132,0.129552,0.034300,13,13,3,1999
GA_Energy_Dominance,206,0.459792,0.112685,0.135439,0.028357,18,18,0,2001
GA_Energy_Dominance,207,0.425386,0.131784,0.144533,0.040996,16,16,0,2006
GA_Energy_Dominance,208,0.413998,0.139255,0.140180,0.056481,16,16,0,2063
GA_Energy_Dominance,209,0.402606,0.148277,0.144764,0.081363,14,14,0,1998
GA_Energy_Dominance,MEAN,0.422702,0.127338,0.144260,0.058378,15,15,3,2021
GA_Energy_Dominance,STDDEV,0.022428,0.016345,0.007584,0.020526,,,,
SA_Makespan_Dominance,200,0.448570,0.117774,0.336640,0.353478,3,3,0,788
SA_Makespan_Dominance,201,0.350467,0.000000,0.448687,0.000000,2,2,2,803
SA_Makespan_Dominance,202,0.425889,0.206828,0.335720,0.087735,4,4,0,808
SA_Makespan_Dominance,203,0.428586,0.128687,0.345024,0.337318,3,3,0,814
SA_Makespan_Dominance,204,0.455299,0.183427,0.318044,0.048715,4,4,0,829
SA_Makespan_Dominance,205,0.468153,0.172795,0.331836,0.014622,4,4,0,825
SA_Makespan_Dominance,206,0.488115,0.172210,0.327142,0.385682,3,3,0,828
SA_Makespan_Dominance,207,0.463215,0.159094,0.315130,0.002773,4,4,2,826
SA_Makespan_Dominance,208,0.459744,0.168003,0.331665,0.000290,4,4,1,824
SA_Makespan_Dominance,209,0.426760,0.206252,0.314973,0.010677,5,5,0,835
SA_Makespan_Dominance,MEAN,0.441480,0.151507,0.340486,0.124129,4,4,5,818
SA_Makespan_Dominance,STDDEV,0.035837,0.057359,0.037274,0.156143,,,,
SA_Energy_Dominance,200,0.191877,0.203832,0.231405,0.312557,7,7,0,855
SA_Energy_Dominance,201,0.250128,0.239936,0.214960,0.195672,6,6,1,814
SA_Energy_Dominance,202,0.222020,0.146103,0.200869,0.058078,10,10,1,833
SA_Energy_Dominance,203,0.368568,0.039267,0.181705,0.501355,4,4,2,827
SA_Energy_Dominance,204,0.356497,0.171463,0.190599,0.238675,6,6,1,844
SA_Energy_Dominance,205,0.065756,0.316235,0.288224,0.335016,7,7,1,819
SA_Energy_Dominance,206,0.074885,0.151537,0.271965,0.606516,5,5,1,836
SA_Energy_Dominance,207,0.125032,0.258065,0.253872,0.233698,6,6,2,850
SA_Energy_Dominance,208,0.146214,0.191658,0.230430,0.110829,7,7,0,834
SA_Energy_Dominance,209,0.087514,0.192742,0.271093,0.071069,10,10,1,846
SA_Energy_Dominance,MEAN,0.188849,0.191084,0.233512,0.266346,7,7,7,835
SA_Energy_Dominance,STDDEV,0.104675,0.070514,0.034997,0.170387,,,,
NSGA-II,200,0.215044,0.243216,0.326334,0.053583,15,15,0,2604
NSGA-II,201,0.231468,0.230761,0.313671,0.039111,18,18,0,2583
NSGA-II,202,0.195673,0.249043,0.343697,0.038183,18,18,0,2604
NSGA-II,203,0.191402,0.266690,0.340983,0.053406,14,14,0,2614
NSGA-II,204,0.202944,0.255872,0.342208,0.027475,19,19,0,2617
NSGA-II,205,0.251081,0.264687,0.325245,0.043887,14,14,0,2587
NSGA-II,206,0.211208,0.251749,0.326073,0.030341,15,15,0,2591
NSGA-II,207,0.200156,0.244964,0.337040,0.037186,18,18,0,2573
NSGA-II,208,0.206925,0.217088,0.334406,0.038506,13,13,0,2562
NSGA-II,209,0.232633,0.276654,0.324994,0.089925,15,15,0,2592
NSGA-II,MEAN,0.213853,0.250072,0.331465,0.045160,16,16,0,2592
NSGA-II,STDDEV,0.018018,0.016637,0.009208,0.016941,,,,
SPEA-II,200,0.220693,0.215093,0.326586,0.041910,15,15,0,3237
SPEA-II,201,0.226876,0.211179,0.322366,0.025771,16,16,0,3228
SPEA-II,202,0.212887,0.189331,0.342351,0.022959,16,16,0,3221
SPEA-II,203,0.214837,0.210645,0.328033,0.072308,16,16,0,3201
SPEA-II,204,0.246685,0.191540,0.310486,0.047000,13,13,1,3247
