Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_Makespan_Dominance,200,0.246588,0.135556,0.451764,0.025676,7,7,0,2263
GA_Makespan_Dominance,201,0.251315,0.120319,0.455311,0.017242,8,8,0,1869
GA_Makespan_Dominance,202,0.238671,0.126084,0.452895,0.037984,8,8,0,1861
GA_Makespan_Dominance,203,0.243654,0.134271,0.452977,0.019120,9,9,0,1877
GA_Makespan_Dominance,204,0.240533,0.140993,0.453444,0.018058,8,8,0,1874
GA_Makespan_Dominance,205,0.250332,0.153308,0.457085,0.009578,8,8,0,1851
GA_Makespan_Dominance,206,0.251292,0.135080,0.443939,0.034362,8,8,0,1888
GA_Makespan_Dominance,207,0.249595,0.125273,0.449549,0.031339,8,8,0,1872
GA_Makespan_Dominance,208,0.244238,0.124927,0.448874,0.026187,10,10,2,1862
GA_Makespan_Dominance,209,0.249361,0.137213,0.452092,0.020521,9,9,0,1863
GA_Makespan_Dominance,MEAN,0.246558,0.133303,0.451793,0.024007,8,8,2,1908
GA_Makespan_Dominance,STDDEV,0.004344,0.009160,0.003479,0.008302,,,,
GA_Energy_Dominance,200,0.542141,0.106819,0.139771,0.076948,17,17,0,1983
GA_Energy_Dominance,201,0.513672,0.145299,0.160651,0.083952,15,15,0,1902
GA_Energy_Dominance,202,0.466478,0.179881,0.187105,0.092629,15,15,0,1906
GA_Energy_Dominance,203,0.499094,0.128577,0.164541,0.113901,16,16,0,1906
GA_Energy_Dominance,204,0.526596,0.124339,0.162865,0.106977,10,10,0,1898
GA_Energy_Dominance,205,0.547581,0.127715,0.138397,0.023686,22,22,0,1911
GA_Energy_Dominance,206,0.541602,0.117780,0.145804,0.081697,13,13,0,1890
GA_Energy_Dominance,207,0.537658,0.101047,0.146632,0.061364,12,12,0,1914
GA_Energy_Dominance,208,0.571976,0.082535,0.125086,0.045819,16,16,3,1947
GA_Energy_Dominance,209,0.504230,0.147461,0.174181,0.082366,17,17,0,1905
GA_Energy_Dominance,MEAN,0.525103,0.126145,0.154503,0.076934,15,15,3,1916
GA_Energy_Dominance,STDDEV,0.028468,0.025876,0.017714,0.025812,,,,
SA_Makespan_Dominance,200,0.436647,0.000000,0.399111,0.000000,2,2,2,798
SA_Makespan_Dominance,201,0.433382,0.106618,0.285469,0.161958,4,4,0,799
SA_Makespan_Dominance,202,0.382184,0.109046,0.355418,0.000832,4,4,0,790
SA_Makespan_Dominance,203,0.427009,0.022340,0.390137,0.014249,3,3,1,796
