Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_Makespan_Dominance,200,0.039522,0.268924,0.788013,0.049651,5,5,0,5619
GA_Makespan_Dominance,201,0.094407,0.134534,0.740232,0.037637,3,3,0,4954
GA_Makespan_Dominance,202,0.058671,0.181441,0.781435,0.005554,5,5,0,4857
GA_Makespan_Dominance,203,0.008030,0.202072,0.740991,0.095267,4,4,0,5101
GA_Makespan_Dominance,204,0.063516,0.214919,0.791639,0.016119,7,7,0,4927
GA_Makespan_Dominance,205,0.018408,0.152689,0.796571,0.000000,2,2,0,4807
GA_Makespan_Dominance,206,0.018194,0.182699,0.792818,0.000966,4,4,0,4831
GA_Makespan_Dominance,207,0.011831,0.169906,0.806984,0.000189,3,3,0,4817
GA_Makespan_Dominance,208,0.132479,0.252110,0.706570,0.055696,4,4,0,4842
GA_Makespan_Dominance,209,0.003436,0.205523,0.746258,0.129115,3,3,0,4980
GA_Makespan_Dominance,MEAN,0.044849,0.196482,0.769151,0.039019,4,4,0,4973
GA_Makespan_Dominance,STDDEV,0.040340,0.039589,0.031346,0.042186,,,,
GA_Energy_Dominance,200,0.352679,0.529882,0.453852,0.058494,31,31,0,5572
GA_Energy_Dominance,201,0.235630,0.502347,0.413881,0.099572,24,24,0,5350
GA_Energy_Dominance,202,0.107189,0.280989,0.346213,0.149503,28,28,0,5246
GA_Energy_Dominance,203,0.199352,0.447916,0.416900,0.022314,25,25,0,5198
GA_Energy_Dominance,204,0.283468,0.572414,0.408363,0.092117,25,25,0,5356
GA_Energy_Dominance,205,0.098814,0.275370,0.345070,0.022272,25,25,0,5084
GA_Energy_Dominance,206,0.167535,0.272803,0.348491,0.025684,32,32,0,5333
GA_Energy_Dominance,207,0.291818,0.442643,0.381596,0.048272,26,26,0,5421
GA_Energy_Dominance,208,0.175378,0.292201,0.358475,0.017427,37,37,0,5171
GA_Energy_Dominance,209,0.117024,0.292854,0.345543,0.172998,18,18,0,5229
GA_Energy_Dominance,MEAN,0.202889,0.390942,0.381838,0.070865,27,27,0,5296
GA_Energy_Dominance,STDDEV,0.082032,0.113728,0.037070,0.053075,,,,
SA_Makespan_Dominance,200,0.622505,0.188297,0.369026,0.004015,4,4,2,3477
SA_Makespan_Dominance,201,0.419431,0.049513,0.477961,0.000000,2,2,0,3066
SA_Makespan_Dominance,202,0.377503,0.055413,0.462211,0.094750,3,4,1,3038
SA_Makespan_Dominance,203,0.439448,0.040087,0.415446,0.111197,3,3,2,3077
SA_Makespan_Dominance,204,0.589051,0.143977,0.330356,0.037425,6,6,1,3305
SA_Makespan_Dominance,205,0.166398,0.279014,0.358695,0.873552,3,3,0,3226
SA_Makespan_Dominance,206,0.446139,0.022415,0.483846,0.000000,1,1,0,3064
SA_Makespan_Dominance,207,0.467891,0.187339,0.325923,0.000000,2,2,1,3365
SA_Makespan_Dominance,208,0.466330,0.000000,0.480727,0.000000,1,1,1,3115
SA_Makespan_Dominance,209,0.423226,0.035076,0.434143,0.086543,4,4,1,3171
SA_Makespan_Dominance,MEAN,0.441792,0.100113,0.413833,0.120748,3,3,9,3190
SA_Makespan_Dominance,STDDEV,0.116820,0.088185,0.059991,0.254468,,,,
SA_Energy_Dominance,200,0.141812,0.111129,0.286638,0.418819,10,10,0,3510
SA_Energy_Dominance,201,0.332386,0.240685,0.230921,0.027989,27,27,5,3249
SA_Energy_Dominance,202,0.411318,0.108615,0.245095,0.032977,9,9,0,3562
SA_Energy_Dominance,203,0.065438,0.058900,0.303610,0.052445,9,9,3,3374
SA_Energy_Dominance,204,0.050416,0.250284,0.402940,0.030258,12,12,0,3570
SA_Energy_Dominance,205,0.053822,0.440155,0.360077,0.034745,13,13,0,3621
SA_Energy_Dominance,206,0.498800,0.121039,0.246422,0.106725,6,6,1,3613
SA_Energy_Dominance,207,0.094127,0.206895,0.301963,0.052080,11,11,1,3324
SA_Energy_Dominance,208,0.451510,0.150563,0.241090,0.047501,9,9,1,3535
