Algorithm,Seed,WaitingTime,Energy,IsUniversalPareto
GA_WaitingTime,200,4.218000,0.232997355,true
GA_WaitingTime,201,4.298000,0.235943612,false
GA_WaitingTime,202,4.248000,0.228133663,true
GA_WaitingTime,203,4.224000,0.228809250,true
GA_WaitingTime,204,4.248000,0.234029751,false
GA_WaitingTime,205,4.260000,0.232093878,false
GA_WaitingTime,206,4.254000,0.231915906,false
GA_WaitingTime,207,4.228000,0.236402554,false
GA_WaitingTime,208,4.252000,0.235538644,false
GA_WaitingTime,209,4.284000,0.232141481,false
GA_Energy,200,8.790000,0.170112602,false
GA_Energy,201,9.108000,0.169606179,false
GA_Energy,202,8.800000,0.168890498,false
GA_Energy,203,8.588000,0.168195361,false
GA_Energy,204,8.528000,0.167791360,true
GA_Energy,205,8.702000,0.168384211,false
GA_Energy,206,9.002000,0.169501461,false
GA_Energy,207,9.584000,0.167857407,false
GA_Energy,208,9.242000,0.167377790,true
GA_Energy,209,9.228000,0.168613136,false
SA_WaitingTime,200,5.266000,0.260340165,false
SA_WaitingTime,201,4.930000,0.256480067,false
SA_WaitingTime,202,4.842000,0.262327715,false
SA_WaitingTime,203,4.794000,0.256020137,false
SA_WaitingTime,204,4.790000,0.253103763,false
SA_WaitingTime,205,5.022000,0.255625218,false
SA_WaitingTime,206,4.852000,0.254672184,false
SA_WaitingTime,207,4.982000,0.260150104,false
SA_WaitingTime,208,5.118000,0.260113918,false
SA_WaitingTime,209,4.792000,0.260577449,false
SA_Energy,200,9.226000,0.169053641,false
SA_Energy,201,8.378000,0.170717773,false
SA_Energy,202,8.478000,0.171073459,false
SA_Energy,203,8.996000,0.169493817,false
SA_Energy,204,8.226000,0.169473355,true
SA_Energy,205,8.982000,0.169329495,false
SA_Energy,206,8.390000,0.172014699,false
SA_Energy,207,8.544000,0.167993610,false
SA_Energy,208,8.470000,0.170359845,false
SA_Energy,209,8.092000,0.174113529,true
NSGA-II,200,5.006000,0.238388081,false
NSGA-II,200,7.106000,0.198234490,false
NSGA-II,200,5.028000,0.229247333,false
NSGA-II,200,5.308000,0.213508855,false
NSGA-II,200,6.842000,0.199699688,false
NSGA-II,200,5.616000,0.206447246,false
NSGA-II,200,5.408000,0.212500587,false
NSGA-II,200,5.848000,0.205922145,false
NSGA-II,200,5.230000,0.218282975,false
NSGA-II,200,6.618000,0.200423037,false
NSGA-II,200,5.574000,0.210438793,false
NSGA-II,200,6.220000,0.203874194,false
NSGA-II,200,5.938000,0.204467494,false
NSGA-II,200,7.022000,0.199277313,false
NSGA-II,200,6.352000,0.202160427,false
NSGA-II,200,5.592000,0.209285214,false
NSGA-II,200,6.544000,0.200931204,false
NSGA-II,200,5.194000,0.220349785,false
NSGA-II,200,5.078000,0.227514040,false
NSGA-II,200,5.080000,0.223621478,false
NSGA-II,200,6.242000,0.203647226,false
NSGA-II,200,5.152000,0.223043998,false
NSGA-II,200,6.434000,0.201673065,false
NSGA-II,200,5.934000,0.205001245,false
NSGA-II,200,5.040000,0.227563876,false
NSGA-II,200,6.416000,0.202032188,false
NSGA-II,200,5.202000,0.219232227,false
NSGA-II,200,5.214000,0.219129558,false
NSGA-II,200,5.118000,0.223599429,false
NSGA-II,200,5.144000,0.223412809,false
NSGA-II,201,7.546000,0.196372665,false
NSGA-II,201,5.164000,0.231874969,false
NSGA-II,201,6.050000,0.203261232,false
NSGA-II,201,7.012000,0.196764325,false
NSGA-II,201,6.532000,0.202468387,false
NSGA-II,201,6.016000,0.208212933,false
NSGA-II,201,6.928000,0.200066258,false
NSGA-II,201,5.376000,0.217608474,false
NSGA-II,201,5.196000,0.229736012,false
NSGA-II,201,5.418000,0.215480904,false
NSGA-II,201,5.198000,0.226247690,false
NSGA-II,201,5.334000,0.219346335,false
NSGA-II,201,5.208000,0.223368733,false
NSGA-II,201,5.242000,0.221872963,false
NSGA-II,201,6.758000,0.201343437,false
NSGA-II,201,5.280000,0.220423138,false
NSGA-II,201,6.876000,0.200609691,false
NSGA-II,201,5.484000,0.214231666,false
NSGA-II,201,5.868000,0.208983141,false
NSGA-II,201,6.724000,0.202315948,false
NSGA-II,201,5.704000,0.211692310,false
NSGA-II,201,5.206000,0.225520523,false
NSGA-II,201,6.612000,0.202381997,false
NSGA-II,201,5.972000,0.208743172,false
NSGA-II,201,5.574000,0.214224102,false
NSGA-II,201,5.862000,0.210488551,false
NSGA-II,201,5.630000,0.213688643,false
NSGA-II,201,5.174000,0.230945082,false
NSGA-II,201,5.802000,0.211545536,false
NSGA-II,201,5.818000,0.210900744,false
NSGA-II,201,5.672000,0.212707175,false
NSGA-II,201,5.660000,0.212869641,false
NSGA-II,202,5.124000,0.237916632,false
NSGA-II,202,7.116000,0.196833460,false
NSGA-II,202,6.644000,0.198031808,false
NSGA-II,202,7.102000,0.197061731,false
NSGA-II,202,6.524000,0.200480359,false
NSGA-II,202,5.168000,0.230645684,false
NSGA-II,202,5.142000,0.235996020,false
NSGA-II,202,6.384000,0.203531449,false
NSGA-II,202,5.782000,0.209844661,false
NSGA-II,202,5.970000,0.209510751,false
NSGA-II,202,6.242000,0.205334049,false
NSGA-II,202,5.504000,0.220771539,false
NSGA-II,202,6.148000,0.206684476,false
NSGA-II,202,5.578000,0.214813072,false
NSGA-II,202,5.564000,0.216873034,false
NSGA-II,202,5.746000,0.210917315,false
NSGA-II,202,5.510000,0.218119103,false
NSGA-II,202,5.184000,0.228460041,false
NSGA-II,202,5.714000,0.212320320,false
NSGA-II,202,5.226000,0.226170620,false
NSGA-II,202,6.264000,0.204494534,false
NSGA-II,202,5.252000,0.224571076,false
NSGA-II,202,6.094000,0.207475731,false
NSGA-II,202,5.368000,0.222370174,false
NSGA-II,202,6.060000,0.208824499,false
NSGA-II,202,5.434000,0.220853833,false
