Scenario,ScenarioName,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,ParetoContribution,TimeMs,Makespan_Best,Energy_Best
1,Balanced,NSGA-II,205,0.437217,0.088087,0.206225,0.006002,47,0,7835,18.000000,0.054275059
1,Balanced,NSGA-II,206,0.381608,0.136148,0.204821,0.017294,39,0,7758,18.000000,0.053752522
1,Balanced,NSGA-II,207,0.415912,0.090559,0.202101,0.014759,42,0,7651,18.000000,0.054524368
1,Balanced,NSGA-II,208,0.359738,0.100182,0.242535,0.008739,40,0,7994,17.985714,0.055192104
1,Balanced,NSGA-II,209,0.366418,0.116316,0.249287,0.009073,39,0,7486,18.000000,0.055015825
1,Balanced,NSGA-II,MEAN,0.389942,0.093243,0.233796,0.009153,,0,7933,17.985714,0.053752522
1,Balanced,SPEA-II,200,0.303252,0.076168,0.349207,0.009433,27,0,8234,17.985714,0.056445495
1,Balanced,SPEA-II,201,0.197263,0.011362,0.524879,0.002747,9,0,7553,17.985714,0.058249362
1,Balanced,SPEA-II,202,0.281080,0.069111,0.373584,0.007455,28,0,8252,17.985714,0.056882646
1,Balanced,SPEA-II,203,0.260982,0.065938,0.400794,0.004656,16,0,7790,17.985714,0.057097090
1,Balanced,SPEA-II,204,0.326525,0.107429,0.272705,0.010374,34,0,7364,17.985714,0.055704326
1,Balanced,SPEA-II,205,0.251742,0.087962,0.412990,0.007367,20,0,5807,17.985714,0.057230739
1,Balanced,SPEA-II,206,0.352042,0.090186,0.237911,0.016451,34,0,6323,18.232143,0.055369166
1,Balanced,SPEA-II,207,0.211496,0.000000,0.534955,0.001024,5,5,5351,17.985714,0.058070375
1,Balanced,SPEA-II,208,0.320656,0.102955,0.292533,0.006425,29,0,7213,17.985714,0.055867832
1,Balanced,SPEA-II,209,0.323964,0.088773,0.300816,0.013055,21,0,8267,17.985714,0.055952074
1,Balanced,SPEA-II,MEAN,0.282900,0.069988,0.370037,0.007899,,5,7215,17.985714,0.055369166
1,Balanced,AMOSA,200,0.011617,0.052015,0.687921,0.003493,4,0,7966,18.000000,0.061326901
1,Balanced,AMOSA,201,0.025919,0.058498,0.684180,0.005701,4,0,7652,17.985714,0.061371927
1,Balanced,AMOSA,202,0.029486,0.053341,0.671725,0.002024,7,0,6925,17.985714,0.061226466
1,Balanced,AMOSA,203,0.034240,0.059341,0.664667,0.010560,6,0,7159,17.985714,0.061250795
1,Balanced,AMOSA,204,0.028608,0.062164,0.684054,0.002719,3,0,7192,17.985714,0.061412226
1,Balanced,AMOSA,205,0.017514,0.059207,0.667818,0.003326,5,0,7312,18.000000,0.061222218
1,Balanced,AMOSA,206,0.024071,0.057463,0.660996,0.010295,10,0,7240,17.985714,0.061234938
1,Balanced,AMOSA,207,0.013723,0.058101,0.684835,0.001218,7,0,7271,18.000000,0.061369168
1,Balanced,AMOSA,208,0.041439,0.057677,0.637544,0.013172,9,0,6832,18.000000,0.060965108
1,Balanced,AMOSA,209,0.038666,0.072122,0.622887,0.058917,5,0,7213,17.985714,0.061062704
1,Balanced,AMOSA,MEAN,0.026528,0.058993,0.666663,0.011142,,0,7276,17.985714,0.060965108
2,GPU_Stress,GA_Makespan_Dominance,200,0.003274,0.010105,0.528062,0.001594,3,0,3480,24.745000,0.080209146
2,GPU_Stress,GA_Makespan_Dominance,201,0.013894,0.008355,0.512503,0.000180,4,0,3217,25.000000,0.079901780
2,GPU_Stress,GA_Makespan_Dominance,202,0.030412,0.000000,0.498171,0.002820,4,4,3281,24.875000,0.079666803
2,GPU_Stress,GA_Makespan_Dominance,203,0.009935,0.002988,0.516561,0.001224,4,0,3217,25.000000,0.079958081
2,GPU_Stress,GA_Makespan_Dominance,204,0.001820,0.003103,0.525071,0.000000,2,0,3197,24.745000,0.080101677
2,GPU_Stress,GA_Makespan_Dominance,205,0.002207,0.012437,0.530385,0.000125,4,0,3253,24.857143,0.080255243
2,GPU_Stress,GA_Makespan_Dominance,206,0.001491,0.003517,0.525390,0.000650,4,0,3212,25.000000,0.080113219
2,GPU_Stress,GA_Makespan_Dominance,207,0.002589,0.021730,0.533556,0.000552,4,0,3130,24.745000,0.080386193
2,GPU_Stress,GA_Makespan_Dominance,208,0.002475,0.002036,0.523444,0.001626,3,1,3155,24.745000,0.080064374
2,GPU_Stress,GA_Makespan_Dominance,209,0.005122,0.000000,0.521936,0.000000,1,1,3151,24.857143,0.080026795
2,GPU_Stress,GA_Makespan_Dominance,MEAN,0.007322,0.006427,0.521508,0.000877,,6,3229,24.745000,0.079666803
2,GPU_Stress,GA_Energy_Dominance,200,0.472240,0.215556,0.219808,0.020787,36,0,3491,27.000000,0.069985600
2,GPU_Stress,GA_Energy_Dominance,201,0.570450,0.137706,0.181772,0.017823,38,2,3590,27.000000,0.068242119
2,GPU_Stress,GA_Energy_Dominance,202,0.385507,0.253775,0.265326,0.037104,48,5,3677,27.000000,0.066923297
2,GPU_Stress,GA_Energy_Dominance,203,0.304541,0.282521,0.284817,0.044670,47,3,3833,27.000000,0.065879553
2,GPU_Stress,GA_Energy_Dominance,204,0.535570,0.170372,0.207090,0.036477,34,4,3590,27.000000,0.068505446
2,GPU_Stress,GA_Energy_Dominance,205,0.401779,0.008358,0.225609,0.005297,32,17,3067,27.000000,0.074277708
2,GPU_Stress,GA_Energy_Dominance,206,0.477212,0.219521,0.231737,0.026599,40,3,3491,27.000000,0.067714799
2,GPU_Stress,GA_Energy_Dominance,207,0.544796,0.103056,0.170818,0.008711,45,1,4371,27.000000,0.070375942
2,GPU_Stress,GA_Energy_Dominance,208,0.545991,0.030397,0.146165,0.004535,57,21,4261,27.000000,0.071572762
2,GPU_Stress,GA_Energy_Dominance,209,0.487787,0.205467,0.221366,0.030606,39,0,4633,27.000000,0.069231493
2,GPU_Stress,GA_Energy_Dominance,MEAN,0.472587,0.162673,0.215451,0.023261,,56,3800,27.000000,0.065879553
2,GPU_Stress,SA_Makespan_Dominance,200,0.440561,0.095975,0.258436,0.000939,4,0,2583,26.328571,0.075128832
2,GPU_Stress,SA_Makespan_Dominance,201,0.514815,0.034265,0.233223,0.244532,5,4,2451,26.328571,0.073675144
2,GPU_Stress,SA_Makespan_Dominance,202,0.492905,0.067305,0.244565,0.355861,3,0,2516,26.456667,0.073782007
2,GPU_Stress,SA_Makespan_Dominance,203,0.477895,0.088541,0.248352,0.001904,4,0,2534,26.328571,0.074291027
2,GPU_Stress,SA_Makespan_Dominance,204,0.431792,0.095952,0.260324,0.000967,4,0,2466,26.328571,0.075276779
2,GPU_Stress,SA_Makespan_Dominance,205,0.448798,0.068839,0.256235,0.291882,3,0,2466,26.456667,0.074937130
2,GPU_Stress,SA_Makespan_Dominance,206,0.440155,0.081725,0.253362,0.303627,3,0,2517,26.456667,0.074962995
2,GPU_Stress,SA_Makespan_Dominance,207,0.445433,0.072136,0.262257,0.002096,5,0,2600,26.328571,0.075203997
2,GPU_Stress,SA_Makespan_Dominance,208,0.426184,0.112317,0.253740,0.001812,4,0,2650,26.328571,0.075068404
2,GPU_Stress,SA_Makespan_Dominance,209,0.410181,0.077726,0.268482,0.001752,5,0,2623,26.328571,0.075752746
2,GPU_Stress,SA_Makespan_Dominance,MEAN,0.452872,0.079478,0.253898,0.120537,,4,2540,26.328571,0.073675144
2,GPU_Stress,SA_Energy_Dominance,200,0.483794,0.174891,0.211312,0.051749,32,0,2811,27.000000,0.069719050
2,GPU_Stress,SA_Energy_Dominance,201,0.497015,0.157359,0.199182,0.074777,22,0,2868,27.000000,0.070574966
2,GPU_Stress,SA_Energy_Dominance,202,0.514034,0.154618,0.199133,0.064931,20,0,3037,27.000000,0.070596035
2,GPU_Stress,SA_Energy_Dominance,203,0.544909,0.157232,0.198282,0.049075,32,3,2946,27.000000,0.068999344
2,GPU_Stress,SA_Energy_Dominance,204,0.560685,0.065351,0.172638,0.038753,26,6,2683,27.000000,0.070546946
2,GPU_Stress,SA_Energy_Dominance,205,0.508810,0.151482,0.200407,0.060623,25,2,2766,27.000000,0.070253736
2,GPU_Stress,SA_Energy_Dominance,206,0.403532,0.250915,0.241345,0.068361,27,0,2717,27.000000,0.071217042
2,GPU_Stress,SA_Energy_Dominance,207,0.355854,0.357212,0.268021,0.094742,24,0,2850,27.000000,0.069957183
2,GPU_Stress,SA_Energy_Dominance,208,0.481465,0.171507,0.206667,0.063154,30,0,2784,27.000000,0.070513600
2,GPU_Stress,SA_Energy_Dominance,209,0.418699,0.288614,0.236285,0.065549,25,0,2683,27.000000,0.071013454
2,GPU_Stress,SA_Energy_Dominance,MEAN,0.476880,0.192918,0.213327,0.063171,,11,2814,27.000000,0.068999344
2,GPU_Stress,NSGA-II,200,0.456208,0.107580,0.191602,0.043007,32,0,7126,25.985714,0.074657625
2,GPU_Stress,NSGA-II,201,0.519620,0.062092,0.165724,0.038994,38,0,5942,26.300000,0.073465695
2,GPU_Stress,NSGA-II,202,0.484590,0.060004,0.181822,0.054045,26,0,7282,26.456667,0.074347137
2,GPU_Stress,NSGA-II,203,0.494046,0.068609,0.168570,0.041044,29,0,8566,26.328571,0.073908564
2,GPU_Stress,NSGA-II,204,0.418679,0.060515,0.233520,0.058965,22,1,7354,26.328571,0.075539043
2,GPU_Stress,NSGA-II,205,0.531672,0.099101,0.145009,0.009657,38,0,8228,25.545000,0.072901121
2,GPU_Stress,NSGA-II,206,0.500869,0.063256,0.174377,0.041657,34,0,8021,26.328571,0.073893984
2,GPU_Stress,NSGA-II,207,0.532165,0.077749,0.154579,0.038763,34,0,8994,26.456667,0.073107156
2,GPU_Stress,NSGA-II,208,0.370406,0.023159,0.273507,0.002653,29,13,7547,25.000000,0.076156808
2,GPU_Stress,NSGA-II,209,0.577261,0.121866,0.134645,0.038848,38,0,8563,26.328571,0.071253894
2,GPU_Stress,NSGA-II,MEAN,0.488552,0.074393,0.182335,0.036764,,14,7762,25.000000,0.071253894
2,GPU_Stress,SPEA-II,200,0.404219,0.045294,0.228813,0.003731,26,0,9074,25.000000,0.075278441
2,GPU_Stress,SPEA-II,201,0.408923,0.110344,0.226430,0.005354,32,0,8661,25.200000,0.075296576
2,GPU_Stress,SPEA-II,202,0.350563,0.060108,0.269165,0.006507,22,0,8557,25.000000,0.076108730
2,GPU_Stress,SPEA-II,203,0.221480,0.039800,0.363411,0.002295,13,0,7442,25.000000,0.077768285
2,GPU_Stress,SPEA-II,204,0.451003,0.063512,0.200935,0.008898,29,0,8107,25.456667,0.074647040
2,GPU_Stress,SPEA-II,205,0.358948,0.062260,0.259427,0.007254,21,0,7992,25.000000,0.075979491
2,GPU_Stress,SPEA-II,206,0.253045,0.024017,0.337245,0.005674,11,0,7666,25.000000,0.077308399
2,GPU_Stress,SPEA-II,207,0.295342,0.029570,0.314700,0.001938,14,7,7719,25.000000,0.076884204
2,GPU_Stress,SPEA-II,208,0.430445,0.085664,0.208226,0.003880,26,0,7930,25.405000,0.074706974
2,GPU_Stress,SPEA-II,209,0.428934,0.088512,0.212160,0.003698,27,0,7980,25.405000,0.074823592
2,GPU_Stress,SPEA-II,MEAN,0.360290,0.060908,0.262051,0.004923,,7,8112,25.000000,0.074647040
2,GPU_Stress,AMOSA,200,0.246781,0.088278,0.388969,0.002709,8,0,7083,26.200000,0.078918878
2,GPU_Stress,AMOSA,201,0.234177,0.063861,0.396665,0.102039,5,0,6984,26.328571,0.078989807
2,GPU_Stress,AMOSA,202,0.239458,0.105085,0.389798,0.008516,6,0,6956,26.328571,0.078937492
2,GPU_Stress,AMOSA,203,0.235183,0.074420,0.394258,0.002481,7,0,7598,26.300000,0.078963895
2,GPU_Stress,AMOSA,204,0.226878,0.061451,0.399377,0.098386,5,0,6997,26.456667,0.079031070
2,GPU_Stress,AMOSA,205,0.230229,0.063050,0.397606,0.101288,5,0,7151,26.328571,0.079039385
2,GPU_Stress,AMOSA,206,0.234057,0.080075,0.397927,0.001311,6,0,6973,26.300000,0.079012657
2,GPU_Stress,AMOSA,207,0.235281,0.106600,0.388124,0.018141,6,0,6973,26.328571,0.078990596
2,GPU_Stress,AMOSA,208,0.233219,0.062132,0.397032,0.100854,5,0,7015,26.328571,0.078992509
2,GPU_Stress,AMOSA,209,0.233313,0.084154,0.379971,0.025173,7,0,7318,26.328571,0.079055658
2,GPU_Stress,AMOSA,MEAN,0.234858,0.078911,0.392973,0.046090,,0,7104,26.200000,0.078918878
3,CPU_Stress,GA_Makespan_Dominance,200,0.044716,0.001067,0.612723,0.000000,1,0,3785,11.745000,0.042151463
3,CPU_Stress,GA_Makespan_Dominance,201,0.023763,0.006887,0.630191,0.000000,1,0,3682,11.220000,0.042416263
3,CPU_Stress,GA_Makespan_Dominance,202,0.045777,0.000000,0.611910,0.000000,1,1,3771,11.745000,0.042138094
3,CPU_Stress,GA_Makespan_Dominance,203,0.036961,0.006344,0.618096,0.000000,2,0,3877,11.745000,0.042249140
3,CPU_Stress,GA_Makespan_Dominance,204,0.067223,0.015055,0.594313,0.000000,1,0,3905,12.580000,0.041864229
3,CPU_Stress,GA_Makespan_Dominance,205,0.036923,0.006948,0.618703,0.000000,1,0,3598,11.745000,0.042249642
3,CPU_Stress,GA_Makespan_Dominance,206,0.000000,0.000000,0.650675,0.000000,1,1,3573,10.745000,0.042714853
3,CPU_Stress,GA_Makespan_Dominance,207,0.083353,0.001636,0.581643,0.000000,2,1,3823,12.405000,0.041661026
3,CPU_Stress,GA_Makespan_Dominance,208,0.030633,0.000000,0.624689,0.000000,1,1,3947,11.220000,0.042329937
3,CPU_Stress,GA_Makespan_Dominance,209,0.011249,0.000000,0.640870,0.000000,1,1,3855,10.925000,0.042573720
3,CPU_Stress,GA_Makespan_Dominance,MEAN,0.038060,0.003794,0.618381,0.000000,,5,3781,10.745000,0.041661026
3,CPU_Stress,GA_Energy_Dominance,200,0.401025,0.173962,0.193884,0.047943,43,2,4751,17.000000,0.031009498
3,CPU_Stress,GA_Energy_Dominance,201,0.329497,0.199273,0.226785,0.052086,35,0,6298,17.000000,0.031172571
3,CPU_Stress,GA_Energy_Dominance,202,0.394891,0.142650,0.189308,0.053640,41,2,5518,17.000000,0.031379803
3,CPU_Stress,GA_Energy_Dominance,203,0.365980,0.181509,0.218030,0.037802,42,0,5422,17.000000,0.030287757
3,CPU_Stress,GA_Energy_Dominance,204,0.338617,0.193504,0.226592,0.038340,37,1,5565,17.000000,0.030213082
3,CPU_Stress,GA_Energy_Dominance,205,0.247393,0.238742,0.273130,0.041093,48,1,5701,17.000000,0.030180059
3,CPU_Stress,GA_Energy_Dominance,206,0.374453,0.190980,0.204512,0.025696,52,2,6779,17.000000,0.030643987
3,CPU_Stress,GA_Energy_Dominance,207,0.364071,0.188699,0.205860,0.035752,46,0,5267,17.000000,0.031524300
3,CPU_Stress,GA_Energy_Dominance,208,0.342124,0.219489,0.220296,0.038895,42,0,4926,17.000000,0.031044942
3,CPU_Stress,GA_Energy_Dominance,209,0.425780,0.135907,0.180034,0.037908,46,17,4987,17.000000,0.031662535
3,CPU_Stress,GA_Energy_Dominance,MEAN,0.358383,0.186471,0.213843,0.040915,,25,5521,17.000000,0.030180059
3,CPU_Stress,SA_Makespan_Dominance,200,0.433295,0.042755,0.383014,0.314565,3,2,2276,12.460000,0.037748438
3,CPU_Stress,SA_Makespan_Dominance,201,0.360972,0.026121,0.420359,0.170631,5,4,2257,14.386667,0.039193962
3,CPU_Stress,SA_Makespan_Dominance,202,0.406718,0.064133,0.394422,0.000000,2,1,2319,12.460000,0.038316831
3,CPU_Stress,SA_Makespan_Dominance,203,0.346581,0.048105,0.426759,0.221044,3,0,2224,12.460000,0.039388225
3,CPU_Stress,SA_Makespan_Dominance,204,0.341836,0.088474,0.432645,0.204568,3,1,2221,15.386667,0.039512774
3,CPU_Stress,SA_Makespan_Dominance,205,0.395381,0.027301,0.397391,0.006514,10,8,2319,14.456667,0.038744345
3,CPU_Stress,SA_Makespan_Dominance,206,0.415713,0.088849,0.390757,0.280803,3,1,2366,14.386667,0.038167803
3,CPU_Stress,SA_Makespan_Dominance,207,0.364408,0.090432,0.420461,0.214483,3,0,2388,14.386667,0.039216176
3,CPU_Stress,SA_Makespan_Dominance,208,0.145455,0.000000,0.540153,0.000000,1,1,2114,12.680000,0.040873337
3,CPU_Stress,SA_Makespan_Dominance,209,0.334072,0.044258,0.440193,0.194369,3,2,2303,14.386667,0.039675323
3,CPU_Stress,SA_Makespan_Dominance,MEAN,0.354443,0.052043,0.424615,0.160698,,20,2278,12.460000,0.037748438
3,CPU_Stress,SA_Energy_Dominance,200,0.366744,0.132070,0.314723,0.147088,6,0,2337,17.000000,0.036107495
3,CPU_Stress,SA_Energy_Dominance,201,0.441501,0.056368,0.315302,0.152217,7,4,2403,17.000000,0.036051050
3,CPU_Stress,SA_Energy_Dominance,202,0.425861,0.116169,0.303387,0.074240,9,0,2307,17.000000,0.035775283
3,CPU_Stress,SA_Energy_Dominance,203,0.397281,0.103862,0.289290,0.119130,15,1,2444,17.000000,0.035195137
3,CPU_Stress,SA_Energy_Dominance,204,0.434611,0.042828,0.313403,0.169617,8,0,2793,17.000000,0.036087408
3,CPU_Stress,SA_Energy_Dominance,205,0.400181,0.084314,0.325971,0.085116,7,0,2411,17.000000,0.036615731
3,CPU_Stress,SA_Energy_Dominance,206,0.418303,0.053627,0.318537,0.123182,9,0,2438,17.000000,0.036430995
3,CPU_Stress,SA_Energy_Dominance,207,0.429322,0.105018,0.296954,0.101205,13,1,2415,17.000000,0.035383965
3,CPU_Stress,SA_Energy_Dominance,208,0.435050,0.046327,0.312416,0.177496,8,0,2370,17.000000,0.036055763
3,CPU_Stress,SA_Energy_Dominance,209,0.436226,0.124744,0.302245,0.055622,11,2,2291,17.000000,0.035673238
3,CPU_Stress,SA_Energy_Dominance,MEAN,0.418508,0.086533,0.309223,0.120491,,8,2420,17.000000,0.035195137
3,CPU_Stress,NSGA-II,200,0.474204,0.085467,0.219568,0.006576,49,0,7965,13.386667,0.036398787
3,CPU_Stress,NSGA-II,201,0.475488,0.070887,0.232153,0.013017,51,0,7872,14.386667,0.036705295
3,CPU_Stress,NSGA-II,202,0.469171,0.084975,0.233479,0.017192,40,0,7902,14.386667,0.036641275
3,CPU_Stress,NSGA-II,203,0.488991,0.085040,0.202751,0.017633,50,0,8834,12.460000,0.036181992
3,CPU_Stress,NSGA-II,204,0.475784,0.097414,0.207045,0.009027,36,0,8626,13.386667,0.036064718
3,CPU_Stress,NSGA-II,205,0.468782,0.069856,0.243934,0.014633,43,0,8499,15.386667,0.036840267
3,CPU_Stress,NSGA-II,206,0.466400,0.078080,0.243391,0.014765,45,0,8563,14.386667,0.036759248
3,CPU_Stress,NSGA-II,207,0.486589,0.079505,0.200787,0.021447,41,0,8200,15.386667,0.036299941
3,CPU_Stress,NSGA-II,208,0.468378,0.092226,0.233204,0.015132,48,0,7835,14.386667,0.036506070
3,CPU_Stress,NSGA-II,209,0.457302,0.070008,0.256770,0.009659,38,0,8023,13.386667,0.037057728
3,CPU_Stress,NSGA-II,MEAN,0.473109,0.081346,0.227308,0.013908,,0,8231,12.460000,0.036064718
3,CPU_Stress,SPEA-II,200,0.424585,0.053030,0.308643,0.025603,30,1,8758,12.460000,0.037665447
3,CPU_Stress,SPEA-II,201,0.419896,0.087200,0.303268,0.007623,33,0,8296,12.220000,0.037284511
3,CPU_Stress,SPEA-II,202,0.466078,0.085627,0.231985,0.021350,36,0,7270,12.425000,0.036542948
3,CPU_Stress,SPEA-II,203,0.392900,0.064314,0.318651,0.005761,35,0,7588,12.220000,0.038130264
3,CPU_Stress,SPEA-II,204,0.363450,0.072240,0.348773,0.006055,27,0,8874,13.425000,0.038552107
3,CPU_Stress,SPEA-II,205,0.434720,0.068974,0.284613,0.009925,31,0,8550,12.973333,0.037404400
3,CPU_Stress,SPEA-II,206,0.420653,0.068043,0.304342,0.006881,33,0,8535,13.020000,0.037599197
3,CPU_Stress,SPEA-II,207,0.429992,0.082126,0.266765,0.008313,44,0,9110,12.745000,0.037108681
3,CPU_Stress,SPEA-II,208,0.447065,0.052842,0.273738,0.009835,36,0,8641,12.405000,0.037130668
3,CPU_Stress,SPEA-II,209,0.395811,0.055549,0.320653,0.030848,30,0,8801,12.460000,0.038231759
3,CPU_Stress,SPEA-II,MEAN,0.419515,0.068994,0.296143,0.013220,,1,8442,12.220000,0.036542948
3,CPU_Stress,AMOSA,200,0.165137,0.169122,0.471797,0.010037,9,0,8610,12.460000,0.041622432
3,CPU_Stress,AMOSA,201,0.164560,0.207698,0.452870,0.018782,14,0,7164,12.973333,0.041605416
3,CPU_Stress,AMOSA,202,0.192004,0.174731,0.447993,0.032247,13,0,6267,13.220000,0.041191574
3,CPU_Stress,AMOSA,203,0.154493,0.108474,0.487590,0.107865,11,0,5482,12.460000,0.041981564
3,CPU_Stress,AMOSA,204,0.146207,0.130429,0.500296,0.012122,15,0,5982,12.830000,0.042086283
3,CPU_Stress,AMOSA,205,0.211776,0.190654,0.429592,0.013811,16,0,7975,12.625000,0.040856656
3,CPU_Stress,AMOSA,206,0.138579,0.161114,0.510696,0.028566,7,0,8437,12.745000,0.042133149
3,CPU_Stress,AMOSA,207,0.171251,0.141827,0.479653,0.011372,15,0,6971,12.460000,0.041797211
3,CPU_Stress,AMOSA,208,0.159197,0.164588,0.487989,0.007967,18,0,7431,13.456667,0.041738466
3,CPU_Stress,AMOSA,209,0.128194,0.151552,0.506205,0.010243,15,0,7713,12.386667,0.042383958
3,CPU_Stress,AMOSA,MEAN,0.163140,0.160019,0.477468,0.025301,,0,7203,12.386667,0.040856656
