Algorithm,Seed,Makespan,Energy,IsUniversalPareto
GA_Makespan_Dominance,200,15.507143,0.060771566,true
GA_Makespan_Dominance,200,16.680000,0.060755740,false
GA_Makespan_Dominance,201,16.950000,0.061183957,false
GA_Makespan_Dominance,201,15.580000,0.061235026,false
GA_Makespan_Dominance,201,15.660714,0.061221529,false
GA_Makespan_Dominance,201,15.680000,0.061212797,false
GA_Makespan_Dominance,201,15.925000,0.061200528,false
GA_Makespan_Dominance,202,18.680000,0.059353878,false
GA_Makespan_Dominance,202,18.000000,0.059362263,false
GA_Makespan_Dominance,202,17.325000,0.059369152,false
GA_Makespan_Dominance,203,15.660714,0.060913183,false
GA_Makespan_Dominance,203,16.000000,0.060888946,false
GA_Makespan_Dominance,204,16.000000,0.060735571,false
GA_Makespan_Dominance,204,15.950000,0.060744898,false
GA_Makespan_Dominance,204,15.800000,0.060773245,false
GA_Makespan_Dominance,204,15.660714,0.060775482,false
GA_Makespan_Dominance,205,16.500000,0.059708763,false
GA_Makespan_Dominance,206,15.545000,0.060615758,true
GA_Makespan_Dominance,206,16.300000,0.060570852,false
GA_Makespan_Dominance,207,16.300000,0.060560435,true
GA_Makespan_Dominance,207,15.555000,0.060560437,true
GA_Makespan_Dominance,208,16.500000,0.059790146,false
GA_Makespan_Dominance,209,16.160714,0.060598424,false
GA_Makespan_Dominance,209,17.300000,0.060582352,false
GA_Makespan_Dominance,209,16.000000,0.060610519,false
GA_Energy_Dominance,200,18.000000,0.061557678,false
GA_Energy_Dominance,200,59.220000,0.061060253,false
GA_Energy_Dominance,200,59.680000,0.060780734,false
GA_Energy_Dominance,200,51.320000,0.061324294,false
GA_Energy_Dominance,200,59.320000,0.060878465,false
GA_Energy_Dominance,200,70.000000,0.060448913,false
GA_Energy_Dominance,200,85.000000,0.058984499,false
GA_Energy_Dominance,200,77.000000,0.060086813,false
GA_Energy_Dominance,200,80.680000,0.059625046,false
GA_Energy_Dominance,200,84.680000,0.059359427,false
GA_Energy_Dominance,200,88.000000,0.058922910,false
GA_Energy_Dominance,200,83.800000,0.059503160,false
GA_Energy_Dominance,200,89.680000,0.058287084,false
GA_Energy_Dominance,200,88.680000,0.058562561,false
GA_Energy_Dominance,200,91.680000,0.057880756,false
GA_Energy_Dominance,200,93.840000,0.057651191,false
GA_Energy_Dominance,200,96.000000,0.057169479,false
GA_Energy_Dominance,200,99.680000,0.056929726,false
GA_Energy_Dominance,200,98.000000,0.057044706,false
GA_Energy_Dominance,200,97.680000,0.057105683,false
GA_Energy_Dominance,200,94.840000,0.057374800,false
GA_Energy_Dominance,200,106.680000,0.056379163,false
GA_Energy_Dominance,200,108.680000,0.056069165,false
GA_Energy_Dominance,200,113.180000,0.055469794,false
GA_Energy_Dominance,200,114.680000,0.054704532,false
GA_Energy_Dominance,200,113.680000,0.054804844,false
GA_Energy_Dominance,200,116.680000,0.054376030,false
GA_Energy_Dominance,200,114.740000,0.054483384,false
GA_Energy_Dominance,200,117.800000,0.054169738,false
GA_Energy_Dominance,200,118.680000,0.053868963,false
GA_Energy_Dominance,200,120.320000,0.053471331,false
GA_Energy_Dominance,200,120.180000,0.053819348,false
GA_Energy_Dominance,200,120.620000,0.053212647,false
GA_Energy_Dominance,200,121.180000,0.053044248,false
GA_Energy_Dominance,200,122.180000,0.052641127,false
GA_Energy_Dominance,200,122.680000,0.052021953,false
