Algorithm,Makespan,Energy
GA_Makespan_Dominance,24.745000,0.080099656
GA_Makespan_Dominance,24.857143,0.080026795
GA_Makespan_Dominance,24.875000,0.079749038
GA_Makespan_Dominance,24.925000,0.079738506
GA_Makespan_Dominance,25.000000,0.079715490
GA_Makespan_Dominance,26.000000,0.079666803
GA_Energy_Dominance,27.000000,0.078585171
GA_Energy_Dominance,27.420000,0.078559741
GA_Energy_Dominance,27.545000,0.078516603
GA_Energy_Dominance,27.555000,0.078501100
GA_Energy_Dominance,27.625000,0.078493191
GA_Energy_Dominance,27.710000,0.078364248
GA_Energy_Dominance,27.925000,0.078253356
GA_Energy_Dominance,28.460000,0.078218199
GA_Energy_Dominance,28.680000,0.078111012
GA_Energy_Dominance,29.000000,0.078043176
GA_Energy_Dominance,29.250000,0.078008978
GA_Energy_Dominance,29.325000,0.077427007
GA_Energy_Dominance,29.555000,0.077343316
GA_Energy_Dominance,30.220000,0.077301485
GA_Energy_Dominance,30.460000,0.077273937
GA_Energy_Dominance,30.680000,0.077055794
GA_Energy_Dominance,31.325000,0.076342249
GA_Energy_Dominance,31.460000,0.076179104
GA_Energy_Dominance,31.700000,0.075875172
GA_Energy_Dominance,32.000000,0.075845222
GA_Energy_Dominance,32.325000,0.075580237
GA_Energy_Dominance,32.425000,0.075291376
GA_Energy_Dominance,32.460000,0.075159351
GA_Energy_Dominance,32.555000,0.075153039
GA_Energy_Dominance,33.020000,0.074956035
GA_Energy_Dominance,33.425000,0.074953347
GA_Energy_Dominance,33.555000,0.074841542
GA_Energy_Dominance,34.680000,0.074720063
GA_Energy_Dominance,35.000000,0.074696513
GA_Energy_Dominance,35.080000,0.074629001
GA_Energy_Dominance,35.180000,0.074357059
GA_Energy_Dominance,35.460000,0.074277708
GA_Energy_Dominance,35.680000,0.074277708
GA_Energy_Dominance,59.800000,0.073832920
GA_Energy_Dominance,59.840000,0.073710622
GA_Energy_Dominance,60.300000,0.073696249
GA_Energy_Dominance,61.680000,0.073612810
GA_Energy_Dominance,61.800000,0.073517043
GA_Energy_Dominance,61.840000,0.073431222
GA_Energy_Dominance,62.800000,0.073380537
GA_Energy_Dominance,63.300000,0.073377958
GA_Energy_Dominance,63.840000,0.073225588
GA_Energy_Dominance,64.680000,0.073148485
GA_Energy_Dominance,65.300000,0.073109633
GA_Energy_Dominance,66.300000,0.073074324
GA_Energy_Dominance,66.680000,0.072960047
GA_Energy_Dominance,68.180000,0.072917497
GA_Energy_Dominance,68.300000,0.072812643
GA_Energy_Dominance,70.300000,0.072735885
GA_Energy_Dominance,74.680000,0.072604664
GA_Energy_Dominance,77.680000,0.072497397
GA_Energy_Dominance,77.840000,0.072433639
GA_Energy_Dominance,79.180000,0.072408283
GA_Energy_Dominance,79.800000,0.072266003
GA_Energy_Dominance,80.300000,0.071913052
GA_Energy_Dominance,80.320000,0.071734305
GA_Energy_Dominance,80.840000,0.071572762
GA_Energy_Dominance,112.000000,0.071329489
GA_Energy_Dominance,113.680000,0.071299538
