Algorithm,Makespan,Energy
GA_Energy_Dominance,115.680000,0.071198637
GA_Energy_Dominance,117.000000,0.071175343
GA_Energy_Dominance,118.180000,0.071026421
GA_Energy_Dominance,118.300000,0.070887905
GA_Energy_Dominance,118.680000,0.070727697
GA_Energy_Dominance,119.680000,0.070595270
GA_Energy_Dominance,121.000000,0.070375942
GA_Energy_Dominance,155.220000,0.070030520
GA_Energy_Dominance,155.680000,0.069876728
GA_Energy_Dominance,157.680000,0.069291536
GA_Energy_Dominance,158.180000,0.068967487
GA_Energy_Dominance,158.840000,0.068813312
GA_Energy_Dominance,159.220000,0.068628121
GA_Energy_Dominance,159.840000,0.068505446
GA_Energy_Dominance,163.700000,0.068414919
GA_Energy_Dominance,164.300000,0.068242119
GA_Energy_Dominance,210.300000,0.067940739
GA_Energy_Dominance,213.000000,0.067875596
GA_Energy_Dominance,213.300000,0.067714799
GA_Energy_Dominance,258.220000,0.067663955
GA_Energy_Dominance,258.700000,0.067493354
GA_Energy_Dominance,259.180000,0.067305422
GA_Energy_Dominance,259.220000,0.067055619
GA_Energy_Dominance,259.700000,0.066923297
GA_Energy_Dominance,318.080000,0.066222568
GA_Energy_Dominance,318.220000,0.066046633
GA_Energy_Dominance,321.220000,0.065879553
SA_Makespan_Dominance,26.328571,0.083037880
SA_Makespan_Dominance,26.432143,0.082982927
SA_Makespan_Dominance,33.405000,0.075250661
SA_Makespan_Dominance,33.710000,0.075240082
SA_Makespan_Dominance,34.555000,0.075203997
SA_Makespan_Dominance,38.300000,0.075150638
SA_Makespan_Dominance,38.740000,0.074988805
SA_Makespan_Dominance,39.000000,0.074937130
SA_Makespan_Dominance,41.180000,0.074263534
SA_Makespan_Dominance,42.840000,0.074229958
SA_Makespan_Dominance,46.000000,0.074170282
SA_Makespan_Dominance,46.685000,0.073675144
SA_Energy_Dominance,27.000000,0.079042915
SA_Energy_Dominance,70.980000,0.078258248
SA_Energy_Dominance,72.250000,0.077585979
SA_Energy_Dominance,72.680000,0.077438535
SA_Energy_Dominance,73.680000,0.076520114
SA_Energy_Dominance,74.300000,0.076363995
SA_Energy_Dominance,79.580000,0.076305345
SA_Energy_Dominance,79.685000,0.074965096
SA_Energy_Dominance,79.800000,0.074591843
SA_Energy_Dominance,80.300000,0.074234814
SA_Energy_Dominance,80.925000,0.074080693
SA_Energy_Dominance,81.580000,0.073947693
SA_Energy_Dominance,82.250000,0.073908137
SA_Energy_Dominance,82.685000,0.073783371
SA_Energy_Dominance,82.745000,0.073513448
SA_Energy_Dominance,82.925000,0.073448331
SA_Energy_Dominance,83.300000,0.072154945
SA_Energy_Dominance,83.425000,0.072059477
SA_Energy_Dominance,83.555000,0.071946300
SA_Energy_Dominance,84.545000,0.071911228
SA_Energy_Dominance,85.840000,0.071544423
SA_Energy_Dominance,86.220000,0.071393101
SA_Energy_Dominance,86.745000,0.071196842
SA_Energy_Dominance,87.555000,0.071046507
SA_Energy_Dominance,88.300000,0.070987357
SA_Energy_Dominance,89.300000,0.070546946
SA_Energy_Dominance,124.180000,0.070427024
SA_Energy_Dominance,124.300000,0.070291762
SA_Energy_Dominance,126.300000,0.070253736
SA_Energy_Dominance,138.300000,0.069454108
SA_Energy_Dominance,138.680000,0.069343049
SA_Energy_Dominance,139.080000,0.068999344
NSGA-II,25.000000,0.082292624
NSGA-II,25.103571,0.082256850
NSGA-II,25.232143,0.082195029
NSGA-II,26.000000,0.082162892
NSGA-II,26.680000,0.081981534
NSGA-II,26.925000,0.078095676
NSGA-II,27.000000,0.077358494
NSGA-II,27.545000,0.077326247
NSGA-II,27.625000,0.077173227
NSGA-II,27.745000,0.077080935
NSGA-II,28.220000,0.077060136
NSGA-II,28.460000,0.077057458
NSGA-II,28.545000,0.076925745
NSGA-II,28.555000,0.076815091
NSGA-II,28.700000,0.076689937
NSGA-II,29.000000,0.076683331
NSGA-II,29.420000,0.076669124
NSGA-II,29.680000,0.076665404
NSGA-II,29.840000,0.076579591
NSGA-II,30.000000,0.076566798
NSGA-II,30.250000,0.076505459
NSGA-II,30.545000,0.076501460
NSGA-II,30.700000,0.076463221
NSGA-II,31.250000,0.076401503
NSGA-II,31.545000,0.076381063
NSGA-II,31.680000,0.076364457
NSGA-II,32.405000,0.076289008
NSGA-II,32.555000,0.076211924
NSGA-II,33.460000,0.076163029
NSGA-II,34.555000,0.076156808
NSGA-II,38.740000,0.075779721
NSGA-II,42.425000,0.075716882
NSGA-II,44.300000,0.075674888
NSGA-II,45.220000,0.075607010
NSGA-II,47.080000,0.075527641
NSGA-II,47.300000,0.075329802
NSGA-II,48.555000,0.075314445
NSGA-II,55.425000,0.075260693
NSGA-II,57.580000,0.075200693
NSGA-II,58.425000,0.075196282
NSGA-II,58.840000,0.075012184
NSGA-II,62.300000,0.074993648
NSGA-II,62.320000,0.074866535
NSGA-II,66.680000,0.074823512
NSGA-II,68.840000,0.074725807
NSGA-II,70.800000,0.074672665
NSGA-II,70.840000,0.074530351
NSGA-II,73.080000,0.074248941
NSGA-II,73.740000,0.074224995
NSGA-II,76.740000,0.074176644
NSGA-II,80.300000,0.074042686
NSGA-II,84.000000,0.073978302
NSGA-II,91.080000,0.073922693
NSGA-II,92.080000,0.073732810
NSGA-II,94.000000,0.073612877
NSGA-II,98.000000,0.073575816
NSGA-II,99.300000,0.073498453
NSGA-II,102.220000,0.073465695
NSGA-II,110.800000,0.073439165
NSGA-II,112.800000,0.073315278
NSGA-II,124.000000,0.073261808
NSGA-II,125.680000,0.073173938
NSGA-II,127.000000,0.073107156
NSGA-II,147.980000,0.072644067
NSGA-II,150.840000,0.072504287
NSGA-II,159.000000,0.072501126
NSGA-II,160.840000,0.072094984
NSGA-II,176.800000,0.071959488
NSGA-II,200.980000,0.071588710
NSGA-II,203.180000,0.071397663
NSGA-II,206.800000,0.071253894
SPEA-II,25.000000,0.081181194
SPEA-II,25.300000,0.080950351
SPEA-II,25.405000,0.080917855
SPEA-II,25.420000,0.080826947
SPEA-II,25.710000,0.080752960
SPEA-II,25.745000,0.080715975
SPEA-II,26.325000,0.080702363
SPEA-II,26.405000,0.080622106
SPEA-II,26.985714,0.078457880
SPEA-II,27.000000,0.077364904
SPEA-II,27.180000,0.077329640
SPEA-II,27.220000,0.077305303
SPEA-II,27.300000,0.077159916
SPEA-II,27.555000,0.077097633
SPEA-II,27.625000,0.077058939
SPEA-II,27.700000,0.077045699
SPEA-II,28.420000,0.076926278
SPEA-II,28.840000,0.076884204
SPEA-II,40.680000,0.076882205
SPEA-II,41.300000,0.076778551
SPEA-II,42.625000,0.076719358
SPEA-II,43.840000,0.076698514
SPEA-II,44.325000,0.076526931
SPEA-II,44.625000,0.076494215
SPEA-II,44.925000,0.076422306
SPEA-II,46.545000,0.076306115
SPEA-II,48.325000,0.076151075
SPEA-II,50.320000,0.076049783
SPEA-II,50.680000,0.075968914
SPEA-II,52.020000,0.075626040
SPEA-II,59.745000,0.075355653
SPEA-II,65.740000,0.075278441
SPEA-II,77.800000,0.075076647
SPEA-II,83.080000,0.074755970
SPEA-II,83.300000,0.074647040
AMOSA,26.200000,0.083235473
AMOSA,26.300000,0.083028371
AMOSA,26.328571,0.083015316
AMOSA,26.456667,0.082929501
AMOSA,27.000000,0.079106073
AMOSA,27.325000,0.079080894
AMOSA,27.925000,0.079012657
AMOSA,28.000000,0.078972091
AMOSA,29.625000,0.078918878
