Algorithm,Seed,Makespan,Energy,IsUniversalPareto
GA_Makespan_Dominance,200,11.745000,0.042151463,false
GA_Makespan_Dominance,201,11.220000,0.042416263,false
GA_Makespan_Dominance,202,11.745000,0.042138094,true
GA_Makespan_Dominance,203,11.973333,0.042249140,false
GA_Makespan_Dominance,203,11.745000,0.042274546,false
GA_Makespan_Dominance,204,12.580000,0.041864229,false
GA_Makespan_Dominance,205,11.745000,0.042249642,false
GA_Makespan_Dominance,206,10.745000,0.042714853,true
GA_Makespan_Dominance,207,13.000000,0.041661026,false
GA_Makespan_Dominance,207,12.405000,0.041675852,true
GA_Makespan_Dominance,208,11.220000,0.042329937,true
GA_Makespan_Dominance,209,10.925000,0.042573720,true
GA_Energy_Dominance,200,17.000000,0.043403528,false
GA_Energy_Dominance,200,69.840000,0.042635286,false
GA_Energy_Dominance,200,73.220000,0.041999147,false
GA_Energy_Dominance,200,80.320000,0.041962102,false
GA_Energy_Dominance,200,84.840000,0.041633129,false
GA_Energy_Dominance,200,81.320000,0.041818689,false
GA_Energy_Dominance,200,86.080000,0.041353605,false
GA_Energy_Dominance,200,91.840000,0.040433081,false
GA_Energy_Dominance,200,89.840000,0.040841465,false
GA_Energy_Dominance,200,93.840000,0.040376415,false
GA_Energy_Dominance,200,94.320000,0.040013538,false
GA_Energy_Dominance,200,105.180000,0.039686399,false
GA_Energy_Dominance,200,99.320000,0.039873720,false
GA_Energy_Dominance,200,106.840000,0.039503698,false
GA_Energy_Dominance,200,107.840000,0.039139179,false
GA_Energy_Dominance,200,111.320000,0.038640966,false
GA_Energy_Dominance,200,117.080000,0.038197209,false
GA_Energy_Dominance,200,114.320000,0.038456254,false
GA_Energy_Dominance,200,114.080000,0.038518035,false
GA_Energy_Dominance,200,121.080000,0.037631982,false
GA_Energy_Dominance,200,120.620000,0.037900650,false
GA_Energy_Dominance,200,124.080000,0.037397420,false
GA_Energy_Dominance,200,129.620000,0.037113858,false
GA_Energy_Dominance,200,127.740000,0.037381229,false
GA_Energy_Dominance,200,133.620000,0.036801182,false
GA_Energy_Dominance,200,131.840000,0.036864011,false
GA_Energy_Dominance,200,135.740000,0.036161535,false
GA_Energy_Dominance,200,135.620000,0.036337297,false
GA_Energy_Dominance,200,134.840000,0.036670546,false
GA_Energy_Dominance,200,137.740000,0.036009318,false
GA_Energy_Dominance,200,142.840000,0.035894891,false
GA_Energy_Dominance,200,144.320000,0.035375278,false
GA_Energy_Dominance,200,145.320000,0.035250280,false
